,Buried_Volume_C,V_occ_avg,C_charge,Pyramidalization_H_max,Bmax_2.0_min,gas_charge_H_max,gas_charge_C,Buried_Volume_H_max_MFF,num_H,Pyramidalization_C_MFF,L_cc1_min,num_C,Bmax_2.0_avg,Bmin_3.5_avg,L_ch1_avg,n_Csp3,Pyramidalization_H_max_MFF,C_n_charge_min,Bmin_2.0_avg,Bmin_3.0_avg,Local_Nucleophilicity_H_max,dual_H_max,Reactant_SMILES,Atom_nº,bde_avg,DOI
148,0.00180901,0.187532601,-0.076137341,4.10E-05,0.323892382,-0.149991593,-0.120924691,0.019876385,0.10415394,0.043168753,0.24664066,0.029525555,0.28516053,-0.014881457,-0.039648256,0.159845245,-0.000510296,-0.026062512,-0.014790365,0.014037258,-0.091928425,-0.05738323,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]32)C1,28,0.0631174,10.1021/jo00045a004
149,0.298825708,0.187509796,0.071740835,-0.02416848,0.322357515,-0.099357137,-0.057280038,0.21691021,-0.39584606,0.041735654,-0.005638976,0.362858888,0.256781313,-0.002722633,0.033480996,0.493178579,-0.034197576,-0.02783339,0.228802743,-0.027327676,-0.110589169,-0.071072598,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]32)C1,29,0.0757817,10.1021/jo00045a004
150,0.052168823,0.187493365,-0.061767998,-0.01204425,0.022662785,-0.103993545,0.019511512,0.183904451,0.10415394,0.085572581,0.003479565,0.029525555,0.01784456,-0.017566387,-0.06515846,0.159845245,-0.020350506,0.042546398,0.121574864,-0.037892436,-0.076978814,0.02879328,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]32)C1,30,0.0118269,10.1021/jo00045a004
151,-0.37118058,0.245359667,-0.193475146,0.019213514,-0.152473241,-0.053969143,0.195626718,-0.277107734,0.60415394,0.068397884,0.815029717,-0.303807778,0.329550244,-0.022780209,-0.045884106,-0.506821421,0.014886406,0.506230346,-0.05779828,-0.038565175,-0.100172204,0.111339613,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1,0,0.0158347,10.1021/jo00045a004
152,0.216480987,0.245360464,0.337411555,-0.031349816,0.0169109,0.428827343,0.458678622,0.240778986,-0.39584606,0.097689459,-0.023876058,0.029525555,-0.048665301,-0.020599205,0.013072833,0.159845245,-0.044416517,-0.126299779,-0.018723739,-0.039009111,-0.16126023,0.037738478,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1,4,0.0180044,10.1021/jo00045a004
153,0.01455267,0.245378888,-0.035872864,-0.015181816,0.035139753,-0.107409845,0.009100386,0.028080348,0.10415394,0.098147421,-0.048192167,0.029525555,0.23374426,-0.010022536,-0.041348936,0.159845245,-0.023338861,-0.021924851,-0.056355022,-0.030331137,-0.101652836,0.065926383,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1,5,0.0155209,10.1021/jo00045a004
154,0.130698831,0.245359269,-0.06266788,-0.014414248,0.324975376,-0.144745131,-0.09558082,0.131011349,0.10415394,0.105390116,0.109862544,0.029525555,0.350452165,-0.019814013,0.138923173,0.159845245,-0.025326476,-0.010170899,-0.05779828,-0.035950726,-0.116392293,0.119553234,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1,6,0.0330549,10.1021/jo00045a004
155,0.044818861,0.245371351,-0.128338216,0.006191174,0.01061788,-0.190499157,-0.153715937,0.172382904,0.60415394,0.122334707,0.13113914,-0.303807778,0.132951142,0.030414206,0.18200705,-0.173488088,-0.005430812,0.106942738,-0.052830297,0.019280305,-0.110259609,0.115080635,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1,8,-0.0305745,10.1021/jo00045a004
156,0.396345446,0.245410654,0.09532966,-0.047996471,0.133011422,-0.098747083,-0.052872408,0.35697207,-0.39584606,0.101420612,0.046032757,0.362858888,0.06743522,-0.022759671,0.091304125,0.493178579,-0.060477639,-0.009647379,0.186374973,-0.038347644,-0.136739047,-0.028746403,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1,9,0.0596464,10.1021/jo00045a004
157,0.105868257,0.245358074,-0.034679416,-0.015723211,0.201613744,-0.149869582,-0.119822784,0.162448314,0.10415394,0.101962521,0.109862544,0.029525555,0.196519172,-0.017441908,0.028378955,0.159845245,-0.023814327,-0.011911477,-0.05213868,-0.029032667,-0.101237304,-0.001168146,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1,10,0.0428447,10.1021/jo00045a004
158,0.092342092,0.245388546,-0.03984079,-0.006709225,0.119182699,-0.146819314,-0.112071435,0.065557992,0.10415394,0.067651353,0.109862544,0.029525555,0.121412854,-0.02135885,0.047086438,0.159845245,-0.022997408,-0.009647379,-0.054030521,-0.0356092,-0.069513561,-0.016132232,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1,11,0.0611926,10.1021/jo00045a004
159,-0.033655253,0.245353162,-0.145810141,0.007847744,0.12039432,-0.1909872,-0.157933583,0.058055858,0.60415394,0.115665402,0.064269839,-0.303807778,0.127661451,-0.020730446,0.204682833,-0.173488088,-0.002617548,0.085399296,-0.05779828,-0.035430523,-0.113827456,-0.007741259,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1,13,-0.0082251,10.1021/jo00045a004
160,0.322189084,0.245383169,0.093036781,-0.790872437,0.406255992,-0.099601158,-0.059369862,0.196311129,-0.39584606,0.080289904,-0.072508277,0.362858888,0.340679791,-0.013471869,0.016474193,0.493178579,-0.048472361,-0.016092063,0.335065836,-0.03876112,-0.137188013,-0.027848557,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1,14,0.1780427,10.1021/jo00045a004
161,0.200691145,0.245402687,0.124609427,-0.048415421,0.205300513,-0.109606039,-0.088817388,0.198839363,-0.39584606,0.083063159,-0.124180009,0.362858888,0.139724311,-0.019411524,-0.024342133,0.493178579,-0.046550982,-0.065581547,0.241368717,0.149865537,-0.105043962,-0.071854055,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1,15,0.130158,10.1021/jo00045a004
162,-0.145749154,0.245381509,-0.162190309,0.009729474,0.088022321,-0.194525512,-0.169826584,-0.026640812,0.60415394,0.105905791,0.055151298,-0.303807778,0.208020569,-0.016939736,0.206950384,-0.173488088,0.003122455,0.060226564,-0.053573608,-0.030693529,-0.096590029,-0.038949693,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1,16,-0.0261843,10.1021/jo00045a004
163,0.128351314,0.245388846,-0.043682081,-0.013950267,0.379379499,-0.150479636,-0.12499035,0.060276939,0.10415394,0.097789896,-0.063389735,0.029525555,0.364440938,-0.010149269,-0.022641453,0.159845245,-0.021008766,-0.002808792,0.260026705,0.132706736,-0.049286213,-0.071926105,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1,17,0.0404423,10.1021/jo00045a004
164,0.075294653,0.245358573,-0.019089762,-0.017685392,0.370963369,-0.153773926,-0.13403359,0.050284552,0.10415394,0.078402591,-0.011718003,0.029525555,0.417182443,0.010088388,0.30729052,0.159845245,-0.012906833,-0.013596505,0.091961001,0.119808615,-0.053828411,-0.068162914,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1,18,0.0596436,10.1021/jo00045a004
165,-0.030804698,0.24537321,-0.022223043,-0.019637452,0.465107508,-0.150723657,-0.127042178,-0.007696395,0.10415394,0.089530091,-0.081626818,0.029525555,0.515405168,-0.021486584,-0.099172065,0.159845245,-0.01849331,-0.002808792,0.099629795,-0.032942228,-0.081339516,-0.084285331,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1,19,0.0235085,10.1021/jo00045a004
166,0.016690586,0.245365841,0.159376753,-0.044498144,0.76674373,-0.116804672,-0.1124894,-0.028151807,-0.39584606,0.082526497,-0.145456605,0.362858888,0.701167529,-0.016740871,0.138923173,0.493178579,-0.044270693,-0.090362901,-0.05779828,-0.024579159,0.069341098,-0.267933465,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1,20,0.0698709,10.1021/jo00045a004
167,-0.24604958,0.245347518,-0.172146582,0.010888668,-0.104298366,-0.194769533,-0.171916408,-0.211028512,0.60415394,0.095354678,-0.036034112,-0.303807778,0.163008921,-0.022369205,0.239830179,-0.173488088,0.004987866,0.075477664,-0.057423195,-0.026323244,-0.071314201,-0.072230929,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1,21,-0.0549403,10.1021/jo00045a004
168,0.024543587,0.245371418,-0.049371105,-0.004801184,0.133729066,-0.149991593,-0.121000685,0.014009098,0.10415394,0.072011361,0.009558593,0.029525555,0.094095889,-0.00891901,0.055589839,0.159845245,-0.011237565,-0.026109645,-0.05779828,-0.030179321,-0.130400986,0.00337096,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1,23,0.0723418,10.1021/jo00045a004
169,-0.00612783,0.24538038,-0.072207789,0.000974042,0.343959434,-0.149991593,-0.120924691,0.027849157,0.10415394,0.042048208,0.216245523,0.029525555,0.291508964,-0.020375544,0.001168071,0.159845245,-0.006255947,-0.016092063,-0.057235529,-0.02587619,-0.106787287,-0.048061158,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1,24,0.0670823,10.1021/jo00045a004
170,0.309794757,0.245347916,0.09025079,-0.025005872,0.289607009,-0.099235126,-0.05712805,0.239732023,-0.39584606,0.042296302,0.03995373,0.362858888,0.224030808,-0.022326877,0.047086438,0.493178579,-0.033665628,-0.026109645,0.251170916,0.331455897,-0.131050553,-0.035264094,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1,25,0.1276007,10.1021/jo00045a004
171,0.385725729,0.245330191,0.110025187,-0.446752678,0.361654685,-0.101919362,-0.060813741,0.434303668,-0.39584606,0.078877792,-0.039073626,0.362858888,0.296078483,0.458899655,-0.020940773,0.493178579,-0.156078802,0.020815263,0.394242359,0.528638212,-0.125729829,0.008431038,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1,26,0.0851095,10.1021/jo00045a004
172,0.165590188,0.245358373,0.034765055,-0.014160753,0.395737699,-0.135716336,-0.069591003,0.144464989,0.10415394,0.094546686,0.155455249,0.029525555,0.340691039,-0.018004441,0.103208887,0.159845245,-0.023432311,0.053829013,-0.051157235,-0.036309281,-0.104031401,0.102771288,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1,27,0.124402,10.1021/jo00045a004
173,0.278522488,0.245340348,0.147413493,-0.02115842,0.144800103,0.055108456,0.183809711,0.131126944,-0.39584606,0.034124192,-0.108982441,0.029525555,0.079223902,-0.017694622,-0.06515846,0.159845245,-0.025893853,-0.01788735,-0.05779828,-0.03777012,-0.068911756,0.134683588,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1,28,0.0907949,10.1021/jo00045a004
174,0.263165819,0.245354091,0.002580336,-0.01553347,0.017485521,-0.089352256,0.071605136,0.259918263,0.10415394,0.108437699,-0.002599462,0.029525555,0.2344634,-0.017937819,-0.053253698,0.159845245,-0.02750664,0.120837062,0.401319493,0.185273433,-0.12799854,0.147779934,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1,32,0.0162558,10.1021/jo00045a004
175,-0.350695706,0.158829171,0.099769593,0.02250692,-0.088625614,0.338051355,0.372805835,-0.248737347,0.60415394,0.069456218,0.532354945,-0.637141112,0.323525418,-0.020015633,0.010805282,-0.506821421,0.014902323,-0.124033998,-0.05779828,-0.027250688,-0.116406622,0.134472982,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,0,-0.0058536,https://www.sciencedirect.com/science/article/pii/S0040403900602022
176,-0.046915925,0.158838898,-0.016257722,-0.008478121,0.047689161,-0.009191202,0.240424955,-0.008003548,0.10415394,0.086968203,-0.029955085,0.029525555,0.125188573,-0.021170504,-0.044750297,-0.173488088,-0.014658769,0.008920752,-0.05290453,-0.039174597,-0.073740528,0.121509649,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,4,0.15268,https://www.sciencedirect.com/science/article/pii/S0040403900602022
177,0.04970952,0.15879787,0.007649611,-0.01686419,0.230413776,-0.143403013,-0.085055704,0.223439692,0.10415394,0.095532316,0.009558593,0.029525555,0.251964651,0.066257514,0.31069188,0.159845245,-0.020707876,-0.001566484,-0.003348912,0.070023771,-0.079648729,0.052885459,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,5,0.0255766,https://www.sciencedirect.com/science/article/pii/S0040403900602022
178,0.280269151,0.158827246,0.103041022,-0.041940428,-0.061106806,-0.109362017,-0.086727564,0.076627067,-0.39584606,0.098398513,-0.081626818,0.362858888,-0.126683008,-0.018981986,-0.102573426,0.493178579,-0.047588178,-0.050574531,0.094019439,-0.033222836,-0.134709148,-0.054418124,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,6,0.1035944,https://www.sciencedirect.com/science/article/pii/S0040403900602022
179,-0.060414144,0.158791396,-0.127979414,0.009477497,0.085508889,-0.194525512,-0.169788587,-0.008773082,0.60415394,0.111830814,0.37126072,-0.303807778,0.245000681,-0.019737122,0.098106846,-0.173488088,-0.000885637,0.050765327,-0.057423195,-0.0384407,-0.10459022,0.023566934,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,7,-0.02727,https://www.sciencedirect.com/science/article/pii/S0040403900602022
180,0.288541352,0.158817088,0.104478148,-0.024310659,0.433002155,-0.099601158,-0.059293868,0.157400102,-0.39584606,0.095147058,-0.108982441,0.362858888,0.367425954,0.35150047,0.288583037,0.493178579,-0.059781384,-0.035761942,0.295200211,0.387528991,-0.117209029,-0.036195192,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,8,0.1620335,https://www.sciencedirect.com/science/article/pii/S0040403900602022
181,0.008124947,0.158795081,-0.094211745,-0.005513094,0.070729981,-0.149991593,-0.121000685,0.008017959,0.10415394,0.077204095,0.067309353,0.029525555,0.00552403,-0.017512538,-0.007335331,0.159845245,-0.013132757,-0.025660193,-0.05290453,-0.033591463,-0.097569157,-0.067713992,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,9,0.0666513,https://www.sciencedirect.com/science/article/pii/S0040403900602022
182,-0.004786393,0.15881938,-0.071183189,8.30E-05,0.363877529,-0.149991593,-0.120924691,0.01915474,0.10415394,0.042077439,0.22232455,0.029525555,0.303951208,-0.013548009,0.002868751,0.159845245,-0.006427443,-0.035761942,-0.052348639,-0.03600445,-0.08797848,-0.044968581,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,10,0.0668662,https://www.sciencedirect.com/science/article/pii/S0040403900602022
183,0.302961808,0.158803943,0.063559385,-0.026277393,0.312095085,-0.099357137,-0.057280038,0.21945826,-0.39584606,0.046708776,-0.115061468,0.362858888,0.246518883,-0.010514439,0.251168071,0.493178579,-0.035564928,-0.025660193,0.269450634,0.155952566,-0.106290559,-0.062288125,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,11,0.1009233,https://www.sciencedirect.com/science/article/pii/S0040403900602022
184,0.309473371,0.158846366,0.071048175,-0.040143703,0.158971111,-0.102407405,-0.065145377,0.322879716,-0.39584606,0.070185509,0.012598106,0.362858888,0.09339491,-0.020161401,-0.024342133,0.493178579,-0.039475976,-0.013688247,0.233194501,0.033992063,-0.091312291,-0.087660564,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,12,0.0551924,https://www.sciencedirect.com/science/article/pii/S0040403900602022
185,0.002661382,0.158805537,-0.043891222,-0.014049944,0.129114504,-0.150113603,-0.121836615,-0.026622647,0.10415394,0.099821118,-0.029955085,0.029525555,0.115813125,-0.020168163,0.093004805,0.159845245,-0.022483431,-0.009051475,-0.052348639,-0.036920622,-0.034102567,-0.087704902,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,13,0.0142364,https://www.sciencedirect.com/science/article/pii/S0040403900602022
186,-0.009467452,0.158815097,-0.033320957,-0.010435748,0.157473495,-0.150113603,-0.121494644,0.067595772,0.10415394,0.09334744,0.091625462,0.029525555,0.18211815,-0.008863658,-0.019240093,0.159845245,-0.019773374,-0.013688247,-0.055945637,-0.030824,-0.025075485,-0.094793445,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,14,0.0185368,https://www.sciencedirect.com/science/article/pii/S0040403900602022
187,0.242611078,0.158863096,0.082180626,-0.046024678,0.209344375,-0.101187298,-0.055798162,0.170594479,-0.39584606,0.109445815,0.003479565,0.362858888,0.143768174,-0.022848084,-0.071961181,0.493178579,-0.06296126,-0.022886041,0.22285307,0.116288307,-0.070272983,-0.093646199,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,15,0.0208037,https://www.sciencedirect.com/science/article/pii/S0040403900602022
188,0.049611707,0.158772674,-0.064859066,-0.014117239,0.028372672,-0.103993545,0.019511512,0.07220307,0.10415394,0.106108913,-0.051231681,0.029525555,0.17130277,-0.01476299,0.189943581,0.159845245,-0.025456382,0.041614666,0.063323928,-0.031380418,-0.076673135,-0.025404423,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,16,-0.0009607,https://www.sciencedirect.com/science/article/pii/S0040403900602022
189,0.171822285,0.158826648,0.355766093,-0.770711769,0.308651641,0.4283393,0.454460976,0.192261991,-0.39584606,0.086712614,-0.023876058,0.029525555,0.24307544,-0.022848084,-0.075362542,0.159845245,-0.038259068,-0.126053169,0.065836829,0.099763871,-0.137312195,0.001558643,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,17,-0.0033094,https://www.sciencedirect.com/science/article/pii/S0040403900602022
190,-0.37109674,0.15880879,-0.173269037,0.01937745,-0.23305969,-0.053969143,0.195626718,-0.275568665,0.60415394,0.069206625,0.158494763,-0.303807778,-0.01008464,-0.018492838,0.149127254,-0.506821421,0.014748798,0.503290385,-0.05779828,-0.034059622,-0.084190927,0.185749917,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,20,0.0157683,https://www.sciencedirect.com/science/article/pii/S0040403900602022
191,0.036588581,0.158809421,-0.036018687,-0.013664389,0.049051029,-0.107531856,0.008796412,0.029358501,0.10415394,0.086360335,0.000440052,0.029525555,0.12337901,-0.015145442,-0.036246895,0.159845245,-0.018287412,-0.022346529,-0.05290453,-0.036634258,-0.087109206,-0.037442199,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,22,0.014132,https://www.sciencedirect.com/science/article/pii/S0040403900602022
192,0.088667111,0.158823164,-0.063629162,-0.013146775,0.208554497,-0.145233174,-0.099836463,0.019944091,0.10415394,0.118892872,-0.020836544,0.029525555,0.216717328,-0.011459174,0.161032016,0.159845245,-0.030836961,-0.010234866,-0.041168595,-0.032358228,-0.091455578,-0.015411739,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,23,0.0256594,https://www.sciencedirect.com/science/article/pii/S0040403900602022
193,-0.06081937,0.158804939,-0.165152823,0.008762045,-0.027502187,-0.1909872,-0.15797158,-0.003194784,0.60415394,0.107517278,0.198008441,-0.303807778,0.172153015,-0.01598348,0.132120452,-0.173488088,0.001095303,0.089983885,-0.051690341,-0.032940309,-0.114051939,-0.007436435,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,25,0.0027991,https://www.sciencedirect.com/science/article/pii/S0040403900602022
194,0.343889636,0.158820076,0.076936747,-0.047341737,0.247719788,-0.099357137,-0.057280038,0.272016136,-0.39584606,0.096137186,-0.023876058,0.362858888,0.182143587,-0.000346771,0.220555826,0.493178579,-0.6938209,-0.002863501,0.475635893,-0.037675864,-0.09481327,-0.075096274,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,26,0.0838108,https://www.sciencedirect.com/science/article/pii/S0040403900602022
195,0.105574818,0.158830831,-0.01921448,-0.017619614,0.183085327,-0.149869582,-0.119974771,0.16348702,0.10415394,0.105131528,0.128099626,0.029525555,0.157337422,-0.01979573,0.055589839,0.159845245,-0.024662055,-0.004027534,-0.045001277,0.051313953,-0.060013633,-0.074320358,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,27,0.0427008,https://www.sciencedirect.com/science/article/pii/S0040403900602022
196,0.090539535,0.158810715,-0.021868078,-0.00614,0.156666126,-0.146819314,-0.112071435,0.108161463,0.10415394,0.096871724,-0.008678489,0.029525555,0.157284639,-0.01332535,0.235861948,0.159845245,-0.021368703,-0.002863501,0.092446334,-0.035658607,-0.027434945,-0.058718913,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,28,0.0589684,https://www.sciencedirect.com/science/article/pii/S0040403900602022
197,-0.025676492,0.158807329,-0.134520353,0.008106299,0.048490906,-0.1909872,-0.157933583,0.080012358,0.60415394,0.113861287,0.252719687,-0.303807778,0.079798058,-0.021101878,0.133254261,-0.173488088,-0.001520791,0.082323826,-0.054160613,-0.03556627,-0.093609659,-0.040313087,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,30,-0.0180829,https://www.sciencedirect.com/science/article/pii/S0040403900602022
198,-0.39831675,0.226792049,0.114969745,0.022738658,-0.23305969,0.338051355,0.372805835,-0.198151196,0.60415394,0.068920305,0.529315432,-0.637141112,-0.034519368,-0.022395503,-0.006201521,-0.506821421,0.014936212,-0.141705747,-0.054535943,-0.035266715,-0.100597289,0.069861383,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,0,-0.0058536,https://www.sciencedirect.com/science/article/pii/S0040403900602022
