,Buried_Volume_C_MMFF,Buried_Volume_H_max_MFF,Pyramidalization_C_MFF,Pyramidalization_H_max_MFF,Reactant_SMILES,Atom_nº,bde_avg,Reactive Atom,DOI
391,0.232205746,0.286845361,0.053842789,-0.04892883,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,12,0.2562855,4,doi.org/10.1021/jo990185w
392,0.10364785,0.103871226,0.097202266,-0.022555316,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,13,-0.0047927,4,doi.org/10.1021/jo990185w
393,0.071801877,0.153803438,0.085888882,-0.046269091,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,14,0.0811619,4,doi.org/10.1021/jo990185w
394,-0.229095132,-0.072438015,0.099234987,0.004104196,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,15,-0.0570484,4,doi.org/10.1021/jo990185w
395,0.225368385,0.246377101,0.039292941,-0.040069539,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,20,0.2703949,4,doi.org/10.1021/jo990185w
396,0.06613565,0.099851813,0.102058461,-0.02309856,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,21,0.2045805,4,doi.org/10.1021/jo990185w
397,-0.034356628,-0.08749843,-0.511094116,0.163512892,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,23,-0.2847704,4,doi.org/10.1021/jo990185w
398,-0.138959361,-0.244602338,-0.511222285,0.163551402,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,24,-0.2841614,4,doi.org/10.1021/jo990185w
399,-0.142863144,-0.244476835,-0.510112983,0.163233568,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,25,-0.2921711,4,doi.org/10.1021/jo990185w
400,-0.186701769,-0.079775013,0.101769893,0.003342731,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,33,-0.0941341,4,doi.org/10.1021/jo990185w
401,-0.35829744,-0.184398659,0.06942174,0.014761634,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,0,-0.0066414,4,doi.org/10.1021/jo990185w
402,0.20860221,0.180624848,0.091927833,-0.042129553,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,4,0.3834814,4,doi.org/10.1021/jo990185w
403,0.062633727,0.074982311,0.098548419,-0.021436994,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,5,-0.0099419,4,doi.org/10.1021/jo990185w
404,0.055378718,0.066008814,0.08662342,-0.045396718,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,6,0.0653722,4,doi.org/10.1021/jo990185w
405,-0.197091286,0.029531894,0.101416115,0.003121428,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,7,-0.0572958,4,doi.org/10.1021/jo990185w
406,0.240573046,0.245741327,0.031404153,-0.041375275,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,12,0.2838866,4,doi.org/10.1021/jo990185w
407,0.107842981,0.152236296,0.092846006,-0.020710957,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,13,-0.0029624,4,doi.org/10.1021/jo990185w
408,0.044788271,0.08315655,0.084244416,-0.045310456,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,14,0.0793811,4,doi.org/10.1021/jo990185w
409,-0.236717556,-0.063926898,0.09845098,0.004295205,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,15,-0.0572958,4,doi.org/10.1021/jo990185w
410,0.236953435,0.25682031,0.037670211,-0.039078042,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,20,0.26644,4,doi.org/10.1021/jo990185w
411,0.116744181,0.179442473,0.093312962,-0.020789003,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,21,-0.0039242,4,doi.org/10.1021/jo990185w
412,0.04157052,0.067894669,0.083961094,-0.045192359,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,22,0.0793811,4,doi.org/10.1021/jo990185w
413,-0.243847701,-0.079266394,0.097583026,0.004514967,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,23,-0.0572958,4,doi.org/10.1021/jo990185w
414,-0.184353758,-0.082727647,0.102739783,0.002726062,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,30,-0.0941341,4,doi.org/10.1021/jo990185w
415,-0.352622602,-0.206219748,0.093155561,0.006001442,CC[C@H](C)c1ccccc1,0,-0.0461341,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
416,-0.059346582,-0.020073348,0.097913568,-0.021559198,CC[C@H](C)c1ccccc1,1,0.0282632,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
417,0.126248171,0.068759982,0.082351857,-0.04517028,CC[C@H](C)c1ccccc1,2,0.2451343,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
418,-0.226487348,-0.115984412,0.101246722,0.002810783,CC[C@H](C)c1ccccc1,3,-0.0398376,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
419,0.026383081,-0.035488805,-0.512233399,0.163840995,CC[C@H](C)c1ccccc1,5,-0.2613357,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
420,-0.130191636,-0.244343074,-0.512435022,0.16389953,CC[C@H](C)c1ccccc1,6,-0.279957,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
421,-0.143105695,-0.245063068,-0.512389301,0.163886693,CC[C@H](C)c1ccccc1,7,-0.2930218,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
422,-0.274940187,-0.176176531,0.098237365,0.004339362,CC(C)CCC(C)[NH3+],0,-0.0547278,5,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
423,0.000740105,-0.022226723,0.082912504,-0.044424219,CC(C)CCC(C)[NH3+],1,0.0682205,5,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
424,0.046794701,0.076300098,0.080894024,-0.019476078,CC(C)CCC(C)[NH3+],3,0.0309509,5,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
425,-0.003455027,-0.001761402,0.101176266,-0.023479549,CC(C)CCC(C)[NH3+],4,0.0370235,5,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
426,-0.051866244,-0.12133152,0.097093584,-0.048470821,CC(C)CCC(C)[NH3+],5,0.1656563,5,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
427,-0.29681429,-0.155192683,0.098698325,0.003778147,CC(C)CCC(C)[NH3+],6,-0.0423965,5,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
428,-0.095455141,-0.125379006,-0.027631714,0.003876219,OC1CCC1,1,0.085362,1,10.1002/047084289X.rm267.pub3
429,-0.183125214,-0.166194052,-0.018894459,0.020716778,OC1CCC1,2,-0.0500176,1,10.1002/047084289X.rm267.pub3
430,-0.227766124,-0.217635608,-0.022607624,0.022265896,OC1CCC1,3,-0.0257099,1,10.1002/047084289X.rm267.pub3
431,-0.310747351,-0.174099119,0.095234004,0.005772951,C[C@@H](O)[C@H]1CO1,0,-0.0820136,1,10.1002/047084289X.rm267.pub3
432,-0.043157363,-0.109762083,0.07911989,-0.037412881,C[C@@H](O)[C@H]1CO1,1,0.1738688,1,10.1002/047084289X.rm267.pub3
433,-0.049776572,-0.122061422,-0.100312747,0.033446039,C[C@@H](O)[C@H]1CO1,3,-0.1170104,1,10.1002/047084289X.rm267.pub3
434,-0.27546691,-0.171935836,-0.156926887,0.067769501,C[C@@H](O)[C@H]1CO1,4,-0.1299267,1,10.1002/047084289X.rm267.pub3
435,0.115222854,0.004941473,0.069891694,-0.033991164,OC1CC2CCC1(O)CC2,1,0.0881425,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
436,-0.00719089,-0.068436766,0.071015987,-0.012969475,OC1CC2CCC1(O)CC2,2,0.0033576,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
437,0.077135134,-0.102461414,0.059213161,-0.032244876,OC1CC2CCC1(O)CC2,3,-0.0557023,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
438,-0.059346582,-0.1310729,0.079646059,-0.015168637,OC1CC2CCC1(O)CC2,4,0.0397869,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
439,-0.005536088,-0.082679757,0.080157987,-0.016266421,OC1CC2CCC1(O)CC2,5,0.0136518,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
440,-0.14135904,-0.1862069,0.083340485,-0.017109014,C1CCOCC1,0,0.0191225,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
441,-0.134521678,-0.118157603,0.072804362,-0.012454472,C1CCOCC1,1,0.0524749,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
442,-0.158217068,-0.129466126,0.101212243,-0.017659446,C1CCOCC1,2,0.1370171,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
443,-0.34029411,-0.232734005,0.067781771,0.015171891,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,0,0.0156138,7,10.1002/047084289X.rm267.pub3
444,0.413430271,0.416549883,0.092828017,-0.046587952,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,4,0.0483199,7,10.1002/047084289X.rm267.pub3
445,0.396094316,0.431504611,0.077542881,-0.046062679,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,5,0.127419,7,10.1002/047084289X.rm267.pub3
446,0.010351736,0.117095327,0.107236954,0.001849067,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,6,-0.0231103,7,10.1002/047084289X.rm267.pub3
447,0.38062414,0.376245107,0.076797101,-0.046520688,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,7,0.1700036,7,10.1002/047084289X.rm267.pub3
448,0.059490607,0.085858177,0.072697179,-0.011963088,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,8,0.0729013,7,10.1002/047084289X.rm267.pub3
449,0.003524421,0.020510508,0.039956273,-0.007838953,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,9,0.0644347,7,10.1002/047084289X.rm267.pub3
450,0.313156145,0.230239998,0.042215352,-0.034577539,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,10,0.0896015,7,10.1002/047084289X.rm267.pub3
451,0.338104477,0.370128465,0.072287187,-0.04005927,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,11,0.1278617,7,10.1002/047084289X.rm267.pub3
452,0.025798949,0.03938887,0.109599468,-0.018515903,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,12,0.1202311,7,10.1002/047084289X.rm267.pub3
453,0.359670009,0.299616989,0.11830824,-0.740695964,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,16,-0.03739,7,10.1002/047084289X.rm267.pub3
454,0.102627412,0.095455889,0.092964431,-0.019448351,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,17,0.0019298,7,10.1002/047084289X.rm267.pub3
455,0.20753154,0.097947793,0.075945636,-0.033376035,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,18,-0.0442685,7,10.1002/047084289X.rm267.pub3
456,-0.358196975,-0.243928583,0.069200629,0.014613757,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,21,0.0157683,7,10.1002/047084289X.rm267.pub3
457,0.283366835,0.234307301,0.059320343,-0.034731064,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,23,-0.0169159,7,10.1002/047084289X.rm267.pub3
458,-0.349545503,-0.222761434,0.069143665,0.014751365,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,26,0.0157683,7,10.1002/047084289X.rm267.pub3
459,0.256051834,0.244809959,0.1138403,-0.028747166,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,28,-0.0107567,7,10.1002/047084289X.rm267.pub3
460,-0.00939825,0.091109506,0.110826446,-0.000648931,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,30,-0.0369015,7,10.1002/047084289X.rm267.pub3
461,0.356509667,0.268553232,0.106766999,-0.063508098,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,31,0.0211726,7,10.1002/047084289X.rm267.pub3
462,0.112472983,0.170941265,0.110986845,-0.026555706,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,32,0.0343174,7,10.1002/047084289X.rm267.pub3
463,0.104651064,0.071846376,0.066826872,-0.022378171,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,33,0.0569913,7,10.1002/047084289X.rm267.pub3
464,-0.030870493,0.053968739,0.116740976,-0.002936408,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,35,-0.0186096,7,10.1002/047084289X.rm267.pub3
465,0.360714845,0.312685862,0.075268062,-0.036969249,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,36,0.0442309,7,10.1002/047084289X.rm267.pub3
466,-0.282704697,-0.159568791,0.069806997,0.014982937,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,39,0.0156225,7,10.1002/047084289X.rm267.pub3
467,0.265304661,0.286163348,0.085027674,-0.045516355,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,41,0.0663538,7,10.1002/047084289X.rm267.pub3
468,-0.139092836,0.035937525,0.105009355,0.003159938,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,42,-0.0279743,7,10.1002/047084289X.rm267.pub3
469,0.143859687,0.194454999,0.106752758,-0.055474969,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,43,0.0909084,7,10.1002/047084289X.rm267.pub3
470,-0.198210753,0.006383112,0.102318548,0.002705523,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,44,-0.0360741,7,10.1002/047084289X.rm267.pub3
471,-0.396804243,-0.27786736,0.090757819,0.006498988,CCCCC1CC1,0,-0.0461942,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
472,-0.136469264,-0.059877761,0.086474264,-0.016508776,CCCCC1CC1,1,0.0285706,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
473,-0.075143987,-0.012292133,0.084709873,-0.016362952,CCCCC1CC1,2,0.0143241,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
474,-0.071909014,-0.089219148,0.083374214,-0.014640284,CCCCC1CC1,3,0.0497762,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
475,-0.008570131,-0.015292657,-0.183430216,0.046917768,CCCCC1CC1,4,-0.136579,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
476,-0.228660262,-0.168098072,-0.164344971,0.068025205,CCCCC1CC1,5,-0.2012881,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
477,-0.318603715,-0.210960806,0.095305209,0.005002243,CC(C)CCC1CC1,0,-0.0528283,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
478,-0.002536489,-0.024621197,0.082395329,-0.044215239,CC(C)CCC1CC1,1,0.0759723,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
479,-0.000171256,0.010346379,0.091867122,-0.019686085,CC(C)CCC1CC1,3,0.0140321,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
480,-0.022520415,0.010759219,0.082206448,-0.012890402,CC(C)CCC1CC1,4,0.0690973,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
481,-0.047052535,-0.083660666,-0.154928644,0.048474075,CC(C)CCC1CC1,5,-0.1322412,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
482,-0.26609783,-0.213385004,-0.163004065,0.067602112,CC(C)CCC1CC1,6,-0.1993192,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
483,-0.134622143,-0.182620143,0.089111105,-0.019616254,C1CCC2(CC1)CC2,0,0.0121474,2,10.1002/047084289X.rm267.pub3
484,-0.11067559,-0.078439062,0.079568108,-0.015223578,C1CCC2(CC1)CC2,1,0.0021702,2,10.1002/047084289X.rm267.pub3
485,-0.009548947,-0.029411796,0.073854451,-0.012810815,C1CCC2(CC1)CC2,2,0.0262995,2,10.1002/047084289X.rm267.pub3
486,-0.18647644,-0.186332403,-0.151913291,0.064319543,C1CCC2(CC1)CC2,6,-0.2036541,2,10.1002/047084289X.rm267.pub3
487,-0.00602119,-0.093892501,0.075501166,-0.013617466,C1C2CC3CC1CC(C2)C31CC1,0,-0.0210968,3,10.1002/047084289X.rm267.pub3
488,0.106305867,-0.094095618,0.061778048,-0.034056374,C1C2CC3CC1CC(C2)C31CC1,1,0.0090479,3,10.1002/047084289X.rm267.pub3
489,0.023099311,-0.031373613,0.072733157,-0.012595674,C1C2CC3CC1CC(C2)C31CC1,2,-0.0028868,3,10.1002/047084289X.rm267.pub3
490,0.209697278,0.02774347,0.058288992,-0.034774709,C1C2CC3CC1CC(C2)C31CC1,3,0.0113907,3,10.1002/047084289X.rm267.pub3
491,-0.143774505,-0.146691475,-0.156059683,0.065486131,C1C2CC3CC1CC(C2)C31CC1,10,-0.1381084,3,10.1002/047084289X.rm267.pub3
492,0.019186916,-0.042345258,0.072720415,-0.012583351,C1C2C[C@H]3CC(C[C@@H]1C3)[C@@]21CO1,0,-0.0282454,3,10.1002/047084289X.rm267.pub3
493,0.193624312,0.010499955,0.053301629,-0.027811637,C1C2C[C@H]3CC(C[C@@H]1C3)[C@@]21CO1,1,-0.0711839,3,10.1002/047084289X.rm267.pub3
494,0.10301205,-0.094941115,0.062595034,-0.034499492,C1C2C[C@H]3CC(C[C@@H]1C3)[C@@]21CO1,3,0.0043156,3,10.1002/047084289X.rm267.pub3
495,-0.005428446,-0.093748832,0.075429211,-0.013593846,C1C2C[C@H]3CC(C[C@@H]1C3)[C@@]21CO1,8,-0.0414645,3,10.1002/047084289X.rm267.pub3
496,-0.210857863,-0.194362973,-0.155903781,0.067391078,C1C2C[C@H]3CC(C[C@@H]1C3)[C@@]21CO1,10,-0.0805396,3,10.1002/047084289X.rm267.pub3
497,-0.118916592,-0.106424681,0.078651434,-0.014433872,C1CC[C@H]2O[C@H]2C1,0,0.0397926,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
498,-0.109663764,-0.148739163,0.088703362,-0.016037417,C1CC[C@H]2O[C@H]2C1,2,0.0464819,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
499,-0.058694995,-0.175321126,-0.120210482,0.041132067,C1CC[C@H]2O[C@H]2C1,3,-0.0633223,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
500,-0.274539762,-0.179215036,0.09799077,0.004402518,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C(=O)CCC[C@]12C,0,-0.0549403,11,10.1002/047084289X.rm267.pub3
501,0.008488828,-0.003282306,0.082649419,-0.044337957,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C(=O)CCC[C@]12C,1,0.069784,11,10.1002/047084289X.rm267.pub3
502,0.038870882,0.101939133,0.086428542,-0.01795058,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C(=O)CCC[C@]12C,3,0.0229184,11,10.1002/047084289X.rm267.pub3
503,-0.009247552,0.035234045,0.084091512,-0.015736014,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C(=O)CCC[C@]12C,4,0.061036,11,10.1002/047084289X.rm267.pub3
504,0.07687536,0.197483595,0.096327566,-0.020448577,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C(=O)CCC[C@]12C,5,0.0417618,11,10.1002/047084289X.rm267.pub3
505,0.208945226,0.079549977,0.09566873,-0.049009957,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C(=O)CCC[C@]12C,6,0.1200507,11,10.1002/047084289X.rm267.pub3
506,-0.098705902,0.055517716,0.110585098,-0.000314666,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C(=O)CCC[C@]12C,7,-0.0317011,11,10.1002/047084289X.rm267.pub3
