,Reactant_SMILES,Atom_nº,bde_avg,gas_charge_C,gas_charge_H_max,Buried_Volume_C,Buried_Volume_H_max,Reactive Atom,DOI
940,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,5,-0.3177702,-0.005148417,0.32890055,-0.067344906,-0.173102075,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
941,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,6,-0.2761528,-0.141518962,0.286074781,-0.002941915,-0.070691586,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
942,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,9,-0.3042023,0.007010562,0.332438861,0.086864554,0.028833063,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
943,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,10,0.2653364,-0.036647771,-0.093378611,-0.0669816,-0.084659232,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
944,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,11,0.0411597,-0.106219927,-0.145965238,-0.01262542,-0.019425773,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
945,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,12,0.0940611,-0.048882743,-0.09825904,0.28114947,0.265942624,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
946,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,13,0.227364,0.018181624,-0.045672413,0.243407557,0.136349739,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
947,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,14,0.0541888,-0.104890038,-0.145843228,0.041828573,0.077466046,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
948,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,15,0.0683373,-0.085549663,-0.14132883,0.028442141,-0.010754455,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
949,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,17,-0.0236108,-0.132437724,-0.185618728,-0.106595936,-0.027131056,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
950,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,20,0.1808135,0.093073333,-0.055921314,-0.094942195,-0.142517087,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
951,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,21,0.0711388,-0.093984954,-0.14450111,-0.023273083,0.000497557,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
952,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,22,0.0341434,-0.029238393,-0.093622632,0.286822634,0.186152698,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
953,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]12,0,0.0156213,0.197260581,-0.053725121,-0.373304523,-0.274242917,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
954,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]12,5,-0.3177702,-0.005148417,0.32890055,0.007761641,-0.055225819,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
955,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]12,6,-0.2761528,-0.141518962,0.286074781,0.009871611,-0.067290528,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
956,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]12,9,-0.3042023,0.007010562,0.332438861,0.01020697,-0.091651488,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
957,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]12,10,0.2653364,-0.036647771,-0.093378611,-0.068267144,-0.090614917,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
958,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]12,11,0.0437636,-0.106257923,-0.145965238,-0.011283982,-0.019112962,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
959,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]12,12,0.0998444,-0.050022647,-0.098381051,0.28140099,0.265700348,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
960,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]12,13,0.2300469,0.01810563,-0.045672413,0.24333769,0.137895395,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
961,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]12,14,0.0590371,-0.105991946,-0.145965238,0.042611078,0.076242401,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
962,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]12,15,0.0504535,-0.098506575,-0.145111163,0.083818372,0.055648979,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
963,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]12,17,-0.0175732,-0.14547063,-0.189401061,-0.058318147,-0.002064737,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
964,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]12,18,0.0421581,0.474599285,0.435537934,0.230356485,0.157022897,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
965,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]12,21,0.0157838,0.195626718,-0.053969143,-0.362223687,-0.242915768,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
966,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]12,23,0.023229,0.009936316,-0.107287835,-0.065262882,-0.068692046,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
967,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]12,24,0.075126,-0.108043773,-0.148405453,-0.016314374,0.00321319,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
968,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]12,25,0.0754592,-0.043221219,-0.097526976,0.289868816,0.188215107,10,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
969,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0,-0.0549403,-0.171916408,-0.194769533,-0.315720508,-0.20241895,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
970,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,1,0.069784,-0.1124894,-0.116804672,-0.007441322,-0.026068417,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
971,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,3,0.0229184,-0.127042178,-0.150723657,0.028358301,0.09137849,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
972,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,4,0.061036,-0.13403359,-0.153773926,-0.014749363,0.031984178,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
973,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,5,0.0417618,-0.12499035,-0.150479636,0.029881392,0.059740063,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
974,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,6,0.1160211,-0.088817388,-0.109606039,0.235736209,0.271594698,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
975,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,7,-0.0317011,-0.169826584,-0.194525512,-0.15016472,-0.04424215,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
976,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,8,0.1572165,-0.059369862,-0.099601158,0.292453879,0.1716499,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
977,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,9,0.0666513,-0.121000685,-0.149991593,0.01877261,0.075483373,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
978,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,10,0.0669492,-0.120886695,-0.149991593,-0.007567081,0.007230671,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
979,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,11,0.0951442,-0.056102137,-0.099113115,0.301089385,0.19775279,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
980,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,12,0.0826934,-0.050858577,-0.098381051,0.319687862,0.305617545,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
981,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,13,0.3462828,-0.052454443,-0.097526976,0.016187547,-0.016880347,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
982,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,14,-0.206968,-0.251937686,0.223483273,0.1040657,-0.000903961,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
983,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,17,-0.0341579,-0.137149329,-0.186106771,-0.140075989,-0.055386825,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
984,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,19,0.1317795,0.305323504,0.264478881,0.161915207,0.021348588,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
985,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,21,0.0184137,-0.029618361,-0.120953037,0.002451783,-0.044571829,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
986,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,22,0.0663644,-0.090413254,-0.141816873,0.123572442,0.100951441,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
987,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,24,-0.0370745,-0.144558706,-0.187082857,-0.022504551,0.04129032,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
988,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,25,0.0844102,-0.042879247,-0.095208772,0.343763876,0.258271076,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
989,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,26,0.0329053,-0.11879687,-0.149747571,0.092551692,0.14728894,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
990,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,27,0.058923,-0.111995441,-0.146819314,0.090288015,0.051274219,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
991,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,29,-0.0180829,-0.157933583,-0.1909872,-0.025592653,0.059069972,13,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
992,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,0,0.0158347,0.195626718,-0.053969143,-0.362433287,-0.245505663,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
993,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,4,0.0642684,0.486720266,0.439564288,0.288303805,0.224248228,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
994,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,5,-0.0095641,0.013166045,-0.106921803,0.065890614,0.098174472,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
995,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,6,0.0527954,-0.086347596,-0.14132883,0.096897391,0.067391677,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
996,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,8,-0.0196582,-0.144558706,-0.187082857,-0.030846617,0.047647753,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
997,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,10,-0.1771624,-0.251785699,0.223483273,0.099216961,-0.000735288,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
998,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,11,0.3485587,-0.052454443,-0.097526976,0.013197259,-0.017228426,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
999,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,12,0.0063272,-0.050858577,-0.098381051,0.316320294,0.304028953,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1000,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,13,0.062327,-0.056102137,-0.099113115,0.300083306,0.198636022,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1001,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,14,0.0509465,-0.120886695,-0.149991593,-0.008712893,0.003802012,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1002,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,15,0.076299,-0.121000685,-0.149991593,0.044916675,0.054765747,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1003,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,16,0.1313109,-0.059369862,-0.099601158,0.330125925,0.261360856,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1004,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,17,0.123488,-0.088817388,-0.109606039,0.199279841,0.124534972,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1005,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,18,-0.0119191,-0.169826584,-0.194525512,-0.15421698,-0.025666669,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1006,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,19,0.0514941,-0.12499035,-0.150479636,0.128169661,0.196627282,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1007,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,20,0.0584796,-0.13403359,-0.153773926,0.080394911,0.150450789,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1008,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,21,0.0233529,-0.127042178,-0.150723657,-0.035597543,-0.052448851,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1009,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,22,0.0698709,-0.1124894,-0.116804672,0.018996183,-0.08879325,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1010,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,23,-0.0549403,-0.171916408,-0.194769533,-0.244778009,-0.05414478,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1011,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,26,0.0065823,-0.157933583,-0.1909872,-0.028820487,0.060266015,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1012,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,27,0.0785597,-0.111995441,-0.146819314,0.091643427,0.051720435,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1013,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,28,0.0324833,-0.11879687,-0.149747571,0.096925338,0.15146896,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1014,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,29,0.0434555,-0.042879247,-0.095208772,0.333856799,0.226632649,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1015,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,31,-0.0331431,-0.13308367,-0.185618728,-0.081919069,0.033200156,11,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1016,CC(C)O,0,-0.0751411,-0.082471921,-0.16609701,-0.343289851,-0.223949272,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1017,CC(C)O,1,0.1231354,0.250304125,0.24617727,-0.140746708,-0.142015668,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1018,C1CCOC1,0,0.0405415,-0.037559694,-0.124247327,-0.188856818,-0.173824301,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1019,C1CCOC1,2,0.1286413,0.243806671,0.212136275,-0.212122381,-0.201632321,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1020,CCCCO,0,-0.0469572,-0.181529601,-0.198063823,-0.350583919,-0.188371568,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1021,CCCCO,1,0.0513411,-0.13855521,-0.156336151,-0.15430082,-0.082998571,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1022,CCCCO,2,0.0129013,-0.047932823,-0.125467435,-0.135870023,-0.140480745,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1023,CCCCO,3,0.1072635,0.23012782,0.208475952,-0.211689208,-0.115092414,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1024,C[C@H](O)[C@H](C)O,0,-0.0663326,-0.071718825,-0.164754892,-0.259757398,-0.13750597,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1025,C[C@H](O)[C@H](C)O,1,0.1286313,0.358329051,0.283146523,-0.013645472,-0.072085437,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1026,C1C[C@H]2C[C@@H]12,0,-0.0024984,-0.123014516,-0.150235614,-0.191833133,-0.190041429,0,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1027,C1C[C@H]2C[C@@H]12,2,-0.22929,-0.078900221,-0.106311749,-0.110117211,-0.193390352,0,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1028,C1C[C@H]2C[C@@H]12,3,-0.1666428,-0.112223422,-0.146819314,-0.227912222,-0.170771323,0,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1029,CC(C)CC[NH3+],0,-0.0553627,-0.171118475,-0.194769533,-0.273968255,-0.17569197,4,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1030,CC(C)CC[NH3+],1,0.0746851,-0.092199104,-0.114120436,-0.010934649,-0.034517393,4,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1031,CC(C)CC[NH3+],3,0.0124608,0.061421991,-0.08007944,-0.053399541,-0.038821618,4,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1032,CC(C)CC[NH3+],4,0.1627851,0.348449881,0.645762434,-0.19355185,-0.110519847,4,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1033,C[C@@H](O)C[C@H]1CO1,0,-0.069379,-0.081028043,-0.165974999,-0.340774655,-0.225458128,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1034,C[C@@H](O)C[C@H]1CO1,1,0.1354666,0.270746408,0.250935689,-0.048466963,-0.030962996,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1035,C[C@@H](O)C[C@H]1CO1,3,0.0226576,0.072251082,-0.088132149,-0.037917113,-0.040241536,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1036,C[C@@H](O)C[C@H]1CO1,4,-0.0746684,0.383482938,0.288148964,-0.071508952,-0.050305172,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1037,C[C@@H](O)C[C@H]1CO1,5,-0.1092103,0.34560012,0.246055259,-0.317439226,-0.233753765,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
1038,CC(C)C1CC1,0,-0.0566625,-0.170928491,-0.194647522,-0.283763546,-0.140756755,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
