,Reactant_SMILES,Atom_nº,bde_avg,gas_charge_C,gas_charge_H_max,Buried_Volume_C,Buried_Volume_H_max,Reactive Atom,DOI
285,COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C,13,-0.2878749,-0.133121667,0.289369071,0.13086651,0.218711158,4,doi.org/10.1021/jo990185w
286,COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C,20,-0.0941341,-0.02939038,-0.148649475,-0.183002001,-0.070737588,4,doi.org/10.1021/jo990185w
287,COC(=O)[C@@H](NC(=O)OC(C)(C)C)[C@@H](C)O,0,-0.011725,0.37310981,0.338051355,-0.345260088,-0.168744182,4,doi.org/10.1021/jo990185w
288,COC(=O)[C@@H](NC(=O)OC(C)(C)C)[C@@H](C)O,4,0.3453518,0.65667999,0.351106504,0.191343,0.096710085,4,doi.org/10.1021/jo990185w
289,COC(=O)[C@@H](NC(=O)OC(C)(C)C)[C@@H](C)O,10,-0.0941341,-0.02939038,-0.148649475,-0.258024707,-0.193069874,4,doi.org/10.1021/jo990185w
290,COC(=O)[C@@H](NC(=O)OC(C)(C)C)[C@@H](C)O,13,0.0892532,0.37941728,0.28424462,0.026192438,0.039235578,4,doi.org/10.1021/jo990185w
291,COC(=O)[C@@H](NC(=O)OC(C)(C)C)[C@@H](C)O,14,-0.0716581,-0.071338857,-0.164754892,-0.263907471,-0.096803677,4,doi.org/10.1021/jo990185w
292,COC(=O)[C@H]1CCCN1C(=O)OC(C)(C)C,0,-0.012243,0.37310981,0.338051355,-0.295710727,-0.083381918,4,doi.org/10.1021/jo990185w
293,COC(=O)[C@H]1CCCN1C(=O)OC(C)(C)C,4,0.4052619,0.570883197,0.319749745,0.187640073,0.052783074,4,doi.org/10.1021/jo990185w
294,COC(=O)[C@H]1CCCN1C(=O)OC(C)(C)C,5,-0.0064496,-0.008910101,-0.119976951,-0.076497424,-0.092677326,4,doi.org/10.1021/jo990185w
295,COC(=O)[C@H]1CCCN1C(=O)OC(C)(C)C,6,0.0131611,-0.057811993,-0.130713896,-0.110592303,-0.023595059,4,doi.org/10.1021/jo990185w
296,COC(=O)[C@H]1CCCN1C(=O)OC(C)(C)C,7,0.1535885,0.16108762,0.12526463,-0.051331491,-0.058378468,4,doi.org/10.1021/jo990185w
297,COC(=O)[C@H]1CCCN1C(=O)OC(C)(C)C,13,-0.0925063,-0.02939038,-0.148649475,-0.198805815,-0.032320046,4,doi.org/10.1021/jo990185w
298,CCOC(=O)[C@H]1CCCN1C(=O)OCc1ccccc1,0,-0.07622,-0.049414698,-0.155726097,-0.40621167,-0.27170669,5,doi.org/10.1021/jo990185w
299,CCOC(=O)[C@H]1CCCN1C(=O)OCc1ccccc1,1,0.0349135,0.403013298,0.379535006,-0.146322059,-0.060833425,5,doi.org/10.1021/jo990185w
300,CCOC(=O)[C@H]1CCCN1C(=O)OCc1ccccc1,5,0.4041618,0.570921194,0.319749745,0.172325324,0.051005876,5,doi.org/10.1021/jo990185w
301,CCOC(=O)[C@H]1CCCN1C(=O)OCc1ccccc1,6,-0.0066008,-0.008910101,-0.119976951,-0.076343718,-0.027640141,5,doi.org/10.1021/jo990185w
302,CCOC(=O)[C@H]1CCCN1C(=O)OCc1ccccc1,7,0.0131611,-0.057811993,-0.130713896,-0.170579727,-0.166600503,5,doi.org/10.1021/jo990185w
303,CCOC(=O)[C@H]1CCCN1C(=O)OCc1ccccc1,8,0.1495294,0.16108762,0.12526463,-0.061532008,-0.050877126,5,doi.org/10.1021/jo990185w
304,CCOC(=O)[C@H]1CCCN1C(=O)OCc1ccccc1,13,0.2694542,0.516129796,0.448715094,-0.045574487,-0.01398684,5,doi.org/10.1021/jo990185w
305,CCOC(=O)[C@H]1CCCN1C(=O)OCc1ccccc1,15,-0.2933847,-0.144786687,0.285708749,0.028190621,0.006516111,5,doi.org/10.1021/jo990185w
306,CCOC(=O)[C@H]1CCCN1C(=O)OCc1ccccc1,16,-0.2848574,-0.168496695,0.280706309,-0.130001232,-0.233942372,5,doi.org/10.1021/jo990185w
307,CCOC(=O)[C@H]1CCCN1C(=O)OCc1ccccc1,17,-0.2921713,-0.169902577,0.280584298,-0.145315981,-0.237397099,5,doi.org/10.1021/jo990185w
308,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,0,-0.0925063,-0.02939038,-0.148649475,-0.185056077,-0.071130136,11,doi.org/10.1021/jo990185w
309,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,8,0.1324567,0.16108762,0.12526463,-0.057801134,-0.065218919,11,doi.org/10.1021/jo990185w
310,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,9,0.0074689,-0.057811993,-0.130713896,-0.114951976,-0.042116872,11,doi.org/10.1021/jo990185w
311,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,10,0.0050937,-0.008910101,-0.119976951,-0.075980412,-0.095481895,11,doi.org/10.1021/jo990185w
312,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,11,0.3558335,0.570237251,0.319627734,0.189344817,0.06183774,11,doi.org/10.1021/jo990185w
313,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)OC(C)(C)C,0,-0.0066414,0.37310981,0.338051355,-0.35434274,-0.175155283,4,doi.org/10.1021/jo990185w
314,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)OC(C)(C)C,4,0.3838796,0.549035032,0.315479369,0.223341882,0.100059008,4,doi.org/10.1021/jo990185w
315,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)OC(C)(C)C,5,-0.0099419,-0.007808193,-0.117658747,0.106077857,0.057720589,4,doi.org/10.1021/jo990185w
316,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)OC(C)(C)C,6,0.0653722,-0.102876208,-0.115706576,0.176810757,0.337070432,4,doi.org/10.1021/jo990185w
317,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)OC(C)(C)C,7,-0.0572958,-0.171574437,-0.194769533,-0.127234517,0.074589407,4,doi.org/10.1021/jo990185w
318,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)OC(C)(C)C,12,0.301347,0.477829013,0.290101135,0.085313517,0.081046511,4,doi.org/10.1021/jo990185w
319,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)OC(C)(C)C,13,-0.0754616,-0.068261115,-0.165974999,-0.297163951,-0.164403156,4,doi.org/10.1021/jo990185w
320,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)OC(C)(C)C,19,-0.0941341,-0.02939038,-0.148649475,-0.182624721,-0.065816941,4,doi.org/10.1021/jo990185w
321,CCOC(=O)[C@H](C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,0,-0.0763457,-0.049414698,-0.155726097,-0.343806863,-0.161457514,5,doi.org/10.1021/jo990185w
322,CCOC(=O)[C@H](C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,1,0.0395137,0.403013298,0.379535006,-0.176616198,-0.102394415,5,doi.org/10.1021/jo990185w
323,CCOC(=O)[C@H](C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,5,0.396378,0.537294018,0.311697036,0.116949093,0.086796722,5,doi.org/10.1021/jo990185w
324,CCOC(=O)[C@H](C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,6,-0.0776457,-0.062029639,-0.165120924,-0.277265957,-0.163662529,5,doi.org/10.1021/jo990185w
325,CCOC(=O)[C@H](C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,10,0.2438892,0.489380043,0.293883468,0.208544146,0.092896545,5,doi.org/10.1021/jo990185w
326,CCOC(=O)[C@H](C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,11,-0.0009396,-0.01403967,-0.118512823,0.066491467,0.029332948,5,doi.org/10.1021/jo990185w
327,CCOC(=O)[C@H](C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,12,0.0811619,-0.103104188,-0.115706576,0.104540793,0.148281043,5,doi.org/10.1021/jo990185w
328,CCOC(=O)[C@H](C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,13,-0.0570484,-0.171574437,-0.194769533,-0.305100792,-0.200212402,5,doi.org/10.1021/jo990185w
329,CCOC(=O)[C@H](C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,20,-0.0941341,-0.02939038,-0.148649475,-0.182415122,-0.069352937,5,doi.org/10.1021/jo990185w
330,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,0,-0.0066414,0.37310981,0.338051355,-0.378013529,-0.208348567,4,doi.org/10.1021/jo990185w
331,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,4,0.3834814,0.549035032,0.315479369,0.25430674,0.161988012,4,doi.org/10.1021/jo990185w
332,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,5,-0.0099419,-0.007808193,-0.117658747,0.097637977,0.084162358,4,doi.org/10.1021/jo990185w
333,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,6,0.0653722,-0.102876208,-0.115706576,0.096017073,0.147209203,4,doi.org/10.1021/jo990185w
334,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,7,-0.0572958,-0.171574437,-0.194769533,-0.307657908,-0.19934757,4,doi.org/10.1021/jo990185w
335,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,12,0.26644,0.489380043,0.293883468,0.227687582,0.111327888,4,doi.org/10.1021/jo990185w
336,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,13,-0.0039242,-0.01403967,-0.118512823,0.108257693,0.063187123,4,doi.org/10.1021/jo990185w
337,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,14,0.0793811,-0.103104188,-0.115706576,0.07916526,-0.078176061,4,doi.org/10.1021/jo990185w
338,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,15,-0.0572958,-0.171574437,-0.194769533,-0.109516358,0.142405094,4,doi.org/10.1021/jo990185w
339,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,22,-0.0941341,-0.02939038,-0.148649475,-0.257954841,-0.193247747,4,doi.org/10.1021/jo990185w
340,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,0,-0.0066414,0.37310981,0.338051355,-0.344645262,-0.130415576,4,doi.org/10.1021/jo990185w
341,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,4,0.3735039,0.563549813,0.319749745,0.255312818,0.14356587,4,doi.org/10.1021/jo990185w
342,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,5,0.1895273,0.079698456,-0.060313701,0.061894247,-0.00234228,4,doi.org/10.1021/jo990185w
343,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,7,-0.2864537,-0.157401627,0.284122609,0.076957477,0.042612101,4,doi.org/10.1021/jo990185w
344,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,8,-0.2842649,-0.168952657,0.280706309,-0.100866879,-0.217706844,4,doi.org/10.1021/jo990185w
345,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,9,-0.2921711,-0.169940574,0.280584298,-0.138371245,-0.237361831,4,doi.org/10.1021/jo990185w
346,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,15,0.2838866,0.476879093,0.292175318,0.24126964,0.135153695,4,doi.org/10.1021/jo990185w
347,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,16,-0.0029624,-0.014533628,-0.118512823,0.105546871,0.056989162,4,doi.org/10.1021/jo990185w
348,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,17,0.0793811,-0.103104188,-0.115706576,0.080883977,-0.077487569,4,doi.org/10.1021/jo990185w
349,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,18,-0.0572958,-0.171574437,-0.194769533,-0.098072217,0.154870018,4,doi.org/10.1021/jo990185w
350,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,23,0.2935093,0.503666843,0.298031833,0.230691844,0.257539649,4,doi.org/10.1021/jo990185w
351,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,24,0.2016084,0.073428983,-0.061167776,0.068755143,0.032422728,4,doi.org/10.1021/jo990185w
352,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,26,-0.2864537,-0.157401627,0.284122609,0.043156037,-0.068915921,4,doi.org/10.1021/jo990185w
353,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,27,-0.2842649,-0.168952657,0.280706309,-0.074597054,-0.21343022,4,doi.org/10.1021/jo990185w
354,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,28,-0.2921711,-0.169940574,0.280584298,-0.056864923,-0.182593756,4,doi.org/10.1021/jo990185w
355,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,36,-0.0941341,-0.02939038,-0.148649475,-0.067694239,0.148825396,4,doi.org/10.1021/jo990185w
356,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,0,-0.0097843,0.37310981,0.338051355,-0.391791213,-0.240246137,4,doi.org/10.1021/jo990185w
357,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,4,0.3661674,0.563549813,0.319749745,0.212847926,0.195609111,4,doi.org/10.1021/jo990185w
358,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,5,0.1924763,0.079698456,-0.060313701,0.066519413,0.029421885,4,doi.org/10.1021/jo990185w
359,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,7,-0.2847704,-0.157401627,0.284122609,0.069383942,-0.030444711,4,doi.org/10.1021/jo990185w
360,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,8,-0.2841614,-0.168952657,0.280706309,-0.073954282,-0.207928418,4,doi.org/10.1021/jo990185w
361,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,9,-0.2921711,-0.169940574,0.280584298,-0.079194273,-0.211242073,4,doi.org/10.1021/jo990185w
362,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,15,0.2824345,0.476879093,0.292175318,0.250827385,0.225275599,4,doi.org/10.1021/jo990185w
363,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,16,-0.0033513,-0.014533628,-0.118512823,0.236728314,0.316736153,4,doi.org/10.1021/jo990185w
364,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,17,0.0793811,-0.103104188,-0.115706576,0.110158064,0.192822943,4,doi.org/10.1021/jo990185w
365,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,18,-0.0572958,-0.171574437,-0.194769533,-0.188088286,-0.001912931,4,doi.org/10.1021/jo990185w
366,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,23,0.2437874,0.489380043,0.293883468,0.251260558,0.26221802,4,doi.org/10.1021/jo990185w
367,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,24,-0.0009396,-0.01403967,-0.118512823,0.09777771,0.080492957,4,doi.org/10.1021/jo990185w
368,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,25,0.0811619,-0.103104188,-0.115706576,0.042988358,-0.09124974,4,doi.org/10.1021/jo990185w
369,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,26,-0.0570484,-0.171574437,-0.194769533,-0.199783947,0.049237878,4,doi.org/10.1021/jo990185w
370,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,33,-0.0941341,-0.02939038,-0.148649475,-0.257759214,-0.193175677,4,doi.org/10.1021/jo990185w
371,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,0,-0.0066414,0.37310981,0.338051355,-0.376979504,-0.208722714,4,doi.org/10.1021/jo990185w
372,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,4,0.3834814,0.549035032,0.315479369,0.258862039,0.182329958,4,doi.org/10.1021/jo990185w
373,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,5,-0.0099419,-0.007808193,-0.117658747,0.089323857,0.068348512,4,doi.org/10.1021/jo990185w
374,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,6,0.0653722,-0.102876208,-0.115706576,0.094410142,0.146851924,4,doi.org/10.1021/jo990185w
375,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,7,-0.0572958,-0.171574437,-0.194769533,-0.171725539,0.003426331,4,doi.org/10.1021/jo990185w
376,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,12,0.2700945,0.491241887,0.296445694,0.222517457,0.121900609,4,doi.org/10.1021/jo990185w
377,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,13,0.2023544,0.072935024,-0.061167776,0.054809779,0.031958111,4,doi.org/10.1021/jo990185w
378,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,15,-0.2864537,-0.157401627,0.284122609,0.040515082,-0.0147106,4,doi.org/10.1021/jo990185w
379,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,16,-0.2842649,-0.168952657,0.280706309,-0.115818322,-0.23362036,4,doi.org/10.1021/jo990185w
380,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,17,-0.2921711,-0.169940574,0.280584298,-0.13556261,-0.236934015,4,doi.org/10.1021/jo990185w
381,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,23,0.26644,0.489380043,0.293883468,0.222475537,0.24128572,4,doi.org/10.1021/jo990185w
382,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,24,-0.0039242,-0.01403967,-0.118512823,0.113944831,0.164274296,4,doi.org/10.1021/jo990185w
383,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,25,0.0793811,-0.103104188,-0.115706576,0.042960411,0.027698355,4,doi.org/10.1021/jo990185w
384,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,26,-0.0572958,-0.171574437,-0.194769533,-0.168190291,0.074348665,4,doi.org/10.1021/jo990185w
385,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,33,-0.0941341,-0.02939038,-0.148649475,-0.257381935,-0.193023872,4,doi.org/10.1021/jo990185w
386,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,0,-0.0066414,0.37310981,0.338051355,-0.330630031,-0.167842549,4,doi.org/10.1021/jo990185w
387,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,4,0.3825528,0.549035032,0.315479369,0.211143182,0.099718595,4,doi.org/10.1021/jo990185w
388,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,5,-0.0099519,-0.007808193,-0.117658747,0.13765754,0.172158985,4,doi.org/10.1021/jo990185w
389,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,6,0.0653722,-0.102876208,-0.115706576,0.063445285,0.123249992,4,doi.org/10.1021/jo990185w
390,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,7,-0.0572958,-0.171574437,-0.194769533,-0.268616477,-0.169003324,4,doi.org/10.1021/jo990185w
391,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,12,0.2562855,0.476879093,0.292175318,0.213700298,0.21011191,4,doi.org/10.1021/jo990185w
392,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,13,-0.0047927,-0.014533628,-0.118512823,0.064241764,0.055461906,4,doi.org/10.1021/jo990185w
393,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,14,0.0811619,-0.103104188,-0.115706576,0.064954403,0.164344832,4,doi.org/10.1021/jo990185w
394,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,15,-0.0570484,-0.171574437,-0.194769533,-0.296828592,-0.201776459,4,doi.org/10.1021/jo990185w
395,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,20,0.2703949,0.503666843,0.298031833,0.222363751,0.245323134,4,doi.org/10.1021/jo990185w
396,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,21,0.2045805,0.073428983,-0.061167776,0.060399103,0.009150475,4,doi.org/10.1021/jo990185w
397,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,23,-0.2847704,-0.157401627,0.284122609,0.066854773,-0.04796522,4,doi.org/10.1021/jo990185w
398,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,24,-0.2841614,-0.168952657,0.280706309,-0.047097578,-0.190015362,4,doi.org/10.1021/jo990185w
399,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,25,-0.2921711,-0.169940574,0.280584298,-0.042514332,-0.164501293,4,doi.org/10.1021/jo990185w
400,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,33,-0.0941341,-0.02939038,-0.148649475,-0.247363071,-0.143141176,4,doi.org/10.1021/jo990185w
401,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,0,-0.0066414,0.37310981,0.338051355,-0.215336242,0.027913029,4,doi.org/10.1021/jo990185w
402,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,4,0.3834814,0.549035032,0.315479369,0.227785395,0.11329216,4,doi.org/10.1021/jo990185w
403,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,5,-0.0099419,-0.007808193,-0.117658747,0.127135636,0.169337548,4,doi.org/10.1021/jo990185w
404,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,6,0.0653722,-0.102876208,-0.115706576,0.031739842,-0.085131516,4,doi.org/10.1021/jo990185w
405,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,7,-0.0572958,-0.171574437,-0.194769533,-0.172270498,0.046362772,4,doi.org/10.1021/jo990185w
