,gas_charge_C,gas_charge_H_max,Reactant_SMILES,Atom_nº,bde_avg,Reactive Atom,DOI
425,-0.00082,0.03276,CC(C)CCC(C)[NH3+],4,0.0370235,5,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
426,0.08147,0.09565,CC(C)CCC(C)[NH3+],5,0.1656563,5,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
427,-0.01256,0.02912,CC(C)CCC(C)[NH3+],6,-0.0423965,5,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
428,0.05399,0.06003,OC1CCC1,1,0.085362,1,10.1002/047084289X.rm267.pub3
429,-0.02691,0.0293,OC1CCC1,2,-0.0500176,1,10.1002/047084289X.rm267.pub3
430,-0.04839,0.02684,OC1CCC1,3,-0.0257099,1,10.1002/047084289X.rm267.pub3
431,-0.03629,0.02577,C[C@@H](O)[C@H]1CO1,0,-0.0820136,1,10.1002/047084289X.rm267.pub3
432,0.07962,0.0626,C[C@@H](O)[C@H]1CO1,1,0.1738688,1,10.1002/047084289X.rm267.pub3
433,0.10648,0.06556,C[C@@H](O)[C@H]1CO1,3,-0.1170104,1,10.1002/047084289X.rm267.pub3
434,0.07601,0.05954,C[C@@H](O)[C@H]1CO1,4,-0.1299267,1,10.1002/047084289X.rm267.pub3
435,0.08294,0.06311,OC1CC2CCC1(O)CC2,1,0.0881425,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
436,-0.02131,0.0297,OC1CC2CCC1(O)CC2,2,0.0033576,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
437,-0.03865,0.03037,OC1CC2CCC1(O)CC2,3,-0.0557023,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
438,-0.04751,0.02705,OC1CC2CCC1(O)CC2,4,0.0397869,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
439,-0.02132,0.02971,OC1CC2CCC1(O)CC2,5,0.0136518,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
440,-0.04892,0.02682,C1CCOCC1,0,0.0191225,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
441,-0.02952,0.02901,C1CCOCC1,1,0.0524749,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
442,0.04655,0.05665,C1CCOCC1,2,0.1370171,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
443,0.03396,0.03485,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,0,0.0156138,7,10.1002/047084289X.rm267.pub3
444,0.14163,0.0787,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,4,0.0483199,7,10.1002/047084289X.rm267.pub3
445,0.00018,0.03424,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,5,0.127419,7,10.1002/047084289X.rm267.pub3
446,-0.05853,0.02347,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,6,-0.0231103,7,10.1002/047084289X.rm267.pub3
447,-0.02947,0.03125,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,7,0.1700036,7,10.1002/047084289X.rm267.pub3
448,-0.04922,0.02698,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,8,0.0729013,7,10.1002/047084289X.rm267.pub3
449,-0.04922,0.02698,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,9,0.0644347,7,10.1002/047084289X.rm267.pub3
450,-0.02935,0.03126,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,10,0.0896015,7,10.1002/047084289X.rm267.pub3
451,-0.00018,0.03438,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,11,0.1278617,7,10.1002/047084289X.rm267.pub3
452,0.09466,0.071,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,12,0.1202311,7,10.1002/047084289X.rm267.pub3
453,0.06628,0.04289,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,16,-0.03739,7,10.1002/047084289X.rm267.pub3
454,0.00188,0.03149,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,17,0.0019298,7,10.1002/047084289X.rm267.pub3
455,0.13942,0.07842,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,18,-0.0442685,7,10.1002/047084289X.rm267.pub3
456,0.03396,0.03485,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,21,0.0157683,7,10.1002/047084289X.rm267.pub3
457,0.13913,0.07841,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,23,-0.0169159,7,10.1002/047084289X.rm267.pub3
458,0.03396,0.03485,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,26,0.0157683,7,10.1002/047084289X.rm267.pub3
459,-0.00551,0.03119,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,28,-0.0107567,7,10.1002/047084289X.rm267.pub3
460,-0.05839,0.02364,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,30,-0.0369015,7,10.1002/047084289X.rm267.pub3
461,-0.02864,0.03128,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,31,0.0211726,7,10.1002/047084289X.rm267.pub3
462,-0.04896,0.02699,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,32,0.0343174,7,10.1002/047084289X.rm267.pub3
463,-0.04701,0.02724,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,33,0.0569913,7,10.1002/047084289X.rm267.pub3
464,-0.05909,0.02362,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,35,-0.0186096,7,10.1002/047084289X.rm267.pub3
465,0.14159,0.0787,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,36,0.0442309,7,10.1002/047084289X.rm267.pub3
466,0.03396,0.03485,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,39,0.0156225,7,10.1002/047084289X.rm267.pub3
467,-0.00087,0.0342,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,41,0.0663538,7,10.1002/047084289X.rm267.pub3
468,-0.05857,0.02347,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,42,-0.0279743,7,10.1002/047084289X.rm267.pub3
469,-0.04088,0.03012,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,43,0.0909084,7,10.1002/047084289X.rm267.pub3
470,-0.06238,0.02332,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,44,-0.0360741,7,10.1002/047084289X.rm267.pub3
471,-0.06538,0.02304,CCCCC1CC1,0,-0.0461942,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
472,-0.05616,0.02637,CCCCC1CC1,1,0.0285706,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
473,-0.0533,0.02665,CCCCC1CC1,2,0.0143241,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
474,-0.05046,0.02694,CCCCC1CC1,3,0.0497762,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
475,-0.04141,0.03027,CCCCC1CC1,4,-0.136579,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
476,-0.05018,0.02695,CCCCC1CC1,5,-0.2012881,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
477,-0.06277,0.02331,CC(C)CCC1CC1,0,-0.0528283,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
478,-0.04712,0.0297,CC(C)CCC1CC1,1,0.0759723,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
479,-0.05071,0.02693,CC(C)CCC1CC1,3,0.0140321,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
480,-0.0502,0.02695,CC(C)CCC1CC1,4,0.0690973,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
481,-0.0414,0.03027,CC(C)CCC1CC1,5,-0.1322412,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
482,-0.05018,0.02695,CC(C)CCC1CC1,6,-0.1993192,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
483,-0.05327,0.02665,C1CCC2(CC1)CC2,0,0.0121474,2,10.1002/047084289X.rm267.pub3
484,-0.05278,0.02667,C1CCC2(CC1)CC2,1,0.0021702,2,10.1002/047084289X.rm267.pub3
485,-0.0476,0.02722,C1CCC2(CC1)CC2,2,0.0262995,2,10.1002/047084289X.rm267.pub3
486,-0.04707,0.02724,C1CCC2(CC1)CC2,6,-0.2036541,2,10.1002/047084289X.rm267.pub3
487,-0.04755,0.02722,C1C2CC3CC1CC(C2)C31CC1,0,-0.0210968,3,10.1002/047084289X.rm267.pub3
488,-0.0406,0.0303,C1C2CC3CC1CC(C2)C31CC1,1,0.0090479,3,10.1002/047084289X.rm267.pub3
489,-0.04702,0.02724,C1C2CC3CC1CC(C2)C31CC1,2,-0.0028868,3,10.1002/047084289X.rm267.pub3
490,-0.03496,0.03087,C1C2CC3CC1CC(C2)C31CC1,3,0.0113907,3,10.1002/047084289X.rm267.pub3
491,-0.04652,0.02726,C1C2CC3CC1CC(C2)C31CC1,10,-0.1381084,3,10.1002/047084289X.rm267.pub3
492,-0.0447,0.02733,C1C2C[C@H]3CC(C[C@@H]1C3)[C@@]21CO1,0,-0.0282454,3,10.1002/047084289X.rm267.pub3
493,-0.00905,0.03335,C1C2C[C@H]3CC(C[C@@H]1C3)[C@@]21CO1,1,-0.0711839,3,10.1002/047084289X.rm267.pub3
494,-0.04042,0.0303,C1C2C[C@H]3CC(C[C@@H]1C3)[C@@]21CO1,3,0.0043156,3,10.1002/047084289X.rm267.pub3
495,-0.04754,0.02722,C1C2C[C@H]3CC(C[C@@H]1C3)[C@@]21CO1,8,-0.0414645,3,10.1002/047084289X.rm267.pub3
496,0.07711,0.05978,C1C2C[C@H]3CC(C[C@@H]1C3)[C@@]21CO1,10,-0.0805396,3,10.1002/047084289X.rm267.pub3
497,-0.05064,0.02675,C1CC[C@H]2O[C@H]2C1,0,0.0397926,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
498,-0.02414,0.02941,C1CC[C@H]2O[C@H]2C1,2,0.0464819,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
499,0.08415,0.06311,C1CC[C@H]2O[C@H]2C1,3,-0.0633223,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
500,-0.06277,0.02331,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C(=O)CCC[C@]12C,0,-0.0549403,11,10.1002/047084289X.rm267.pub3
501,-0.04713,0.0297,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C(=O)CCC[C@]12C,1,0.069784,11,10.1002/047084289X.rm267.pub3
502,-0.05096,0.02692,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C(=O)CCC[C@]12C,3,0.0229184,11,10.1002/047084289X.rm267.pub3
503,-0.0528,0.02667,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C(=O)CCC[C@]12C,4,0.061036,11,10.1002/047084289X.rm267.pub3
504,-0.05042,0.02694,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C(=O)CCC[C@]12C,5,0.0417618,11,10.1002/047084289X.rm267.pub3
505,-0.04089,0.03029,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C(=O)CCC[C@]12C,6,0.1200507,11,10.1002/047084289X.rm267.pub3
506,-0.06222,0.02333,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C(=O)CCC[C@]12C,7,-0.0317011,11,10.1002/047084289X.rm267.pub3
507,-0.03272,0.03113,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C(=O)CCC[C@]12C,8,0.1400084,11,10.1002/047084289X.rm267.pub3
508,-0.04894,0.02699,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C(=O)CCC[C@]12C,9,0.0646194,11,10.1002/047084289X.rm267.pub3
509,-0.04267,0.02741,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C(=O)CCC[C@]12C,10,0.050968,11,10.1002/047084289X.rm267.pub3
510,0.02328,0.03887,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C(=O)CCC[C@]12C,11,0.2272145,11,10.1002/047084289X.rm267.pub3
511,0.00641,0.03466,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C(=O)CCC[C@]12C,14,0.170176,11,10.1002/047084289X.rm267.pub3
512,-0.04581,0.02712,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C(=O)CCC[C@]12C,15,0.0189558,11,10.1002/047084289X.rm267.pub3
513,-0.04647,0.02726,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C(=O)CCC[C@]12C,16,0.027004,11,10.1002/047084289X.rm267.pub3
514,-0.05867,0.02364,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C(=O)CCC[C@]12C,18,-0.0203609,11,10.1002/047084289X.rm267.pub3
515,-0.06237,0.02332,CC(C)[C@@H]1CC[C@@]2(C)CCC[C@H](C)[C@@H]2[C@H]1OC(=O)NCC(F)(F)F,0,-0.0299759,11,10.1002/047084289X.rm267.pub3
516,-0.04074,0.03012,CC(C)[C@@H]1CC[C@@]2(C)CCC[C@H](C)[C@@H]2[C@H]1OC(=O)NCC(F)(F)F,1,0.0865969,11,10.1002/047084289X.rm267.pub3
517,-0.00136,0.03435,CC(C)[C@@H]1CC[C@@]2(C)CCC[C@H](C)[C@@H]2[C@H]1OC(=O)NCC(F)(F)F,3,0.0602214,11,10.1002/047084289X.rm267.pub3
518,-0.04612,0.0271,CC(C)[C@@H]1CC[C@@]2(C)CCC[C@H](C)[C@@H]2[C@H]1OC(=O)NCC(F)(F)F,4,0.0453178,11,10.1002/047084289X.rm267.pub3
519,-0.04704,0.02724,CC(C)[C@@H]1CC[C@@]2(C)CCC[C@H](C)[C@@H]2[C@H]1OC(=O)NCC(F)(F)F,5,0.068697,11,10.1002/047084289X.rm267.pub3
520,-0.05923,0.02361,CC(C)[C@@H]1CC[C@@]2(C)CCC[C@H](C)[C@@H]2[C@H]1OC(=O)NCC(F)(F)F,7,-0.0107099,11,10.1002/047084289X.rm267.pub3
521,-0.04744,0.02722,CC(C)[C@@H]1CC[C@@]2(C)CCC[C@H](C)[C@@H]2[C@H]1OC(=O)NCC(F)(F)F,8,0.0747059,11,10.1002/047084289X.rm267.pub3
522,-0.05251,0.02668,CC(C)[C@@H]1CC[C@@]2(C)CCC[C@H](C)[C@@H]2[C@H]1OC(=O)NCC(F)(F)F,9,0.0501602,11,10.1002/047084289X.rm267.pub3
523,-0.05027,0.02694,CC(C)[C@@H]1CC[C@@]2(C)CCC[C@H](C)[C@@H]2[C@H]1OC(=O)NCC(F)(F)F,10,0.0460134,11,10.1002/047084289X.rm267.pub3
524,-0.03737,0.03043,CC(C)[C@@H]1CC[C@@]2(C)CCC[C@H](C)[C@@H]2[C@H]1OC(=O)NCC(F)(F)F,11,0.1107366,11,10.1002/047084289X.rm267.pub3
525,-0.06209,0.02333,CC(C)[C@@H]1CC[C@@]2(C)CCC[C@H](C)[C@@H]2[C@H]1OC(=O)NCC(F)(F)F,12,0.0007846,11,10.1002/047084289X.rm267.pub3
526,0.00425,0.03493,CC(C)[C@@H]1CC[C@@]2(C)CCC[C@H](C)[C@@H]2[C@H]1OC(=O)NCC(F)(F)F,13,0.0440579,11,10.1002/047084289X.rm267.pub3
527,0.1103,0.07509,CC(C)[C@@H]1CC[C@@]2(C)CCC[C@H](C)[C@@H]2[C@H]1OC(=O)NCC(F)(F)F,14,0.0619358,11,10.1002/047084289X.rm267.pub3
528,0.11675,0.05877,CC(C)[C@@H]1CC[C@@]2(C)CCC[C@H](C)[C@@H]2[C@H]1OC(=O)NCC(F)(F)F,19,-0.0435037,11,10.1002/047084289X.rm267.pub3
529,0.03394,0.03485,CC(=O)OC[C@]12CC[C@@H](C(C)(C)O)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,0,0.0160013,13,10.1002/047084289X.rm267.pub3
530,0.09716,0.07129,CC(=O)OC[C@]12CC[C@@H](C(C)(C)O)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,4,0.0243025,13,10.1002/047084289X.rm267.pub3
531,-0.04366,0.02737,CC(=O)OC[C@]12CC[C@@H](C(C)(C)O)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,6,0.0639355,13,10.1002/047084289X.rm267.pub3
532,-0.04676,0.02708,CC(=O)OC[C@]12CC[C@@H](C(C)(C)O)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,7,0.0697683,13,10.1002/047084289X.rm267.pub3
533,-0.00917,0.03352,CC(=O)OC[C@]12CC[C@@H](C(C)(C)O)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,8,0.1166986,13,10.1002/047084289X.rm267.pub3
534,-0.03607,0.02597,CC(=O)OC[C@]12CC[C@@H](C(C)(C)O)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,10,-0.0545427,13,10.1002/047084289X.rm267.pub3
535,-0.02355,0.03167,CC(=O)OC[C@]12CC[C@@H](C(C)(C)O)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,13,0.1334536,13,10.1002/047084289X.rm267.pub3
536,-0.0316,0.03117,CC(=O)OC[C@]12CC[C@@H](C(C)(C)O)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,14,0.0779967,13,10.1002/047084289X.rm267.pub3
537,-0.0493,0.02698,CC(=O)OC[C@]12CC[C@@H](C(C)(C)O)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,15,0.0563748,13,10.1002/047084289X.rm267.pub3
538,-0.04908,0.02699,CC(=O)OC[C@]12CC[C@@H](C(C)(C)O)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,16,0.0584426,13,10.1002/047084289X.rm267.pub3
539,-0.02977,0.03142,CC(=O)OC[C@]12CC[C@@H](C(C)(C)O)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,17,0.1168877,13,10.1002/047084289X.rm267.pub3
540,-0.05907,0.02362,CC(=O)OC[C@]12CC[C@@H](C(C)(C)O)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,19,0.0082833,13,10.1002/047084289X.rm267.pub3
541,-0.04374,0.02737,CC(=O)OC[C@]12CC[C@@H](C(C)(C)O)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,20,0.0533311,13,10.1002/047084289X.rm267.pub3
542,-0.01467,0.03049,CC(=O)OC[C@]12CC[C@@H](C(C)(C)O)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,21,0.0202371,13,10.1002/047084289X.rm267.pub3
543,0.10714,0.07496,CC(=O)OC[C@]12CC[C@@H](C(C)(C)O)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,22,-0.0201115,13,10.1002/047084289X.rm267.pub3
544,0.03396,0.03485,CC(=O)OC[C@]12CC[C@@H](C(C)(C)O)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,25,0.0157365,13,10.1002/047084289X.rm267.pub3
545,-0.05607,0.02374,CC(=O)OC[C@]12CC[C@@H](C(C)(C)O)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,28,-0.0137767,13,10.1002/047084289X.rm267.pub3
546,-0.02702,0.03153,CC(=O)OC[C@]12CC[C@@H](C(C)(C)O)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,30,0.0282622,13,10.1002/047084289X.rm267.pub3
547,-0.04872,0.027,CC(=O)OC[C@]12CC[C@@H](C(C)(C)O)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,31,0.0905972,13,10.1002/047084289X.rm267.pub3
548,-0.04674,0.02725,CC(=O)OC[C@]12CC[C@@H](C(C)(C)O)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,32,0.0460048,13,10.1002/047084289X.rm267.pub3
