,C_spX,n_Csp3,num_C,num_H,num_N,num_O,Reactant_SMILES,Atom_nº,bde_avg,Reactive Atom,DOI
266,-0.135613928,-0.506821421,-0.637141112,0.60415394,-0.015271839,0.436774588,COC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,0,-0.0066414,4,doi.org/10.1021/jo990185w
267,-0.135613928,-0.173488088,0.029525555,-0.39584606,0.484728161,-0.063225412,COC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,4,0.3840938,4,doi.org/10.1021/jo990185w
268,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,COC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,5,-0.0123467,4,doi.org/10.1021/jo990185w
269,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,COC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,6,0.0653722,4,doi.org/10.1021/jo990185w
270,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,COC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,7,-0.0572958,4,doi.org/10.1021/jo990185w
271,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,COC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,14,-0.0941341,4,doi.org/10.1021/jo990185w
272,-0.135613928,-0.506821421,-0.637141112,0.60415394,-0.015271839,0.436774588,COC(=O)[C@H](Cc1cnc[nH]1)NC(=O)OC(C)(C)C,0,-0.0066414,4,doi.org/10.1021/jo990185w
273,-0.135613928,-0.173488088,0.029525555,-0.39584606,0.484728161,-0.063225412,COC(=O)[C@H](Cc1cnc[nH]1)NC(=O)OC(C)(C)C,4,0.3267701,4,doi.org/10.1021/jo990185w
274,-0.135613928,-0.173488088,0.029525555,0.10415394,-0.015271839,-0.063225412,COC(=O)[C@H](Cc1cnc[nH]1)NC(=O)OC(C)(C)C,5,0.239759,4,doi.org/10.1021/jo990185w
275,0.864386072,-0.506821421,-0.303807778,-0.39584606,0.484728161,-0.063225412,COC(=O)[C@H](Cc1cnc[nH]1)NC(=O)OC(C)(C)C,7,-0.3816568,4,doi.org/10.1021/jo990185w
276,0.864386072,-0.506821421,-0.637141112,-0.39584606,0.984728161,-0.063225412,COC(=O)[C@H](Cc1cnc[nH]1)NC(=O)OC(C)(C)C,9,-0.3748652,4,doi.org/10.1021/jo990185w
277,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,COC(=O)[C@H](Cc1cnc[nH]1)NC(=O)OC(C)(C)C,16,-0.0941341,4,doi.org/10.1021/jo990185w
278,-0.135613928,-0.506821421,-0.637141112,0.60415394,-0.015271839,0.436774588,COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C,0,-0.0066414,4,doi.org/10.1021/jo990185w
279,-0.135613928,-0.173488088,0.029525555,-0.39584606,0.484728161,-0.063225412,COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C,4,0.3733353,4,doi.org/10.1021/jo990185w
280,-0.135613928,-0.173488088,0.029525555,0.10415394,-0.015271839,-0.063225412,COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C,5,0.1964022,4,doi.org/10.1021/jo990185w
281,0.864386072,-0.506821421,-0.303807778,-0.39584606,0.484728161,-0.063225412,COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C,7,-0.4253146,4,doi.org/10.1021/jo990185w
282,0.864386072,-0.506821421,0.029525555,-0.39584606,-0.015271839,-0.063225412,COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C,10,-0.3075943,4,doi.org/10.1021/jo990185w
283,0.864386072,-0.506821421,0.029525555,-0.39584606,-0.015271839,-0.063225412,COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C,11,-0.2888889,4,doi.org/10.1021/jo990185w
284,0.864386072,-0.506821421,0.029525555,-0.39584606,-0.015271839,-0.063225412,COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C,12,-0.2923429,4,doi.org/10.1021/jo990185w
285,0.864386072,-0.506821421,0.029525555,-0.39584606,-0.015271839,-0.063225412,COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C,13,-0.2878749,4,doi.org/10.1021/jo990185w
286,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C,20,-0.0941341,4,doi.org/10.1021/jo990185w
287,-0.135613928,-0.506821421,-0.637141112,0.60415394,-0.015271839,0.436774588,COC(=O)[C@@H](NC(=O)OC(C)(C)C)[C@@H](C)O,0,-0.011725,4,doi.org/10.1021/jo990185w
288,-0.135613928,-0.173488088,0.029525555,-0.39584606,0.484728161,-0.063225412,COC(=O)[C@@H](NC(=O)OC(C)(C)C)[C@@H](C)O,4,0.3453518,4,doi.org/10.1021/jo990185w
289,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,COC(=O)[C@@H](NC(=O)OC(C)(C)C)[C@@H](C)O,10,-0.0941341,4,doi.org/10.1021/jo990185w
290,-0.135613928,0.159845245,0.029525555,-0.39584606,-0.015271839,0.436774588,COC(=O)[C@@H](NC(=O)OC(C)(C)C)[C@@H](C)O,13,0.0892532,4,doi.org/10.1021/jo990185w
291,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,COC(=O)[C@@H](NC(=O)OC(C)(C)C)[C@@H](C)O,14,-0.0716581,4,doi.org/10.1021/jo990185w
292,-0.135613928,-0.506821421,-0.637141112,0.60415394,-0.015271839,0.436774588,COC(=O)[C@H]1CCCN1C(=O)OC(C)(C)C,0,-0.012243,4,doi.org/10.1021/jo990185w
293,-0.135613928,-0.173488088,0.029525555,-0.39584606,0.484728161,-0.063225412,COC(=O)[C@H]1CCCN1C(=O)OC(C)(C)C,4,0.4052619,4,doi.org/10.1021/jo990185w
294,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,COC(=O)[C@H]1CCCN1C(=O)OC(C)(C)C,5,-0.0064496,4,doi.org/10.1021/jo990185w
295,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,COC(=O)[C@H]1CCCN1C(=O)OC(C)(C)C,6,0.0131611,4,doi.org/10.1021/jo990185w
296,-0.135613928,-0.173488088,-0.303807778,0.10415394,0.484728161,-0.063225412,COC(=O)[C@H]1CCCN1C(=O)OC(C)(C)C,7,0.1535885,4,doi.org/10.1021/jo990185w
297,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,COC(=O)[C@H]1CCCN1C(=O)OC(C)(C)C,13,-0.0925063,4,doi.org/10.1021/jo990185w
298,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,CCOC(=O)[C@H]1CCCN1C(=O)OCc1ccccc1,0,-0.07622,5,doi.org/10.1021/jo990185w
299,-0.135613928,-0.173488088,-0.303807778,0.10415394,-0.015271839,0.436774588,CCOC(=O)[C@H]1CCCN1C(=O)OCc1ccccc1,1,0.0349135,5,doi.org/10.1021/jo990185w
300,-0.135613928,-0.173488088,0.029525555,-0.39584606,0.484728161,-0.063225412,CCOC(=O)[C@H]1CCCN1C(=O)OCc1ccccc1,5,0.4041618,5,doi.org/10.1021/jo990185w
301,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CCOC(=O)[C@H]1CCCN1C(=O)OCc1ccccc1,6,-0.0066008,5,doi.org/10.1021/jo990185w
302,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CCOC(=O)[C@H]1CCCN1C(=O)OCc1ccccc1,7,0.0131611,5,doi.org/10.1021/jo990185w
303,-0.135613928,-0.173488088,-0.303807778,0.10415394,0.484728161,-0.063225412,CCOC(=O)[C@H]1CCCN1C(=O)OCc1ccccc1,8,0.1495294,5,doi.org/10.1021/jo990185w
304,-0.135613928,-0.506821421,-0.303807778,0.10415394,-0.015271839,0.436774588,CCOC(=O)[C@H]1CCCN1C(=O)OCc1ccccc1,13,0.2694542,5,doi.org/10.1021/jo990185w
305,0.864386072,-0.506821421,0.029525555,-0.39584606,-0.015271839,-0.063225412,CCOC(=O)[C@H]1CCCN1C(=O)OCc1ccccc1,15,-0.2933847,5,doi.org/10.1021/jo990185w
306,0.864386072,-0.506821421,0.029525555,-0.39584606,-0.015271839,-0.063225412,CCOC(=O)[C@H]1CCCN1C(=O)OCc1ccccc1,16,-0.2848574,5,doi.org/10.1021/jo990185w
307,0.864386072,-0.506821421,0.029525555,-0.39584606,-0.015271839,-0.063225412,CCOC(=O)[C@H]1CCCN1C(=O)OCc1ccccc1,17,-0.2921713,5,doi.org/10.1021/jo990185w
308,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,0,-0.0925063,11,doi.org/10.1021/jo990185w
309,-0.135613928,-0.173488088,-0.303807778,0.10415394,0.484728161,-0.063225412,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,8,0.1324567,11,doi.org/10.1021/jo990185w
310,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,9,0.0074689,11,doi.org/10.1021/jo990185w
311,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,10,0.0050937,11,doi.org/10.1021/jo990185w
312,-0.135613928,-0.173488088,0.029525555,-0.39584606,0.484728161,-0.063225412,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,11,0.3558335,11,doi.org/10.1021/jo990185w
313,-0.135613928,-0.506821421,-0.637141112,0.60415394,-0.015271839,0.436774588,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)OC(C)(C)C,0,-0.0066414,4,doi.org/10.1021/jo990185w
314,-0.135613928,-0.173488088,0.029525555,-0.39584606,0.484728161,-0.063225412,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)OC(C)(C)C,4,0.3838796,4,doi.org/10.1021/jo990185w
315,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)OC(C)(C)C,5,-0.0099419,4,doi.org/10.1021/jo990185w
316,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)OC(C)(C)C,6,0.0653722,4,doi.org/10.1021/jo990185w
317,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)OC(C)(C)C,7,-0.0572958,4,doi.org/10.1021/jo990185w
318,-0.135613928,-0.173488088,0.029525555,-0.39584606,0.484728161,-0.063225412,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)OC(C)(C)C,12,0.301347,4,doi.org/10.1021/jo990185w
319,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)OC(C)(C)C,13,-0.0754616,4,doi.org/10.1021/jo990185w
320,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)OC(C)(C)C,19,-0.0941341,4,doi.org/10.1021/jo990185w
321,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,CCOC(=O)[C@H](C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,0,-0.0763457,5,doi.org/10.1021/jo990185w
322,-0.135613928,-0.173488088,-0.303807778,0.10415394,-0.015271839,0.436774588,CCOC(=O)[C@H](C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,1,0.0395137,5,doi.org/10.1021/jo990185w
323,-0.135613928,-0.173488088,0.029525555,-0.39584606,0.484728161,-0.063225412,CCOC(=O)[C@H](C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,5,0.396378,5,doi.org/10.1021/jo990185w
324,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,CCOC(=O)[C@H](C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,6,-0.0776457,5,doi.org/10.1021/jo990185w
325,-0.135613928,-0.173488088,0.029525555,-0.39584606,0.484728161,-0.063225412,CCOC(=O)[C@H](C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,10,0.2438892,5,doi.org/10.1021/jo990185w
326,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CCOC(=O)[C@H](C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,11,-0.0009396,5,doi.org/10.1021/jo990185w
327,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,CCOC(=O)[C@H](C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,12,0.0811619,5,doi.org/10.1021/jo990185w
328,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,CCOC(=O)[C@H](C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,13,-0.0570484,5,doi.org/10.1021/jo990185w
329,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,CCOC(=O)[C@H](C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,20,-0.0941341,5,doi.org/10.1021/jo990185w
330,-0.135613928,-0.506821421,-0.637141112,0.60415394,-0.015271839,0.436774588,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,0,-0.0066414,4,doi.org/10.1021/jo990185w
331,-0.135613928,-0.173488088,0.029525555,-0.39584606,0.484728161,-0.063225412,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,4,0.3834814,4,doi.org/10.1021/jo990185w
332,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,5,-0.0099419,4,doi.org/10.1021/jo990185w
333,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,6,0.0653722,4,doi.org/10.1021/jo990185w
334,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,7,-0.0572958,4,doi.org/10.1021/jo990185w
335,-0.135613928,-0.173488088,0.029525555,-0.39584606,0.484728161,-0.063225412,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,12,0.26644,4,doi.org/10.1021/jo990185w
336,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,13,-0.0039242,4,doi.org/10.1021/jo990185w
337,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,14,0.0793811,4,doi.org/10.1021/jo990185w
338,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,15,-0.0572958,4,doi.org/10.1021/jo990185w
339,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,22,-0.0941341,4,doi.org/10.1021/jo990185w
340,-0.135613928,-0.506821421,-0.637141112,0.60415394,-0.015271839,0.436774588,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,0,-0.0066414,4,doi.org/10.1021/jo990185w
341,-0.135613928,-0.173488088,0.029525555,-0.39584606,0.484728161,-0.063225412,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,4,0.3735039,4,doi.org/10.1021/jo990185w
342,-0.135613928,-0.173488088,0.029525555,0.10415394,-0.015271839,-0.063225412,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,5,0.1895273,4,doi.org/10.1021/jo990185w
343,0.864386072,-0.506821421,0.029525555,-0.39584606,-0.015271839,-0.063225412,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,7,-0.2864537,4,doi.org/10.1021/jo990185w
344,0.864386072,-0.506821421,0.029525555,-0.39584606,-0.015271839,-0.063225412,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,8,-0.2842649,4,doi.org/10.1021/jo990185w
345,0.864386072,-0.506821421,0.029525555,-0.39584606,-0.015271839,-0.063225412,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,9,-0.2921711,4,doi.org/10.1021/jo990185w
346,-0.135613928,-0.173488088,0.029525555,-0.39584606,0.484728161,-0.063225412,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,15,0.2838866,4,doi.org/10.1021/jo990185w
347,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,16,-0.0029624,4,doi.org/10.1021/jo990185w
348,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,17,0.0793811,4,doi.org/10.1021/jo990185w
349,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,18,-0.0572958,4,doi.org/10.1021/jo990185w
350,-0.135613928,-0.173488088,0.029525555,-0.39584606,0.484728161,-0.063225412,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,23,0.2935093,4,doi.org/10.1021/jo990185w
351,-0.135613928,-0.173488088,0.029525555,0.10415394,-0.015271839,-0.063225412,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,24,0.2016084,4,doi.org/10.1021/jo990185w
352,0.864386072,-0.506821421,0.029525555,-0.39584606,-0.015271839,-0.063225412,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,26,-0.2864537,4,doi.org/10.1021/jo990185w
353,0.864386072,-0.506821421,0.029525555,-0.39584606,-0.015271839,-0.063225412,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,27,-0.2842649,4,doi.org/10.1021/jo990185w
354,0.864386072,-0.506821421,0.029525555,-0.39584606,-0.015271839,-0.063225412,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,28,-0.2921711,4,doi.org/10.1021/jo990185w
355,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,36,-0.0941341,4,doi.org/10.1021/jo990185w
356,-0.135613928,-0.506821421,-0.637141112,0.60415394,-0.015271839,0.436774588,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,0,-0.0097843,4,doi.org/10.1021/jo990185w
357,-0.135613928,-0.173488088,0.029525555,-0.39584606,0.484728161,-0.063225412,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,4,0.3661674,4,doi.org/10.1021/jo990185w
358,-0.135613928,-0.173488088,0.029525555,0.10415394,-0.015271839,-0.063225412,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,5,0.1924763,4,doi.org/10.1021/jo990185w
359,0.864386072,-0.506821421,0.029525555,-0.39584606,-0.015271839,-0.063225412,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,7,-0.2847704,4,doi.org/10.1021/jo990185w
360,0.864386072,-0.506821421,0.029525555,-0.39584606,-0.015271839,-0.063225412,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,8,-0.2841614,4,doi.org/10.1021/jo990185w
361,0.864386072,-0.506821421,0.029525555,-0.39584606,-0.015271839,-0.063225412,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,9,-0.2921711,4,doi.org/10.1021/jo990185w
362,-0.135613928,-0.173488088,0.029525555,-0.39584606,0.484728161,-0.063225412,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,15,0.2824345,4,doi.org/10.1021/jo990185w
363,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,16,-0.0033513,4,doi.org/10.1021/jo990185w
364,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,17,0.0793811,4,doi.org/10.1021/jo990185w
365,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,18,-0.0572958,4,doi.org/10.1021/jo990185w
366,-0.135613928,-0.173488088,0.029525555,-0.39584606,0.484728161,-0.063225412,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,23,0.2437874,4,doi.org/10.1021/jo990185w
367,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,24,-0.0009396,4,doi.org/10.1021/jo990185w
368,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,25,0.0811619,4,doi.org/10.1021/jo990185w
369,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,26,-0.0570484,4,doi.org/10.1021/jo990185w
370,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,33,-0.0941341,4,doi.org/10.1021/jo990185w
371,-0.135613928,-0.506821421,-0.637141112,0.60415394,-0.015271839,0.436774588,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,0,-0.0066414,4,doi.org/10.1021/jo990185w
372,-0.135613928,-0.173488088,0.029525555,-0.39584606,0.484728161,-0.063225412,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,4,0.3834814,4,doi.org/10.1021/jo990185w
373,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,5,-0.0099419,4,doi.org/10.1021/jo990185w
374,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,6,0.0653722,4,doi.org/10.1021/jo990185w
375,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,7,-0.0572958,4,doi.org/10.1021/jo990185w
376,-0.135613928,-0.173488088,0.029525555,-0.39584606,0.484728161,-0.063225412,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,12,0.2700945,4,doi.org/10.1021/jo990185w
377,-0.135613928,-0.173488088,0.029525555,0.10415394,-0.015271839,-0.063225412,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,13,0.2023544,4,doi.org/10.1021/jo990185w
378,0.864386072,-0.506821421,0.029525555,-0.39584606,-0.015271839,-0.063225412,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,15,-0.2864537,4,doi.org/10.1021/jo990185w
379,0.864386072,-0.506821421,0.029525555,-0.39584606,-0.015271839,-0.063225412,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,16,-0.2842649,4,doi.org/10.1021/jo990185w
