,C_spX,n_Csp3,num_C,num_H,num_N,num_O,Reactant_SMILES,Atom_nº,bde_avg,Reactive Atom,DOI
797,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CC(=O)O[C@H]1CCC[C@@H]2CCCC[C@@H]21,5,-0.0285379,8,10.1021/jo9604189
798,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CC(=O)O[C@H]1CCC[C@@H]2CCCC[C@@H]21,6,0.0039872,8,10.1021/jo9604189
799,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CC(=O)O[C@H]1CCC[C@@H]2CCCC[C@@H]21,7,0.0143895,8,10.1021/jo9604189
800,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,CC(=O)O[C@H]1CCC[C@@H]2CCCC[C@@H]21,8,0.0656087,8,10.1021/jo9604189
801,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CC(=O)O[C@H]1CCC[C@@H]2CCCC[C@@H]21,9,0.0104061,8,10.1021/jo9604189
802,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CC(=O)O[C@H]1CCC[C@@H]2CCCC[C@@H]21,10,0.010337,8,10.1021/jo9604189
803,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CC(=O)O[C@H]1CCC[C@@H]2CCCC[C@@H]21,11,0.0137622,8,10.1021/jo9604189
804,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CC(=O)O[C@H]1CCC[C@@H]2CCCC[C@@H]21,12,0.0030814,8,10.1021/jo9604189
805,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,CC(=O)O[C@H]1CCC[C@@H]2CCCC[C@@H]21,13,0.0454787,8,10.1021/jo9604189
806,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,CCC(C)COC(=O)c1ccc(Cl)cc1,0,-0.0298986,2,10.1021/jo9604189
807,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CCC(C)COC(=O)c1ccc(Cl)cc1,1,0.0069809,2,10.1021/jo9604189
808,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,CCC(C)COC(=O)c1ccc(Cl)cc1,2,0.0521165,2,10.1021/jo9604189
809,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,CCC(C)COC(=O)c1ccc(Cl)cc1,3,-0.057625,2,10.1021/jo9604189
810,-0.135613928,-0.173488088,-0.303807778,0.10415394,-0.015271839,0.436774588,CCC(C)COC(=O)c1ccc(Cl)cc1,4,0.0374854,2,10.1021/jo9604189
811,0.864386072,-0.506821421,0.029525555,-0.39584606,-0.015271839,-0.063225412,CCC(C)COC(=O)c1ccc(Cl)cc1,9,-0.3051821,2,10.1021/jo9604189
812,0.864386072,-0.506821421,0.029525555,-0.39584606,-0.015271839,-0.063225412,CCC(C)COC(=O)c1ccc(Cl)cc1,10,-0.3312069,2,10.1021/jo9604189
813,-0.135613928,-0.506821421,-0.303807778,0.60415394,-0.015271839,-0.063225412,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,0,0.0158347,22,10.1021/ja9626300
814,-0.135613928,0.159845245,0.029525555,-0.39584606,-0.015271839,0.436774588,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,4,0.1083862,22,10.1021/ja9626300
815,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,5,-0.0121501,22,10.1021/ja9626300
816,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,6,0.050014,22,10.1021/ja9626300
817,-0.135613928,-0.173488088,-0.303807778,0.10415394,-0.015271839,0.436774588,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,8,-0.108242,22,10.1021/ja9626300
818,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,11,0.0049141,22,10.1021/ja9626300
819,-0.135613928,0.159845245,0.029525555,-0.39584606,-0.015271839,0.436774588,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,13,0.1164575,22,10.1021/ja9626300
820,-0.135613928,0.159845245,0.029525555,-0.39584606,-0.015271839,0.436774588,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,14,0.0196843,22,10.1021/ja9626300
821,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,17,0.0491893,22,10.1021/ja9626300
822,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,18,0.0391794,22,10.1021/ja9626300
823,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,19,0.0397346,22,10.1021/ja9626300
824,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,21,-0.0166437,22,10.1021/ja9626300
825,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,22,0.1542305,22,10.1021/ja9626300
826,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,23,0.1169438,22,10.1021/ja9626300
827,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,24,-0.0214471,22,10.1021/ja9626300
828,-0.135613928,0.159845245,0.029525555,-0.39584606,-0.015271839,0.436774588,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,25,-0.061203,22,10.1021/ja9626300
829,-0.135613928,0.159845245,0.029525555,-0.39584606,-0.015271839,0.436774588,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,27,-0.0536525,22,10.1021/ja9626300
830,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,28,0.0901858,22,10.1021/ja9626300
831,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,29,-0.0462934,22,10.1021/ja9626300
832,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,30,0.0792659,22,10.1021/ja9626300
833,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,31,-0.0314602,22,10.1021/ja9626300
834,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,33,0.0379436,22,10.1021/ja9626300
835,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,34,0.0030081,22,10.1021/ja9626300
836,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,35,0.0693447,22,10.1021/ja9626300
837,-0.135613928,-0.506821421,-0.303807778,0.60415394,-0.015271839,-0.063225412,CC(=O)OCC1C2CC3CC(C2)CC1C3,0,0.0160097,4,10.1021/ol000017m
838,-0.135613928,-0.173488088,-0.303807778,0.10415394,-0.015271839,0.436774588,CC(=O)OCC1C2CC3CC(C2)CC1C3,4,0.054624,4,10.1021/ol000017m
839,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,CC(=O)OCC1C2CC3CC(C2)CC1C3,5,0.0195683,4,10.1021/ol000017m
840,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,CC(=O)OCC1C2CC3CC(C2)CC1C3,6,-0.0325315,4,10.1021/ol000017m
841,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CC(=O)OCC1C2CC3CC(C2)CC1C3,7,-0.0070672,4,10.1021/ol000017m
842,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,CC(=O)OCC1C2CC3CC(C2)CC1C3,8,0.0042594,4,10.1021/ol000017m
843,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CC(=O)OCC1C2CC3CC(C2)CC1C3,9,-0.0210968,4,10.1021/ol000017m
844,-0.135613928,-0.506821421,-0.303807778,0.60415394,-0.015271839,-0.063225412,CC(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,0,0.01471,4,10.1021/ol000017m
845,-0.135613928,0.159845245,0.029525555,-0.39584606,0.484728161,-0.063225412,CC(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,4,0.1231443,4,10.1021/ol000017m
846,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,CC(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,5,-0.0389427,4,10.1021/ol000017m
847,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CC(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,6,-0.0462625,4,10.1021/ol000017m
848,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,CC(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,7,-0.013412,4,10.1021/ol000017m
849,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CC(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,8,-0.0464409,4,10.1021/ol000017m
850,-0.135613928,-0.506821421,-0.303807778,0.60415394,-0.015271839,-0.063225412,CC(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,0,0.0154599,4,10.1021/ol000017m
851,-0.135613928,0.159845245,0.029525555,-0.39584606,-0.015271839,0.436774588,CC(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,4,0.028685,4,10.1021/ol000017m
852,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,CC(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,5,-0.019437,4,10.1021/ol000017m
853,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CC(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,6,-0.051864,4,10.1021/ol000017m
854,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,CC(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,7,-0.0122768,4,10.1021/ol000017m
855,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CC(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,8,-0.0464409,4,10.1021/ol000017m
856,-0.135613928,0.159845245,0.029525555,-0.39584606,-0.015271839,-0.063225412,FC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,1,-0.0453225,2,10.1021/ol000017m
857,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,FC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,2,0.0363473,2,10.1021/ol000017m
858,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,FC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,3,-0.05266,2,10.1021/ol000017m
859,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,FC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,4,-0.0096918,2,10.1021/ol000017m
860,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,FC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,5,-0.0464409,2,10.1021/ol000017m
861,-0.135613928,-0.506821421,-0.637141112,0.60415394,-0.015271839,-0.063225412,CS(=O)(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,0,-0.142194,5,10.1021/ol000017m
862,-0.135613928,0.159845245,0.029525555,-0.39584606,-0.015271839,0.436774588,CS(=O)(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,5,0.0268696,5,10.1021/ol000017m
863,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,CS(=O)(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,6,-0.0118752,5,10.1021/ol000017m
864,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CS(=O)(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,7,-0.0514297,5,10.1021/ol000017m
865,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,CS(=O)(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,8,-0.0122768,5,10.1021/ol000017m
866,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CS(=O)(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,9,-0.0464409,5,10.1021/ol000017m
867,-0.135613928,-0.506821421,-0.303807778,0.60415394,-0.015271839,-0.063225412,Cc1ccc(S(=O)(=O)OC2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)cc1,0,0.1892307,0,10.1021/ol000017m
868,0.864386072,-0.506821421,0.029525555,-0.39584606,-0.015271839,-0.063225412,Cc1ccc(S(=O)(=O)OC2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)cc1,2,-0.2991482,0,10.1021/ol000017m
869,0.864386072,-0.506821421,0.029525555,-0.39584606,-0.015271839,-0.063225412,Cc1ccc(S(=O)(=O)OC2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)cc1,3,-0.3150079,0,10.1021/ol000017m
870,-0.135613928,0.159845245,0.029525555,-0.39584606,-0.015271839,0.436774588,Cc1ccc(S(=O)(=O)OC2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)cc1,9,0.0239728,0,10.1021/ol000017m
871,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,Cc1ccc(S(=O)(=O)OC2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)cc1,10,-0.0119218,0,10.1021/ol000017m
872,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,Cc1ccc(S(=O)(=O)OC2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)cc1,11,-0.0514297,0,10.1021/ol000017m
873,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,Cc1ccc(S(=O)(=O)OC2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)cc1,12,-0.0122772,0,10.1021/ol000017m
874,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,Cc1ccc(S(=O)(=O)OC2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)cc1,13,-0.0464409,0,10.1021/ol000017m
875,-0.135613928,0.159845245,0.029525555,-0.39584606,-0.015271839,0.436774588,O=[N+]([O-])OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,4,0.0189594,4,10.1021/ol000017m
876,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,O=[N+]([O-])OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,5,-0.0260748,4,10.1021/ol000017m
877,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,O=[N+]([O-])OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,6,-0.051864,4,10.1021/ol000017m
878,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,O=[N+]([O-])OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,7,-0.0122772,4,10.1021/ol000017m
879,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,O=[N+]([O-])OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,8,-0.0464409,4,10.1021/ol000017m
880,-0.135613928,0.159845245,0.029525555,-0.39584606,0.484728161,-0.063225412,[NH3+]C1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,1,0.1261649,1,10.1021/ol000017m
881,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,[NH3+]C1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,2,0.0322647,1,10.1021/ol000017m
882,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,[NH3+]C1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,3,-0.0520864,1,10.1021/ol000017m
883,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,[NH3+]C1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,4,-0.0176283,1,10.1021/ol000017m
884,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,[NH3+]C1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,5,-0.0464409,1,10.1021/ol000017m
885,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,C1C2C3[C@H]4C1[C@@H]([C@@H]23)[C@@H]1C2CC3[C@@H]1[C@H]3[C@H]24,0,0.0529846,4,10.1039/D2QO01005D
886,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,C1C2C3[C@H]4C1[C@@H]([C@@H]23)[C@@H]1C2CC3[C@@H]1[C@H]3[C@H]24,1,-0.289984,4,10.1039/D2QO01005D
887,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,C1C2C3[C@H]4C1[C@@H]([C@@H]23)[C@@H]1C2CC3[C@@H]1[C@H]3[C@H]24,2,-0.2209431,4,10.1039/D2QO01005D
888,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,C1C2C3[C@H]4C1[C@@H]([C@@H]23)[C@@H]1C2CC3[C@@H]1[C@H]3[C@H]24,3,0.1023317,4,10.1039/D2QO01005D
889,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,C1C2C3[C@H]4C1[C@@H]([C@@H]23)[C@@H]1C2CC3[C@@H]1[C@H]3[C@H]24,4,0.1039754,4,10.1039/D2QO01005D
890,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,CC(O)CCO,0,-0.066527,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
891,-0.135613928,0.159845245,0.029525555,-0.39584606,-0.015271839,0.436774588,CC(O)CCO,1,0.1581026,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
892,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CC(O)CCO,3,-0.032254,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
893,-0.135613928,-0.173488088,-0.303807778,0.10415394,-0.015271839,0.436774588,CC(O)CCO,4,0.1351122,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
894,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,CCCC(O)CO,0,-0.047807,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
895,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CCCC(O)CO,1,0.0292576,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
896,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CCCC(O)CO,2,-0.0189926,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
897,-0.135613928,0.159845245,0.029525555,-0.39584606,-0.015271839,0.436774588,CCCC(O)CO,3,0.1162995,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
898,-0.135613928,-0.173488088,-0.303807778,0.10415394,-0.015271839,0.436774588,CCCC(O)CO,5,0.0599706,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
899,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,CC(O)CCCO,0,-0.0641274,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
900,-0.135613928,0.159845245,0.029525555,-0.39584606,-0.015271839,0.436774588,CC(O)CCCO,1,0.142154,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
901,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CC(O)CCCO,3,0.014126,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
902,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CC(O)CCCO,4,0.0243923,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
903,-0.135613928,-0.173488088,-0.303807778,0.10415394,-0.015271839,0.436774588,CC(O)CCCO,5,0.119287,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
904,-0.135613928,-0.173488088,-0.303807778,0.10415394,-0.015271839,0.436774588,OC[C@H]1CCC[C@H]1O,1,0.1152523,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
905,-0.135613928,0.493178579,0.362858888,-0.39584606,-0.015271839,-0.063225412,OC[C@H]1CCC[C@H]1O,2,0.0798469,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
906,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,OC[C@H]1CCC[C@H]1O,3,0.038755,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
907,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,OC[C@H]1CCC[C@H]1O,4,0.0565256,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
908,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,OC[C@H]1CCC[C@H]1O,5,0.0563067,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
909,-0.135613928,0.159845245,0.029525555,-0.39584606,-0.015271839,0.436774588,OC[C@H]1CCC[C@H]1O,6,0.1151932,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
910,-0.135613928,-0.173488088,-0.303807778,0.60415394,-0.015271839,-0.063225412,CC(O)CCCCO,0,-0.0641274,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
911,-0.135613928,0.159845245,0.029525555,-0.39584606,-0.015271839,0.436774588,CC(O)CCCCO,1,0.1241028,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
912,-0.135613928,0.159845245,0.029525555,0.10415394,-0.015271839,-0.063225412,CC(O)CCCCO,3,0.0959584,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
