,Bmax_2.0_avg,Bmax_2.0_min,Bmax_4.0_min,Bmax_4.5_min,Bmin_2.0_avg,Bmin_3.0_avg,Bmin_3.5_avg,Bmin_4.0_avg,Bmin_4.0_min,Bmin_4.5_min,S_bur_2.0_avg,V_occ_avg,Reactant_SMILES,Atom_nº,bde_avg,Reactive Atom,DOI
401,0.160987609,0.13159641,-0.11366736,-0.090728522,-0.05779828,-0.036109498,-0.016150036,-0.000864224,-0.008671578,-0.007199076,-0.445117803,0.211336005,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,0,-0.0066414,4,doi.org/10.1021/jo990185w
402,0.279489908,0.34506611,0.360486751,0.402127807,0.449243452,-0.031557897,-0.005299615,0.005418111,0.012926641,0.00899725,0.291149229,0.211371324,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,4,0.3834814,4,doi.org/10.1021/jo990185w
403,0.193624655,0.100541958,-0.11366736,-0.090728522,0.026741954,-0.031545425,-0.012767576,-0.011497739,-0.008671578,-0.007199076,0.050669411,0.211323524,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,5,-0.0099419,4,doi.org/10.1021/jo990185w
404,0.44910814,0.514684341,0.663298792,0.694356643,-0.05779828,-0.036372357,-0.021652138,-0.014780614,-0.007272084,0.017894277,0.193893736,0.211311375,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,6,0.0653722,4,doi.org/10.1021/jo990185w
405,0.135477472,-0.104743482,-0.11366736,-0.090728522,-0.056187936,-0.036117892,-0.021021981,-0.00761843,-0.008671578,-0.007199076,-0.267637235,0.211322197,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,7,-0.0572958,4,doi.org/10.1021/jo990185w
406,0.119095383,0.184671584,-0.11366736,-0.090728522,-0.045548593,-0.030271898,-0.017115559,-0.016180108,-0.008671578,-0.007199076,0.267570961,0.211356188,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,12,0.2838866,4,doi.org/10.1021/jo990185w
407,0.04903022,0.111734245,0.260430741,0.308079323,-0.057235529,-0.036466853,-0.017588928,-0.01211293,-0.005992757,-0.000392004,0.057869991,0.211324919,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,13,-0.0029624,4,doi.org/10.1021/jo990185w
408,0.078361532,0.143937733,0.345654235,0.396056137,-0.013889523,0.224111938,0.272530732,0.330107995,0.337616525,0.424877395,0.253290141,0.211364951,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,14,0.0793811,4,doi.org/10.1021/jo990185w
409,0.012474689,0.010561383,0.224641311,-0.090728522,-0.008912475,0.093323325,0.110212966,0.191532026,-0.001507929,-0.007199076,-0.297374329,0.211306994,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,15,-0.0572958,4,doi.org/10.1021/jo990185w
410,0.2486422,0.314218401,0.480982497,0.508741115,0.537782964,0.624304574,0.49479581,0.00424195,0.01175048,0.01456132,0.337334951,0.21134364,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,20,0.26644,4,doi.org/10.1021/jo990185w
411,0.177469587,0.157232182,0.300300093,-0.090728522,-0.057235529,-0.037358082,-0.018725014,-0.000679872,0.00011607,-0.007199076,0.054462826,0.211345135,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,21,-0.0039242,4,doi.org/10.1021/jo990185w
412,-0.298440086,-0.232863885,-0.11366736,-0.090728522,-0.05779828,-0.039174597,-0.022848084,-0.016180108,-0.008671578,-0.007199076,0.193480021,0.211309384,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,22,0.0793811,4,doi.org/10.1021/jo990185w
413,0.215940814,0.224381107,0.408233127,0.442316196,-0.05779828,-0.032374537,-0.012108115,0.007012508,0.005302257,-0.006612865,-0.327069803,0.211325715,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,23,-0.0572958,4,doi.org/10.1021/jo990185w
414,0.015992997,-0.099743707,-0.11366736,-0.090728522,-0.051273362,-0.036741225,-0.017578409,-0.008186141,-0.008671578,-0.007199076,-0.255989503,0.21132452,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,30,-0.0941341,4,doi.org/10.1021/jo990185w
415,-0.114288387,-0.23305969,-0.11366736,-0.090728522,-0.05779828,-0.036238289,-0.022848084,-0.016180108,-0.008671578,-0.007199076,-0.391062013,-0.265956967,CC[C@H](C)c1ccccc1,0,-0.0461341,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
416,-0.008360622,0.049490418,-0.11366736,-0.090728522,-0.05779828,-0.033001467,-0.017202468,-0.004804202,-0.008671578,-0.007199076,-0.02526803,-0.265950262,CC[C@H](C)c1ccccc1,1,0.0282632,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
417,-0.074458543,-0.008882342,-0.11366736,-0.090728522,-0.05779828,-0.038675499,-0.022848084,-0.016180108,-0.008671578,-0.007199076,0.260533312,-0.265954843,CC[C@H](C)c1ccccc1,2,0.2451343,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
418,-0.033695127,-0.02953454,-0.11366736,-0.090728522,-0.05779828,-0.03685035,-0.018658141,-0.016180108,-0.008671578,-0.007199076,-0.303574084,-0.265944951,CC[C@H](C)c1ccccc1,3,-0.0398376,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
419,-0.038399156,0.027177045,-0.11366736,-0.090728522,-0.05779828,-0.032064669,-0.020622498,-0.016180108,-0.008671578,-0.007199076,-0.055175524,-0.265976154,CC[C@H](C)c1ccccc1,5,-0.2613357,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
420,-0.298832471,-0.23325627,-0.11366736,-0.090728522,-0.05779828,-0.039174597,-0.022848084,-0.016180108,-0.008671578,-0.007199076,-0.176439097,-0.265945681,CC[C@H](C)c1ccccc1,6,-0.279957,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
421,-0.298832471,-0.23325627,-0.11366736,-0.090728522,-0.05779828,-0.039174597,-0.022848084,-0.016180108,-0.008671578,-0.007199076,-0.179486125,-0.265954046,CC[C@H](C)c1ccccc1,7,-0.2930218,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
422,-0.070242094,-0.105189733,-0.11366736,-0.090728522,-0.05779828,-0.038145702,-0.019276777,-0.012000971,-0.008671578,-0.007199076,-0.328339138,-0.277582244,CC(C)CCC(C)[NH3+],0,-0.0547278,5,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
423,-0.032203806,0.033372395,-0.11366736,-0.090728522,-0.05779828,-0.039174597,-0.022848084,-0.016180108,-0.008671578,-0.007199076,0.192604405,-0.277589148,CC(C)CCC(C)[NH3+],1,0.0682205,5,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
424,-0.1333324,-0.102235571,-0.11366736,-0.090728522,0.016092321,-0.039066911,-0.021041517,-0.016180108,-0.008671578,-0.007199076,0.037397855,-0.277572617,CC(C)CCC(C)[NH3+],3,0.0309509,5,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
425,-0.135591619,-0.103116722,-0.11366736,-0.090728522,-0.026832542,-0.038470919,-0.022090693,-0.016180108,-0.008671578,-0.007199076,0.013031371,-0.277580384,CC(C)CCC(C)[NH3+],4,0.0370235,5,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
426,-0.0351962,0.030380001,-0.11366736,-0.090728522,-0.05779828,-0.039174597,-0.022848084,-0.016180108,-0.008671578,-0.007199076,0.153513201,-0.277584567,CC(C)CCC(C)[NH3+],5,0.1656563,5,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
427,-0.061969657,-0.107871933,-0.11366736,-0.090728522,-0.05779828,-0.037500784,-0.019957026,-0.01389842,-0.008671578,-0.007199076,-0.33669327,-0.277579588,CC(C)CCC(C)[NH3+],6,-0.0423965,5,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
428,-0.298635891,-0.23305969,-0.11366736,-0.090728522,-0.05779828,-0.039174597,-0.022848084,-0.016180108,-0.008671578,-0.007199076,0.037810114,-0.37320993,OC1CCC1,1,0.085362,1,10.1002/047084289X.rm267.pub3
429,-0.236023103,-0.23305969,-0.11366736,-0.090728522,-0.05779828,-0.039174597,-0.022848084,-0.016180108,-0.008671578,-0.007199076,-0.185920773,-0.373199871,OC1CCC1,2,-0.0500176,1,10.1002/047084289X.rm267.pub3
430,-0.298635891,-0.23305969,-0.11366736,-0.090728522,-0.05779828,-0.039174597,-0.022848084,-0.016180108,-0.008671578,-0.007199076,-0.211580695,-0.373204951,OC1CCC1,3,-0.0257099,1,10.1002/047084289X.rm267.pub3
431,-0.160648849,-0.146799317,-0.11366736,-0.090728522,-0.05779828,-0.037447301,-0.022848084,-0.016180108,-0.008671578,-0.007199076,-0.383747608,-0.357283258,C[C@@H](O)[C@H]1CO1,0,-0.0820136,1,10.1002/047084289X.rm267.pub3
