,Bmax_2.0_avg,Bmax_2.0_min,Bmax_4.0_min,Bmax_4.5_min,Bmin_2.0_avg,Bmin_3.0_avg,Bmin_3.5_avg,Bmin_4.0_avg,Bmin_4.0_min,Bmin_4.5_min,S_bur_2.0_avg,V_occ_avg,Reactant_SMILES,Atom_nº,bde_avg,Reactive Atom,DOI
25,-0.185905548,-0.132786811,-0.11366736,-0.090728522,-0.05779828,-0.039174597,-0.022848084,-0.016180108,-0.008671578,-0.007199076,-0.086938824,-0.330658826,C1CC2CCC1C2,0,0.0470082,0,10.1021/ja00199a039
26,-0.298635891,-0.23305969,-0.11366736,-0.090728522,-0.05779828,-0.039174597,-0.022848084,-0.016180108,-0.008671578,-0.007199076,0.132843062,-0.330660021,C1CC2CCC1C2,2,-0.1620327,0,10.1021/ja00199a039
27,-0.166288978,-0.100721857,-0.11366736,-0.090728522,-0.05779828,-0.039174597,-0.022848084,-0.016180108,-0.008671578,-0.007199076,-0.079006568,-0.33068193,C1CC2CCC1C2,6,-0.1154467,0,10.1021/ja00199a039
28,-0.165778232,-0.111249541,-0.11366736,-0.090728522,-0.05779828,-0.039174597,-0.022848084,-0.016180108,-0.008671578,-0.007199076,-0.051342169,-0.308463922,C1CC2CCC1CC2,0,0.0689618,2,10.1021/ja00199a039
29,-0.298440086,-0.232863885,-0.11366736,-0.090728522,-0.05779828,-0.039174597,-0.022848084,-0.016180108,-0.008671578,-0.007199076,0.198211415,-0.30844301,C1CC2CCC1CC2,2,0.0758441,2,10.1021/ja00199a039
30,-0.169328943,-0.103780449,-0.11366736,-0.090728522,-0.05779828,-0.039174597,-0.022848084,-0.016180108,-0.008671578,-0.007199076,-0.009522177,-0.276068611,C1C2CC3CC1CC(C2)C3,0,-0.0210968,1,10.1021/ja00199a039
31,-0.298440086,-0.232863885,-0.11366736,-0.090728522,-0.05779828,-0.039174597,-0.022848084,-0.016180108,-0.008671578,-0.007199076,0.204576059,-0.276033459,C1C2CC3CC1CC(C2)C3,1,0.0078834,1,10.1021/ja00199a039
32,-0.093064921,-0.232023804,-0.11366736,-0.090728522,-0.054535943,-0.036182647,-0.018908851,-0.010738935,-0.008671578,-0.007199076,-0.412145312,-0.314190952,CCc1ccccc1,0,-0.0468864,1,10.1021/ja00199a039
33,-0.166816389,-0.101285746,-0.11366736,-0.090728522,-0.05779828,-0.039174597,-0.022848084,-0.016180108,-0.008671578,-0.007199076,-0.093254448,-0.314178503,CCc1ccccc1,1,0.2430236,1,10.1021/ja00199a039
34,-0.092546901,-0.0269707,-0.11366736,-0.090728522,-0.05779828,-0.039174597,-0.022848084,-0.016180108,-0.008671578,-0.007199076,-0.11920537,-0.314215051,CCc1ccccc1,3,-0.2747659,1,10.1021/ja00199a039
35,-0.298832471,-0.23325627,-0.11366736,-0.090728522,-0.05779828,-0.039174597,-0.022848084,-0.016180108,-0.008671578,-0.007199076,-0.177084638,-0.314189558,CCc1ccccc1,4,-0.2814755,1,10.1021/ja00199a039
36,-0.298832471,-0.23325627,-0.11366736,-0.090728522,-0.05779828,-0.039174597,-0.022848084,-0.016180108,-0.008671578,-0.007199076,-0.178399683,-0.314175019,CCc1ccccc1,5,-0.2921714,1,10.1021/ja00199a039
37,-0.050223026,-0.10114004,-0.11366736,-0.090728522,-0.054535943,-0.031773029,-0.022155061,-0.012000971,-0.008671578,-0.007199076,-0.337319854,-0.290181974,CC(C)c1ccccc1,0,-0.040662,1,10.1021/ja00199a039
38,-0.075622387,-0.010046185,-0.11366736,-0.090728522,-0.05779828,-0.038806449,-0.022848084,-0.016180108,-0.008671578,-0.007199076,0.21102488,-0.290174871,CC(C)c1ccccc1,1,0.2707342,1,10.1021/ja00199a039
39,-0.09417072,-0.028594518,-0.11366736,-0.090728522,-0.05779828,-0.032833343,-0.022848084,-0.016180108,-0.008671578,-0.007199076,-0.054550188,-0.290179053,CC(C)c1ccccc1,4,-0.2638527,1,10.1021/ja00199a039
40,-0.298832471,-0.23325627,-0.11366736,-0.090728522,-0.05779828,-0.039174597,-0.022848084,-0.016180108,-0.008671578,-0.007199076,-0.176756366,-0.290180248,CC(C)c1ccccc1,5,-0.2811042,1,10.1021/ja00199a039
41,-0.298832471,-0.23325627,-0.11366736,-0.090728522,-0.05779828,-0.039174597,-0.022848084,-0.016180108,-0.008671578,-0.007199076,-0.179094452,-0.29017029,CC(C)c1ccccc1,6,-0.2927636,1,10.1021/ja00199a039
42,-0.034799894,-0.23305969,-0.11366736,-0.090728522,-0.05779828,-0.035589054,-0.008925271,-0.011003007,-0.008671578,-0.007199076,-0.416680384,-0.263152704,COc1ccc(C(C)O)cc1,0,0.0297882,6,10.1016/S0040-4039(00)78488-7
43,-0.106894057,-0.041317855,-0.11366736,-0.090728522,-0.05779828,-0.037454976,-0.022848084,-0.016180108,-0.008671578,-0.007199076,-0.081776891,-0.263141418,COc1ccc(C(C)O)cc1,3,-0.2899985,6,10.1016/S0040-4039(00)78488-7
44,-0.092339796,-0.026763595,-0.11366736,-0.090728522,-0.05779828,-0.03784303,-0.022848084,-0.016180108,-0.008671578,-0.007199076,-0.06022741,-0.263145601,COc1ccc(C(C)O)cc1,4,-0.2786066,6,10.1016/S0040-4039(00)78488-7
45,-0.083899673,-0.018323472,-0.11366736,-0.090728522,-0.05779828,-0.039174597,-0.022848084,-0.016180108,-0.008671578,-0.007199076,0.14851056,-0.263151775,COc1ccc(C(C)O)cc1,6,0.3389235,6,10.1016/S0040-4039(00)78488-7
