,Bmax_cc1_avg,Bmax_ch1_avg,Bmin_cc1_avg,Bmin_ch1_avg,C_charge,C_n_charge_avg,C_n_charge_max,C_n_charge_min,H_charge_avg,L_cc1_avg,L_cc1_max,L_cc1_min,L_cc2_avg,L_cc2_min,L_ch1_avg,L_ch1_min,L_ch2_avg,L_ch2_max,L_ch2_min,OccV_cc1_avg,Vbur_cc1_avg,Vbur_cc2_avg,Reactant_SMILES,Atom_nº,bde_avg,Reactive Atom,DOI
0,-0.160600476,-0.048183916,-0.127553865,-0.162593957,-0.200635834,-0.05152992,-0.116265023,0.006523669,-0.095405094,0.09239431,0.005460839,0.170652818,-0.299329117,-0.20683623,-0.116178868,-0.069109745,-0.107031696,0.036063356,-0.148230584,-0.302256779,-0.34616573,-0.314564873,CCCCCCC,0,-0.0462713,1,10.1021/ja00199a039
1,-0.192810321,-0.063013181,-0.125790127,-0.097365083,0.002185078,-0.113450531,-0.134616128,-0.082446133,-0.080489482,-0.098963715,-0.055145221,-0.145456605,0.031358714,-0.070472594,-0.116178868,-0.069109745,-0.230074179,-0.273460453,-0.158131574,-0.302272623,-0.211419576,-0.341889603,CCCCCCC,1,0.0212955,1,10.1021/ja00199a039
2,-0.235259651,-0.14019085,-0.126253493,-0.067289294,-0.031657421,-0.059066178,-0.116265023,-0.006111514,-0.063464166,-0.098963715,-0.118781585,-0.081626818,0.034004216,0.065891042,-0.114478188,-0.069109745,-0.230074179,-0.273460453,-0.158131574,-0.302248307,-0.122721771,-0.259373878,CCCCCCC,2,0.0161872,1,10.1021/ja00199a039
3,-0.245597285,-0.219852401,-0.126253493,-0.068357785,-0.026618845,-0.072841485,-0.134616128,-0.014362427,-0.084071761,-0.098963715,-0.182417949,-0.01779703,0.034004216,0.202254679,-0.116178868,-0.069109745,-0.230074179,-0.273460453,-0.158131574,-0.302275413,-0.118650188,-0.209128794,CCCCCCC,3,0.0178053,1,10.1021/ja00199a039
4,-0.248657509,-0.272668253,-0.115651976,-0.162791025,-0.179149934,0.025249349,-0.036702294,0.070887184,-0.085067541,-0.16069211,-0.243024009,-0.078587304,-0.299329117,-0.20683623,-0.076496351,-0.069109745,-0.140588743,-0.136555691,-0.118527613,-0.326745947,-0.157732934,-0.060974147,CC(C)C(C)C,0,-0.0322797,1,10.1021/ja00199a039
5,-0.274301465,-0.295051083,-0.09841142,0.082557422,0.148912018,-0.092654033,-0.039131699,-0.079752782,-0.043358681,-0.205959579,-0.243024009,-0.145456605,-0.149417265,-0.063979087,-0.092369344,-0.045300221,-0.16631579,-0.216912834,-0.095425303,-0.326743623,0.00192139,-0.207802786,CC(C)C(C)C,1,0.0648712,1,10.1021/ja00199a039
6,-0.307612737,-0.201747548,-0.121052008,-0.16228425,-0.210066375,0.015270283,-0.047043129,0.062521804,-0.104620284,-0.03723532,-0.121811888,0.042993243,-0.299329117,-0.20683623,-0.116178868,-0.069109745,-0.133877334,-0.148460453,-0.151530914,-0.317957805,-0.254555242,-0.06838071,CC1CCCCC1,0,-0.0523689,1,10.1021/ja00199a039
7,-0.267934568,-0.266524522,-0.120879643,0.081011005,0.129841795,-0.108722548,-0.140369706,-0.086582951,0.051983091,-0.185383468,-0.246054312,-0.145456605,-0.115907635,-0.070472594,-0.116178868,-0.069109745,-0.230074179,-0.273460453,-0.158131574,-0.317938739,-0.004337546,-0.201334771,CC1CCCCC1,1,0.1794336,1,10.1021/ja00199a039
8,-0.248343431,-0.282572701,-0.123932298,-0.098227173,-0.042267979,-0.021175045,-0.047043129,0.001417244,-0.063059103,-0.165321739,-0.246054312,-0.084666331,-0.13266245,-0.070472594,-0.116178868,-0.069109745,-0.159604381,-0.151436644,-0.154831244,-0.317937974,-0.047097857,-0.14413752,CC1CCCCC1,2,0.0220573,1,10.1021/ja00199a039
9,-0.21170418,-0.256152159,-0.127042771,-0.099459216,-0.009455836,-0.064633531,-0.119317644,-0.012976192,-0.128776402,-0.132914332,-0.182417949,-0.084666331,-0.190863508,-0.0769661,-0.116178868,-0.069109745,-0.159604381,-0.151436644,-0.154831244,-0.31792213,-0.131877742,-0.172446418,CC1CCCCC1,3,0.0176521,1,10.1021/ja00199a039
10,-0.17506068,-0.279886901,-0.127224135,-0.099630828,-0.003444466,-0.061628465,-0.122577312,-0.005300984,-0.117084419,-0.163778529,-0.246054312,-0.081626818,-0.193509011,-0.0769661,-0.116178868,-0.069109745,-0.122691629,-0.088936644,-0.151530914,-0.317943554,-0.136752095,-0.219975848,CC1CCCCC1,4,0.0119256,1,10.1021/ja00199a039
11,-0.249784969,-0.201157139,-0.114030057,-0.163412773,-0.223731546,0.028657031,-0.033171075,0.073743819,-0.103063322,-0.03723532,-0.121811888,0.042993243,-0.299329117,-0.20683623,-0.093503154,-0.065708385,-0.126047334,-0.139531882,-0.141629924,-0.293934412,-0.197567335,0.033316676,C[C@H]1CCCC[C@@H]1C,0,-0.0364644,1,10.1021/ja00199a039
12,-0.248482695,-0.26604542,-0.048192759,0.087677779,0.155424176,-0.070843463,-0.035019919,-0.092577341,0.024738366,-0.185383468,-0.246054312,-0.145456605,-0.080634196,-0.070472594,-0.116178868,-0.069109745,-0.230074179,-0.273460453,-0.158131574,-0.293915744,0.081063804,-0.125348676,C[C@H]1CCCC[C@@H]1C,1,0.0461978,1,10.1021/ja00199a039
13,-0.211879233,-0.257037586,-0.125262396,-0.098420847,-0.032455612,-0.028235392,-0.033171075,-0.021640366,-0.089767963,-0.134457542,-0.185448252,-0.084666331,-0.13266245,-0.070472594,-0.114478188,-0.069109745,-0.157926528,-0.148460453,-0.154831244,-0.293930027,-0.040422296,-0.093692663,C[C@H]1CCCC[C@@H]1C,2,0.012841,1,10.1021/ja00199a039
14,-0.175223464,-0.245524429,-0.128785508,-0.100334246,-0.062019351,-0.079540382,-0.135048947,-0.025242723,-0.067109736,-0.131371122,-0.182417949,-0.081626818,-0.190863508,-0.0769661,-0.116178868,-0.069109745,-0.122691629,-0.088936644,-0.151530914,-0.293915079,-0.132307017,-0.165880909,C[C@H]1CCCC[C@@H]1C,3,0.0138672,1,10.1021/ja00199a039
15,-0.249303558,-0.202459954,-0.105200187,-0.161434463,-0.202071041,0.023711173,-0.038296233,0.069597742,-0.106949398,-0.0341489,-0.118781585,0.046032757,-0.299329117,-0.20683623,-0.098038256,-0.069109745,-0.118217334,-0.136555691,-0.111926953,-0.293700826,-0.201707732,0.044237566,C[C@@H]1CCCC[C@@H]1C,0,-0.0249873,1,10.1021/ja00199a039
16,-0.247685591,-0.279799644,-0.098057418,0.068733008,0.145972529,-0.069004078,-0.041640176,-0.083075703,0.019616003,-0.18744106,-0.243024009,-0.145456605,-0.114143932,-0.070472594,-0.078763902,-0.031694779,-0.16631579,-0.216912834,-0.095425303,-0.293642497,0.09029178,-0.111753999,C[C@@H]1CCCC[C@@H]1C,1,0.0679977,1,10.1021/ja00199a039
17,-0.231853811,-0.281318797,-0.139218206,-0.102941729,-0.0313581,-0.023716248,-0.038296233,-0.009919239,-0.090236318,-0.163778529,-0.246054312,-0.081626818,-0.140598958,-0.089953113,-0.102573426,-0.069109745,-0.119335924,-0.133579501,-0.095425303,-0.293666945,-0.002841723,-0.061641736,C[C@@H]1CCCC[C@@H]1C,2,0.0153644,1,10.1021/ja00199a039
18,-0.196066125,-0.252450856,-0.148752535,-0.094659809,-0.035299165,-0.072594494,-0.134453821,-0.014079625,-0.082755305,-0.134457542,-0.182417949,-0.087705845,-0.198800016,-0.09644662,-0.080464582,-0.069109745,-0.141148005,-0.133579501,-0.138329593,-0.293662061,-0.087808412,-0.127022853,C[C@@H]1CCCC[C@@H]1C,3,0.0264628,1,10.1021/ja00199a039
19,-0.140596812,-0.187234059,-0.126087401,-0.097885222,-0.058030318,-0.087026438,-0.145314871,-0.029489801,-0.082109736,-0.097420505,-0.115751282,-0.081626818,-0.188218006,-0.070472594,-0.116178868,-0.069109745,-0.077389616,-0.053222358,-0.102025963,-0.260816045,-0.12992433,-0.159562815,C1CC[C@H]2CCCC[C@@H]2C1,0,0.0126345,3,10.1021/ja00199a039
20,-0.201958434,-0.201709824,-0.093532573,-0.09832454,-0.066455447,-0.034821837,-0.052587581,-0.01697666,-0.075780622,-0.098963715,-0.118781585,-0.081626818,-0.100916419,-0.0769661,-0.116178868,-0.069109745,-0.1377923,-0.151436644,-0.111926953,-0.260793125,-0.042018808,-0.036131896,C1CC[C@H]2CCCC[C@@H]2C1,2,0.0184511,3,10.1021/ja00199a039
21,-0.246850544,-0.269258798,-0.016781483,0.07716257,0.119616901,-0.053880357,-0.061407307,-0.023586312,0.081118113,-0.170980196,-0.249084615,-0.096824386,-0.041833561,-0.0769661,-0.075362542,-0.028293419,-0.230074179,-0.273460453,-0.158131574,-0.260789638,0.175881906,-0.032191618,C1CC[C@H]2CCCC[C@@H]2C1,3,0.0480585,3,10.1021/ja00199a039
22,-0.142953772,-0.228253482,-0.163209621,-0.109012846,-0.02451784,-0.065612461,-0.123320179,-0.01137954,-0.117523238,-0.139087171,-0.218781585,-0.060350222,-0.198800016,-0.089953113,-0.095770705,-0.069109745,-0.067322502,-0.041317596,-0.095425303,-0.260753464,-0.085509931,-0.11665757,C1CC[C@H]2CCCC[C@H]2C1,0,0.0072136,3,10.1021/ja00199a039
23,-0.198261677,-0.226553975,-0.115616521,-0.093140332,-0.067817743,-0.031705324,-0.05304641,-0.01137954,-0.081379778,-0.122111863,-0.152114918,-0.093784872,-0.180281498,-0.070472594,-0.095770705,-0.052102943,-0.082423173,-0.139531882,-0.016217382,-0.260755855,-0.018391567,-0.01125308,C1CC[C@H]2CCCC[C@H]2C1,2,0.0186042,3,10.1021/ja00199a039
24,-0.246570938,-0.285409522,-0.104277545,0.078820142,0.118770742,-0.053588183,-0.045917384,-0.024853871,-0.039881887,-0.164807357,-0.246054312,-0.084666331,-0.10003462,-0.070472594,-0.116178868,-0.069109745,-0.139470153,-0.19310331,-0.069022663,-0.260757284,0.145490905,-0.004026293,C1CC[C@H]2CCCC[C@H]2C1,3,0.065619,3,10.1021/ja00199a039
25,-0.25538289,-0.292574163,-0.17760016,-0.10707972,-0.111971479,-0.053506857,-0.082474975,-0.024125824,-0.010329145,-0.176124208,-0.252114918,-0.0998639,-0.241128059,-0.161381685,-0.111076827,-0.069109745,-0.139470153,-0.172269977,-0.092124973,-0.330939418,-0.09546981,-0.135116279,C1CC2CCC1C2,0,0.0470082,0,10.1021/ja00199a039
26,-0.262802976,-0.375155191,-0.147466073,0.080233766,0.066243684,-0.108407282,-0.154152284,-0.058284249,0.038194062,-0.203901986,-0.279387646,-0.124180009,-0.207618323,-0.115927139,-0.116178868,-0.069109745,-0.142825857,-0.196079501,-0.072322993,-0.33093108,-0.025643332,-0.162833159,C1CC2CCC1C2,2,-0.1620327,0,10.1021/ja00199a039
27,-0.26607841,-0.309417343,-0.136780283,-0.114803318,-0.14555495,-0.018466169,-0.081529224,0.033858657,0.031578028,-0.185383468,-0.267266433,-0.102903413,-0.246419064,-0.141901165,-0.116178868,-0.069109745,-0.156248676,-0.207984263,-0.085524313,-0.330934236,-0.060443993,-0.093622316,C1CC2CCC1C2,6,-0.1154467,0,10.1021/ja00199a039
28,-0.248731958,-0.282487185,-0.159091415,-0.102305344,-0.068387604,-0.042410304,-0.064579578,-0.019998264,-0.051308048,-0.166864949,-0.249084615,-0.084666331,-0.209382027,-0.115927139,-0.111076827,-0.069109745,-0.112624515,-0.157389025,-0.055821343,-0.308724615,-0.051467451,-0.077908428,C1CC2CCC1CC2,0,0.0689618,2,10.1021/ja00199a039
29,-0.248718313,-0.377038098,-0.121606466,0.104460749,0.087673941,-0.080551441,-0.140470628,-0.020357658,-0.05786501,-0.185383468,-0.267266433,-0.102903413,-0.193509011,-0.0769661,-0.116178868,-0.069109745,-0.092490287,-0.151436644,-0.022818042,-0.308703223,0.02665629,-0.124365804,C1CC2CCC1CC2,2,0.0758441,2,10.1021/ja00199a039
30,-0.220408706,-0.268215204,-0.12392057,-0.09840027,-0.075991518,-0.002205884,-0.062562184,0.045776736,-0.050708892,-0.166864949,-0.249084615,-0.084666331,-0.193509011,-0.0769661,-0.116178868,-0.069109745,-0.092490287,-0.151436644,-0.022818042,-0.276275714,0.016892754,0.015883333,C1C2CC3CC1CC(C2)C3,0,-0.0210968,1,10.1021/ja00199a039
31,-0.219951474,-0.357161149,-0.123616478,0.164736847,0.091668729,-0.090275483,-0.149974957,-0.02935345,-0.05493674,-0.166864949,-0.249084615,-0.084666331,-0.193509011,-0.0769661,-0.116178868,-0.069109745,-0.092490287,-0.151436644,-0.022818042,-0.276300727,0.066426365,-0.043064314,C1C2CC3CC1CC(C2)C3,1,0.0078834,1,10.1021/ja00199a039
32,-0.150992199,-0.21305922,-0.126107856,-0.164275924,-0.182874182,-0.055760907,-0.120649395,0.002976862,-0.07779328,-0.142173591,-0.224842191,-0.060350222,-0.299329117,-0.20683623,-0.049285467,-0.069109745,-0.128284448,-0.017508072,-0.151530914,-0.314450441,-0.301079073,-0.261718008,CCc1ccccc1,0,-0.0468864,1,10.1021/ja00199a039
33,-0.23809826,-0.199174796,-0.167882285,-0.10141801,-0.005900436,-0.006092488,0.078251703,-0.074654773,-0.061523238,-0.128284702,-0.112720979,-0.145456605,-0.17234499,-0.0769661,-0.111076827,-0.065708385,-0.124369481,-0.178222358,-0.055821343,-0.314430909,-0.166998652,-0.236166875,CCc1ccccc1,1,0.2430236,1,10.1021/ja00199a039
34,-0.254656405,-0.251850441,-0.208826254,-0.157376869,-0.050666246,0.025878877,0.078251703,-0.021051196,0.170742585,-0.166864949,-0.249084615,-0.084666331,-0.0823979,-0.070472594,-0.116178868,-0.069109745,-0.079067468,-0.139531882,-0.009616722,-0.314442966,-0.089015476,-0.179239744,CCc1ccccc1,3,-0.2747659,1,10.1021/ja00199a039
35,-0.196111549,-0.251850441,-0.213968557,-0.159603158,-0.060676242,-0.078690971,-0.143897805,-0.016660192,0.169299547,-0.103593344,-0.124842191,-0.084666331,-0.193509011,-0.0769661,-0.116178868,-0.069109745,-0.079067468,-0.139531882,-0.009616722,-0.314440675,-0.205220315,-0.243913523,CCc1ccccc1,4,-0.2814755,1,10.1021/ja00199a039
36,-0.137648503,-0.374965514,-0.213968557,-0.159753981,-0.048774381,-0.084943073,-0.150351593,-0.021921485,0.192480982,-0.166864949,-0.249084615,-0.084666331,-0.193509011,-0.0769661,-0.116178868,-0.069109745,0.05516072,-0.020484263,0.122396479,-0.31445642,-0.215017938,-0.307057099,CCc1ccccc1,5,-0.2921714,1,10.1021/ja00199a039
37,-0.153578672,-0.192227239,-0.118775813,-0.164149708,-0.203680853,0.018799453,-0.043386017,0.065480282,-0.069135052,-0.114395813,-0.197569464,-0.032994599,-0.299329117,-0.20683623,-0.062890909,-0.069109745,-0.096964582,-0.017508072,-0.121827943,-0.290428642,-0.212679807,-0.103574765,CC(C)c1ccccc1,0,-0.040662,1,10.1021/ja00199a039
38,-0.210834362,-0.193229069,-0.070739802,0.080233766,0.136586119,-0.061847344,0.075493523,-0.084243944,0.013215159,-0.161720937,-0.112720979,-0.145456605,-0.135307953,-0.0769661,-0.088967984,-0.041898861,-0.11598022,-0.172269977,-0.045920353,-0.290406586,-0.034013368,-0.192924023,CC(C)c1ccccc1,1,0.2707342,1,10.1021/ja00199a039
39,-0.254564779,-0.270259137,-0.044596556,-0.066608574,-0.019778585,0.02700038,0.075493523,-0.016939627,0.148540053,-0.163778529,-0.243024009,-0.084666331,-0.079752397,-0.070472594,-0.075362542,-0.028293419,-0.079067468,-0.139531882,-0.009616722,-0.290410903,-0.019762972,-0.120479402,CC(C)c1ccccc1,4,-0.2638527,1,10.1021/ja00199a039
40,-0.205669016,-0.235070528,-0.165040995,-0.069684861,-0.051303263,-0.071411745,-0.128174826,-0.017175295,0.142569589,-0.102050134,-0.121811888,-0.084666331,-0.159117477,-0.0769661,-0.116178868,-0.069109745,-0.075711763,-0.136555691,-0.006316392,-0.290422065,-0.194303155,-0.202886747,CC(C)c1ccccc1,5,-0.2811042,1,10.1021/ja00199a039
41,-0.137779509,-0.377253752,-0.205277233,0.016161629,-0.051840506,-0.080697025,-0.145269092,-0.01891419,0.216928239,-0.143716801,-0.209690676,-0.078587304,-0.193509011,-0.0769661,-0.116178868,-0.069109745,0.061872129,-0.014531882,0.128997139,-0.290409607,-0.215256833,-0.302152803,CC(C)c1ccccc1,6,-0.2927636,1,10.1021/ja00199a039
42,-0.082106417,-0.078233234,-0.202543399,-0.163087792,0.104508848,-0.19121375,-0.261012775,-0.110572292,-0.049000031,0.015233816,-0.070296736,0.094664976,-0.309911128,-0.219823243,-0.074228732,-0.069109745,-0.107031696,0.065825261,-0.174633224,-0.263552002,-0.342276862,-0.306995483,COc1ccc(C(C)O)cc1,0,0.0297882,6,10.1016/S0040-4039(00)78488-7
43,-0.194033896,-0.252146018,-0.098635876,-0.031089355,-0.100265328,0.085249249,0.195423897,-0.016300798,0.142983091,-0.103593344,-0.124842191,-0.084666331,-0.079752397,-0.070472594,-0.06515846,-0.018089337,-0.042154716,-0.106793787,0.026686908,-0.263557482,-0.074573001,-0.130179327,COc1ccc(C(C)O)cc1,3,-0.2899985,6,10.1016/S0040-4039(00)78488-7
44,-0.212679389,-0.241495977,-0.060804288,-0.01865502,-0.049846949,-0.008171837,0.029149646,-0.038417418,0.144835412,-0.081988406,-0.121811888,-0.045152653,-0.037424355,0.039917016,-0.116178868,-0.069109745,-0.079067468,-0.139531882,-0.009616722,-0.2635523,-0.072090187,-0.064935528,COc1ccc(C(C)O)cc1,4,-0.2786066,6,10.1016/S0040-4039(00)78488-7
45,-0.137411389,-0.059267317,-0.091899199,0.009888353,0.371447846,-0.155446143,0.029149646,-0.279515262,-0.035767963,-0.1246839,0.014551748,-0.163693687,-0.057706577,-0.0769661,-0.102573426,-0.055504303,-0.119335924,-0.175246167,-0.049220683,-0.26352596,-0.094448299,-0.230814572,COc1ccc(C(C)O)cc1,6,0.3389235,6,10.1016/S0040-4039(00)78488-7
46,-0.030914558,-0.117880672,-0.126411949,-0.161769838,-0.209673036,0.14169789,0.083967826,0.168505167,-0.047113955,-0.077358776,-0.161205827,0.003479565,-0.299329117,-0.20683623,-0.030011045,-0.069109745,-0.06676324,0.107491928,-0.148230584,-0.263540641,-0.24824766,-0.175472588,COc1ccc(C(C)O)cc1,7,-0.0800801,6,10.1016/S0040-4039(00)78488-7
47,-0.325851449,-0.070872826,-0.071680171,-0.164204225,-0.174353117,0.121319069,0.062850217,0.151421747,-0.058472605,0.09548073,0.008491142,0.173692331,-0.304620122,-0.213329737,-0.112777508,-0.069109745,-0.083541763,-0.124650929,-0.042620023,-0.277218725,-0.30254036,-0.161282574,Cc1ccc(C(C)O)cc1,0,0.1892307,5,10.1016/S0040-4039(00)78488-7
48,-0.198420571,-0.248280022,-0.130516791,-0.017808415,-0.080623324,0.027478298,0.062850217,-0.005910354,0.171215159,-0.103593344,-0.124842191,-0.084666331,-0.098270916,0.020436497,-0.116178868,-0.069109745,-0.079067468,-0.139531882,-0.009616722,-0.27723995,-0.111591753,-0.134838095,Cc1ccc(C(C)O)cc1,2,-0.2831078,5,10.1016/S0040-4039(00)78488-7
49,-0.220390033,-0.256297835,-0.070402163,-0.017225486,-0.02616027,0.011099538,0.058437753,-0.02980122,0.16385229,-0.134457542,-0.185448252,-0.084666331,-0.0823979,-0.070472594,-0.071961181,-0.024892058,-0.079067468,-0.139531882,-0.009616722,-0.277229785,-0.037980575,-0.086855585,Cc1ccc(C(C)O)cc1,3,-0.280042,5,10.1016/S0040-4039(00)78488-7
50,-0.170334732,-0.133215762,-0.109236847,0.008665645,0.341703746,-0.15439191,0.058437753,-0.303796663,-0.04900847,-0.146288838,-0.049084615,-0.163693687,-0.087688905,-0.0769661,-0.102573426,-0.055504303,-0.122691629,-0.178222358,-0.052521013,-0.277214938,-0.094184039,-0.230692142,Cc1ccc(C(C)O)cc1,5,0.3389235,5,10.1016/S0040-4039(00)78488-7
51,-0.089710533,-0.152939391,-0.126107856,-0.163984247,-0.202285939,0.126133399,0.067839079,0.155457565,-0.047523238,-0.080445196,-0.16423613,0.000440052,-0.299329117,-0.20683623,-0.048151657,-0.069109745,-0.090253173,0.044991928,-0.148230584,-0.277218725,-0.247796661,-0.175127431,Cc1ccc(C(C)O)cc1,6,-0.0800801,5,10.1016/S0040-4039(00)78488-7
52,-0.150227053,-0.200806934,-0.127031043,-0.163446289,-0.217775818,0.144262186,0.086625084,0.170654798,-0.042776402,-0.142173591,-0.224842191,-0.060350222,-0.299329117,-0.20683623,-0.048151657,-0.069109745,-0.113743106,-0.017508072,-0.148230584,-0.301201261,-0.24723609,-0.174628655,CC(O)c1ccccc1,0,-0.08008,1,10.1016/S0040-4039(00)78488-7
53,-0.211482985,-0.196335551,-0.109246665,0.009103902,0.376348273,-0.152533449,0.057619975,-0.291667325,-0.031046444,-0.167893776,-0.112720979,-0.163693687,-0.124725942,-0.0769661,-0.102573426,-0.055504303,-0.122691629,-0.178222358,-0.052521013,-0.301233481,-0.093772561,-0.229969038,CC(O)c1ccccc1,1,0.3430297,1,10.1016/S0040-4039(00)78488-7
54,-0.254647189,-0.257212719,-0.108705844,-0.088777698,-0.021889184,0.022145889,0.057619975,-0.01061951,0.152535834,-0.166864949,-0.249084615,-0.084666331,-0.0823979,-0.070472594,-0.071961181,-0.024892058,-0.079067468,-0.139531882,-0.009616722,-0.301226573,-0.042775242,-0.137965324,CC(O)c1ccccc1,4,-0.2834013,1,10.1016/S0040-4039(00)78488-7
55,-0.198028512,-0.249143386,-0.179778446,-0.107834048,-0.036895545,-0.069157695,-0.129319299,-0.012470347,0.149932459,-0.103593344,-0.124842191,-0.084666331,-0.156471974,-0.0769661,-0.116178868,-0.069109745,-0.079067468,-0.139531882,-0.009616722,-0.301249592,-0.198440442,-0.216287637,CC(O)c1ccccc1,5,-0.2857768,1,10.1016/S0040-4039(00)78488-7
56,-0.137787289,-0.376082568,-0.206141238,-0.070380006,-0.041114825,-0.072686865,-0.137456502,-0.011805426,0.223021066,-0.143716801,-0.206660373,-0.081626818,-0.193509011,-0.0769661,-0.116178868,-0.069109745,0.05516072,-0.020484263,0.122396479,-0.3012472,-0.214698074,-0.303419026,CC(O)c1ccccc1,6,-0.2927636,1,10.1016/S0040-4039(00)78488-7
57,-0.112792494,-0.183538722,-0.122681836,-0.161863811,-0.20461911,0.119855192,0.061333269,0.150194589,-0.050329145,-0.132914332,-0.215751282,-0.051231681,-0.299329117,-0.20683623,-0.047017848,-0.069109745,-0.098083106,0.021182404,-0.144930254,-0.292399367,-0.238508527,-0.174445563,CC(O)c1ccc(F)cc1,0,-0.08008,1,10.1016/S0040-4039(00)78488-7
58,-0.184656988,-0.158700164,-0.125595671,0.030113532,0.329705949,-0.154360785,0.059969266,-0.303934697,0.00313921,-0.155548097,-0.076357343,-0.163693687,-0.126489646,-0.0769661,-0.105974787,-0.058905664,-0.126047334,-0.181198548,-0.055821343,-0.29242501,-0.093519428,-0.228389038,CC(O)c1ccc(F)cc1,1,0.3389242,1,10.1016/S0040-4039(00)78488-7
59,-0.236658159,-0.25137799,-0.146034519,-0.12603743,0.029904921,0.012414819,0.059969266,-0.028834138,0.173616003,-0.146803221,-0.209690676,-0.084666331,-0.0823979,-0.070472594,-0.06515846,-0.018089337,-0.079067468,-0.139531882,-0.009616722,-0.292423781,-0.049446105,-0.118210385,CC(O)c1ccc(F)cc1,4,-0.2884539,1,10.1016/S0040-4039(00)78488-7
60,-0.1943454,-0.242313165,-0.181086726,-0.131148666,-0.078418707,0.079374662,0.140003309,0.018683307,0.231316425,-0.102050134,-0.124842191,-0.081626818,-0.124725942,0.007449484,-0.116178868,-0.069109745,-0.079067468,-0.139531882,-0.009616722,-0.292415211,-0.157205471,-0.188515853,CC(O)c1ccc(F)cc1,5,-0.3431765,1,10.1016/S0040-4039(00)78488-7
61,-0.071691699,-0.155541975,-0.127538046,-0.162689627,-0.229359171,0.139382594,0.081568594,0.166564271,-0.033561212,-0.111309394,-0.194539161,-0.029955085,-0.299329117,-0.20683623,-0.050419208,-0.069109745,-0.088015991,0.05987288,-0.158131574,-0.277877228,-0.237238485,-0.17636399,CC(O)c1ccc(Cl)cc1,0,-0.0800801,1,10.1016/S0040-4039(00)78488-7
62,-0.160672951,-0.117715233,-0.136102824,0.008259843,0.367023262,-0.153464186,0.053711079,-0.285762994,0.060274231,-0.141144764,-0.0339331,-0.163693687,-0.096507212,-0.0769661,-0.116178868,-0.069109745,-0.149537267,-0.202031882,-0.078923653,-0.277897955,-0.095140439,-0.229910282,CC(O)c1ccc(Cl)cc1,1,0.3389237,1,10.1016/S0040-4039(00)78488-7
63,-0.21844183,-0.24023822,-0.173958684,-0.134762699,-0.026968054,0.027291549,0.053711079,0.001169792,0.154742585,-0.117482233,-0.170296736,-0.066429249,-0.0823979,-0.070472594,-0.06515846,-0.018089337,-0.079067468,-0.139531882,-0.009616722,-0.277886396,-0.0517303,-0.0956223,CC(O)c1ccc(Cl)cc1,4,-0.2869257,1,10.1016/S0040-4039(00)78488-7
64,-0.189551346,-0.258100135,-0.181601366,-0.136068562,-0.010019942,0.002338362,0.01118558,-0.006264698,0.17784807,-0.102050134,-0.124842191,-0.081626818,-0.0823979,0.026930003,-0.116178868,-0.069109745,-0.062288945,-0.124650929,0.006884928,-0.27790513,-0.12446292,-0.143301137,CC(O)c1ccc(Cl)cc1,5,-0.3247759,1,10.1016/S0040-4039(00)78488-7
65,-0.058336274,-0.147069236,-0.123831933,-0.161579347,-0.203884238,0.110657262,0.05180189,0.14248403,-0.044371339,-0.102050134,-0.185448252,-0.020836544,-0.299329117,-0.20683623,-0.045884106,-0.069109745,-0.079067468,0.074753833,-0.148230584,-0.272112139,-0.238563554,-0.174755241,CC(O)c1ccc(Br)cc1,0,-0.0800801,1,10.1016/S0040-4039(00)78488-7
66,-0.148174536,-0.102729479,-0.127260136,0.025964935,0.312128495,-0.146788382,0.073081806,-0.295820135,-0.013535896,-0.136000752,-0.018781585,-0.163693687,-0.108852926,-0.083459607,-0.105974787,-0.058905664,-0.126047334,-0.181198548,-0.055821343,-0.272108883,-0.093800507,-0.228509656,CC(O)c1ccc(Br)cc1,1,0.3389237,1,10.1016/S0040-4039(00)78488-7
67,-0.211472272,-0.238800419,-0.151233277,-0.105727825,-0.019440889,0.035164157,0.073081806,-0.001302199,0.158447226,-0.095877295,-0.155145221,-0.039073626,-0.085043403,-0.070472594,-0.116178868,-0.069109745,-0.079067468,-0.139531882,-0.009616722,-0.272110146,-0.076427104,-0.095754339,CC(O)c1ccc(Br)cc1,4,-0.2859845,1,10.1016/S0040-4039(00)78488-7
68,-0.187238075,-0.251791338,-0.17646779,-0.094623959,-0.015655242,-0.016830602,-0.032623809,-0.002962818,0.157042163,-0.103593344,-0.127872494,-0.081626818,-0.111498429,-0.0769661,-0.116178868,-0.069109745,-0.028731898,-0.094889025,0.039888228,-0.272109947,-0.119364438,-0.140535955,CC(O)c1ccc(Br)cc1,5,-0.3143668,1,10.1016/S0040-4039(00)78488-7
69,-0.036279913,-0.130097844,-0.126894133,-0.163466654,-0.189006432,0.12940654,0.071230881,0.158201416,-0.040700453,-0.105136554,-0.188478555,-0.023876058,-0.299329117,-0.20683623,-0.051553018,-0.069109745,-0.072356059,0.098563356,-0.154831244,-0.272771838,-0.23696842,-0.175754185,CC(O)c1ccc(C#N)cc1,0,-0.0800801,1,10.1016/S0040-4039(00)78488-7
