,Bmax_cc1_avg,Bmax_ch1_avg,Bmin_cc1_avg,Bmin_ch1_avg,C_charge,C_n_charge_avg,C_n_charge_max,C_n_charge_min,H_charge_avg,L_cc1_avg,L_cc1_max,L_cc1_min,L_cc2_avg,L_cc2_min,L_ch1_avg,L_ch1_min,L_ch2_avg,L_ch2_max,L_ch2_min,OccV_cc1_avg,Vbur_cc1_avg,Vbur_cc2_avg,Reactant_SMILES,Atom_nº,bde_avg,Reactive Atom,DOI
840,-0.165759478,-0.23060306,0.027516779,0.16122209,0.085473161,-0.062540125,-0.0785203,-0.0319256,0.001202501,-0.152461678,-0.206660373,-0.084666331,-0.061233879,-0.070472594,0.091304125,0.138373248,-0.092490287,-0.151436644,-0.022818042,-0.183697045,0.195956273,0.084247345,CC(=O)OCC1C2CC3CC(C2)CC1C3,6,-0.0325315,4,10.1021/ol000017m
841,-0.152462164,-0.126418976,-0.084163517,-0.096513387,-0.042893484,-0.012658852,-0.071102034,0.035159041,-0.044240537,-0.106679764,-0.130902797,-0.084666331,-0.034778852,-0.0769661,-0.056655059,-0.065708385,-0.069000354,-0.112746167,-0.019517712,-0.183702658,0.073866937,0.10448579,CC(=O)OCC1C2CC3CC(C2)CC1C3,7,-0.0070672,4,10.1021/ol000017m
842,-0.051587492,-0.157322834,-0.125515762,0.164674693,0.067463994,-0.086784467,-0.140708887,-0.029582385,-0.035092858,-0.091762048,-0.067266433,-0.084666331,-0.131780651,-0.0769661,-0.116178868,-0.069109745,0.035026492,-0.038341406,0.102594499,-0.183713055,0.086074728,-0.001377612,CC(=O)OCC1C2CC3CC(C2)CC1C3,8,0.0042594,4,10.1021/ol000017m
843,-0.029408804,-0.081930809,-0.125592398,-0.098839801,-0.080124455,-0.015133789,-0.076231354,0.035159041,-0.042135052,-0.052667418,-0.130902797,0.021716648,-0.193509011,-0.0769661,-0.116178868,-0.069109745,0.036704344,0.033087166,0.026686908,-0.183705448,0.017058682,0.02948148,CC(=O)OCC1C2CC3CC(C2)CC1C3,9,-0.0210968,4,10.1021/ol000017m
844,-0.129826184,-0.077595344,-0.109055483,-0.166301751,-0.184288283,0.491561593,0.446515048,0.461793421,-0.018679356,0.073875792,-0.012720979,0.152415736,-0.299329117,-0.20683623,-0.054954378,-0.069109745,-0.080186059,0.024158594,-0.102025963,-0.20419527,-0.339972898,-0.246202463,CC(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,0,0.01471,4,10.1021/ol000017m
845,-0.218949812,-0.230408909,0.106085061,0.131878993,0.266562576,-0.114863203,-0.07222986,-0.222556779,0.089869167,-0.141144764,-0.179387646,-0.081626818,-0.062997583,0.026930003,-0.041348936,0.005720187,-0.095845991,-0.154412834,-0.026118372,-0.204178329,0.226976291,0.089940668,CC(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,4,0.1231443,4,10.1021/ol000017m
846,-0.191027116,-0.189737516,-0.045221378,0.160770044,0.080106483,-0.026363878,0.027093756,-0.021975352,-0.008497921,-0.150404023,-0.200599767,-0.084666331,-0.041833561,-0.070472594,-0.054954378,-0.007885256,-0.092490287,-0.151436644,-0.022818042,-0.204183179,0.15515861,0.057430104,CC(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,5,-0.0389427,4,10.1021/ol000017m
847,-0.126934431,-0.216355317,-0.126441676,-0.076411243,-0.052945693,-0.009113618,-0.070610951,0.040704819,-0.051852352,-0.128284702,-0.173327039,-0.084666331,-0.148535466,-0.0769661,-0.017539412,-0.069109745,-0.063966797,-0.103817596,-0.019517712,-0.204162084,0.055765079,0.078787997,CC(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,6,-0.0462625,4,10.1021/ol000017m
848,-0.114217694,-0.14618325,-0.124113935,0.158438752,0.0863788,-0.083567551,-0.1461597,-0.023042592,-0.066763744,-0.132914332,-0.197569464,-0.084666331,-0.087688905,-0.0769661,-0.116178868,-0.069109745,-0.008597669,-0.077031882,0.059690208,-0.204188825,0.083712627,-0.012143644,CC(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,7,-0.013412,4,10.1021/ol000017m
849,-0.062402826,-0.106754388,-0.125043941,-0.099465367,-0.065215949,-0.007647733,-0.070610951,0.043163343,-0.033911423,-0.03569211,-0.067266433,-0.008678489,-0.193509011,-0.0769661,-0.116178868,-0.069109745,-0.03040975,-0.094889025,0.036587898,-0.204175738,0.017194212,0.02765519,CC(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,8,-0.0464409,4,10.1021/ol000017m
850,-0.144902933,-0.084686153,-0.146581068,-0.161668653,-0.16999377,0.542570393,0.499373058,0.504553735,0.00706748,0.067702952,-0.018781585,0.146336708,-0.299329117,-0.20683623,-0.058355739,-0.069109745,-0.074593173,0.009277642,-0.128428603,-0.208032085,-0.340891364,-0.222853871,CC(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,0,0.0154599,4,10.1021/ol000017m
851,-0.215189497,-0.238800419,0.014539793,0.106317085,0.310261574,-0.070412734,-0.071953106,-0.105883337,0.025729927,-0.146288838,-0.188478555,-0.084666331,-0.071815889,-0.044498568,-0.068559821,-0.021490698,-0.092490287,-0.151436644,-0.022818042,-0.208017602,0.224546546,0.094313989,CC(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,4,0.028685,4,10.1021/ol000017m
852,-0.190557795,-0.213768146,-0.047159662,0.16094802,0.083903643,-0.026200221,0.050789551,-0.034651777,0.005717269,-0.161720937,-0.2339331,-0.084666331,-0.062997583,-0.0769661,-0.031144855,0.015924268,-0.092490287,-0.151436644,-0.022818042,-0.208015609,0.182743918,0.060765723,CC(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,5,-0.019437,4,10.1021/ol000017m
853,-0.155438422,-0.134869155,-0.125039304,-0.098300358,-0.091680945,-0.011779321,-0.071953106,0.037321297,-0.028839693,-0.074272357,-0.067266433,-0.084666331,-0.130016948,-0.0769661,-0.092369344,-0.069109745,-0.082423173,-0.133579501,-0.022818042,-0.20801614,0.027683589,0.08517598,CC(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,6,-0.051864,4,10.1021/ol000017m
854,-0.057336707,-0.261370005,-0.124772848,0.164304741,0.072393202,-0.095255478,-0.157922802,-0.034651777,-0.032270073,-0.136000752,-0.176357343,-0.084666331,-0.168817688,-0.0769661,-0.116178868,-0.069109745,0.108851995,0.027134785,0.17520176,-0.208039327,0.066815572,-0.037835375,CC(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,7,-0.0122768,4,10.1021/ol000017m
855,-0.07664776,-0.118038528,-0.125512762,-0.098362087,-0.074638816,-0.017559528,-0.078194646,0.032679474,-0.036202563,-0.052667418,-0.067266433,-0.04211314,-0.193509011,-0.0769661,-0.116178868,-0.069109745,-0.037121159,-0.077031882,0.003584598,-0.208022816,0.016551951,0.0239967,CC(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,8,-0.0464409,4,10.1021/ol000017m
856,-0.220495125,-0.269883637,-0.118208537,-0.00442141,0.273784663,-0.042554885,-0.065812487,-0.049381882,-0.006232098,-0.194642727,-0.249084615,-0.166733201,-0.124725942,-0.0769661,-0.116178868,-0.069109745,-0.089134582,-0.148460453,-0.019517712,-0.267133574,0.071620741,-0.056010771,FC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,1,-0.0453225,2,10.1021/ol000017m
857,-0.220100972,-0.339067669,-0.124440937,0.159553275,0.095227967,-0.025576717,0.031009935,-0.020679176,-0.004396655,-0.166864949,-0.249084615,-0.084666331,-0.170581286,-0.0769661,-0.116178868,-0.069109745,-0.092490287,-0.151436644,-0.022818042,-0.267151976,0.109792733,-0.010733563,FC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,2,0.0363473,2,10.1021/ol000017m
858,-0.220048665,-0.268067415,-0.124784303,-0.100579042,-0.058611692,-0.001597441,-0.063232221,0.047338037,-0.028274293,-0.166864949,-0.249084615,-0.084666331,-0.193509011,-0.0769661,-0.094070025,-0.069109745,-0.090812434,-0.148460453,-0.022818042,-0.267160015,0.042153208,0.048027961,FC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,3,-0.05266,2,10.1021/ol000017m
859,-0.219876844,-0.317157912,-0.124741212,0.163780996,0.099986409,-0.086441088,-0.14923209,-0.027915874,-0.076510579,-0.166864949,-0.249084615,-0.084666331,-0.170581286,-0.0769661,-0.116178868,-0.069109745,-0.092490287,-0.151436644,-0.022818042,-0.267159151,0.077293278,-0.023211289,FC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,4,-0.0096918,2,10.1021/ol000017m
860,-0.200214309,-0.258288444,-0.124008116,-0.098114533,-0.076325376,-0.000957873,-0.063232221,0.048409486,-0.035569651,-0.146803221,-0.209690676,-0.084666331,-0.193509011,-0.0769661,-0.116178868,-0.069109745,-0.092490287,-0.151436644,-0.022818042,-0.267156627,0.016539092,0.022421828,FC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,5,-0.0464409,2,10.1021/ol000017m
861,-0.081707176,-0.094914394,-0.090102189,-0.161794233,-0.114532979,0.736000013,0.699815032,0.66670441,0.098911361,-0.006371122,-0.091508858,0.07338838,-0.267583085,-0.167875191,-0.028877304,-0.069109745,-0.06005183,0.047968118,-0.105326293,-0.186218183,-0.244297417,-0.12799606,CS(=O)(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,0,-0.142194,5,10.1021/ol000017m
862,-0.217455728,-0.257137644,0.137338428,0.145579735,0.308849391,-0.036676282,-0.068972274,-0.025540675,-0.097033786,-0.152461678,-0.206660373,-0.084666331,-0.022433138,0.111345588,-0.048151657,-0.001082534,-0.092490287,-0.151436644,-0.022818042,-0.186192805,0.277361669,0.140412062,CS(=O)(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,5,0.0268696,5,10.1021/ol000017m
863,-0.185063769,-0.18364052,-0.042997547,0.161962419,0.073224011,-0.020833674,0.050023795,-0.024513835,-0.067337584,-0.137029579,-0.161205827,-0.084666331,-0.062997583,-0.0769661,-0.010736691,0.036332432,-0.092490287,-0.151436644,-0.022818042,-0.18621692,0.145591033,0.07327096,CS(=O)(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,6,-0.0118752,5,10.1021/ol000017m
864,-0.129208322,-0.15429702,-0.125834854,-0.099469398,-0.057740591,-0.014311488,-0.077650501,0.037685741,-0.031468385,-0.083531616,-0.085448252,-0.084666331,-0.116789434,-0.0769661,-0.082165263,-0.069109745,-0.043832569,-0.06512712,-0.022818042,-0.186225656,0.018957438,0.062916657,CS(=O)(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,7,-0.0514297,5,10.1021/ol000017m
865,-0.062974067,-0.217117814,-0.125484671,0.161372277,0.073396696,-0.087851752,-0.148759735,-0.026361305,-0.012341803,-0.107194147,-0.161205827,-0.084666331,-0.156471974,-0.0769661,-0.116178868,-0.069109745,0.088717767,0.009277642,0.155399779,-0.186221173,0.066423752,-0.035281443,CS(=O)(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,8,-0.0122768,5,10.1021/ol000017m
866,-0.063690018,-0.103858154,-0.124913304,-0.098009954,-0.071160164,-0.016671965,-0.077650501,0.033727356,-0.017683575,-0.051124208,-0.085448252,-0.020836544,-0.193509011,-0.0769661,-0.116178868,-0.069109745,0.009858707,-0.059174739,0.076191859,-0.186210509,0.016596091,0.024000627,CS(=O)(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,9,-0.0464409,5,10.1021/ol000017m
867,-0.060439242,0.078151558,-0.091697107,-0.162242885,-0.174940248,0.136112465,0.078179913,0.163822945,-0.043991592,0.21893752,0.129703264,0.295272879,-0.304620122,-0.213329737,-0.079897712,-0.069109745,0.023840787,0.137253833,-0.019517712,-0.077668462,-0.301729863,-0.159747509,Cc1ccc(S(=O)(=O)OC2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)cc1,0,0.1892307,0,10.1021/ol000017m
868,0.012380412,-0.03195936,-0.112361775,-0.043449446,-0.015756934,0.049212562,0.078179913,0.018127804,0.193578028,-0.043408159,-0.009690676,-0.081626818,-0.040069858,0.059397536,-0.116178868,-0.069109745,0.065227834,-0.011555691,0.132297469,-0.077692876,-0.109043747,-0.123726049,Cc1ccc(S(=O)(=O)OC2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)cc1,2,-0.2991482,0,10.1021/ol000017m
869,-0.034321595,-0.018903807,-0.098084963,-0.03637284,0.028638561,0.017978155,0.037520946,-0.001346808,0.212050602,-0.068099517,-0.118781585,-0.020836544,0.015485698,-0.0769661,0.013072833,0.060141955,-0.072356059,-0.133579501,-0.003016062,-0.077688292,-0.020654903,-0.039307662,Cc1ccc(S(=O)(=O)OC2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)cc1,3,-0.3150079,0,10.1021/ol000017m
870,-0.081062503,-0.182810281,0.273186594,0.181064589,0.307416102,-0.044636241,-0.079910315,-0.033819363,-0.051029567,-0.150404023,-0.200599767,-0.084666331,0.106314587,0.130826107,0.193344941,0.240414064,-0.092490287,-0.151436644,-0.022818042,-0.077678893,0.320407917,0.168335102,Cc1ccc(S(=O)(=O)OC2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)cc1,9,0.0239728,0,10.1021/ol000017m
871,-0.058612827,-0.182651741,0.135423871,0.159971381,0.066633185,-0.021458181,0.049246593,-0.024619044,-0.07043463,-0.133943159,-0.152114918,-0.084666331,0.065750248,-0.0769661,0.223957186,0.271026309,-0.092490287,-0.151436644,-0.022818042,-0.077682546,0.167250656,0.090605607,Cc1ccc(S(=O)(=O)OC2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)cc1,10,-0.0119218,0,10.1021/ol000017m
872,-0.043972962,-0.065123861,-0.046644477,-0.066337261,-0.059651642,-0.016974178,-0.079596105,0.034794597,-0.02150636,-0.080445196,-0.079387646,-0.084666331,0.065750248,-0.0769661,0.038583037,-0.069109745,-0.038799012,-0.056198548,-0.022818042,-0.077708024,0.019664713,0.075806532,Cc1ccc(S(=O)(=O)OC2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)cc1,11,-0.0514297,0,10.1021/ol000017m
873,0.008392798,0.012923947,-0.125487671,0.165351383,0.069808678,-0.089670052,-0.149796003,-0.030544416,-0.015658259,-0.033120073,0.047885082,-0.084666331,-0.033015149,-0.0769661,-0.116178868,-0.069109745,0.095429176,0.015230023,0.16200044,-0.077684474,0.066501753,-0.035807062,Cc1ccc(S(=O)(=O)OC2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)cc1,12,-0.0122772,0,10.1021/ol000017m
874,0.062348217,0.003483622,-0.124149117,-0.09764679,-0.070135564,-0.017808528,-0.079596105,0.033395737,-0.015392436,0.059986903,0.026672961,0.085546435,-0.193509011,-0.0769661,-0.116178868,-0.069109745,0.130664076,0.146182404,0.086092849,-0.077676533,0.01662293,0.02397899,Cc1ccc(S(=O)(=O)OC2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)cc1,13,-0.0464409,0,10.1021/ol000017m
875,-0.219891327,-0.269461774,-0.001160663,0.077406094,0.336463704,-0.031619981,-0.076938847,-0.005511402,-0.016983153,-0.155548097,-0.215751282,-0.084666331,-0.084161604,-0.0769661,-0.078763902,-0.031694779,-0.092490287,-0.151436644,-0.022818042,-0.225025802,0.214956491,0.0702067,O=[N+]([O-])OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,4,0.0189594,4,10.1021/ol000017m
876,-0.198095062,-0.208630906,-0.096410953,0.158438752,0.074709105,-0.020142901,0.064997664,-0.030445099,0.001122332,-0.143202418,-0.179387646,-0.084666331,-0.084161604,-0.0769661,-0.116178868,-0.069109745,-0.092490287,-0.151436644,-0.022818042,-0.225015305,0.129751388,0.048906533,O=[N+]([O-])OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,5,-0.0260748,4,10.1021/ol000017m
877,-0.150161401,-0.173840978,-0.129851878,-0.099940747,-0.08209115,-0.016485215,-0.076938847,0.033465596,-0.010970495,-0.088161245,-0.094539161,-0.084666331,-0.193509011,-0.0769661,-0.097471385,-0.069109745,-0.053899683,-0.082984263,-0.022818042,-0.225018627,0.019561234,0.053858394,O=[N+]([O-])OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,6,-0.051864,4,10.1021/ol000017m
878,-0.08556193,-0.26722139,-0.129964515,0.164183828,0.063603516,-0.09430466,-0.159264957,-0.030445099,-0.027729989,-0.143202418,-0.179387646,-0.084666331,-0.17234499,-0.0769661,-0.116178868,-0.069109745,0.078650653,0.000349071,0.145498789,-0.225024274,0.067034747,-0.036927749,O=[N+]([O-])OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,7,-0.0122772,4,10.1021/ol000017m
879,-0.09533371,-0.147738884,-0.125593762,-0.098749646,-0.077113973,-0.022599765,-0.082960856,0.028086469,-0.02000425,-0.069642727,-0.094539161,-0.048192167,-0.193509011,-0.0769661,-0.116178868,-0.069109745,-0.05222183,-0.080008072,-0.022818042,-0.225034072,0.016625977,0.024192832,O=[N+]([O-])OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,8,-0.0464409,4,10.1021/ol000017m
880,-0.220251188,-0.26877547,-0.07287936,0.061413091,0.250957573,-0.084206114,-0.059709325,-0.166069632,-0.00922366,-0.183325875,-0.246054312,-0.139377577,-0.084161604,-0.0769661,-0.105974787,-0.058905664,-0.099201696,-0.157389025,-0.029418702,-0.25166693,0.141812361,-0.005584045,[NH3+]C1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,1,0.1261649,1,10.1021/ol000017m
881,-0.219881393,-0.302677983,-0.089914824,0.161853384,0.104004223,-0.017541456,0.018631938,-0.006636717,-0.02529117,-0.166864949,-0.249084615,-0.084666331,-0.156471974,-0.070472594,-0.041348936,0.005720187,-0.089134582,-0.148460453,-0.019517712,-0.25167437,0.157993659,0.027305458,[NH3+]C1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,2,0.0322647,1,10.1021/ol000017m
882,-0.218670386,-0.268510719,-0.125222851,-0.097558544,-0.021728011,0.004269114,-0.055832682,0.051187846,-0.018797499,-0.165321739,-0.246054312,-0.084666331,-0.140598958,-0.0769661,-0.085566623,-0.069109745,-0.090812434,-0.148460453,-0.022818042,-0.251658791,0.064430063,0.080888258,[NH3+]C1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,3,-0.0520864,1,10.1021/ol000017m
883,-0.192159125,-0.255295942,-0.124238845,0.160295301,0.113632393,-0.075214011,-0.129231903,-0.026507756,0.023147648,-0.146288838,-0.188478555,-0.084666331,-0.159999276,-0.0769661,-0.116178868,-0.069109745,-0.089134582,-0.148460453,-0.019517712,-0.251688455,0.084344642,-0.008581351,[NH3+]C1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,4,-0.0176283,1,10.1021/ol000017m
884,-0.162179902,-0.189327586,-0.124694302,-0.09806638,-0.073115347,0.004363493,-0.055832682,0.05134608,0.02956537,-0.136000752,-0.191508858,-0.081626818,-0.193509011,-0.0769661,-0.116178868,-0.069109745,-0.055577535,-0.088936644,-0.019517712,-0.251664472,0.017081321,0.028139401,[NH3+]C1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,5,-0.0464409,1,10.1021/ol000017m
885,-0.154660289,-0.146328491,-0.14546997,-0.115968964,-0.120206653,-0.05811034,-0.090887893,-0.025038197,-0.013641381,-0.075815566,-0.070296736,-0.084666331,-0.238482556,-0.135407659,-0.116178868,-0.069109745,-0.072356059,-0.133579501,-0.003016062,-0.22541325,-0.102580338,-0.019426347,C1C2C3[C@H]4C1[C@@H]([C@@H]23)[C@@H]1C2CC3[C@@H]1[C@H]3[C@H]24,0,0.0529846,4,10.1039/D2QO01005D
886,-0.141707455,-0.243161178,-0.179387353,0.096817547,-0.06976525,-0.091665062,-0.144147508,-0.047164917,0.176316425,-0.084560443,-0.115751282,-0.108982441,-0.211145731,-0.109433633,-0.116178868,-0.069109745,0.05516072,-0.020484263,0.122396479,-0.225419229,-0.058201549,-0.027191392,C1C2C3[C@H]4C1[C@@H]([C@@H]23)[C@@H]1C2CC3[C@@H]1[C@H]3[C@H]24,1,-0.289984,4,10.1039/D2QO01005D
887,-0.161762827,-0.196499747,-0.161456792,0.094172517,-0.049234876,-0.06192867,-0.079057162,-0.025038197,0.201826973,-0.162749702,-0.206660373,-0.0998639,-0.133544249,-0.109433633,-0.095770705,-0.048701582,-0.132758743,-0.187150929,-0.062422003,-0.225415973,0.096600917,0.019458437,C1C2C3[C@H]4C1[C@@H]([C@@H]23)[C@@H]1C2CC3[C@@H]1[C@H]3[C@H]24,2,-0.2209431,4,10.1039/D2QO01005D
888,-0.200070855,-0.265906457,-0.14215386,0.166481816,0.070802578,-0.039710464,-0.077015838,-0.016032304,0.042194062,-0.15143285,-0.179387646,-0.0998639,-0.112380228,-0.018524542,-0.116178868,-0.069109745,-0.092490287,-0.151436644,-0.022818042,-0.225400163,0.169975172,0.094727757,C1C2C3[C@H]4C1[C@@H]([C@@H]23)[C@@H]1C2CC3[C@@H]1[C@H]3[C@H]24,3,0.1023317,4,10.1039/D2QO01005D
889,-0.193469478,-0.184962725,-0.138922023,0.075687004,0.048984738,-0.048023843,-0.076206384,-0.047164917,0.103257353,-0.15760569,-0.221811888,-0.112021954,-0.10003462,-0.09644662,-0.085566623,-0.0384975,-0.139470153,-0.19310331,-0.069022663,-0.225396641,0.13177889,0.030916726,C1C2C3[C@H]4C1[C@@H]([C@@H]23)[C@@H]1C2CC3[C@@H]1[C@H]3[C@H]24,4,0.1039754,4,10.1039/D2QO01005D
890,-0.210322908,-0.255452494,-0.135521366,-0.161794233,-0.196324455,0.143262171,0.085588816,0.169816493,-0.066029567,-0.163778529,-0.246054312,-0.081626818,-0.299329117,-0.20683623,-0.094636895,-0.069109745,-0.145062971,-0.094889025,-0.154831244,-0.34808072,-0.239408587,-0.230696393,CC(O)CCO,0,-0.066527,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
891,-0.262226588,-0.248484676,-0.128056504,0.008892622,0.374437222,-0.220081655,-0.137927817,-0.31275963,0.009472543,-0.19670032,-0.197569464,-0.163693687,-0.149417265,-0.070472594,-0.109376147,-0.062307024,-0.230074179,-0.273460453,-0.158131574,-0.348061719,-0.140893871,-0.313112298,CC(O)CCO,1,0.1581026,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
892,-0.28900794,-0.314267955,-0.127160317,-0.074714427,-0.037764728,0.107906217,0.085588816,0.110539203,-0.00764982,-0.185383468,-0.246054312,-0.124180009,-0.103561921,0.03342351,-0.114478188,-0.069109745,-0.196517132,-0.213936644,-0.158131574,-0.348055906,-0.092719352,-0.280987726,CC(O)CCO,3,-0.032254,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
893,-0.254287089,-0.253618187,-0.163194075,-0.124558258,0.239305146,-0.258117368,-0.137927817,-0.322313451,-0.030232098,-0.180753838,-0.197569464,-0.163693687,-0.111498429,-0.161381685,-0.087267304,-0.065708385,-0.228396327,-0.270484263,-0.158131574,-0.348089389,-0.225550348,-0.351842052,CC(O)CCO,4,0.1351122,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
894,-0.165160947,-0.253683753,-0.129026055,-0.138305882,-0.158932312,-0.052573108,-0.117346029,0.005649172,-0.089527457,-0.145260011,-0.227872494,-0.063389735,-0.299329117,-0.20683623,-0.047017848,-0.069109745,-0.148418676,-0.062150929,-0.154831244,-0.323680043,-0.260138393,-0.281847787,CCCC(O)CO,0,-0.047807,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
895,-0.213115555,-0.247690172,-0.129126419,-0.097409418,0.000191521,-0.096098864,-0.121269491,-0.064152387,-0.104666698,-0.15606248,-0.167266433,-0.145456605,-0.169699487,-0.063979087,-0.116178868,-0.069109745,-0.122691629,-0.142508072,-0.092124973,-0.323731363,-0.183837474,-0.241893637,CCCC(O)CO,1,0.0292576,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
896,-0.257065791,-0.298373592,-0.093825756,-0.093491617,-0.007043997,0.033365937,0.060763114,0.005649172,-0.050502141,-0.16223532,-0.243024009,-0.081626818,-0.116789434,-0.063979087,-0.082165263,-0.069109745,-0.196517132,-0.213936644,-0.158131574,-0.323696086,-0.040582372,-0.192924938,CCCC(O)CO,2,-0.0189926,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
897,-0.246802966,-0.267391925,-0.09218011,0.010479556,0.328654487,-0.146218093,-0.016267207,-0.308452794,0.079097015,-0.204930813,-0.243024009,-0.163693687,-0.11061663,-0.070472594,-0.095770705,-0.048701582,-0.183094314,-0.231793787,-0.111926953,-0.323695058,-0.034511522,-0.231392044,CCCC(O)CO,3,0.1162995,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
898,-0.204119214,-0.264500849,-0.158893959,-0.121653159,0.186597727,-0.140207962,0.060763114,-0.285361517,-0.039886107,-0.202358776,-0.239993706,-0.163693687,-0.180281498,-0.161381685,-0.041348936,-0.069109745,-0.141148005,-0.163341406,-0.105326293,-0.323707845,-0.139252209,-0.254930668,CCCC(O)CO,5,0.0599706,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
899,-0.207897723,-0.257452239,-0.118723176,-0.167704557,-0.209985788,0.136887577,0.078983125,0.164472716,-0.060202563,-0.16069211,-0.243024009,-0.078587304,-0.299329117,-0.20683623,-0.071961181,-0.069109745,-0.124928743,-0.133579501,-0.108626623,-0.323960066,-0.184134362,-0.135288772,CC(O)CCCO,0,-0.0641274,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
900,-0.243731611,-0.273121624,-0.055648894,0.011032787,0.362255227,-0.221107775,-0.130890348,-0.315040562,0.106835412,-0.211103653,-0.239993706,-0.163693687,-0.124725942,-0.070472594,0.009671472,0.056740595,-0.230074179,-0.273460453,-0.158131574,-0.323943855,-0.060666776,-0.268493642,CC(O)CCCO,1,0.142154,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
901,-0.24084273,-0.282316464,-0.08561198,-0.096352382,-0.024786462,0.037955364,0.078983125,-0.001395625,-0.047130833,-0.163778529,-0.246054312,-0.081626818,-0.137953456,-0.057485581,-0.116178868,-0.069109745,-0.132758743,-0.160365215,-0.092124973,-0.3239502,-0.047404862,-0.165844363,CC(O)CCCO,3,0.014126,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
902,-0.229643656,-0.272633947,-0.13640228,-0.093894661,-0.01586822,0.002421696,0.010175323,-0.005307717,-0.079088639,-0.145260011,-0.194539161,-0.096824386,-0.180281498,-0.070472594,-0.085566623,-0.069109745,-0.159604381,-0.148460453,-0.158131574,-0.323945517,-0.112020659,-0.212007102,CC(O)CCCO,4,0.0243923,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
