,Bmax_cc1_avg,Bmax_ch1_avg,Bmin_cc1_avg,Bmin_ch1_avg,C_charge,C_n_charge_avg,C_n_charge_max,C_n_charge_min,H_charge_avg,L_cc1_avg,L_cc1_max,L_cc1_min,L_cc2_avg,L_cc2_min,L_ch1_avg,L_ch1_min,L_ch2_avg,L_ch2_max,L_ch2_min,OccV_cc1_avg,Vbur_cc1_avg,Vbur_cc2_avg,Reactant_SMILES,Atom_nº,Selectivity,Reactive Atom,DOI
31,-0.21995147350259311,-0.35716114879555716,-0.12361647767042291,0.16473684702644226,0.09166872943448465,-0.09027548294245011,-0.14997495687358559,-0.029353450135973923,-0.05493673979106577,-0.16686494916928735,-0.24908461524222056,-0.08466633121229622,-0.19350901112824148,-0.07696610048473207,-0.11617886813858098,-0.06910974530313038,-0.0924902867825823,-0.15143664368618548,-0.0228180423418029,-0.27630072726042865,0.06642636492465054,-0.043064313902311434,C1C2CC3CC1CC(C2)C3,1,6.976744186046512,0,10.1021/ja00199a039
32,-0.1509921989359896,-0.21305922013532752,-0.12610785602856778,-0.16427592395709578,-0.1828741819261036,-0.055760906919718835,-0.12064939485927137,0.0029768624358312294,-0.07779327987545391,-0.14217359114459602,-0.22484219099979635,-0.06035022178980386,-0.2993291169483473,-0.20683623035486196,-0.04928546677803677,-0.06910974530313038,-0.1282844478564078,-0.017508072257614013,-0.15153091362893162,-0.3144504407336666,-0.3010790727964892,-0.261718007682127,CCc1ccccc1,0,0.0,1,10.1021/ja00199a039
33,-0.23809826043885038,-0.19917479556507675,-0.16788228469564623,-0.10141801016441657,-0.005900435861891482,-0.006092488218633977,0.07825170289849778,-0.07465477299217171,-0.061523237681361094,-0.1282847022557071,-0.11272097887858419,-0.14545660476852723,-0.1723449899642203,-0.07696610048473207,-0.11107682732225443,-0.06570838475891268,-0.12436948141345476,-0.17822235797189978,-0.0558213426718359,-0.31443090887120945,-0.16699865248386536,-0.23616687497122865,CCc1ccccc1,1,100.0,1,10.1021/ja00199a039
34,-0.25465640530708766,-0.25185044091910697,-0.2088262539100098,-0.15737686911679033,-0.05066624568922529,0.02587887681196388,0.07825170289849778,-0.021051195548650023,0.17074258510344903,-0.16686494916928735,-0.24908461524222056,-0.08466633121229622,-0.08239790001713036,-0.0704725939912256,-0.11617886813858098,-0.06910974530313038,-0.07906746799063598,-0.13953188178142356,-0.009616722209789683,-0.3144429660094871,-0.08901547596198761,-0.1792397435981773,CCc1ccccc1,3,0.0,1,10.1021/ja00199a039
35,-0.1961115487759195,-0.25185044091910697,-0.21396855702361914,-0.15960315760644397,-0.060676242254704714,-0.07869097112751315,-0.14389780482201356,-0.01666019167779957,0.16929954712876547,-0.10359334423101578,-0.12484219099979632,-0.08466633121229622,-0.19350901112824148,-0.07696610048473207,-0.11617886813858098,-0.06910974530313038,-0.07906746799063598,-0.13953188178142356,-0.009616722209789683,-0.31444067480243804,-0.20522031545163152,-0.24391352346186315,CCc1ccccc1,4,0.0,1,10.1021/ja00199a039
36,-0.13764850327157305,-0.37496551443928783,-0.21396855702361914,-0.1597539809619603,-0.04877438128179518,-0.08494307331780716,-0.1503515925597128,-0.021921484604133904,0.19248098172792158,-0.16686494916928735,-0.24908461524222056,-0.08466633121229622,-0.19350901112824148,-0.07696610048473207,-0.11617886813858098,-0.06910974530313038,0.05516071992882712,-0.02048426273380453,0.12239647911034233,-0.31445641987523515,-0.2150179376770815,-0.30705709880095844,CCc1ccccc1,5,0.0,1,10.1021/ja00199a039
37,-0.15357867220386257,-0.1922272385272431,-0.1187758127028572,-0.1641497075062769,-0.20368085295467533,0.018799452925057948,-0.043386017269510864,0.06548028172914643,-0.06913505202735265,-0.11439581336681824,-0.19756946372706907,-0.032994598689499895,-0.2993291169483473,-0.20683623035486196,-0.0628909089549075,-0.06910974530313038,-0.09696458208459571,-0.017508072257614013,-0.12182794333190192,-0.2904286415679712,-0.2126798069724165,-0.10357476539405024,CC(C)c1ccccc1,0,0.0,1,10.1021/ja00199a039
38,-0.2108343617059398,-0.1932290689186008,-0.07073980158097334,0.08023376649652832,0.13658611866160236,-0.06184734396445345,0.07549352277716284,-0.08424394437430689,0.013215158943111451,-0.16172093682360836,-0.11272097887858419,-0.14545660476852723,-0.13530795292718328,-0.07696610048473207,-0.08896798378483949,-0.04189886094938889,-0.11598021966848832,-0.1722699770195188,-0.04592035257282598,-0.2904065857105532,-0.034013368149102115,-0.19292402259495825,CC(C)c1ccccc1,1,100.0,1,10.1021/ja00199a039
39,-0.25456477935093247,-0.2702591365085921,-0.0445965561890687,-0.06660857367101931,-0.019778585211730988,0.0270003796458419,0.07549352277716284,-0.016939626848419154,0.1485400534578794,-0.16377852941620094,-0.24302400918161451,-0.08466633121229622,-0.07975239737162769,-0.0704725939912256,-0.07536254160796874,-0.028293418772518134,-0.07906746799063598,-0.13953188178142356,-0.009616722209789683,-0.2904109034479846,-0.01976297216358743,-0.12047940181119444,CC(C)c1ccccc1,4,0.0,1,10.1021/ja00199a039
40,-0.2056690157557143,-0.235070527643313,-0.1650409951789355,-0.06968486101517908,-0.05130326291363379,-0.0714117450347507,-0.1281748255713105,-0.017175295064604343,0.14256958932285832,-0.10205013435447255,-0.12181188796949331,-0.08466633121229622,-0.15911747673670706,-0.07696610048473207,-0.11617886813858098,-0.06910974530313038,-0.0757117632926494,-0.1365556913052331,-0.006316392176786395,-0.29042206451224584,-0.19430315462243802,-0.20288674718944713,CC(C)c1ccccc1,5,0.0,1,10.1021/ja00199a039
41,-0.137779508639322,-0.3772537522295732,-0.20527723293852226,0.016161629234122836,-0.05184050635590603,-0.08069702543555995,-0.14526909165713972,-0.01891418983117075,0.2169282391118879,-0.1437168010211392,-0.2096906758482812,-0.07858730385667315,-0.19350901112824148,-0.07696610048473207,-0.11617886813858098,-0.06910974530313038,0.061872129324800254,-0.014531881781423601,0.12899713917634892,-0.29040960717009257,-0.21525683329183498,-0.30215280340365486,CC(C)c1ccccc1,6,0.0,1,10.1021/ja00199a039
42,-0.08210641664512643,-0.07823323409681593,-0.20254339860222845,-0.16308779229148834,0.10450884770479099,-0.19121375008502756,-0.2610127754662791,-0.1105722924831957,-0.04900003093030625,0.015233816262811428,-0.07029673645434176,0.09466497577858525,-0.3099111275303579,-0.21982324334187495,-0.07422873208415921,-0.06910974530313038,-0.10703169617855547,0.06582526107571923,-0.17463322385995472,-0.2635520016080252,-0.34227686205967695,-0.3069954834093422,COc1ccc(C(C)O)cc1,0,0.0,6,10.1016/S0040-4039(00)78488-7
43,-0.19403389580800154,-0.25214601817352983,-0.09863587551231923,-0.031089355254193558,-0.10026532777042961,0.08524924885571956,0.1954238971967329,-0.016300797648117153,0.14298309143256296,-0.10359334423101578,-0.12484219099979632,-0.08466633121229622,-0.07975239737162769,-0.0704725939912256,-0.06515845997531568,-0.01808933713986508,-0.04215471631278364,-0.10679378654332834,0.026686908153246612,-0.26355748169057747,-0.07457300148890597,-0.13017932684707223,COc1ccc(C(C)O)cc1,3,0.0,6,10.1016/S0040-4039(00)78488-7
44,-0.21267938887922996,-0.24149597691949673,-0.0608042883256677,-0.018655019627892695,-0.04984694943976011,-0.008171836803201018,0.029149646072288104,-0.03841741806489639,0.14483541210766843,-0.08198840595941081,-0.12181188796949331,-0.045152653400746104,-0.03742435504358541,0.039917016398384755,-0.11617886813858098,-0.06910974530313038,-0.07906746799063598,-0.13953188178142356,-0.009616722209789683,-0.2635522997678848,-0.07209018662131916,-0.06493552835426251,COc1ccc(C(C)O)cc1,4,0.0,6,10.1016/S0040-4039(00)78488-7
45,-0.13741138894218918,-0.05926731696335354,-0.09189919934105098,0.009888353435692403,0.3714478456306476,-0.15544614314315594,0.029149646072288104,-0.2795152616165511,-0.03576796341975773,-0.1246838997865713,0.01455174839414311,-0.16369368683539653,-0.057706577265807614,-0.07696610048473207,-0.10257342596171022,-0.05550430312625962,-0.11933592436647489,-0.17524616749570926,-0.04922068260582927,-0.26352595965622827,-0.09444829894000041,-0.2308145716212692,COc1ccc(C(C)O)cc1,6,97.0873786407767,6,10.1016/S0040-4039(00)78488-7
46,-0.030914558057192,-0.11788067183479731,-0.12641194873457012,-0.16176983799075295,-0.2096730360625903,0.1416978901505182,0.08396782571502522,0.1685051674511034,-0.04711395498093915,-0.07735877632978116,-0.16120582736343267,0.0034795654442387443,-0.2993291169483473,-0.20683623035486196,-0.030011045009329284,-0.06910974530313038,-0.0667632398027165,0.10749192774238596,-0.1482305835959283,-0.263540641239045,-0.24824766032552567,-0.1754725877055554,COc1ccc(C(C)O)cc1,7,2.912621359223301,6,10.1016/S0040-4039(00)78488-7
47,-0.3258514489592851,-0.07087282598641474,-0.07168017077406406,-0.16420422452789107,-0.17435311718635008,0.12131906918433899,0.06285021654009668,0.15142174679427925,-0.058472604769968684,0.09548072984305828,0.008491142333536962,0.1736923314016855,-0.30462012223935264,-0.21332973684836848,-0.11277750759436327,-0.06910974530313038,-0.0835417632926494,-0.12465092940047119,-0.04262002253982269,-0.2772187247959158,-0.3025403603954323,-0.16128257445481464,Cc1ccc(C(C)O)cc1,0,0.0,5,10.1016/S0040-4039(00)78488-7
48,-0.19842057074873345,-0.24828002181343073,-0.13051679117227544,-0.017808414829206858,-0.08062332377564088,0.027478298490001198,0.06285021654009668,-0.005910354330952345,0.17121515894311148,-0.10359334423101578,-0.12484219099979632,-0.08466633121229622,-0.09827091589014628,0.020436496917865338,-0.11617886813858098,-0.06910974530313038,-0.07906746799063598,-0.13953188178142356,-0.009616722209789683,-0.2772399499512651,-0.11159175288670588,-0.1348380948221522,Cc1ccc(C(C)O)cc1,2,0.0,5,10.1016/S0040-4039(00)78488-7
49,-0.22039003327183218,-0.256297834506945,-0.07040216322220115,-0.01722548574206363,-0.026160269815293288,0.011099537765693097,0.05843775260400405,-0.029801219746725782,0.16385228974479926,-0.13445754176188,-0.18544825160585693,-0.08466633121229622,-0.08239790001713036,-0.0704725939912256,-0.07196118106375106,-0.024892058228300457,-0.07906746799063598,-0.13953188178142356,-0.009616722209789683,-0.2772297854105987,-0.03798057454723334,-0.08685558520513727,Cc1ccc(C(C)O)cc1,3,0.0,5,10.1016/S0040-4039(00)78488-7
