,Buried_Volume_C,Buried_Volume_H_max,Local_Electrophilicity_C,Local_Electrophilicity_H_max,Local_Nucleophilicity_C,Local_Nucleophilicity_H_max,Pyramidalization_C,Pyramidalization_H_max,Radical_H_max,charge_C,charge_H_max,dual_C,dual_H_max,Reactant_SMILES,Atom_nº,Selectivity,Reactive Atom,DOI
414,0.39274,0.455291,-0.00515,0.014557,-0.00699,0.024869,0.78366,1.704612,0.01971,-0.11942,0.067356,0.00185,-0.01032,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,30,0.0,6,doi.org/10.1021/jo990185w
415,0.30546,0.435735,-0.00939,0.02804,-0.01452,0.073818,0.79894,1.696469,0.052603,-0.1007,0.034055,0.00272,-0.033079,CC[C@H](C)c1ccccc1,0,0.0,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
416,0.47717,0.471307,-0.00643,0.032932,0.0059,0.059011,0.78797,1.654254,0.049685,-0.05361,0.03243,-0.01599,-0.018651,CC[C@H](C)c1ccccc1,1,0.0,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
417,0.60575,0.51439,-0.00324,0.030539,0.01413,0.055842,0.7841,1.601713,0.046564,-0.02024,0.03166,-0.02061,-0.018556,CC[C@H](C)c1ccccc1,2,100.0,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
418,0.33082,0.393962,-0.01198,0.034502,-0.01215,0.053611,0.79848,1.696864,0.048133,-0.10146,0.036325,-0.00371,-0.00943,CC[C@H](C)c1ccccc1,3,0.0,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
419,0.52049,0.416837,0.03689,0.0696,0.02596,0.058896,0.00134,1.999436,0.076253,-0.03778,0.025722,0.02431,0.034715,CC[C@H](C)c1ccccc1,5,0.0,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
420,0.42696,0.328999,0.0409,0.071969,0.02946,0.068606,0.00055,1.999768,0.082215,-0.03124,0.026561,0.0262,0.027218,CC[C@H](C)c1ccccc1,6,0.0,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
421,0.41871,0.32841,0.04948,0.074303,0.05909,0.074918,7e-05,1.999972,0.086666,-0.03383,0.025993,0.00529,0.023498,CC[C@H](C)c1ccccc1,7,0.0,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
422,0.2967,0.351542,-0.00733,0.014367,-0.00798,0.04193,0.80034,1.6958,0.028295,-0.10752,0.036047,0.00165,-0.014701,CC(C)CCC(C)[NH3+],0,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
423,0.51749,0.463846,-0.00139,0.006226,0.00757,0.022645,0.78574,1.601184,0.014692,-0.00958,0.027052,-0.00798,-0.015906,CC(C)CCC(C)[NH3+],1,100.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
424,0.52926,0.49657,-0.00517,0.009404,0.00247,0.025951,0.79297,1.651641,0.017709,-0.06455,0.036561,-0.00623,-0.015501,CC(C)CCC(C)[NH3+],3,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
425,0.51388,0.480485,-0.00274,0.022623,0.00667,0.034688,0.78706,1.654897,0.027535,-0.06949,0.030524,-0.0082,-0.012631,CC(C)CCC(C)[NH3+],4,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
426,0.48425,0.445478,-0.02048,0.024199,-0.01227,0.041436,0.80904,1.59495,0.031805,0.05144,0.04344,-0.00453,-0.019261,CC(C)CCC(C)[NH3+],5,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
427,0.31284,0.358624,-0.02728,0.049704,-0.02079,0.04329,0.78793,1.702536,0.042614,-0.11506,0.061564,-0.00197,-0.001352,CC(C)CCC(C)[NH3+],6,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
428,0.44997,0.394498,0.01313,0.028577,0.0182,0.104604,0.67777,1.667152,0.104407,0.11419,0.042262,0.04671,-0.000393,OC1CCC1,1,100.0,1,10.1002/047084289X.rm267.pub3
429,0.38759,0.373492,0.00448,0.031066,0.01596,0.119108,0.65497,1.72418,0.11466,-0.07712,0.036513,0.0006,0.005744,OC1CCC1,2,0.0,1,10.1002/047084289X.rm267.pub3
430,0.35988,0.340594,0.00525,0.02969,-0.00346,0.111332,0.66777,1.718261,0.109044,-0.06194,0.035995,0.0355,0.008769,OC1CCC1,3,0.0,1,10.1002/047084289X.rm267.pub3
431,0.29858,0.347902,-0.00998,0.031428,-0.02486,0.097117,0.7782,1.708322,0.079857,-0.1203,0.066277,0.00264,-0.025402,C[C@@H](O)[C@H]1CO1,0,0.0,1,10.1002/047084289X.rm267.pub3
432,0.48832,0.456666,0.00316,0.034836,0.00324,0.134501,0.76975,1.626303,0.096648,0.11252,0.027671,0.00563,-0.075707,C[C@@H](O)[C@H]1CO1,1,100.0,1,10.1002/047084289X.rm267.pub3
433,0.48411,0.433196,0.02554,0.049861,0.009,0.103763,1.27123,1.677621,0.111459,0.08926,0.042888,0.06944,0.015391,C[C@@H](O)[C@H]1CO1,3,0.0,1,10.1002/047084289X.rm267.pub3
434,0.31406,0.351868,0.0184,0.051753,-0.00921,0.086265,0.52748,1.793184,0.109197,0.06212,0.045175,0.07192,0.050332,C[C@@H](O)[C@H]1CO1,4,0.0,1,10.1002/047084289X.rm267.pub3
435,0.59903,0.473071,0.00252,0.021201,-0.0072,0.074695,0.79559,1.608786,0.072501,0.11516,0.018586,0.02429,-0.004387,OC1CC2CCC1(O)CC2,1,100.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
436,0.51359,0.424787,-0.00259,0.019282,-0.00743,0.052662,0.77302,1.661789,0.062461,-0.07702,0.040477,-0.00206,0.019598,OC1CC2CCC1(O)CC2,2,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
437,0.57768,0.416465,0.00063,0.019796,0.00889,0.065929,0.76631,1.617538,0.066829,-0.01861,0.027856,-0.01042,0.0018,OC1CC2CCC1(O)CC2,3,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
438,0.49754,0.446224,-0.00106,0.016628,-0.00566,0.069619,0.78216,1.65802,0.057817,-0.06122,0.045106,0.00319,-0.0099,OC1CC2CCC1(O)CC2,4,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
439,0.54318,0.462548,-0.00097,0.016268,-0.00257,0.07251,0.79245,1.652875,0.059096,-0.06976,0.057945,-0.00112,-0.008883,OC1CC2CCC1(O)CC2,5,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
440,0.42887,0.417239,-8e-05,0.027173,-0.01028,0.087522,0.77366,1.663286,0.096324,-0.04754,0.044522,0.01569,0.017604,C1CCOCC1,0,0.0,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
441,0.41529,0.371814,-0.00255,0.02332,0.00139,0.081905,0.77538,1.65981,0.080811,-0.06587,0.036078,-0.0167,0.028587,C1CCOCC1,1,0.0,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
442,0.41106,0.400554,-0.00079,0.027843,-0.01998,0.111183,0.81249,1.658316,0.10334,0.08246,0.043511,0.02685,0.01278,C1CCOCC1,2,100.0,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
443,0.30826,0.3732,-0.01411,0.035323,-0.00569,0.014083,0.77105,1.71277,0.021933,-0.1469,0.07913,-0.00621,0.015699,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,0,0.0,43,10.1002/047084289X.rm267.pub3
444,0.86347,0.810631,-0.00699,0.013097,0.00584,0.009626,0.79306,1.570337,0.010481,0.0991,0.061955,-0.01116,0.00171,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,4,0.0,43,10.1002/047084289X.rm267.pub3
445,0.81101,0.758881,-0.00286,0.001012,0.00443,0.010861,0.75439,1.587719,0.006206,-0.02501,0.048152,-0.00647,-0.00931,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,5,0.0,43,10.1002/047084289X.rm267.pub3
446,0.53267,0.568394,-0.0067,0.009427,-0.00708,0.018455,0.7988,1.696999,0.011652,-0.10127,0.052116,0.00114,-0.005957,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,6,0.0,43,10.1002/047084289X.rm267.pub3
447,0.79259,0.707592,-0.00096,-0.006306,0.00463,0.012264,0.71832,1.628246,0.003966,-0.03108,0.039977,-0.0051,-0.016595,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,7,0.0,43,10.1002/047084289X.rm267.pub3
448,0.58469,0.586395,-0.00247,0.00458,-0.00481,0.012646,0.76451,1.666559,0.00731,-0.06296,0.041215,0.00247,-0.005761,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,8,0.0,43,10.1002/047084289X.rm267.pub3
449,0.52378,0.494508,-0.00328,0.007409,-0.0051,0.016317,0.73901,1.678559,0.01123,-0.06401,0.038752,0.00208,-0.005788,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,9,0.0,43,10.1002/047084289X.rm267.pub3
450,0.74065,0.651341,-0.00048,-0.001059,0.00535,0.010707,0.71976,1.626243,0.005278,-0.02971,0.032673,-0.00538,-0.010858,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,10,0.0,43,10.1002/047084289X.rm267.pub3
451,0.76325,0.695042,-0.00215,0.007296,-0.00022,0.010501,0.80119,0.278582,0.00858,-0.03243,0.050302,-0.00154,-0.003844,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,11,0.0,43,10.1002/047084289X.rm267.pub3
452,0.55158,0.556589,-0.00742,0.016214,-0.00544,0.018524,0.81783,1.838782,0.016499,0.06552,0.071976,-0.00098,-0.004049,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,12,0.0,43,10.1002/047084289X.rm267.pub3
453,0.80095,0.747443,-0.00197,0.008238,0.00748,0.017597,0.80535,0.243116,0.012749,-0.05804,0.066544,-0.00859,-0.009696,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,16,0.0,43,10.1002/047084289X.rm267.pub3
454,0.60489,0.53793,-0.0059,0.015936,-0.00409,0.015407,0.79116,1.651814,0.01452,-0.06808,0.068529,-0.001,-0.001011,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,17,0.0,43,10.1002/047084289X.rm267.pub3
455,0.68285,0.550515,-0.00461,0.016142,-0.00093,0.012834,0.7706,1.601053,0.013436,0.10521,0.061289,-0.00289,0.001202,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,18,0.0,43,10.1002/047084289X.rm267.pub3
456,0.32067,0.421141,-0.01201,0.028836,-0.00123,0.020021,0.76328,1.715593,0.022451,-0.14598,0.092424,-0.00866,0.00486,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,21,0.0,43,10.1002/047084289X.rm267.pub3
457,0.70182,0.567252,-0.00592,0.010695,-0.00275,0.015435,0.77361,1.610805,0.012599,0.10955,0.055381,-0.00227,-0.005672,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,23,0.0,43,10.1002/047084289X.rm267.pub3
458,0.30077,0.375827,-0.01328,0.029465,-0.00297,0.012731,0.77163,1.711303,0.017687,-0.14494,0.079118,-0.00807,0.017391,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,26,0.0,43,10.1002/047084289X.rm267.pub3
459,0.6231,0.538163,-0.00496,0.015877,-0.00401,0.015154,0.82094,1.633558,0.014544,-0.0799,0.058766,-0.0003,-0.001143,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,28,0.0,43,10.1002/047084289X.rm267.pub3
460,0.4944,0.536567,-0.00777,0.01345,-0.00764,0.014094,0.80694,1.693443,0.013008,-0.11297,0.048946,0.00079,-0.002172,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,30,0.0,43,10.1002/047084289X.rm267.pub3
461,0.80733,0.746756,-0.00139,-0.004017,-0.00017,0.010356,0.82205,1.603687,0.003884,-0.03277,0.045503,-0.00098,-0.012945,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,31,0.0,43,10.1002/047084289X.rm267.pub3
462,0.60985,0.585871,-0.00374,0.007662,-0.00196,0.015239,0.81351,1.639507,0.010248,-0.06435,0.043973,-0.00122,-0.005585,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,32,0.0,43,10.1002/047084289X.rm267.pub3
463,0.59293,0.539648,-0.00222,0.004858,-0.00334,0.021654,0.76807,1.663266,0.013533,-0.06286,0.037483,0.00131,-0.011247,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,33,0.0,43,10.1002/047084289X.rm267.pub3
464,0.50519,0.522194,-0.00441,0.005484,-0.00888,0.016173,0.81384,1.688857,0.010865,-0.11007,0.047104,0.00469,-0.007867,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,35,0.0,43,10.1002/047084289X.rm267.pub3
465,0.80425,0.713258,-0.00571,0.009833,0.00487,0.011074,0.82227,1.580455,0.00992,0.09715,0.063264,-0.00921,-0.002306,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,36,0.0,43,10.1002/047084289X.rm267.pub3
466,0.29251,0.358449,-0.01496,0.03312,-0.00436,0.015724,0.77054,1.712483,0.021838,-0.1467,0.081348,-0.00814,0.017987,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,39,0.0,43,10.1002/047084289X.rm267.pub3
467,0.69169,0.554312,-0.00243,0.006106,0.0026,0.031429,0.82165,1.569876,0.019256,-0.02286,0.039598,-0.00441,-0.024347,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,41,0.0,43,10.1002/047084289X.rm267.pub3
468,0.44261,0.579546,-0.00488,0.015209,-0.00846,0.022953,0.79446,1.700334,0.018452,-0.10767,0.048296,0.00391,-0.009003,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,42,0.0,43,10.1002/047084289X.rm267.pub3
469,0.60053,0.468406,-0.0032,0.011551,-0.00076,0.039125,0.81123,1.588995,0.025583,-0.01832,0.036923,-0.00191,-0.027083,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,43,100.0,43,10.1002/047084289X.rm267.pub3
470,0.37102,0.515462,-0.00417,0.011545,-0.00789,0.017424,0.80258,1.69523,0.014007,-0.11205,0.043762,0.00397,-0.006835,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,44,0.0,43,10.1002/047084289X.rm267.pub3
471,0.26892,0.351542,-0.00588,0.015653,-0.01875,0.081948,0.80128,1.695713,0.048825,-0.10186,0.03448,0.00371,-0.031318,CCCCC1CC1,0,0.0,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
472,0.38981,0.386531,-0.00215,0.024192,-0.00734,0.117872,0.79455,1.650752,0.080308,-0.05244,0.029097,0.00207,-0.037656,CCCCC1CC1,1,0.0,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
473,0.46471,0.436096,0.00128,0.014223,-0.00167,0.057618,0.79502,1.650003,0.041564,-0.05845,0.031391,0.00761,-0.013026,CCCCC1CC1,2,9.278350515463918,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
474,0.49942,0.481993,-0.0032,0.02839,0.00146,0.089107,0.78832,1.655519,0.081139,-0.05887,0.034454,-0.01508,-0.00361,CCCCC1CC1,3,90.72164948453609,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
475,0.48389,0.423814,0.02378,0.031126,0.04331,0.060597,1.25912,1.78197,0.079083,-0.01996,0.024809,0.03261,0.036971,CCCCC1CC1,4,0.0,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
476,0.33263,0.348636,0.0186,0.035668,0.01956,0.076285,0.45512,1.816487,0.092444,-0.06794,0.030767,0.04653,0.04886,CCCCC1CC1,5,0.0,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
477,0.32604,0.370993,-0.0064,0.015627,-0.02011,0.061951,0.80145,1.695853,0.047629,-0.10527,0.034531,0.00406,-0.028644,CC(C)CCC1CC1,0,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
478,0.51561,0.461185,0.00327,0.016307,0.01049,0.078654,0.78525,1.601415,0.053476,-0.00978,0.02567,-0.00238,-0.050354,CC(C)CCC1CC1,1,83.6734693877551,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
479,0.5211,0.511158,0.00255,0.014131,0.00513,0.056891,0.80119,1.646596,0.043304,-0.06336,0.03487,0.0026,-0.016614,CC(C)CCC1CC1,3,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
480,0.50048,0.509545,-0.00357,0.026557,-0.00523,0.073547,0.78923,1.655971,0.072386,-0.05835,0.036662,-0.0065,-0.000744,CC(C)CCC1CC1,4,16.3265306122449,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
481,0.48418,0.42283,0.02223,0.029804,0.04015,0.058044,1.2591,1.782084,0.074633,-0.0195,0.024619,0.02935,0.033176,CC(C)CCC1CC1,5,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
482,0.35395,0.380777,0.01425,0.033158,0.01108,0.066584,0.4529,1.813679,0.083574,-0.06714,0.032138,0.04023,0.044996,CC(C)CCC1CC1,6,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
483,0.4345,0.410792,-0.00629,0.024847,-0.01403,0.103839,0.78138,1.658139,0.076708,-0.05554,0.030092,-0.00413,-0.030967,C1CCC2(CC1)CC2,0,0.0,2,10.1002/047084289X.rm267.pub3
484,0.44929,0.447668,-0.00186,0.021085,-0.00094,0.063873,0.77981,1.659503,0.058506,-0.05501,0.033317,-0.00588,-0.010735,C1CCC2(CC1)CC2,1,0.0,2,10.1002/047084289X.rm267.pub3
485,0.50801,0.441763,-0.00451,0.025451,-0.00414,0.071368,0.77942,1.660243,0.069063,-0.05802,0.030635,-0.01157,-0.004611,C1CCC2(CC1)CC2,2,100.0,2,10.1002/047084289X.rm267.pub3
486,0.38204,0.357174,0.01981,0.034032,0.02987,0.071524,0.45255,1.813147,0.08585,-0.07296,0.027849,0.03382,0.028653,C1CCC2(CC1)CC2,6,0.0,2,10.1002/047084289X.rm267.pub3
487,0.51355,0.420215,-0.00366,0.013624,-0.00306,0.044215,0.77742,1.659645,0.038036,-0.05889,0.027334,-0.00946,-0.012358,C1C2CC3CC1CC(C2)C31CC1,0,0.0,3,10.1002/047084289X.rm267.pub3
488,0.59349,0.420046,-0.00188,0.022911,0.00108,0.089349,0.77116,1.612809,0.068105,-0.01241,0.019826,-0.00869,-0.042487,C1C2CC3CC1CC(C2)C31CC1,1,0.0,3,10.1002/047084289X.rm267.pub3
489,0.53463,0.459397,-0.00237,0.017435,-0.00563,0.049281,0.77461,1.661613,0.045677,-0.05887,0.029394,-0.00082,-0.000129,C1C2CC3CC1CC(C2)C31CC1,2,0.0,3,10.1002/047084289X.rm267.pub3
490,0.66602,0.495673,0.00151,0.013867,0.00936,0.046401,0.76902,1.616038,0.0391,-0.01487,0.022784,-0.00783,-0.014603,C1C2CC3CC1CC(C2)C31CC1,3,100.0,3,10.1002/047084289X.rm267.pub3
491,0.41826,0.388197,0.01652,0.030266,0.01207,0.052659,0.44879,1.811867,0.071904,-0.06927,0.026774,0.04514,0.03849,C1C2CC3CC1CC(C2)C31CC1,10,0.0,3,10.1002/047084289X.rm267.pub3
492,0.52896,0.450615,-0.00296,0.022085,-0.00789,0.059406,0.76916,1.658947,0.054347,-0.05914,0.041281,0.00125,-0.010117,C1C2C[C@H]3CC(C[C@@H]1C3)[C@@]21CO1,0,0.0,3,10.1002/047084289X.rm267.pub3
493,0.65414,0.48409,0.00208,0.019228,0.0095,0.067581,0.77051,1.612458,0.052032,-0.02304,0.033099,-0.00644,-0.0311,C1C2C[C@H]3CC(C[C@@H]1C3)[C@@]21CO1,1,10.0,3,10.1002/047084289X.rm267.pub3
494,0.59215,0.419947,-0.00194,0.02193,0.00528,0.063194,0.77014,1.611945,0.055217,-0.01526,0.026683,-0.01386,-0.015953,C1C2C[C@H]3CC(C[C@@H]1C3)[C@@]21CO1,3,90.0,3,10.1002/047084289X.rm267.pub3
495,0.51378,0.420652,-0.0055,0.016142,-0.00942,0.051725,0.77812,1.659218,0.042192,-0.06174,0.032247,-0.00502,-0.019067,C1C2C[C@H]3CC(C[C@@H]1C3)[C@@]21CO1,8,0.0,3,10.1002/047084289X.rm267.pub3
496,0.37961,0.363533,0.01673,0.039941,-0.00598,0.054515,0.54102,1.786957,0.082557,0.05879,0.030942,0.06399,0.056084,C1C2C[C@H]3CC(C[C@@H]1C3)[C@@]21CO1,10,0.0,3,10.1002/047084289X.rm267.pub3
497,0.43465,0.415801,-0.00427,0.028861,-0.00201,0.092929,0.77721,1.659272,0.076516,-0.05802,0.036665,-0.01186,-0.030484,C1CC[C@H]2O[C@H]2C1,0,100.0,0,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
498,0.43942,0.389478,-0.00728,0.036418,-0.00311,0.100697,0.79853,1.650873,0.092156,-0.06391,0.046529,-0.02072,0.008431,C1CC[C@H]2O[C@H]2C1,2,0.0,0,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
499,0.47889,0.37065,0.02666,0.045701,0.01172,0.102878,1.26541,1.673362,0.10881,0.10605,0.019508,0.07539,0.011863,C1CC[C@H]2O[C@H]2C1,3,0.0,0,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
