,Bmax_cc1_avg,Bmax_ch1_avg,Bmin_cc1_avg,Bmin_cc1_min,Bmin_ch1_avg,C_charge,C_n_charge_avg,C_n_charge_min,H_charge_avg,L_cc1_avg,L_cc1_max,L_cc1_min,L_cc2_avg,L_cc2_min,L_ch1_avg,L_ch1_min,L_ch2_avg,L_ch2_max,OccV_cc1_avg,Vbur_cc1_avg,Vbur_cc2_avg,Vbur_cc2_max,Vbur_cc2_min,Reactant_SMILES,Atom_nº,Selectivity,Reactive Atom,DOI
10,-0.25927052789767685,-0.14628611202745706,-0.11938643093555067,-0.12294131627958935,-0.16231830979057316,-0.100468507530017,0.1392268855234494,-0.046792703882286284,0.07311481927666943,-0.12865233840857937,-0.14937014205306892,-0.1011198786529183,-0.020647130647130633,-0.055521638854972154,-0.16955307746175396,-0.10765460030165915,-0.1344447848083394,-0.19125438224150684,-0.3860215321723409,-0.04450955582961344,-0.0938393613646047,-0.04114496476507396,-0.11670272871340266,Cc1nc2ccccc2[nH]1,4,0.0,6,10.1021/ja412563e
11,-0.10880712874320554,-0.33776650909497696,-0.16655214077563002,-0.12294131627958935,-0.1321561906772931,-0.0786225778953597,-0.13766352996238562,-0.055771597745360266,0.17731747882329,-0.11901378419171194,-0.12985794693111777,-0.1011198786529183,-0.17064713064713063,-0.0370031203364537,-0.16955307746175396,-0.10765460030165915,0.049709390780525664,-0.006705026018330907,-0.3859896589877105,-0.10789807237350334,-0.24534499153320094,-0.2733954647261274,-0.11873681812425378,Cc1nc2ccccc2[nH]1,5,0.0,6,10.1021/ja412563e
12,-0.09004650520535691,-0.36332607828923513,-0.16655214077563002,-0.12294131627958935,-0.14609750245687547,-0.0864618435665454,-0.145501724674072,-0.07222827382768833,0.17033486011222784,-0.1334716155170131,-0.15912623961404457,-0.1011198786529183,-0.17064713064713063,-0.0370031203364537,-0.16955307746175396,-0.10765460030165915,0.07540532225804178,0.019046046943042547,-0.38604618209650443,-0.10930685015455266,-0.2401425872837002,-0.2669842351474098,-0.11692776724388886,Cc1nc2ccccc2[nH]1,6,100.0,6,10.1021/ja412563e
13,-0.24126672606319347,-0.14664691056889892,-0.1259812482954801,-0.12294131627958935,-0.16231830979057316,-0.14050811521414278,0.05751166706542358,-0.05001471986435507,0.06381556792857243,-0.11419450708327822,-0.12010184937014211,-0.1011198786529183,-0.04064713064713068,-0.055521638854972154,-0.16955307746175396,-0.10765460030165915,-0.1344447848083394,-0.19125438224150684,-0.38605913057776053,-0.03915586562403507,-0.08401736638994764,-0.024252178304436305,-0.11861294876955049,Cc1nc2ccccc2[nH]1,7,0.0,6,10.1021/ja412563e
14,-0.313969488963362,-0.013192589652975642,-0.06619273366689223,-0.009298753958008178,-0.1982831663318909,-0.14113984014641603,0.17421908166286312,0.21038648633862952,-0.17760503832240915,0.13881754110949288,0.016483516483516383,0.23808716980523145,-0.31731379731379733,-0.24070682404015742,-0.15729822452057748,-0.10765460030165915,-0.13301720450855353,-0.1697951547736957,-0.3277578486864829,-0.27658367656876187,-0.1116053728209983,-0.20854646697620036,0.038945588089803695,Cc1cc2c(Cl)ccnc2[nH]1,0,0.0,6,10.1021/ja412563e
15,-0.22832754115708526,-0.24024103531414162,-0.07576983116846485,-0.031090397138545275,-0.11309586305011199,-0.300337461334764,0.17641360451150828,0.21038648633862952,0.14679551662235807,-0.15274872395074804,-0.1786384347359958,-0.11874102402736765,0.00935286935286932,0.10188576855243518,-0.09602366569704807,-0.03412518853695326,-0.13016212956208675,-0.18696253674794464,-0.3278198499988852,0.07852353329806468,0.0949234883025332,0.11078871997712744,0.03867459703496257,Cc1cc2c(Cl)ccnc2[nH]1,2,0.0,6,10.1021/ja412563e
16,-0.09425208711223164,-0.3380401544626688,-0.1338020561726498,-0.11445312601466573,-0.1266449033405454,-0.09029626699266885,0.14968448788563724,0.1799669358992253,0.17737637626321465,-0.1334716155170131,-0.13961404449209333,-0.11874102402736765,-0.0873137973137973,-0.04626237959571292,-0.16955307746175396,-0.10765460030165915,0.07540532225804178,0.019046046943042547,-0.32780416440789895,-0.011325358541418832,-0.11300526070000178,-0.03653007544717236,-0.1547678304951765,Cc1cc2c(Cl)ccnc2[nH]1,6,100.0,6,10.1021/ja412563e
17,-0.10604659845935496,-0.31337063949250266,-0.15704328767089132,-0.11445312601466573,-0.11974880445085166,0.5203319907981155,-0.3207230724887764,-0.363261577251503,0.003635472645602984,-0.06359209744472397,-0.14449209327258114,0.013417566281002396,-0.18398046398046392,-0.07404015737349076,-0.16955307746175396,-0.10765460030165915,0.049709390780525664,-0.006705026018330907,-0.3277832476304853,-0.1366259194521184,-0.18880161809226637,-0.23404983171464191,-0.06533685588017302,Cc1cc2c(Cl)ccnc2[nH]1,7,0.0,6,10.1021/ja412563e
18,0.2165159944333801,0.08634978794409637,-0.03838474770757468,0.022189781780304854,-0.18448164892749117,-0.2324725740756276,0.02443502900575945,0.08394409678143934,-0.2427783276789874,-0.03949571190255529,-0.16400428839453238,0.0750915750915751,-0.3106471306471306,-0.2314475647808981,0.07799589312648139,-0.10765460030165915,-0.07020495611454924,0.29801600402458767,-0.06834349303520164,-0.15082264038948837,0.008576467283720196,-0.11570469783673365,0.14219956057510078,CCN(CC)C(=O)c1cc2ccccc2[nH]1,0,0.0,13,10.1021/ja0631652
19,-0.05603413248068705,0.17877962817692591,0.03803452499181644,0.022189781780304854,-0.05858622359251415,0.2394641476539471,-0.18477281119177624,-0.11002657900863692,-0.10594648641413208,0.0014681435191314367,0.21648351648351646,-0.19363089186877733,-0.043980463980463944,-0.055521638854972154,-0.09234719510881279,-0.04147812971342382,-0.11303150857707601,-0.12687669983807337,-0.06830564362845315,0.08838058564702657,0.06206709469035219,0.25078311079254023,-0.17347716458174664,CCN(CC)C(=O)c1cc2ccccc2[nH]1,1,0.0,13,10.1021/ja0631652
20,-0.11264480050685823,-0.026838787932100112,0.010246610913920607,0.02540313887250988,-0.007583304855408059,-0.1967757080189427,0.18829464248934275,0.21609264282861265,0.22047621396804692,-0.008170410697735999,-0.09571160546770308,0.07068628874796277,0.07601953601953598,0.12040428707095363,-0.16955307746175396,-0.10765460030165915,-0.10446619808457062,-0.16121146378657117,-0.06834249699818197,0.09758007512949483,0.24094482285517022,0.10749464799376884,0.29324593759280165,CCN(CC)C(=O)c1cc2ccccc2[nH]1,8,0.0,13,10.1021/ja0631652
21,-0.10609495952033883,0.14473958724028083,-0.04601206264783872,-0.10458486047290892,-0.11847667563668918,-0.07271668434247996,0.0358954739474129,-0.028855446242980583,0.11760201889972581,0.04966091460346879,0.21160546770302857,-0.1011198786529183,0.06601953601953608,-0.04626237959571292,-0.16955307746175396,-0.10765460030165915,-0.0359437141445278,-0.09254193588957547,-0.06835419844108942,-0.022706475969305206,-0.05403283703088167,0.020296265786755575,-0.11663521101907334,CCN(CC)C(=O)c1cc2ccccc2[nH]1,10,0.0,13,10.1021/ja0631652
22,0.18116425152771667,-0.3216282564751662,-0.1526860836518583,-0.10989515012507174,-0.055233276684723415,-0.03498066896952713,-0.12149072630923467,-0.04436532302622999,0.18627643385182258,-0.003351133589302281,-0.007906727418922642,0.00020170725016543836,-0.17064713064713063,-0.0370031203364537,-0.16955307746175396,-0.10765460030165915,0.36234322375697114,0.3065996950117121,-0.06841147056972216,-0.10774367430716944,-0.22871115149403676,-0.2476842655764639,-0.11874967133366952,CCN(CC)C(=O)c1cc2ccccc2[nH]1,11,0.0,13,10.1021/ja0631652
23,0.061040770903161505,-0.07099376382264662,-0.15375912643266498,-0.10989515012507174,-0.06272667881383405,-0.04778264817843122,-0.12509294829938367,-0.05571000748483347,0.13829465279323921,0.042431998940818165,0.19697132136156512,-0.1011198786529183,-0.09398046398046395,-0.0370031203364537,-0.16955307746175396,-0.10765460030165915,0.18675435866061144,0.13063402977566066,-0.06836166871873721,-0.10934763411096676,-0.23355946876682215,-0.2571190100397111,-0.11658766334701039,CCN(CC)C(=O)c1cc2ccccc2[nH]1,12,0.0,13,10.1021/ja0631652
24,-0.15078607106560774,0.14626720495019568,-0.049369686972068665,-0.10458486047290892,-0.11847667563668918,-0.10031865649957081,0.05552314896919361,-0.03411718673543698,0.1319599059213477,-0.05395354322785653,0.001849370142053019,-0.1011198786529183,0.2026862026862027,-0.055521638854972154,-0.007788371579400986,0.054110105580693825,-0.1344447848083394,-0.19125438224150684,-0.06831136884924231,-0.030902122394665752,-0.03033028980050987,0.05878071684904726,-0.11870773735450171,CCN(CC)C(=O)c1cc2ccccc2[nH]1,13,100.0,13,10.1021/ja0631652
25,0.17693015393548095,0.0613249336916941,-0.039371882835896224,0.021071993537309788,-0.182815130527586,-0.25925477294851274,0.1230111642135453,0.16715857701398484,-0.22372173378337976,-0.12142342274592875,-0.24693111766282502,0.00020170725016543836,-0.3106471306471306,-0.2314475647808981,0.1392704519500108,-0.10765460030165915,-0.10732127303103749,0.19501171217909413,-0.14047101579826327,-0.25707400290478444,-0.2680758972492686,-0.3294216365812163,-0.09548573040223453,CCOC(=O)c1c(C)[nH]c2ccccc12,0,0.0,10,10.1021/ja0631652
26,0.0347194446001006,0.10066728013199386,-0.059794620744895964,-0.02517962018707515,-0.06547003752196463,0.4419275810642627,-0.2577528559119746,-0.18750471144701944,-0.19019600214629276,-0.061182458890507066,0.08965424819083345,-0.19363089186877733,-0.10064713064713059,-0.055521638854972154,-0.07396484216763631,-0.10765460030165915,-0.06592230086829659,0.00617051046235582,-0.14045059703935933,-0.0916980109628577,-0.17890764173764967,0.004583984298366444,-0.3137326434386467,CCOC(=O)c1c(C)[nH]c2ccccc12,1,0.0,10,10.1021/ja0631652
27,-0.06990267825394957,-0.0027413253372868883,-0.062148650998038464,-0.004719413266697681,-0.14745054256091644,-0.135942066168782,0.2142240601110465,0.24415727154199213,-0.17729091864281127,0.13881754110949288,0.016483516483516383,0.23808716980523145,-0.31731379731379733,-0.24070682404015742,0.05348618724412842,-0.07088989441930621,-0.1315897098618726,-0.07108270842176431,-0.14041523772516,-0.15702461364976053,0.12323202263417002,-0.027132043339776264,0.2407056372596181,CCOC(=O)c1c(C)[nH]c2ccccc12,7,0.0,10,10.1021/ja0631652
28,-0.04361083100399837,-0.08273263341673709,-0.11556032889893716,-0.12294131627958935,-0.15522565153698617,-0.1433347170041281,0.059866415832613894,-0.03787419262757191,0.14688059070224926,0.013516336290215774,0.13843473599571152,-0.1011198786529183,-0.01398046398046399,-0.055521638854972154,-0.16955307746175396,-0.10765460030165915,0.11394921947431581,0.05767265638510258,-0.14039133283668723,-0.03277125925068102,-0.06060220910366993,0.01241392163305051,-0.1191569861657026,CCOC(=O)c1c(C)[nH]c2ccccc12,10,100.0,10,10.1021/ja0631652
29,0.1323427007599703,-0.31876292528628186,-0.16655214077563002,-0.12294131627958935,-0.11819454517041138,-0.05692356103564964,-0.1450496586896053,-0.07339003521252725,0.16352893372093932,0.027974167615517014,-0.07132136156526406,0.11473915218408613,-0.17064713064713063,-0.0370031203364537,-0.16955307746175396,-0.10765460030165915,0.28953808457067565,0.23363832162115417,-0.14042021791025852,-0.10962824167432947,-0.22794395709364537,-0.2594285233888864,-0.10437005894106519,CCOC(=O)c1c(C)[nH]c2ccccc12,11,0.0,10,10.1021/ja0631652
30,-0.05269818264054824,0.06232095603644212,-0.14868415193399032,-0.12294131627958935,-0.13896163503277748,-0.0739419368855401,-0.11571114853314182,-0.03787419262757191,0.2089061391028565,0.008697059181782056,0.12867863843473593,-0.1011198786529183,0.026019536019535987,-0.0370031203364537,-0.16955307746175396,-0.10765460030165915,0.07968797750429453,0.02333789243660484,-0.1404438717974023,-0.09845820155476806,-0.15448349545520412,-0.13273870688336423,-0.11904127660504377,CCOC(=O)c1c(C)[nH]c2ccccc12,12,0.0,10,10.1021/ja0631652
31,-0.08975171467426,-0.08371559253409964,-0.10584031960164168,-0.08247592725836993,-0.15588607405489463,-0.039837605309283534,-0.020893169468374783,-0.04486891397994914,0.10035815732179795,-0.10937522997484442,-0.11034575180916653,-0.1011198786529183,0.15935286935286933,-0.04626237959571292,0.26427045195001075,0.3261689291101056,-0.1344447848083394,-0.19125438224150684,-0.14039133283668723,0.07386293796431168,0.0476368631963062,0.16632146783986715,-0.10433852409791643,CCOC(=O)c1c(C)[nH]c2ccccc12,13,0.0,10,10.1021/ja0631652
32,0.007150557062495577,0.06326667520707922,-0.039449360298184216,0.020984261479197477,-0.18079234828062443,-0.2780596081417618,0.10561806852004603,0.15247594196526212,-0.20217181493096373,0.14363681821792668,0.021361565264004255,0.24249245614884385,-0.3106471306471306,-0.2314475647808981,-0.07396484216763631,-0.10765460030165915,-0.15157540579335013,0.1520932572434718,-0.28808669022885386,-0.3416549554214067,-0.3132627083895154,-0.36432893608982786,-0.13430788315100223,CCOC(=O)c1cccc(F)c1,0,0.0,8,10.1021/jacs.6b13346
33,-0.13341597253620788,0.06806702132411291,-0.03992506388787963,0.019906929988388895,-0.06320028521218031,0.4062042707080874,-0.2493395645997958,-0.16556891748214045,-0.09440913234889989,-0.08045956732424202,0.05062985794693098,-0.19363089186877733,0.07601953601953598,-0.07404015737349076,-0.16587660687351868,-0.10765460030165915,-0.25221780408028804,-0.3071342105676871,-0.28812653170964186,-0.12106452782730254,-0.3159428365263692,-0.10674737949476631,-0.425382430477225,CCOC(=O)c1cccc(F)c1,1,0.0,8,10.1021/jacs.6b13346
34,-0.17291376122187752,-0.24979727358039006,-0.07174421463051911,-0.05373345039599566,-0.14328170484524128,-0.018952485222781288,0.047101274125664234,0.012623782743569786,0.10620863635430938,-0.2009414950350854,-0.2957116054677031,-0.1011198786529183,0.08935286935286939,-0.0370031203364537,0.2863292754794226,0.3482277526395174,-0.08733557709955997,-0.1440440818123223,-0.2881900270775737,0.053915586217653313,-0.043567686998084706,0.023804074844110096,-0.10255419800702391,CCOC(=O)c1cccc(F)c1,6,0.0,8,10.1021/jacs.6b13346
35,-0.18392139379187677,0.004188424330331958,-0.10230325265750136,-0.12294131627958935,-0.1602379153162635,0.06593959265274245,-0.10128938527551999,-0.022267703670947166,0.14021863583077646,-0.015399326360386618,0.021361565264004255,-0.04825644252957031,0.03601953601953601,-0.0370031203364537,-0.16955307746175396,-0.10765460030165915,-0.08305292185330723,-0.13975223631876002,-0.2881564128202328,-0.09702867159532684,-0.12669964682719032,-0.1564766238016755,-0.044900283585103264,CCOC(=O)c1cccc(F)c1,7,0.0,8,10.1021/jacs.6b13346
36,0.015082445421275268,-0.3577838578408389,-0.16655214077563002,-0.12294131627958935,-0.10243887184868529,-0.018561697241421597,0.1173045464539328,0.012623782743569786,0.3185862605624659,-0.04913426611942273,-0.05668721522380069,-0.03944586984234559,-0.13398046398046393,-0.04626237959571292,-0.16955307746175396,-0.10765460030165915,0.19960232439936937,0.14350956625634723,-0.28813400198728967,-0.05344303166588616,-0.22119713092442903,-0.2507935897315061,-0.10238029623094358,CCOC(=O)c1cccc(F)c1,8,100.0,8,10.1021/jacs.6b13346
37,-0.25418837767627567,0.004815556731600715,-0.11918049343216354,-0.1070145384553444,-0.1602379153162635,0.04133170284907671,0.22445706006955937,0.19353249269329525,0.2926255778756956,-0.08527884443267573,-0.06156526400428848,-0.1011198786529183,0.12268620268620273,0.07410799077465734,-0.07396484216763631,-0.012066365007541503,-0.13872744005459206,-0.19554622773506908,-0.2881105951173267,0.10734147690033652,0.011577155355730681,0.024004489553060313,-0.008021910346184859,CCOC(=O)c1cccc(F)c1,11,0.0,8,10.1021/jacs.6b13346
38,-0.14482571480450732,-0.4005961484270678,-0.1550541642219961,-0.10994788027398897,-0.0325552400755419,-0.013217010488840296,0.106133080401084,-0.0018620050019006213,0.27154683854267636,-0.17684510949291674,-0.2957116054677031,-0.05706701521679495,-0.13398046398046393,-0.04626237959571292,-0.16955307746175396,-0.10765460030165915,-0.023095748405769816,-0.07966639940888882,-0.39283766051532854,-0.05351323584385036,-0.21881646103842842,-0.24841015518497517,-0.10094036866537398,Fc1cccc(C(F)(F)F)c1,2,100.0,2,10.1021/jacs.6b13346
39,-0.19973767647942614,-0.2855225683365182,-0.14843526060436063,-0.10989515012507174,-0.12815341173456216,0.03069521794289517,-0.08277470815220472,-0.019910366640587984,0.19598796727939172,-0.14070053117966372,-0.23229697132136165,-0.04825644252957031,-0.1373137973137973,-0.0370031203364537,-0.16955307746175396,-0.10765460030165915,-0.08733557709955997,-0.1440440818123223,-0.39282147690583247,-0.09594546830394313,-0.10495787809972217,-0.12280607005688282,-0.04498823144046098,Fc1cccc(C(F)(F)F)c1,3,0.0,2,10.1021/jacs.6b13346
40,-0.25727789804630136,-0.2817286756487864,-0.09822544922785909,-0.09495842630377242,-0.11437222805746175,0.05175369510383519,0.0394547782808087,-0.0018620050019006213,0.15184760813589138,-0.20576077214351912,-0.3054677030286787,-0.1011198786529183,-0.0873137973137973,-0.04626237959571292,-0.09602366569704807,-0.03412518853695326,-0.08733557709955997,-0.1440440818123223,-0.3928431387189369,0.08239910137732882,0.006267957302926944,0.09952459137454489,-0.10113439384330801,Fc1cccc(C(F)(F)F)c1,4,0.0,2,10.1021/jacs.6b13346
41,-0.3131960973347194,-0.2864267581424824,-0.06179458300975882,-0.032755942531930315,-0.1263072787435133,-0.003967382178160959,0.22279900793032884,0.19510847877148105,0.3224407707975322,-0.21058004925195292,-0.3152238005896543,-0.1011198786529183,-0.047313797313797326,0.0648487315153981,-0.08867072452057745,-0.02677224736048263,-0.13872744005459206,-0.19554622773506908,-0.3928687886642682,0.1398809158576411,0.061898781086617616,0.09930613768683705,-0.005301232550745118,Fc1cccc(C(F)(F)F)c1,10,0.0,2,10.1021/jacs.6b13346
42,-0.044737874933182376,-0.14583679549746356,0.13771991832241187,0.2216029315884762,-0.16346165833184004,0.11169704553781554,-0.20370092840848036,-0.10864019432070027,-0.19485544406032862,-0.1647969167218324,-0.2908335566872153,-0.03944586984234559,-0.31731379731379733,-0.24070682404015742,0.07799589312648139,-0.10765460030165915,-0.153002986093136,-0.11829300885094886,-0.22170480701393153,-0.03156365908255346,0.26644454805125606,0.0835011788763902,0.3637463740804312,CN(C)S(=O)(=O)c1cccc(F)c1,0,0.0,9,10.1021/jacs.6b13346
43,-0.22520276152745772,-0.20798344250819745,-0.03295690953350566,-0.025572368882458524,-0.0701616214769593,0.10082550019171839,0.04841455442231108,0.02680644979507495,0.16389540668047026,-0.18889330226400106,-0.27132136156526404,-0.1011198786529183,0.029352869352869366,-0.04626237959571292,0.0951528048911873,0.1570512820512821,-0.08733557709955997,-0.1440440818123223,-0.22175660093895583,0.1463929401415474,0.11644467123367695,0.26146682008319894,-0.09192223177458306,CN(C)S(=O)(=O)c1cccc(F)c1,7,0.0,9,10.1021/jacs.6b13346
44,-0.1620969718028923,-0.11536808494914144,-0.11981034907117805,-0.11445312601466573,-0.09456675404862512,0.1004464652323545,-0.06767913768355821,-0.014594281800607949,0.20495346646791596,-0.05636318178207335,-0.06156526400428848,-0.04825644252957031,-0.05731379731379735,-0.0370031203364537,-0.16955307746175396,-0.10765460030165915,-0.057356990375791186,-0.11400116335738664,-0.2217287119024043,-0.08907765919228675,-0.05426752632179103,-0.04679615755530796,-0.042421638778422775,CN(C)S(=O)(=O)c1cccc(F)c1,8,0.0,9,10.1021/jacs.6b13346
45,-0.02431659807015445,-0.3215228732751395,-0.15319871950336972,-0.11445312601466573,0.03479726626815747,-0.0002828097824837058,0.139049492542203,0.02680644979507495,0.31940428056141895,-0.1045559528664107,-0.19327258107745918,-0.017419438124283915,-0.13398046398046393,-0.04626237959571292,-0.16955307746175396,-0.10765460030165915,0.12679718521307387,0.07054819286578931,-0.221766063290643,-0.05160080524948787,-0.20282702573413947,-0.23172600302911295,-0.0920211002565564,CN(C)S(=O)(=O)c1cccc(F)c1,9,100.0,9,10.1021/jacs.6b13346
46,-0.248309425989939,-0.11437391485305255,-0.035345864860322075,-0.05611676221300381,-0.08617316086720168,0.08228216973787546,0.23071445442417085,0.18156707502075495,0.20170756311207072,-0.15274872395074804,-0.19815062985794696,-0.1011198786529183,0.06601953601953608,0.0648487315153981,-0.02984719510881274,0.032051282051282076,-0.13872744005459206,-0.19554622773506908,-0.22172622180985502,0.20703707985766837,0.1775257637210741,0.26140751763009645,0.013099072343333693,CN(C)S(=O)(=O)c1cccc(F)c1,12,0.0,9,10.1021/jacs.6b13346
47,-0.06921020951619636,-0.13127763360293682,-0.028756667627190813,0.03309219463918807,-0.1508250940539627,-0.22287035510507472,0.019681183226067225,0.07993106862985969,-0.23227495089243166,-0.11178486852906132,-0.23717502010184943,0.009012279937390077,-0.2906471306471306,-0.20366978700312033,0.07554501077354017,-0.10765460030165915,-0.10874885333082336,-0.07108270842176431,-0.156667573775604,-0.1337074845995389,0.14836859177094652,-0.007713772270524905,0.26230166720692116,CCN(CC)C(=O)c1cccc(F)c1,0,0.0,10,10.1021/jacs.6b13346
48,-0.06870010629326888,-0.20458310391714254,0.17656181893689252,0.03309219463918807,0.13290750048727873,0.22970032463095236,-0.18250103656097535,-0.1060799717262528,-0.2198672235483136,-0.24431498901098903,-0.2957116054677031,-0.18041503283794033,-0.09398046398046395,-0.055521638854972154,0.18706456959706966,0.04675716440422326,-0.11517283620020231,-0.0367479444732665,-0.15673630032996325,0.17924033863754202,0.09271198894145702,0.2778157892576183,-0.1508845661039226,CCN(CC)C(=O)c1cccc(F)c1,1,0.0,10,10.1021/jacs.6b13346
49,-0.15351981972604486,-0.1572014133756406,-0.032177719096713436,-0.10270748534335641,-0.0648045315722313,0.03829060840766844,0.042420388362452384,-0.006629815757975389,0.16102252044414758,-0.1961222179266517,-0.28595550790672747,-0.1011198786529183,0.10601953601953605,-0.0370031203364537,0.1686822166558932,0.230580693815988,-0.08733557709955997,-0.1440440818123223,-0.1567079132749018,0.13435346973063325,0.11075921336836697,0.23510657627123063,-0.07237501567851198,CCN(CC)C(=O)c1cccc(F)c1,8,0.0,10,10.1021/jacs.6b13346
