,Buried_Volume_C,Buried_Volume_H_max,Local_Electrophilicity_C,Local_Electrophilicity_H_max,Local_Nucleophilicity_C,Local_Nucleophilicity_H_max,Pyramidalization_H_max,Radical_H_max,charge_C,charge_H_max,dual_C,dual_H_max,Reactant_SMILES,Atom_nº,Selectivity,Reactive Atom,DOI
75,-0.057631625097144604,-0.17490514794333573,0.08259584015883,0.11385232076514842,0.105988756895217,0.19696578700667003,0.07229634757708177,0.1843798351032878,0.0484991158936463,-0.015341414865036807,0.005855936332896723,-0.011269721693456624,COC(=O)C(C)c1cccc(F)c1,8,0.0,9,10.1021/jacs.6b13346
76,-0.004641466126667676,-0.11738179012216436,0.29115739741845753,0.15532569077989297,0.32745441354684696,0.2156956861617531,0.07191876021627852,0.21826394307772012,-0.04673090318627739,0.12853214184487732,0.011514788394335692,0.01568793689633941,COC(=O)C(C)c1cccc(F)c1,9,100.0,9,10.1021/jacs.6b13346
77,0.2688579153470866,0.2475685991216362,0.03506908529239367,-0.04848090468168145,0.04045126434265935,-0.04105002111543406,0.06977103919263619,-0.02085933803672598,-0.06386043466815143,0.3136425581525165,0.021125854593922504,0.008782092193627597,COC(=O)C(C)c1cccc(F)c1,12,0.0,9,10.1021/jacs.6b13346
78,-0.3766619236514549,-0.16956195986950176,-0.3820540292268615,-0.11240365794524816,-0.41822606989855265,0.368118689704953,-0.07643809173398068,0.07762195989014094,0.3144732519971019,0.2201764462344486,-0.003575483769501558,-0.19495235762470295,COc1cccc(F)c1,0,0.0,5,10.1021/jacs.6b13346
79,0.01720081891238258,-0.09786957423182105,0.21042932798220573,0.20638297851319756,0.4035459958091671,0.30687039316638665,0.07243061229257179,0.3602521165468026,-0.0879011385053361,0.11408077672018195,-0.10094366844568946,0.10993948289119009,COc1cccc(F)c1,3,0.0,5,10.1021/jacs.6b13346
80,-0.05916409310918278,-0.17418562699952858,0.30919059873302734,0.2459773252604194,0.12718204994143373,0.3099557025149829,0.07243061229257179,0.3914438439582282,0.04972871097526598,0.01896519041820508,0.3646990154670025,0.15556939057263894,COc1cccc(F)c1,4,0.0,5,10.1021/jacs.6b13346
81,-0.005583103097920072,-0.1181374999891807,0.16104869260679497,0.1994063179600993,0.5461964341443446,0.38979217021735424,0.07243061229257179,0.38893095543275524,-0.09294671832301683,0.12140493536515104,-0.33888492417190885,0.034071439868018215,COc1cccc(F)c1,5,100.0,5,10.1021/jacs.6b13346
82,0.1573570198687903,0.0877796018315479,0.2617481111624535,0.18993927728688753,0.13237398116962334,0.14954142069432333,0.07243061229257179,0.283399609142756,-0.19911589364631552,0.12450693196772622,0.28987641598797625,0.21781022087814836,COc1cccc(F)c1,8,0.0,5,10.1021/jacs.6b13346
83,-0.3329034996932562,-0.08700863974867339,-0.2851466389850143,-0.158785863864621,-0.18203575582927017,-0.06591783250818412,-0.07900506847840601,-0.1246057357312505,-0.3108818465825038,0.13879827345816176,-0.09806933089067285,-0.12152261517020052,CCOC(=O)c1ncccc1C,0,0.0,8,10.1021/jacs.7b04490
84,-0.10419649649907582,0.0008516795227797284,-0.3326733938514506,-0.109607599398839,-0.1877383688176096,0.1234634702991203,-0.10231980194751308,-0.010438828079903815,0.5023469005025079,0.11644420270309633,-0.1379507644665284,-0.15578715474045005,CCOC(=O)c1ncccc1C,1,0.0,8,10.1021/jacs.7b04490
85,-0.07526423897059599,-0.19492613751879706,-0.059563087961166626,0.2512547733849924,-0.005850548577589184,0.3102064520380138,0.07231435242398657,0.258220864988712,0.4111872651410493,-0.03791705680600034,-0.060972411821239636,-0.05911334962803959,CCOC(=O)c1ncccc1C,7,0.0,8,10.1021/jacs.7b04490
86,-0.07465494445978563,-0.1809550843998441,0.42767041671566824,0.34014426164334455,0.1603763643511707,0.36833673276845796,0.07227937157857157,0.33013734136057954,0.021448024098013496,-0.0765196811936022,0.23750957865751723,-0.028947400816310077,CCOC(=O)c1ncccc1C,8,100.0,8,10.1021/jacs.7b04490
87,0.032765524143083626,-0.07381884161900201,0.13045966420871624,0.24861155405173097,0.06062319386857646,0.36368151336262533,0.07221043873613607,0.28220299555919753,0.08038378835495646,-0.08023715331256134,0.053821444282236536,-0.09920895667665319,CCOC(=O)c1ncccc1C,9,0.0,8,10.1021/jacs.7b04490
88,-0.19498137860981982,-0.04612154280280557,-0.4059016739559421,-0.050512767162351827,-0.2594891561186565,0.2032236229292648,-0.08153500668062719,0.05683079887581152,-0.3121114416641235,0.3264813774242859,-0.13507642691151178,-0.10787134027587358,CCOC(=O)c1ncccc1C,11,0.0,8,10.1021/jacs.7b04490
89,-0.4120933226285787,-0.23544070143162857,-0.26087765777662125,-0.24107629433176955,-0.17531177932063113,-0.186517450932823,-0.07953492540160408,-0.21550848096224676,-0.31266263945933226,0.09315460916312737,-0.08666180371920065,-0.09032199276189747,CCOC(=O)c1ccc2c(ccn2C)c1,0,0.0,11,10.1021/jacs.7b04490
90,-0.09769735505043202,-0.022345420254339058,-0.2968597931098984,-0.27667884045324975,-0.16875803006537535,-0.08270714839807236,-0.10264286034340472,-0.18729831572985445,0.5447891307335869,-0.003524284950464779,-0.13139368191914674,-0.1976794043133464,CCOC(=O)c1ccc2c(ccn2C)c1,1,0.0,11,10.1021/jacs.7b04490
91,0.09960328563197787,0.06050592629291837,-0.04481631118523337,0.0074672378723516925,0.13467204909029745,0.04507698896905767,0.07243061229257179,0.026865600387533346,0.02857119560532747,0.002704327275340872,-0.1851078649785198,-0.04117098656187662,CCOC(=O)c1ccc2c(ccn2C)c1,6,0.0,11,10.1021/jacs.7b04490
