,C_spX,Buried_Volume_C_MMFF,Bmin_cc1_min,V_occ_avg,Local_Electrophilicity_C,L_ch1_avg,Buried_Volume_H_max,gas_charge_H_max,Bmax_2.0_avg,Bmax_2.0_min,Buried_Volume_H_max_MFF,gas_charge_C,Reactant_SMILES,Atom_nº,Selectivity,Reactive Atom,DOI
16,0.40476190476190477,0.033301655157643724,-0.11445312601466569,-0.32777459572035894,0.027737830552358164,-0.16955307746175394,-0.06505260716161247,0.2005329770347439,-0.1091236333065603,-0.03222658199063555,-0.0691932482115729,0.04543064869785981,Cc1cc2c(Cl)ccnc2[nH]1,6,100.0,6,10.1021/ja412563e
17,0.40476190476190477,-0.07634087182397609,-0.11445312601466569,-0.32771235644070135,0.16644179954199326,-0.16955307746175394,-0.19704638266682045,0.4997620165464688,-0.3260334593005831,-0.24913640798465833,-0.2100067131584398,0.402425332997095,Cc1cc2c(Cl)ccnc2[nH]1,7,0.0,6,10.1021/ja412563e
18,-0.5952380952380952,-0.24603030410744497,0.02218978178030483,-0.06905055871138954,-0.2607933904807588,0.07799589312648128,-0.031654488559867265,-0.452534803241517,0.15608861046819825,0.07206277094263545,-0.030370974657931295,-0.10438135700679453,CCN(CC)C(=O)c1cc2ccccc2[nH]1,0,0.0,13,10.1021/ja0631652
19,-0.5952380952380952,0.07300693781652111,0.02218978178030483,-0.06906557580478524,-0.3211287743182914,-0.09234719510881272,0.05645276689348404,-0.06287852312587291,-0.05188805007615439,-0.04529374932179725,0.0989233479236952,0.3196430174259813,CCN(CC)C(=O)c1cc2ccccc2[nH]1,1,0.0,13,10.1021/ja0631652
20,0.40476190476190477,0.20318298954151792,0.02540313887250983,-0.06907528712406874,0.19989591599939613,-0.16955307746175394,0.20945953422212424,0.1987661925824471,0.16110264166000154,0.23799969297592635,0.2717789440767126,0.050227744510124815,CCN(CC)C(=O)c1cc2ccccc2[nH]1,8,0.0,13,10.1021/ja0631652
21,0.40476190476190477,0.020256002755084716,-0.10458486047290888,-0.06898765421831095,0.2343612400071488,-0.16955307746175394,-0.10938616685311246,0.1600575514003075,0.21374280958632905,0.29063986090225374,-0.1085150311303809,-0.13938719131251223,CCN(CC)C(=O)c1cc2ccccc2[nH]1,10,0.0,13,10.1021/ja0631652
22,0.40476190476190477,-0.05235495448580588,-0.10989515012507169,-0.06910167657864355,0.017288685865411168,-0.16955307746175394,-0.17320639731269047,0.1489749943813548,-0.327844874963041,-0.25094782364711615,-0.18680868685432728,-0.19578547991616835,CCN(CC)C(=O)c1cc2ccccc2[nH]1,11,0.0,13,10.1021/ja0631652
23,0.40476190476190477,-0.05187150880978448,-0.10989515012507169,-0.06906781841050985,0.17006529326407974,-0.16955307746175394,-0.17233999191585767,0.1499386949916986,-0.327844874963041,-0.25094782364711615,-0.18550793404046678,-0.18696919572065432,CCN(CC)C(=O)c1cc2ccccc2[nH]1,12,0.0,13,10.1021/ja0631652
24,0.40476190476190477,0.0019662564164477188,-0.10458486047290888,-0.06906134552542545,0.19205905748418592,-0.00778837157940092,-0.12853862227155224,0.1843106834272913,0.02274197123461802,0.09963902255054276,-0.1311526941365146,-0.043250798209958106,CCN(CC)C(=O)c1cc2ccccc2[nH]1,13,100.0,13,10.1021/ja0631652
25,-0.5952380952380952,-0.3231214373078001,0.021071993537309732,-0.14116629788001214,-0.2586867080841968,0.13927045195001078,-0.18887620106228867,-0.4257118029202835,0.10971176177468293,-0.25064304120258496,-0.0866456490260012,0.005173939246284601,CCOC(=O)c1c(C)[nH]c2ccccc12,0,0.0,10,10.1021/ja0631652
26,-0.5952380952380952,-0.07566367883504549,-0.025179620187075077,-0.14117152398784635,-0.2848938370974268,-0.07396484216763631,-0.018847867264176067,0.2790745767777569,0.16378872694148935,0.23792921703534045,0.018400916910502604,0.7788028774026441,CCOC(=O)c1c(C)[nH]c2ccccc12,1,0.0,10,10.1021/ja0631652
27,-0.5952380952380952,-0.23221150766575277,-0.004719413266697575,-0.14117110972320093,-0.40885102931112866,0.05348618724412838,-0.021104353064281267,-0.3773661556347069,-0.2058685407998887,-0.25064304120258496,-0.049243300571310794,0.05042222136737881,CCOC(=O)c1c(C)[nH]c2ccccc12,7,0.0,10,10.1021/ja0631652
28,0.40476190476190477,0.0028150541682407187,-0.12294131627958929,-0.14110107111493103,0.20318234053803272,-0.16955307746175394,-0.12794469817888304,0.1843106834272913,-0.13125651845237601,-0.05435946713645115,-0.1297505181013004,-0.04318597259087341,CCOC(=O)c1c(C)[nH]c2ccccc12,10,100.0,10,10.1021/ja0631652
29,0.40476190476190477,-0.05265572412394118,-0.12294131627958929,-0.14109957737221923,0.04922599099728946,-0.16955307746175394,-0.17259970065888866,0.1499386949916986,-0.327844874963041,-0.25094782364711615,-0.18648413254599558,-0.18696919572065432,CCOC(=O)c1c(C)[nH]c2ccccc12,11,0.0,10,10.1021/ja0631652
30,0.40476190476190477,-0.04650932127345698,-0.12294131627958929,-0.14111750228476064,0.06068634323458616,-0.16955307746175394,-0.17245068744567416,0.1489749943813548,-0.3260334593005831,-0.24913640798465833,-0.18704449584397448,-0.19559100305891444,CCOC(=O)c1c(C)[nH]c2ccccc12,12,0.0,10,10.1021/ja0631652
31,0.40476190476190477,0.11121944355974492,-0.08247592725836989,-0.14109658988679563,0.16012175235230763,0.2642704519500107,0.060716673551607335,0.1605394017054794,0.060021423938142325,0.13691847525406706,0.0874067411389888,-0.13381218807123121,CCOC(=O)c1c(C)[nH]c2ccccc12,13,0.0,10,10.1021/ja0631652
32,-0.5952380952380952,-0.4030929472267398,0.020984261479197432,-0.28788353138884365,-0.2760457710318669,-0.07396484216763631,-0.23536619482502136,-0.4257118029202835,0.09614790305294534,-0.25064304120258496,-0.25864675453911407,0.005173939246284601,CCOC(=O)c1cccc(F)c1,0,0.0,8,10.1021/jacs.6b13346
33,-0.5952380952380952,-0.08932194178889859,0.019906929988388833,-0.28787050196908304,-0.3171682114127551,-0.16587660687351863,-0.023944119156111665,0.2790745767777569,-0.04944915055676669,-0.25064304120258496,-0.005048131866460097,0.7788028774026441,CCOC(=O)c1cccc(F)c1,1,0.0,8,10.1021/jacs.6b13346
34,0.40476190476190477,0.10061316208733921,-0.05373345039599558,-0.28779855535345583,0.12599349752800496,0.2863292754794226,0.051988756777615636,0.1631092699997294,0.08980154860296163,0.16669859991888636,0.0783826100190483,-0.10477031072130252,CCOC(=O)c1cccc(F)c1,6,0.0,8,10.1021/jacs.6b13346
35,0.40476190476190477,-0.04812203700186378,-0.12294131627958929,-0.28792054434158465,0.08150036531261776,-0.16955307746175394,-0.17473058960785587,0.1507417788336516,-0.327844874963041,-0.25094782364711615,-0.1893620164519052,-0.17620814295260043,CCOC(=O)c1cccc(F)c1,7,0.0,8,10.1021/jacs.6b13346
36,0.40476190476190477,0.007477906165590919,-0.12294131627958929,-0.2879300047120926,0.43011416829567983,-0.16955307746175394,-0.11634082638985167,0.1982843422772752,-0.327844874963041,-0.25094782364711615,-0.1172146079419899,0.032724827357266006,CCOC(=O)c1cccc(F)c1,8,100.0,8,10.1021/jacs.6b13346
37,0.40476190476190477,0.15196911649582862,-0.10701453845534438,-0.28791357354226293,0.15245342842882234,-0.07396484216763631,0.06149792854088894,0.2129004682008215,0.16643353460056814,0.24333058591649295,0.0941387074563371,0.12678680064911102,CCOC(=O)c1cccc(F)c1,11,0.0,8,10.1021/jacs.6b13346
38,0.40476190476190477,0.006488872263501619,-0.10994788027398888,-0.39283854284585024,0.48699459300285103,-0.16955307746175394,-0.11604279996342266,0.1982843422772752,-0.3260334593005831,-0.24913640798465833,-0.11700669033821501,0.03259517611909671,Fc1cccc(C(F)(F)F)c1,2,100.0,2,10.1021/jacs.6b13346
39,0.40476190476190477,-0.04706842066213808,-0.10989515012507169,-0.39282709081839323,0.19172198830073603,-0.16955307746175394,-0.17449642598709025,0.150581162065261,-0.327844874963041,-0.25094782364711615,-0.18889039847261088,-0.17789360904880164,Fc1cccc(C(F)(F)F)c1,3,0.0,2,10.1021/jacs.6b13346
40,0.40476190476190477,0.11287459917574151,-0.09495842630377238,-0.39282958038957955,0.12877431829146666,-0.09602366569704801,0.028955571535032733,0.1587726172531826,-0.07589586722588659,0.0010011840900381488,0.0477274413649092,-0.11987467996802882,Fc1cccc(C(F)(F)F)c1,4,0.0,2,10.1021/jacs.6b13346
41,0.40476190476190477,0.17588860618385863,-0.03275594253193028,-0.39282410333296974,0.2504562935168816,-0.08867072452057741,0.08240022483450463,0.2084031986858841,-0.09779700572030929,-0.02089995440438445,0.1190938910704013,0.11168243140238472,Fc1cccc(C(F)(F)F)c1,10,0.0,2,10.1021/jacs.6b13346
42,-0.5952380952380952,-0.15375491721251328,0.22160293158847624,-0.22173247416754374,-0.3243309315610654,0.07799589312648128,0.14208001672690854,-0.1997240097946812,-0.06886851200154749,-0.048008392958323855,0.13328553531831022,0.21618132936686024,CN(C)S(=O)(=O)c1cccc(F)c1,0,0.0,9,10.1021/jacs.6b13346
43,0.40476190476190477,0.15840521770942492,-0.025572368882458476,-0.22173230686835996,0.09633140938441344,0.09515280489118728,0.09048312727129643,0.1714613419560416,0.05694160133592422,0.13383865265184897,0.112493774940813,-0.06866244089114572,CN(C)S(=O)(=O)c1cccc(F)c1,7,0.0,9,10.1021/jacs.6b13346
44,0.40476190476190477,-0.04128736988742558,-0.11445312601466569,-0.22180350860428816,0.17116076811029193,-0.16955307746175394,-0.17576090953922466,0.1510630123704329,-0.327844874963041,-0.25094782364711615,-0.1888168666371295,-0.17303168761745194,CN(C)S(=O)(=O)c1cccc(F)c1,8,0.0,9,10.1021/jacs.6b13346
45,0.40476190476190477,0.00823075286718142,-0.11445312601466569,-0.22177263792157795,0.5378920397037866,-0.16955307746175394,-0.11519981092866646,0.1982843422772752,-0.327844874963041,-0.25094782364711615,-0.1160457053158892,0.03298412983360471,CN(C)S(=O)(=O)c1cccc(F)c1,9,100.0,9,10.1021/jacs.6b13346
46,0.40476190476190477,0.22969500279752464,-0.05611676221300378,-0.22173280478259724,0.24261943500167132,-0.02984719510881272,0.18513632030514154,0.2212525401571338,0.09200502168291223,0.16890207299883694,0.2176011948101292,0.16276501924109854,CN(C)S(=O)(=O)c1cccc(F)c1,12,0.0,9,10.1021/jacs.6b13346
47,-0.5952380952380952,-0.24891990688854929,0.033092194639188034,-0.15677292173269325,-0.24579381181723808,0.07554501077354009,0.09180934486890532,-0.452534803241517,-0.04771189062293889,-0.24903697371207234,0.029418014330042305,-0.10438135700679453,CCN(CC)C(=O)c1cccc(F)c1,0,0.0,10,10.1021/jacs.6b13346
48,-0.5952380952380952,0.13444144292130153,0.033092194639188034,-0.15667184514252944,-0.2762985729194543,0.18706456959706957,0.30064071938807185,-0.06287852312587291,0.02860851332179382,0.04725515986103375,0.3492738919324987,0.31925406371147325,CCN(CC)C(=O)c1cccc(F)c1,1,0.0,10,10.1021/jacs.6b13346
49,0.40476190476190477,0.19125553591632133,-0.10270748534335639,-0.15671366993845925,0.05723138410422476,0.16868221665589317,0.08592119418674413,0.1621455693893856,0.08682659996000343,0.16372365127592825,0.1877447340241499,-0.11624444529928783,CCN(CC)C(=O)c1cccc(F)c1,8,0.0,10,10.1021/jacs.6b13346
50,0.40476190476190477,-0.022696853910653084,-0.10458486047290888,-0.15687997329370415,0.18750862350761222,-0.16955307746175394,-0.17061569616294717,0.1507417788336516,-0.3260334593005831,-0.24913640798465833,-0.1785984770857497,-0.17659709666710832,CCN(CC)C(=O)c1cccc(F)c1,9,0.0,10,10.1021/jacs.6b13346
51,0.40476190476190477,0.00946704524479302,-0.10833824702126599,-0.15673956147879683,0.30523003582749086,-0.16955307746175394,-0.11672400322383186,0.1982843422772752,-0.3260334593005831,-0.24913640798465833,-0.1150416154244881,0.032724827357266006,CCN(CC)C(=O)c1cccc(F)c1,10,100.0,10,10.1021/jacs.6b13346
52,0.40476190476190477,0.18364772476274982,0.040053028866509535,-0.15684462138285873,0.17234051025236666,-0.07396484216763631,0.12489879324327763,0.2117761508220871,0.08259204387043423,0.15948909518635906,0.112301070820241,0.11531266607112572,CCN(CC)C(=O)c1cccc(F)c1,13,0.0,10,10.1021/jacs.6b13346
53,0.40476190476190477,0.006092151575163519,-0.10989515012507169,-0.24736144640284993,0.3144994383723632,-0.16955307746175394,-0.11706034733365878,0.1982843422772752,-0.327844874963041,-0.25094782364711615,-0.1170219038214179,0.032660001738181406,Fc1cccc(-c2ccccc2)c1,2,100.0,2,10.1021/jacs.6b13346
54,0.40476190476190477,-0.04749835517554628,-0.10989515012507169,-0.24730020295166694,0.05782125517526206,-0.16955307746175394,-0.17511589520202486,0.1507417788336516,-0.327844874963041,-0.25094782364711615,-0.18893350334168618,-0.17776395781063223,Fc1cccc(-c2ccccc2)c1,3,0.0,2,10.1021/jacs.6b13346
55,0.40476190476190477,0.10904947365516092,-0.10597311801422939,-0.24731812786420834,0.00616540281156437,0.06574104018530488,0.031510083761566936,0.1592544675583545,0.14734887387702583,0.22424592519295067,0.042869269062069504,-0.14820347550802632,Fc1cccc(-c2ccccc2)c1,4,0.0,2,10.1021/jacs.6b13346
56,0.40476190476190477,0.10878007262959191,-0.10454894942321528,-0.24734302357607135,0.032119729937206964,0.06574104018530488,0.031844299111205135,0.1590938507899639,0.14762325807249624,0.22452030938842096,0.042293692280887606,-0.14949998788971952,Fc1cccc(-c2ccccc2)c1,7,0.0,2,10.1021/jacs.6b13346
57,0.40476190476190477,-0.04799287212659088,-0.10989515012507169,-0.24735397768929104,0.018721229895073268,-0.16955307746175394,-0.17553738971940294,0.1489749943813548,-0.327844874963041,-0.25094782364711615,-0.1879015220644128,-0.19662821296426905,Fc1cccc(-c2ccccc2)c1,8,0.0,2,10.1021/jacs.6b13346
58,0.40476190476190477,-0.05587008430573158,-0.10989515012507169,-0.24731314872183574,0.277084759009424,-0.16955307746175394,-0.17648043048303175,0.1486537608445735,-0.327844874963041,-0.25094782364711615,-0.18930369809962688,-0.20038809887117945,Fc1cccc(-c2ccccc2)c1,9,0.0,2,10.1021/jacs.6b13346
59,0.40476190476190477,0.17020535167185263,-0.04330106317487448,-0.24723298452963685,0.07138828980912065,0.05838809900883428,0.08777960183154783,0.208885048991056,0.15021590873581794,0.22711296005174275,0.111918198159631,0.08341846148147192,Fc1cccc(-c2ccccc2)c1,12,0.0,2,10.1021/jacs.6b13346
60,0.40476190476190477,0.006306196225615719,-0.11445312601466569,-0.07971322480313114,0.2130416141539424,-0.16955307746175394,-0.11727109459234797,0.1982843422772752,-0.327844874963041,-0.25094782364711615,-0.1175087352839155,0.032660001738181406,Fc1cccc(-c2ccc3ccccc3c2)c1,2,100.0,2,10.1021/jacs.6b13346
61,0.40476190476190477,-0.04733782168770708,-0.12294131627958929,-0.07966990626448954,0.025209811676483864,-0.16955307746175394,-0.17480509621446305,0.1507417788336516,-0.327844874963041,-0.25094782364711615,-0.18918452581453649,-0.17776395781063223,Fc1cccc(-c2ccc3ccccc3c2)c1,3,0.0,2,10.1021/jacs.6b13346
62,0.40476190476190477,0.10926351830561311,-0.12294131627958929,-0.07965945006550705,-0.03571544323208592,0.11721162842059889,0.03414974639565214,0.1592544675583545,0.3306158376999098,0.40751288901583455,0.041999564938962,-0.14820347550802632,Fc1cccc(-c2ccc3ccccc3c2)c1,4,0.0,2,10.1021/jacs.6b13346
63,0.40476190476190477,0.11181175677349621,-0.10454894942321528,-0.07965795632279535,-0.06647300622188962,0.08044692253824609,0.03408801235017754,0.1595757010951358,0.14526491391311974,0.22216196522904455,0.0418499656874653,-0.14535114826830112,Fc1cccc(-c2ccc3ccccc3c2)c1,7,0.0,2,10.1021/jacs.6b13346
64,0.40476190476190477,0.05142902279593772,-0.10989515012507169,-0.07966044589398154,0.15312756679572215,-0.16955307746175394,-0.07904920540283077,0.1595757010951358,-0.1290272068607236,-0.05213015554479885,-0.0740209935480063,-0.14554562512555513,Fc1cccc(-c2ccc3ccccc3c2)c1,8,0.0,2,10.1021/jacs.6b13346
65,0.40476190476190477,0.04426221743079792,-0.10637268526335199,-0.07972965597296075,0.15034674603226045,-0.16955307746175394,-0.07947069992020887,0.1590938507899639,-0.1290272068607236,-0.05213015554479885,-0.0745965703291883,-0.14949998788971952,Fc1cccc(-c2ccc3ccccc3c2)c1,10,0.0,2,10.1021/jacs.6b13346
66,0.40476190476190477,-0.05234388321078248,-0.11208481501588399,-0.07970326651838594,0.16896981841786754,-0.16955307746175394,-0.17523936329297385,0.1489749943813548,-0.327844874963041,-0.25094782364711615,-0.18852020371467,-0.19649856172609967,Fc1cccc(-c2ccc3ccccc3c2)c1,11,0.0,2,10.1021/jacs.6b13346
67,0.40476190476190477,-0.052452750748512376,-0.11208481501588399,-0.07958675458686715,0.03380507585445647,-0.16955307746175394,-0.17574813697809205,0.1489749943813548,-0.327844874963041,-0.25094782364711615,-0.1891109939790551,-0.19649856172609967,Fc1cccc(-c2ccc3ccccc3c2)c1,12,0.0,2,10.1021/jacs.6b13346
68,0.40476190476190477,0.04430465731838752,-0.10989515012507169,-0.07978791193872024,0.18919396942486172,0.16132927547942258,-0.07823176149033977,0.1590938507899639,0.3446134314385105,0.42151048275443515,-0.073993102162134,-0.14937033665155022,Fc1cccc(-c2ccc3ccccc3c2)c1,13,0.0,2,10.1021/jacs.6b13346
69,0.40476190476190477,0.20752477456319002,0.029311533875873732,-0.07966293546516795,0.24742267086583242,0.14662339312648126,0.12906264817252835,0.1696945575037448,0.14879143078574794,0.22568848210167275,0.16230018336705412,-0.09841740005100563,Fc1cccc(-c2ccc3ccccc3c2)c1,15,0.0,2,10.1021/jacs.6b13346
70,0.40476190476190477,0.16991380809623674,-0.04679898124313268,-0.07965247926618535,0.00785074872881387,0.3157410401853049,0.08833946576119653,0.208885048991056,0.24263258553523434,0.31952963685115915,0.1105160221244169,0.08341846148147192,Fc1cccc(-c2ccc3ccccc3c2)c1,16,0.0,2,10.1021/jacs.6b13346
71,-0.5952380952380952,-0.3764960541955539,-0.10579947217900189,-0.22800801791478653,-0.3620826801074546,-0.015141312755871519,-0.17171839394073435,0.2243042587565555,-0.01834918191496049,-0.25064304120258496,-0.17564452576382478,0.7255810441341364,COC(=O)C(C)c1cccc(F)c1,0,0.0,9,10.1021/jacs.6b13346
72,-0.5952380952380952,0.321669620054321,0.05655711090734823,-0.22791241838123255,-0.20576684628256206,-0.11808248922645981,0.20276458342841594,-0.09789297863502801,0.00972120123097022,0.08661825254689495,0.27996126245941794,0.7159868525096065,COC(=O)C(C)c1cccc(F)c1,4,0.0,9,10.1021/jacs.6b13346
73,-0.5952380952380952,-0.17892177055317826,0.05655711090734823,-0.22802826509933036,-0.2818602144463777,-0.01759234216763622,0.029042850702772634,-0.4621718093449542,0.12174530864238334,0.15948909518635906,0.0356200443158177,-0.10658542805567313,COC(=O)C(C)c1cccc(F)c1,5,0.0,9,10.1021/jacs.6b13346
74,0.40476190476190477,0.18730124552046784,-0.08352825738546768,-0.22796270771919575,0.04265314192001637,-0.16220013628528332,-0.020757365153510267,0.1537934974330735,0.09800315619036452,0.17490020750628935,0.19819893256517682,-0.17283721076019792,COC(=O)C(C)c1cccc(F)c1,7,0.0,9,10.1021/jacs.6b13346
75,0.40476190476190477,-0.037965987380409176,-0.10994788027398888,-0.22797366183241544,0.08259584015882995,-0.16955307746175394,-0.17490514794333575,0.1504205452968703,-0.327844874963041,-0.25094782364711615,-0.18804858573537558,-0.17983837762134142,COC(=O)C(C)c1cccc(F)c1,8,0.0,9,10.1021/jacs.6b13346
76,0.40476190476190477,0.006415063763345819,-0.10994788027398888,-0.22799108883071956,0.29115739741845736,-0.16955307746175394,-0.11738179012216438,0.1982843422772752,-0.327844874963041,-0.25094782364711615,-0.11704979520729031,0.032530350500012004,COC(=O)C(C)c1cccc(F)c1,9,100.0,9,10.1021/jacs.6b13346
77,0.40476190476190477,0.16662563941429062,0.17734642668820896,-0.22798113054597444,0.03506908529239357,0.03632927547942248,0.24756859912163615,0.203424078865775,0.09666939301512344,0.17356644433104826,0.07129566242696239,0.05878472622930032,COC(=O)C(C)c1cccc(F)c1,12,0.0,9,10.1021/jacs.6b13346
78,-0.5952380952380952,-0.3669655316129207,-0.10784958400328329,-0.42428996085580656,-0.38205402922686144,-0.14014131275587152,-0.16956195986950176,0.2223768575358682,-0.04675210590653859,-0.24903697371207234,-0.17589554823667508,0.7054851022178911,COc1cccc(F)c1,0,0.0,5,10.1021/jacs.6b13346
79,0.40476190476190477,0.028507793072516618,-0.041590515326809976,-0.42428481441425014,0.21042932798220562,-0.059258959814695124,-0.09786957423182106,0.2116155340536966,-0.1695955901218478,-0.09269853880592295,-0.0947392220900222,0.07486147976229651,COc1cccc(F)c1,3,0.0,5,10.1021/jacs.6b13346
80,0.40476190476190477,-0.05370934046366688,-0.11705235870008489,-0.42432763503865456,0.3091905987330272,-0.16955307746175394,-0.17418562699952855,0.1525085632859484,-0.3260334593005831,-0.24913640798465833,-0.1894507617705897,-0.15792731837072563,COc1cccc(F)c1,4,0.0,5,10.1021/jacs.6b13346
81,0.40476190476190477,0.006005426587480419,-0.11705235870008489,-0.42428929564238554,0.16104869260679486,-0.16955307746175394,-0.11813749998918077,0.1982843422772752,-0.3287664218819384,-0.25186937056601366,-0.1171106491401024,0.034150990977128606,COc1cccc(F)c1,5,100.0,5,10.1021/jacs.6b13346
82,0.40476190476190477,0.16542256086174914,-0.12294131627958929,-0.4243649786064491,0.2617481111624534,-0.16955307746175394,0.08777960183154783,0.26172796579157,-0.030258095961511387,0.04663895535441325,0.1233181682397807,0.30589998618003283,COc1cccc(F)c1,8,0.0,5,10.1021/jacs.6b13346
83,-0.5952380952380952,-0.327193821303903,0.010949623226201927,-0.26675951987308316,-0.2851466389850143,0.06819206959706958,-0.08700863974867337,-0.4257118029202835,0.09189958775590643,-0.25064304120258496,-0.0880351471585462,0.005173939246284601,CCOC(=O)c1ncccc1C,0,0.0,8,10.1021/jacs.7b04490
84,-0.5952380952380952,-0.09709028643030929,-0.06335624800313779,-0.26673951965400083,-0.3326733938514506,-0.09234719510881272,0.0008516795227796349,0.2790745767777569,-0.0769434068876021,-0.24903697371207234,0.017029167841694604,0.7791918311171521,CCOC(=O)c1ncccc1C,1,0.0,8,10.1021/jacs.7b04490
