,Bmax_2.0_avg,Bmax_2.0_min,Bmax_4.0_min,Bmax_4.5_min,Bmin_2.0_avg,Bmin_3.0_avg,Bmin_3.5_avg,Bmin_4.0_avg,Bmin_4.0_min,Bmin_4.5_min,S_bur_2.0_avg,V_occ_avg,Reactant_SMILES,Atom_nº,Selectivity,Reactive Atom,DOI
27,-0.16628897790693983,-0.10072185736343127,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.07900656761695563,-0.3306819296099482,C1CC2CCC1C2,6,0.0,0,10.1021/ja00199a039
28,-0.16577823238668216,-0.11124954070967039,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.051342168806885136,-0.3084639223505817,C1CC2CCC1CC2,0,19.444444444444443,2,10.1021/ja00199a039
29,-0.2984400859342352,-0.23286388455311016,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,0.1982114153157171,-0.3084430098790454,C1CC2CCC1CC2,2,80.55555555555556,2,10.1021/ja00199a039
30,-0.16932894308605526,-0.10378044857879405,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.00952217650416167,-0.2760686110634079,C1C2CC3CC1CC(C2)C3,0,93.02325581395348,0,10.1021/ja00199a039
31,-0.2984400859342352,-0.23286388455311016,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,0.20457605909158905,-0.2760334589912529,C1C2CC3CC1CC(C2)C3,1,6.976744186046512,0,10.1021/ja00199a039
32,-0.09306492144724472,-0.2320238038822509,-0.1136673604570467,-0.09072852212253904,-0.05453594343063429,-0.036182647443203736,-0.01890885134869379,-0.010738935014137488,-0.008671578151964034,-0.007199076292177162,-0.412145311746552,-0.3141909520555979,CCc1ccccc1,0,0.0,1,10.1021/ja00199a039
33,-0.1668163888280505,-0.10128574642201257,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.09325444802849575,-0.3141785033592083,CCc1ccccc1,1,100.0,1,10.1021/ja00199a039
34,-0.0925469009377602,-0.026970699556635152,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.11920537020544605,-0.3142150511894635,CCc1ccccc1,3,0.0,1,10.1021/ja00199a039
35,-0.29883247099146926,-0.23325626961034418,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.17708463794911802,-0.3141895578908288,CCc1ccccc1,4,0.0,1,10.1021/ja00199a039
36,-0.29883247099146926,-0.23325626961034418,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.17839968322420366,-0.31417501874395115,CCc1ccccc1,5,0.0,1,10.1021/ja00199a039
37,-0.05022302584715823,-0.10114004025480298,-0.1136673604570467,-0.09072852212253904,-0.05453594343063429,-0.03177302926634797,-0.022155061390330234,-0.012000970660636203,-0.008671578151964034,-0.007199076292177162,-0.3373198541903127,-0.29018197364723164,CC(C)c1ccccc1,0,0.0,1,10.1021/ja00199a039
38,-0.07562238663874309,-0.010046185257618039,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.038806449404195906,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,0.21102488045889056,-0.29017487057689956,CC(C)c1ccccc1,1,100.0,1,10.1021/ja00199a039
39,-0.09417071980972204,-0.02859451842859699,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03283334265478915,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.054550187559392976,-0.2901790530712067,CC(C)c1ccccc1,4,0.0,1,10.1021/ja00199a039
40,-0.29883247099146926,-0.23325626961034418,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.1767563661356899,-0.29018024806958026,CC(C)c1ccccc1,5,0.0,1,10.1021/ja00199a039
41,-0.29883247099146926,-0.23325626961034418,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.17909445158689627,-0.2901702897498011,CC(C)c1ccccc1,6,0.0,1,10.1021/ja00199a039
42,-0.034799893899285526,-0.23305969011421512,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03558905422076721,-0.008925271496084401,-0.01100300703399242,-0.008671578151964034,-0.007199076292177162,-0.4166803838167269,-0.26315270376974376,COc1ccc(C(C)O)cc1,0,0.0,6,10.1016/S0040-4039(00)78488-7
43,-0.10689405681941874,-0.041317855438293694,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.037454975542204054,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.0817768906182261,-0.2631414182051044,COc1ccc(C(C)O)cc1,3,0.0,6,10.1016/S0040-4039(00)78488-7
44,-0.09233979592530295,-0.02676359454417791,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03784302961650802,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.06022740988462783,-0.2631456006994117,COc1ccc(C(C)O)cc1,4,0.0,6,10.1016/S0040-4039(00)78488-7
45,-0.08389967331748452,-0.018323471936359477,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,0.14851056026164547,-0.26315177485767477,COc1ccc(C(C)O)cc1,6,97.0873786407767,6,10.1016/S0040-4039(00)78488-7
46,-0.025856145973431388,-0.23305969011421512,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03895178980532582,-0.019323863310655953,-0.014401358943224331,-0.008671578151964034,-0.007199076292177162,-0.3652142078821992,-0.2631446048674338,COc1ccc(C(C)O)cc1,7,2.912621359223301,6,10.1016/S0040-4039(00)78488-7
47,-0.21170941862475529,-0.23305969011421512,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.4080221692525516,-0.27682275541695206,Cc1ccc(C(C)O)cc1,0,0.0,5,10.1016/S0040-4039(00)78488-7
48,-0.17344813485848615,-0.10787193347736111,-0.1136673604570467,-0.09072852212253904,-0.04917450049592291,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.1287570143274026,-0.27684048122615906,Cc1ccc(C(C)O)cc1,2,0.0,5,10.1016/S0040-4039(00)78488-7
49,-0.12094778813559531,-0.05537158675447027,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.12589793924229067,-0.2768301245735887,Cc1ccc(C(C)O)cc1,3,0.0,5,10.1016/S0040-4039(00)78488-7
50,-0.08425067864876172,-0.01867447726763667,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,0.14922435435414258,-0.2768219587513698,Cc1ccc(C(C)O)cc1,5,98.01980198019803,5,10.1016/S0040-4039(00)78488-7
51,-0.055905927538010186,-0.23305969011421512,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03659588426027773,-0.01966924743590992,-0.01199862595901707,-0.008671578151964034,-0.007199076292177162,-0.36528433277156014,-0.2768260743257681,Cc1ccc(C(C)O)cc1,6,1.9801980198019802,5,10.1016/S0040-4039(00)78488-7
52,-0.05536401823411418,-0.11560142894602313,-0.1136673604570467,-0.09072852212253904,-0.05453594343063429,-0.03567227718973104,-0.016159804097941412,-0.010940579353382985,-0.008671578151964034,-0.007199076292177162,-0.3661788019867078,-0.30102804497145524,CC(O)c1ccccc1,0,1.9607843137254901,1,10.1016/S0040-4039(00)78488-7
53,-0.16255850789929543,-0.0969823065181704,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,0.14787061649740565,-0.3010306341345978,CC(O)c1ccccc1,1,98.03921568627452,1,10.1016/S0040-4039(00)78488-7
54,-0.0925469009377602,-0.026970699556635152,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03753316196261388,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.07775164919289113,-0.30103939745600344,CC(O)c1ccccc1,4,0.0,1,10.1016/S0040-4039(00)78488-7
55,-0.29883247099146926,-0.23325626961034418,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.17736740742514515,-0.30102346414435677,CC(O)c1ccccc1,5,0.0,1,10.1016/S0040-4039(00)78488-7
56,-0.29883247099146926,-0.23325626961034418,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.17896504890003012,-0.30102346414435677,CC(O)c1ccccc1,6,0.0,1,10.1016/S0040-4039(00)78488-7
57,-0.03461451066317217,-0.117609945120646,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.035512066978584535,-0.016149284784481896,-0.011971661890397034,-0.008671578151964034,-0.007199076292177162,-0.36625310283315693,-0.29219202783137366,CC(O)c1ccc(F)cc1,0,1.9801980198019802,1,10.1016/S0040-4039(00)78488-7
58,-0.16456269003778315,-0.09898648865665811,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,0.1465403575695255,-0.29217748868449606,CC(O)c1ccc(F)cc1,1,98.01980198019803,1,10.1016/S0040-4039(00)78488-7
59,-0.09148722910272103,-0.025911027721595987,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.11281338344083881,-0.292190434500209,CC(O)c1ccc(F)cc1,4,0.0,1,10.1016/S0040-4039(00)78488-7
60,-0.2976641386790422,-0.23208793729791716,-0.1136673604570467,-0.09072852212253904,-0.04917450049592291,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.15775875906306724,-0.29221134697174533,CC(O)c1ccc(F)cc1,5,0.0,1,10.1016/S0040-4039(00)78488-7
61,-0.012499265752981678,-0.1177700464793044,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03297916272720992,-0.017391315152237095,-0.014162199378072693,-0.008671578151964034,-0.007199076292177162,-0.36680136614530673,-0.27779528492658845,CC(O)c1ccc(Cl)cc1,0,2.912621359223301,1,10.1016/S0040-4039(00)78488-7
62,-0.16456269003778315,-0.09898648865665811,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,0.14636046218989984,-0.27779448826100617,CC(O)c1ccc(Cl)cc1,1,97.0873786407767,1,10.1016/S0040-4039(00)78488-7
63,-0.0924692494570058,-0.026893048075880756,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.11459265305762675,-0.2777817416116888,CC(O)c1ccc(Cl)cc1,4,0.0,1,10.1016/S0040-4039(00)78488-7
64,-0.15473072268256888,-0.08915452130144381,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.1372153547628954,-0.27781798989568507,CC(O)c1ccc(Cl)cc1,5,0.0,1,10.1016/S0040-4039(00)78488-7
65,-0.01516144744898496,-0.15495179407824838,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03448413140227627,-0.017975637968928544,-0.012473428036891644,-0.008671578151964034,-0.007199076292177162,-0.36806870847489925,-0.27178092503265355,CC(O)c1ccc(Br)cc1,0,2.9411764705882355,1,10.1016/S0040-4039(00)78488-7
66,-0.16188337857991247,-0.09630717719878742,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,0.1495156663481966,-0.2717918122645017,CC(O)c1ccc(Br)cc1,1,97.05882352941177,1,10.1016/S0040-4039(00)78488-7
67,-0.09038050201821478,-0.024804300637089726,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03897889123325929,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.07666801431993446,-0.2717896214341503,CC(O)c1ccc(Br)cc1,4,0.0,1,10.1016/S0040-4039(00)78488-7
68,-0.13600211424663583,-0.07042591286551077,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.13589836879405917,-0.2717828497767004,CC(O)c1ccc(Br)cc1,5,0.0,1,10.1016/S0040-4039(00)78488-7
69,0.00846580852001473,-0.11560142894602313,-0.1136673604570467,-0.09072852212253904,-0.05453594343063429,-0.038116682087942395,-0.018828453738681812,-0.010100003822923554,-0.008671578151964034,-0.007199076292177162,-0.36557171139524475,-0.27269835077729093,CC(O)c1ccc(C#N)cc1,0,1.9801980198019802,1,10.1016/S0040-4039(00)78488-7
70,-0.16584453282041597,-0.10026833143929094,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,0.14608848782286005,-0.2726984176971998,CC(O)c1ccc(C#N)cc1,1,98.01980198019803,1,10.1016/S0040-4039(00)78488-7
71,-0.09120365930987971,-0.025627457928754663,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.11065852027283052,-0.27267172940019163,CC(O)c1ccc(C#N)cc1,4,0.0,1,10.1016/S0040-4039(00)78488-7
72,-0.1099859788364874,-0.04440977745536236,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.13292507001962978,-0.27271813517036264,CC(O)c1ccc(C#N)cc1,5,0.0,1,10.1016/S0040-4039(00)78488-7
73,-0.29883247099146926,-0.23325626961034418,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.17861962274005702,-0.2913802256029735,c1ccc2c(c1)CCOC2,0,0.0,9,10.1016/S0040-4020(97)00622-4
74,-0.29883247099146926,-0.23325626961034418,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.17899074576460186,-0.29137385227831486,c1ccc2c(c1)CCOC2,1,0.0,9,10.1016/S0040-4020(97)00622-4
75,-0.17130660505104944,-0.1057304036699244,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.13046924337168322,-0.29139018392275273,c1ccc2c(c1)CCOC2,2,0.0,9,10.1016/S0040-4020(97)00622-4
76,-0.17181146866512376,-0.1062352672839987,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.1319459726948605,-0.29139914641055403,c1ccc2c(c1)CCOC2,5,0.0,9,10.1016/S0040-4020(97)00622-4
77,-0.23491070075647366,-0.23286388455311016,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.09413867661858463,-0.2913472627678388,c1ccc2c(c1)CCOC2,6,0.0,9,10.1016/S0040-4020(97)00622-4
78,-0.16479708915875807,-0.2320238038822509,-0.1136673604570467,-0.09072852212253904,-0.0529045301377151,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.13216873661322584,-0.29135752063387693,c1ccc2c(c1)CCOC2,7,0.0,9,10.1016/S0040-4020(97)00622-4
79,-0.1829496835540651,-0.12231799825510348,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.1146466632578092,-0.2913675777401884,c1ccc2c(c1)CCOC2,9,100.0,9,10.1016/S0040-4020(97)00622-4
80,-0.17321007244506367,-0.23305969011421512,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.3832673035651069,-0.2672978886344546,CC1Cc2ccccc2CO1,0,0.0,9,10.1016/S0040-4020(97)00622-4
81,-0.006318672245945683,0.059257529135179364,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,0.1764862498148269,-0.2672619717633406,CC1Cc2ccccc2CO1,1,0.0,9,10.1016/S0040-4020(97)00622-4
82,-0.1692413336413237,-0.10496647820543954,-0.1136673604570467,-0.09072852212253904,-0.04639480155892622,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.0370429466490696,-0.2672753159118447,CC1Cc2ccccc2CO1,2,0.0,9,10.1016/S0040-4020(97)00622-4
83,-0.04552936790414955,0.0200468334769755,-0.1136673604570467,-0.09072852212253904,-0.05779828002899915,-0.03917459711992927,-0.022848083779436635,-0.01618010820903964,-0.008671578151964034,-0.007199076292177162,-0.13122585402005146,-0.26729244422186493,CC1Cc2ccccc2CO1,4,0.0,9,10.1016/S0040-4020(97)00622-4
