,Buried_Volume_C,Buried_Volume_H_max,Local_Electrophilicity_C,Local_Electrophilicity_H_max,Local_Nucleophilicity_C,Local_Nucleophilicity_H_max,Pyramidalization_C,Pyramidalization_H_max,Radical_H_max,charge_C,charge_H_max,dual_C,dual_H_max,Reactant_SMILES,Atom_nº,Selectivity,Reactive Atom,DOI
0,-0.39297894472992134,-0.26902785865333095,-0.009726885501680311,-0.03918420093138719,-0.14133417937601114,0.1437595913084688,0.09466991240202183,0.010478826435892806,0.18141164137853152,-0.12554033041204699,-0.025538529626891796,0.10851172993057387,0.16099266802773868,CCCCCCC,0,0.0,1,10.1021/ja00199a039
1,-0.14249337217350413,-0.07816686041672889,-0.0010686183493545233,-0.05393926123343865,-0.0497750929807778,0.2279502585482835,0.08624500109564927,-0.010685700705492003,0.16406785289485296,-0.025601755473472022,-0.03012529828260346,0.08794220741528569,-0.06445514610722633,CCCCCCC,1,34.74576271186441,1,10.1021/ja00199a039
2,-0.10795134744074374,-0.08323931307332626,0.0080076341137732,-0.028542327323575548,-0.08896741340447856,0.24552202145605442,0.09263251555015396,-0.013274786874954972,0.25724202966631926,-0.03714966702138357,-0.03393163167450747,0.268435134711598,-0.015866204012697633,CCCCCCC,2,34.74576271186441,1,10.1021/ja00199a039
3,-0.06781999831756896,-0.013746098322118764,0.010575258165842228,-0.04981468067023972,-0.039645996655057844,0.08515520672615043,0.08682711448189728,-0.011829209547193405,0.14970824994617976,-0.03622829110000765,-0.02678905162854851,0.22933451083118536,0.10788678880454101,CCCCCCC,3,30.508474576271187,1,10.1021/ja00199a039
4,-0.22809387521269933,-0.1096274139703592,-0.022833710604683834,-0.03356702353454443,-0.1447105448179178,0.20449895224843156,0.09584200557162921,0.010233933391917732,0.23788778221375984,-0.12973770960942618,-0.015128162160545206,-0.0676572737138761,0.001447797938175827,CC(C)C(C)C,0,0.0,1,10.1021/ja00199a039
5,0.05925329169850031,-0.014495925815793557,0.02842920215581058,-0.015165925165576771,0.12043344723769288,0.3206617262848264,0.09426872614933741,-0.043842903318561506,0.326548449961072,0.05349324862153208,-0.0401363202192239,0.2387236021895151,-0.13400489338043728,CC(C)C(C)C,1,100.0,1,10.1021/ja00199a039
6,-0.2565435363599081,-0.08698078359391201,-0.012563214396407727,-0.058154992748310506,-0.15093364975005946,0.13408771854732823,0.0968017060192272,0.00992022742649529,0.13821827646590917,-0.1283863582580748,-0.01240348466058514,0.08127101092384088,0.011130115930549687,CC1CCCCC1,0,0.0,1,10.1021/ja00199a039
7,0.041926386088216,-0.09126660740745192,0.0043651906910706275,0.020422824528212997,0.05912924333170149,0.3587044258119793,0.07980242186136442,-0.03883524535116362,0.46165587491252885,0.0597176548459383,-0.0511148993250094,0.0013401937022706689,0.03916837965317096,CC1CCCCC1,1,95.74468085106383,1,10.1021/ja00199a039
8,-0.05750769481725457,-0.10100976465655101,-0.009249188003620958,-0.02874741696483959,-0.0297817133051737,0.149462414062445,0.08719683514613584,-0.010984227350006913,0.2328530430865625,-0.03526596513768169,-0.035118258391408,-0.05474727309617273,0.21695835039006908,CC1CCCCC1,2,0.0,1,10.1021/ja00199a039
9,-0.09104364115974045,-0.04296483634251283,-0.006651707857923223,-0.040585646813358106,-0.01786512939256198,0.19255836859270248,0.08121837334142697,-0.009781519156766137,0.2160763071325682,-0.026359331231047785,-0.02692597009588318,-0.036648564096234494,0.04725452845161026,CC1CCCCC1,3,4.25531914893617,1,10.1021/ja00199a039
10,-0.11794226478860931,-0.11104733270071263,-0.01136897065125934,-0.023654357540116043,-0.0621550996011022,0.2632991624027039,0.07959002913935503,-0.008328352168550863,0.28991914766479565,-0.02773115760287415,-0.03304622558574323,-0.03566023869009453,0.012443630163058333,CC1CCCCC1,4,0.0,1,10.1021/ja00199a039
11,-0.26256603339057955,-0.15724222651348574,-0.018952418432951586,-0.06125412510518927,-0.16695483478812634,0.0784971372797159,0.0947013779904677,0.010868934983216543,0.10303238060882934,-0.13115048602220258,-0.017754714758915418,0.029383927101492367,0.0641805726122913,C[C@H]1CCCC[C@@H]1C,0,0.0,1,10.1021/ja00199a039
12,0.12394972151754595,0.07986733417040595,0.013590723622341898,-0.02077170869346041,0.06535234826384317,0.2150926380677944,0.0658395669885247,-0.03359078997760815,0.26367435280607193,0.04747359260187606,-0.03368746040776063,0.10536144269850269,-0.010678654132410322,C[C@H]1CCCC[C@@H]1C,1,90.0,1,10.1021/ja00199a039
13,-0.0559287106769625,-0.08915052981794022,-0.011219690183115793,-0.028388510092627526,-0.11392603637700421,0.22420091528038458,0.08648099300899309,-0.01204576785880771,0.24192588356151193,-0.0408761207478373,-0.031818523328642295,0.05050938265773426,0.09173666022424481,C[C@H]1CCCC[C@@H]1C,2,5.5,1,10.1021/ja00199a039
14,-0.1203317009655114,-0.09666107187114886,-0.007786239415814188,-0.04426586648715164,-0.08823917772093005,0.21665924264342604,0.08301191188283967,-0.009267952132727665,0.1901236302436819,-0.029594384466101017,-0.030974192780078458,0.056748186783992835,-0.034521431466807764,C[C@H]1CCCC[C@@H]1C,3,4.5,1,10.1021/ja00199a039
15,-0.20477241919369557,-0.05043857704633862,-0.014474004388645142,-0.06260999551132373,-0.15603129953489894,0.105783759049788,0.09795806639461174,0.009399070742002998,0.10436695878475308,-0.12752640739812396,-0.015666708132061603,0.06928756537439373,-0.025260324789499973,C[C@@H]1CCCC[C@@H]1C,0,0.0,1,10.1021/ja00199a039
16,0.11159731461473038,-0.026595902814950164,0.004275622410184498,-0.008021969328212867,0.053832983814985184,0.32276804524169705,0.08652032499455038,-0.04145418418507811,0.33526616662955255,0.05097482110310456,-0.04997391209722042,0.003193303838783117,-0.1220225399176369,C[C@@H]1CCCC[C@@H]1C,1,100.0,1,10.1021/ja00199a039
17,-0.055006472152544145,-0.09754430425633635,-0.009697029408051602,-0.048327780771075454,-0.03865294799567353,0.15963579133712624,0.08703164080679517,-0.010966012164917901,0.16146170237963697,-0.03563451550623206,-0.038769417520332715,-0.04288736822249307,0.1375988132791353,C[C@@H]1CCCC[C@@H]1C,2,0.0,1,10.1021/ja00199a039
18,-0.09002358945848983,-0.04108030057620143,-0.010771848778685148,-0.03331635841744395,-0.013628121779188925,0.12738666299973306,0.08018787531982591,-0.009335753099447943,0.2073414070540973,-0.028795858667575214,-0.024011888716110145,-0.09409497832812035,0.08385003257504733,C[C@@H]1CCCC[C@@H]1C,3,0.0,1,10.1021/ja00199a039
