,Buried_Volume_C,V_occ_avg,C_charge,Pyramidalization_H_max,Bmax_2.0_min,gas_charge_H_max,gas_charge_C,Buried_Volume_H_max_MFF,num_H,Pyramidalization_C_MFF,L_cc1_min,num_C,Bmax_2.0_avg,Bmin_3.5_avg,L_ch1_avg,n_Csp3,Pyramidalization_H_max_MFF,C_n_charge_min,Bmin_2.0_avg,Bmin_3.0_avg,bde_avg,Local_Nucleophilicity_H_max,dual_H_max,Reactant_SMILES,Atom_nº,Selectivity,Reactive Atom,DOI
0,-0.3929789447299213,-0.30190391185932436,-0.20063583387293954,0.010478826435892728,-0.23202380388225094,-0.1980638230189913,-0.18183357509392542,-0.27955009739768283,0.6041539401343922,0.09076831265681228,0.17065281772387403,-0.30380777845652607,-0.1808778594944683,-0.022848083779436642,-0.11617886813858097,-0.17348808796579104,0.00650001468560631,0.006523669089418268,-0.05453594343063425,-0.03917459711992924,0.046271259082681114,0.14375959130846883,0.1609926680277386,CCCCCCC,0,0.0,1,10.1021/ja00199a039
1,-0.14249337217350413,-0.30189372091319516,0.0021850779443055583,-0.010685700705492074,0.07510333279756372,-0.1574342476163559,-0.14683851467900033,-0.07635174083244832,0.10415394013439211,0.08667738584977397,-0.14545660476852718,0.02952555487680713,0.010884407066089992,-0.019645203290859642,-0.11617886813858097,0.15984524536754224,-0.01650107385595329,-0.08244613255369412,-0.05779828002899915,-0.037400053179400844,-0.02129550435218248,0.22795025854828352,-0.06445514610722632,CCCCCCC,1,34.74576271186441,1,10.1021/ja00199a039
2,-0.10795134744074371,-0.30189451757877755,-0.03165742146568594,-0.013274786874954975,-0.10236378631495771,-0.1541399577188449,-0.13695934452929293,-0.08232471465341762,0.10415394013439211,0.08406827697925347,-0.08162681753448459,0.02952555487680713,-0.1675559611371093,-0.022848083779436642,-0.11447818786647217,0.15984524536754224,-0.01861910873036019,-0.006111513986910432,-0.05779828002899915,-0.03917459711992924,-0.01618722303615508,0.24552202145605442,-0.01586620401269761,CCCCCCC,2,34.74576271186441,1,10.1021/ja00199a039
3,-0.06781999831756891,-0.3019147337645948,-0.026618845467804242,-0.011829209547193475,-0.09934667801688832,-0.1540179469819001,-0.13604742113085833,-0.08186233348950511,0.10415394013439211,0.08395434864017877,-0.017797030300442083,0.02952555487680713,-0.1292604178471053,-0.022848083779436642,-0.11617886813858097,0.15984524536754224,-0.01858881441336869,-0.014362426569993932,-0.05779828002899915,-0.03901822427910964,-0.01780527847647058,0.08515520672615043,0.10788678880454099,CCCCCCC,3,30.508474576271187,1,10.1021/ja00199a039
4,-0.22809387521269933,-0.32646053093563754,-0.17914993363520934,0.01023393339191763,-0.11002068667835631,-0.1946475223845355,-0.17100448473751542,-0.13911337838836754,0.6041539401343922,0.09755004694594446,-0.07858730385667309,-0.30380777845652607,-0.1475399375863697,-0.022538014492225342,-0.07649635113177827,-0.17348808796579104,0.00415246185026361,0.07088718394619507,-0.05779828002899915,-0.03914054045827834,0.032279680748632814,0.20449895224843154,0.0014477979381757923,CC(C)C(C)C,0,0.0,1,10.1021/ja00199a039
5,0.05925329169850028,-0.32647135284090806,0.14891201820859098,-0.043842903318561575,-0.09322882484247512,-0.1135103823162095,-0.10367414048643252,-0.009724266473960906,-0.3958460598656078,0.09701638262080498,-0.14545660476852718,0.36285888821014056,-0.1588050262236002,-0.022848083779436642,-0.09236934432905716,0.49317857870087556,-0.05220729086595549,-0.07975278151157773,-0.05779828002899915,-0.03917459711992924,-0.06487119734774398,0.3206617262848264,-0.1340048933804372,CC(C)C(C)C,1,100.0,1,10.1021/ja00199a039
6,-0.2565435363599081,-0.31758866384435097,-0.21006637501139672,0.00992022742649513,-0.11721028507418511,-0.1946475223845355,-0.17092849112097921,-0.09025785433711582,0.6041539401343922,0.09904310781066057,0.042993243255788814,-0.30380777845652607,-0.1329810330821092,-0.022111230917582242,-0.11617886813858097,-0.17348808796579104,0.0033627557564847098,0.06252180394382158,-0.05779828002899915,-0.036699493259103044,0.052368845610429315,0.13408771854732823,0.011130115930549592,CC1CCCCC1,0,0.0,1,10.1021/ja00199a039
7,0.04192638608821598,-0.3176026724119507,0.12984179473450627,-0.03883524535116368,-0.23286388455311013,-0.1133883715792646,-0.10166030964822291,-0.08623844093367672,-0.3958460598656078,0.07793788299706828,-0.14545660476852718,0.36285888821014056,-0.2984400859342352,-0.022848083779436642,-0.11617886813858097,0.49317857870087556,-0.04469789449305819,-0.08658295141994483,-0.05779828002899915,-0.03917459711992924,-0.17943364602397419,0.3587044258119793,0.039168379653170896,CC1CCCCC1,1,95.74468085106383,1,10.1021/ja00199a039
8,-0.05750769481725452,-0.31759679620661546,-0.04226797945056254,-0.010984227350006974,-0.08772475373786551,-0.1506016463474442,-0.12609225736461474,-0.10338452530833103,0.10415394013439211,0.08965001606536827,-0.08466633121229619,0.02952555487680713,-0.1510541701482722,-0.022848083779436642,-0.11617886813858097,0.15984524536754224,-0.01845993520040479,0.001417243848005568,-0.05779828002899915,-0.03917459711992924,-0.02205734647134068,0.14946241406244504,0.216958350390069,CC1CCCCC1,2,0.0,1,10.1021/ja00199a039
9,-0.09104364115974041,-0.31758614160111726,-0.00945583621378594,-0.009781519156766175,-0.23305969011421512,-0.1538959362449552,-0.13498351049935142,-0.047664292334278914,0.10415394013439211,0.08280157373559377,-0.08466633121229619,0.02952555487680713,-0.1970565584085653,-0.022149551273756243,-0.11617886813858097,0.15984524536754224,-0.01597990891109919,-0.012976192455504632,-0.05779828002899915,-0.03910264642630064,-0.01765207194249678,0.19255836859270242,0.04725452845161019,CC1CCCCC1,3,4.25531914893617,1,10.1021/ja00199a039
