,C_n_charge_avg,gas_charge_C,Buried_Volume_C_MMFF,Buried_Volume_H_max_MFF,S_bur_2.0_avg,L_cc1_min,Pyramidalization_H_max,num_O,Pyramidalization_H_max_MFF,gas_charge_H_max,dual_H_max,charge_C,Bmax_2.0_min,Buried_Volume_C,Bmin_3.0_avg,Bmax_2.0_avg,Bmin_2.0_avg,Local_Nucleophilicity_H_max,V_occ_avg,num_H,num_C,Pyramidalization_C_MFF,L_ch1_avg,bde_avg,n_Csp3,C_charge,Reactant_SMILES,Atom_nº,Selectivity,Reactive Atom,DOI
840,-0.128576,-0.03454,0.643106,0.475185,77.10583,4.2,1.619247,0,1.605863,0.03071,-0.063807,-0.014,5.584129,0.67306,0.001788,5.584129,0.95,0.048489,190.57225,1,3,0.779954,5.2,99.46028137207033,3,-0.074202,CC(=O)OCC1C2CC3CC(C2)CC1C3,6,0.0,8,10.1021/ol000017m
841,-0.078895,-0.04716,0.515806,0.422341,62.71032,4.2,1.659379,0,1.653584,0.02723,-0.023798,-0.05934,3.482097,0.51887,0.000259,5.468145,0.952297,0.042428,190.561813,2,2,0.785358,3.025,98.30126190185548,2,-0.141104,CC(=O)OCC1C2CC3CC(C2)CC1C3,7,0.0,8,10.1021/ol000017m
842,-0.152723,-0.04061,0.587711,0.418666,73.008959,4.2,1.613583,0,1.613667,0.0303,-0.061991,-0.01315,1.011187,0.58904,0.0,1.011187,0.989949,0.081447,190.564875,1,3,0.768211,2.15,97.78572845458984,3,-0.083588,CC(=O)OCC1C2CC3CC(C2)CC1C3,8,100.0,8,10.1021/ol000017m
843,-0.08136,-0.04755,0.514064,0.419371,60.689791,5.95,1.660185,0,1.65469,0.02722,-0.029315,-0.0603,3.482815,0.51309,0.0,3.496756,0.969975,0.045945,190.554313,2,2,0.783698,2.15,98.93982696533205,2,-0.160508,CC(=O)OCC1C2CC3CC(C2)CC1C3,9,0.0,8,10.1021/ol000017m
844,0.423301,0.01483,0.260518,0.30921,36.703847,8.1,1.706334,0,1.706322,0.03302,0.056864,-0.14209,3.156343,0.25503,0.005301,6.75645,0.95,0.042067,177.715667,3,1,0.78254,3.05,97.31006622314452,0,-0.214796,CC(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,0,0.0,7,10.1021/ol000017m
845,-0.180689,0.03443,0.695327,0.576541,79.665048,4.25,1.599992,0,1.601924,0.0534,-0.021918,0.03741,5.203845,0.6972,0.021712,5.203845,1.909977,0.031231,177.73475,1,2,0.784699,3.25,92.37462615966795,2,0.020178,CC(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,4,0.0,7,10.1021/ol000017m
846,-0.092545,-0.02021,0.668829,0.527651,74.993079,4.2,1.61718,0,1.606219,0.03241,-0.05184,-0.02094,6.269968,0.64256,0.01998,6.269968,0.95,0.055764,177.71425,1,3,0.778581,3.05,99.75209045410156,3,-0.076999,CC(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,5,0.0,7,10.1021/ol000017m
847,-0.075364,-0.04559,0.52107,0.432556,60.831935,4.2,1.657978,0,1.653814,0.0273,-0.01927,-0.05841,3.490702,0.53645,0.013399,5.5661,0.95,0.047668,177.729938,2,2,0.784993,3.6,100.08525848388672,2,-0.146343,CC(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,6,0.0,7,10.1021/ol000017m
848,-0.149519,-0.04048,0.58781,0.418654,73.054692,4.2,1.613325,0,1.612938,0.0303,-0.028551,-0.01292,1.011187,0.59527,0.0,1.011187,0.989949,0.05222,177.72725,1,3,0.76944,2.15,98.59004974365234,3,-0.07373,CC(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,7,100.0,7,10.1021/ol000017m
849,-0.073904,-0.04754,0.51407,0.41954,60.679324,5.45,1.659707,0,1.654596,0.02722,-0.024263,-0.06076,3.481738,0.51363,0.0,3.48622,0.95,0.044099,177.726063,2,2,0.783806,2.15,100.09337615966795,2,-0.152738,CC(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,8,0.0,7,10.1021/ol000017m
850,0.474105,0.03396,0.262905,0.320746,36.052658,8.0,1.712644,0,1.709698,0.03485,0.066292,-0.14541,0.986154,0.25939,0.023961,5.229889,0.95,0.042373,175.321417,3,1,0.775158,3.0,97.27593231201172,0,-0.207346,CC(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,0,0.0,7,10.1021/ol000017m
851,-0.136417,0.10741,0.697237,0.569547,80.534408,4.2,1.616173,1,1.608316,0.07497,-0.02234,0.11253,4.663153,0.70042,0.001219,4.663153,1.438129,0.037353,175.312125,1,2,0.790676,2.85,96.67398834228516,2,0.042953,CC(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,4,36.36363636363637,7,10.1021/ol000017m
852,-0.092382,-0.00326,0.673075,0.52987,76.613198,4.2,1.611793,0,1.606212,0.0341,-0.050891,-0.0179,5.871329,0.63123,0.004976,5.871329,0.95,0.061713,175.31225,1,3,0.777765,3.4,98.8642807006836,3,-0.07502,CC(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,5,18.181818181818183,7,10.1021/ol000017m
853,-0.078019,-0.04401,0.52128,0.432131,60.692851,4.2,1.661377,0,1.654325,0.02736,-0.023605,-0.06318,3.500357,0.51391,0.004219,5.202714,0.952297,0.050746,175.314313,2,2,0.784187,2.5,100.3402099609375,2,-0.166531,CC(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,6,0.0,7,10.1021/ol000017m
854,-0.16116,-0.04036,0.58749,0.418439,73.013597,4.2,1.612468,0,1.613744,0.0303,-0.03905,-0.01531,1.011187,0.58864,0.0,1.011187,0.989949,0.065292,175.305875,1,3,0.76792,2.15,98.53838348388672,3,-0.081019,CC(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,7,45.45454545454545,7,10.1021/ol000017m
855,-0.083776,-0.04754,0.514169,0.419132,60.603673,4.9,1.659801,0,1.654305,0.02722,-0.030313,-0.06197,3.501785,0.51368,0.0,3.515298,0.969975,0.05262,175.307188,2,2,0.784307,2.15,100.09337615966795,2,-0.157649,CC(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,8,0.0,7,10.1021/ol000017m
856,-0.108671,0.10575,0.588643,0.463223,72.857425,2.85,1.611234,0,1.61949,0.06672,0.033089,0.14296,3.461575,0.59122,0.0,3.461575,0.95,0.059391,138.241125,1,2,0.785056,2.15,100.04247283935548,2,0.023942,FC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,1,0.0,4,10.1021/ol000017m
857,-0.091761,-0.00915,0.619427,0.445205,74.643563,4.2,1.612136,0,1.612085,0.03327,-0.029991,-0.01934,0.989949,0.62063,0.0,0.989949,0.95,0.083171,138.2215,1,3,0.763347,2.15,96.32523345947266,3,-0.069118,FC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,2,0.0,4,10.1021/ol000017m
858,-0.067878,-0.04477,0.535699,0.452106,61.881056,4.2,1.657927,0,1.653995,0.02733,-0.0063,-0.05839,3.494639,0.53455,0.004149,3.750598,0.95,0.063209,138.236938,2,2,0.784811,2.475,100.3764419555664,2,-0.149296,FC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,3,0.0,4,10.1021/ol000017m
859,-0.152381,-0.04043,0.59506,0.420524,72.980028,4.2,1.610972,0,1.614287,0.0303,-0.015447,-0.01393,0.989949,0.59556,0.0,0.989949,0.95,0.080501,138.22225,1,3,0.767237,2.15,98.42072296142578,3,-0.066638,FC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,4,100.0,4,10.1021/ol000017m
860,-0.067241,-0.04754,0.514157,0.419202,60.603372,4.2,1.659366,0,1.654318,0.02722,-0.016409,-0.06179,3.50464,0.5133,0.0,3.506778,0.95,0.059845,138.22175,2,2,0.784292,2.15,100.09337615966795,2,-0.158528,FC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,5,0.0,4,10.1021/ol000017m
861,0.666758,0.06436,0.299402,0.352311,37.307766,6.8,1.736825,0,1.724034,0.04216,0.05952,-0.22666,1.006231,0.31101,0.014006,5.972341,0.963316,0.03649,188.890167,3,0,0.744718,3.433333,104.45162200927734,0,-0.178441,CS(=O)(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,0,0.0,8,10.1021/ol000017m
862,-0.102816,0.08268,0.717591,0.605095,80.929234,4.2,1.614993,1,1.619517,0.06248,-0.027893,0.11805,4.870832,0.73163,0.001178,4.870832,1.9,0.04614,188.904875,1,2,0.758052,3.15,96.7566146850586,2,0.042217,CS(=O)(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,5,0.0,8,10.1021/ol000017m
863,-0.087037,-0.01272,0.667769,0.528629,79.955013,4.2,1.6103,0,1.607988,0.03301,-0.045982,-0.01673,6.074949,0.64043,0.027298,6.074949,0.95,0.056794,188.89425,1,3,0.775544,3.7,98.52010345458984,3,-0.080586,CS(=O)(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,6,0.0,8,10.1021/ol000017m
864,-0.080541,-0.04502,0.546374,0.487566,63.366526,4.2,1.661368,0,1.653009,0.02732,-0.019729,-0.06427,3.519233,0.51366,0.002688,4.566973,0.972272,0.049686,188.897688,2,2,0.786365,2.65,100.32044219970705,2,-0.148842,CS(=O)(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,7,0.0,8,10.1021/ol000017m
865,-0.153786,-0.04044,0.595928,0.420734,73.003387,4.2,1.612459,0,1.613939,0.0303,-0.028858,-0.01624,1.011187,0.58828,0.0,1.011187,0.989949,0.056154,188.892125,1,3,0.766009,2.15,98.53838348388672,3,-0.080496,CS(=O)(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,8,100.0,8,10.1021/ol000017m
866,-0.082892,-0.04754,0.51421,0.419249,60.623158,5.25,1.659454,0,1.654295,0.02722,-0.026389,-0.06398,3.501785,0.51345,0.0,3.512284,0.969975,0.055304,188.88825,2,2,0.78431,2.15,100.09337615966795,2,-0.155836,CS(=O)(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,9,0.0,8,10.1021/ol000017m
867,0.069279,-0.03977,0.280079,0.314166,37.763604,10.45,1.69614,0,1.697226,0.02796,0.021153,-0.11686,0.986154,0.27985,0.036983,5.24712,0.963316,0.04493,257.042917,3,1,0.800369,2.683333,89.3666763305664,0,-0.209924,Cc1ccc(S(=O)(=O)OC2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)cc1,0,0.0,12,10.1021/ol000017m
868,-0.017272,-0.05794,0.476443,0.375181,53.660249,4.25,1.999912,0,1.999734,0.06259,0.0413,-0.03342,3.467708,0.47847,0.0,3.467708,0.9852,0.032892,257.03775,1,2,0.000632,2.15,111.59546661376952,0,-0.126961,Cc1ccc(S(=O)(=O)OC2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)cc1,2,0.0,12,10.1021/ol000017m
869,-0.048381,-0.04081,0.513284,0.426021,55.257771,5.25,1.996302,0,1.999023,0.06374,0.051228,-0.02646,9.406514,0.52304,0.02956,9.406514,0.95,0.021046,257.02975,1,2,0.002338,4.05,112.31732940673828,0,-0.103823,Cc1ccc(S(=O)(=O)OC2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)cc1,3,0.0,12,10.1021/ol000017m
870,-0.110744,0.08305,0.721528,0.607354,80.891339,4.2,1.615197,1,1.620604,0.06249,-0.028117,0.12203,9.201223,0.72464,0.036363,9.201223,2.569935,0.035901,257.056375,1,2,0.757991,6.7,96.88846588134766,2,0.04147,Cc1ccc(S(=O)(=O)OC2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)cc1,9,0.0,12,10.1021/ol000017m
871,-0.087659,-0.01271,0.643677,0.490321,79.636148,4.2,1.60934,0,1.612009,0.03301,-0.045707,-0.0159,10.359778,0.629,0.006533,10.359778,0.95,0.046156,257.057,1,3,0.773397,7.15,98.52222442626952,3,-0.084021,Cc1ccc(S(=O)(=O)OC2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)cc1,10,0.0,12,10.1021/ol000017m
872,-0.083193,-0.04502,0.540731,0.48664,60.623397,4.2,1.65881,0,1.652917,0.02732,-0.029113,-0.05999,3.498571,0.53941,0.008031,7.523203,0.95,0.044092,257.045438,2,2,0.786413,4.425,100.32044219970705,2,-0.149838,Cc1ccc(S(=O)(=O)OC2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)cc1,11,0.0,12,10.1021/ol000017m
873,-0.155597,-0.04044,0.59573,0.420937,72.965116,4.2,1.613194,0,1.613952,0.0303,-0.040298,-0.01414,0.989949,0.5988,0.0,0.989949,0.95,0.052829,257.055375,1,3,0.765854,2.15,98.53839874267578,3,-0.082366,Cc1ccc(S(=O)(=O)OC2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)cc1,12,100.0,12,10.1021/ol000017m
874,-0.084024,-0.04754,0.514198,0.419208,60.62334,7.0,1.659339,0,1.654235,0.02722,-0.02541,-0.06337,3.50571,0.51355,0.0,3.509272,0.969975,0.044397,257.054125,2,2,0.784415,2.15,100.09337615966795,2,-0.155302,Cc1ccc(S(=O)(=O)OC2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)cc1,13,0.0,12,10.1021/ol000017m
875,-0.09778,0.113,0.69379,0.570059,80.604113,4.2,1.624663,1,1.608309,0.05994,-0.025656,0.11088,3.764638,0.69448,0.017239,3.764638,1.252132,0.045476,164.65625,1,2,0.722025,2.7,97.1166534423828,2,0.056609,O=[N+]([O-])OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,4,0.0,7,10.1021/ol000017m
876,-0.086349,-0.01389,0.630096,0.456363,75.221475,4.2,1.611303,0,1.608044,0.03257,-0.064657,-0.01606,5.662597,0.63018,0.0,5.662597,0.95,0.076883,164.64525,1,3,0.775929,2.15,99.1664047241211,3,-0.079812,O=[N+]([O-])OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,5,0.0,7,10.1021/ol000017m
877,-0.082706,-0.04542,0.514647,0.420052,62.320815,4.2,1.657723,0,1.654316,0.0273,-0.029381,-0.06436,3.5,0.53902,0.019308,4.850907,0.95,0.058239,164.653,2,2,0.784227,2.425,100.3402099609375,2,-0.161533,O=[N+]([O-])OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,6,0.0,7,10.1021/ol000017m
878,-0.160213,-0.04048,0.587367,0.418159,73.012805,4.2,1.610524,0,1.613909,0.0303,-0.055524,-0.0147,0.989949,0.59712,0.0,0.989949,0.95,0.079308,164.623875,1,3,0.767724,2.15,98.53839874267578,3,-0.0856,O=[N+]([O-])OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,7,100.0,7,10.1021/ol000017m
879,-0.088796,-0.04754,0.513954,0.419266,60.588629,4.8,1.659738,0,1.654302,0.02722,-0.038731,-0.06383,3.498571,0.51359,0.0,3.498571,0.95,0.059803,164.643313,2,2,0.784321,2.15,100.09337615966795,2,-0.158939,O=[N+]([O-])OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,8,0.0,7,10.1021/ol000017m
880,-0.150155,0.09004,0.607622,0.480205,75.859699,3.3,1.517127,0,1.597087,0.09656,0.03476,-0.07799,3.46013,0.61347,0.0,3.46013,0.95,0.086133,147.9495,1,2,0.791039,2.3,92.23714447021484,2,0.012045,[NH3+]C1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,1,0.0,4,10.1021/ol000017m
881,-0.083758,0.0116,0.62592,0.452088,75.606091,4.2,1.637317,0,1.607009,0.03642,0.00322,-0.00647,3.380089,0.622,0.030299,3.380089,0.95,0.055569,147.948,1,3,0.74126,3.25,96.51105499267578,3,-0.064544,[NH3+]C1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,2,0.0,4,10.1021/ol000017m
882,-0.062035,-0.04189,0.5374,0.454424,62.651523,4.2,1.660118,0,1.650264,0.02745,0.005167,-0.05649,3.491776,0.54536,0.010574,4.106635,0.95,0.044864,147.935563,2,2,0.790062,2.6,100.35033416748048,2,-0.130073,[NH3+]C1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,3,0.0,4,10.1021/ol000017m
883,-0.141199,-0.04018,0.595183,0.42057,72.975084,4.2,1.614116,0,1.612734,0.03031,-0.005188,-0.01061,0.989949,0.5996,0.0,0.989949,0.95,0.052456,147.93325,1,3,0.769518,2.15,98.7819595336914,3,-0.059526,[NH3+]C1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,4,100.0,4,10.1021/ol000017m
884,-0.061941,-0.04753,0.514355,0.419307,60.703337,4.25,1.660405,0,1.65466,0.02722,-0.000274,-0.05868,3.491776,0.5136,0.0,3.495174,0.969975,0.036249,147.952563,2,2,0.783719,2.15,100.09337615966795,2,-0.156855,[NH3+]C1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,5,0.0,4,10.1021/ol000017m
885,-0.124164,-0.04645,0.444133,0.378803,54.82748,4.2,1.700638,0,1.706598,0.02726,-0.013433,-0.05879,3.431108,0.44654,0.0,3.433292,0.95,0.065097,164.408438,2,2,0.696819,2.15,95.56797790527344,2,-0.181398,C1C2C3[C@H]4C1[C@@H]([C@@H]23)[C@@H]1C2CC3[C@@H]1[C@H]3[C@H]24,0,0.0,3,10.1039/D2QO01005D
886,-0.157584,-0.03432,0.507087,0.372787,61.019873,3.8,1.812908,0,1.807411,0.03089,0.005085,-0.03024,0.982344,0.50439,0.0,0.982344,0.95,0.05782,164.413375,1,3,0.674314,2.15,111.17835235595705,3,-0.155109,C1C2C3[C@H]4C1[C@@H]([C@@H]23)[C@@H]1C2CC3[C@@H]1[C@H]3[C@H]24,1,0.0,3,10.1039/D2QO01005D
887,-0.127967,-0.03148,0.605316,0.456078,68.331372,3.95,1.815318,0,1.812508,0.03118,0.004092,-0.0296,3.908005,0.60509,0.0,3.908005,0.95,0.048054,164.420125,1,3,0.6741,2.45,108.03592681884766,3,-0.144409,C1C2C3[C@H]4C1[C@@H]([C@@H]23)[C@@H]1C2CC3[C@@H]1[C@H]3[C@H]24,2,0.0,3,10.1039/D2QO01005D
888,-0.105838,-0.03148,0.648254,0.464406,73.75618,3.95,1.663034,0,1.675857,0.03118,-0.004639,-0.01999,3.435477,0.65219,0.0,3.435477,0.95,0.054062,164.413875,1,3,0.659905,2.15,93.3219223022461,3,-0.081848,C1C2C3[C@H]4C1[C@@H]([C@@H]23)[C@@H]1C2CC3[C@@H]1[C@H]3[C@H]24,3,100.0,3,10.1039/D2QO01005D
889,-0.114118,-0.03432,0.631546,0.479466,73.839239,3.75,2.0,0,1.999991,0.03089,0.002605,-0.01771,5.581442,0.6307,0.003552,5.581442,0.95,0.041956,164.41025,1,3,0.692489,2.6,93.24710845947266,3,-0.093219,C1C2C3[C@H]4C1[C@@H]([C@@H]23)[C@@H]1C2CC3[C@@H]1[C@H]3[C@H]24,4,0.0,3,10.1039/D2QO01005D
890,0.0764,-0.03887,0.311015,0.356446,42.765309,4.25,1.705146,0,1.690521,0.02567,0.041964,-0.11471,2.45204,0.31739,0.00143,3.696626,0.95,0.076939,87.337,3,1,0.813122,2.466667,101.00760650634766,1,-0.221069,CC(O)CCO,0,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
891,-0.285485,0.05335,0.47324,0.43273,69.183805,2.9,1.605809,1,1.609602,0.05983,-0.038639,0.12119,3.553168,0.49041,0.0,3.553168,0.95,0.142476,87.33925,1,2,0.79248,2.25,90.78348541259766,2,0.0764,CC(O)CCO,1,100.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
892,0.041186,-0.00393,0.468302,0.442875,59.112616,3.55,1.649087,0,1.636501,0.03165,0.055057,-0.08651,3.33054,0.45711,0.0,3.435334,0.95,0.074035,87.331938,2,2,0.812873,2.175,99.4476547241211,2,-0.138431,CC(O)CCO,3,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
893,-0.323368,0.0455,0.375914,0.404433,52.368746,2.9,1.662727,1,1.65281,0.05646,-0.014101,0.08481,0.992472,0.39491,0.0,2.248556,0.95,0.109527,87.33025,2,1,0.808746,2.575,91.82990264892578,1,0.005972,CC(O)CCO,4,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
894,-0.118649,-0.06529,0.245225,0.307829,40.238455,4.55,1.696874,0,1.693353,0.02304,-0.018413,-0.10587,1.006231,0.27319,0.003961,3.484038,0.963316,0.087504,102.295833,3,1,0.805037,3.166667,100.15555572509766,1,-0.201581,CCCC(O)CO,0,0.0,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
895,-0.162,-0.05362,0.470223,0.478662,55.131223,3.2,1.654802,0,1.647187,0.02647,-0.025939,-0.05363,1.006231,0.4151,0.0,3.511645,0.969975,0.119949,102.299063,2,2,0.802344,2.15,96.6479263305664,2,-0.118649,CCCC(O)CO,1,0.0,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
896,-0.033055,-0.025,0.495533,0.433179,60.057003,4.25,1.655884,0,1.642898,0.02938,0.009151,-0.07571,3.575612,0.48147,0.0,3.661972,0.95,0.059052,102.297063,2,2,0.808191,2.65,98.84405517578124,2,-0.12242,CCCC(O)CO,2,0.0,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
897,-0.211918,0.07704,0.508171,0.402517,72.540044,2.9,1.592064,1,1.59502,0.06248,0.013987,0.10516,4.659667,0.54395,0.0,4.659667,0.95,0.05529,102.298125,1,2,0.804471,2.45,92.68617248535156,2,0.052539,CCCC(O)CO,3,100.0,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
898,-0.205932,0.06906,0.404637,0.384516,54.069288,2.9,1.682891,1,1.663087,0.05911,0.005508,0.07582,3.662308,0.38396,0.0,3.906756,0.95,0.090157,102.301938,2,1,0.795344,3.25,95.25000762939452,1,-0.021498,CCCC(O)CO,5,0.0,3,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
899,0.070051,-0.03895,0.311143,0.382536,39.222693,4.3,1.703608,0,1.692383,0.02567,0.003957,-0.11792,2.865746,0.3481,0.007253,5.007647,0.963316,0.062632,102.588292,3,1,0.811925,2.8,100.89838409423828,1,-0.228189,CC(O)CCCO,0,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
900,-0.286507,0.05125,0.474073,0.397945,69.244117,2.9,1.625129,1,1.598916,0.05974,-0.068355,0.11946,3.667424,0.5269,0.0,3.667424,0.95,0.126305,102.585375,1,2,0.807435,4.0,91.50939178466795,2,0.070051,CC(O)CCCO,1,100.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
901,-0.028484,-0.0251,0.504886,0.465757,61.688748,4.25,1.651481,0,1.64514,0.02937,0.006238,-0.06828,3.542951,0.49588,0.008402,3.777248,0.999794,0.072392,102.597688,2,2,0.804428,2.15,97.3366470336914,2,-0.131667,CC(O)CCCO,3,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
902,-0.063875,-0.02743,0.484398,0.476024,58.637669,4.0,1.642211,0,1.649112,0.0291,0.031805,-0.06572,3.313608,0.44071,0.004678,3.634808,0.95,0.059433,102.59,2,2,0.797978,2.6,96.86936950683594,2,-0.127019,CC(O)CCCO,4,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
903,-0.302714,0.04315,0.345911,0.360336,51.460129,3.8,1.675092,1,1.662429,0.05637,-0.01875,0.08697,1.012423,0.38934,0.0,3.523764,0.969975,0.106894,102.594188,2,1,0.792988,2.425,92.5501937866211,1,0.003917,CC(O)CCCO,5,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
904,-0.286903,0.04835,0.407793,0.370213,56.885437,2.9,1.668174,1,1.651861,0.05676,-0.007632,0.08604,3.911841,0.42663,0.0,4.612281,0.95,0.112357,108.155125,2,1,0.812331,2.275,92.73383331298828,1,-0.006352,OC[C@H]1CCC[C@H]1O,1,0.0,6,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
905,-0.047213,0.00798,0.598904,0.468139,73.264781,3.55,1.609239,0,1.61746,0.0353,0.020975,-0.03578,3.108456,0.59475,0.0,3.108456,0.95,0.072541,108.138,1,3,0.750114,2.15,94.34532928466795,3,-0.086942,OC[C@H]1CCC[C@H]1O,2,0.0,6,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
906,-0.126204,-0.04568,0.488411,0.477905,56.379029,3.9,1.670794,0,1.666244,0.02712,0.008356,-0.06691,0.986154,0.48018,0.0,2.651346,0.95,0.057924,108.157688,2,2,0.768274,2.35,96.21564483642578,2,-0.160415,OC[C@H]1CCC[C@H]1O,3,0.0,6,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
907,-0.156608,-0.05039,0.419837,0.373818,53.352284,4.75,1.680453,0,1.665526,0.02676,-0.017896,-0.05881,0.986154,0.40821,0.0,2.21227,0.95,0.08531,108.149813,2,2,0.764258,2.15,95.40680694580078,2,-0.165466,OC[C@H]1CCC[C@H]1O,4,0.0,6,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
908,-0.070168,-0.02663,0.438787,0.377743,55.678515,3.95,1.683374,0,1.667513,0.02931,0.010388,-0.07254,0.986154,0.45042,0.013649,3.201628,0.95,0.056925,108.140313,2,2,0.738845,2.15,95.4167709350586,2,-0.1528,OC[C@H]1CCC[C@H]1O,5,0.0,6,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
909,-0.230291,0.05898,0.553997,0.431298,70.162151,2.9,1.635868,1,1.630188,0.06042,-0.005259,0.11594,3.264966,0.54897,0.0,3.264966,0.95,0.098575,108.137875,1,2,0.764752,2.15,92.7365264892578,2,0.025129,OC[C@H]1CCC[C@H]1O,6,100.0,6,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
910,0.082084,-0.03895,0.280918,0.338113,41.043933,8.0,1.701127,0,1.692849,0.02567,0.019358,-0.12111,2.877933,0.27932,0.004599,5.223006,0.951531,0.055301,117.8085,3,1,0.809374,2.216667,100.89838409423828,1,-0.236861,CC(O)CCCCO,0,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
911,-0.286191,0.05117,0.507548,0.455821,68.902511,2.9,1.593835,1,1.602843,0.05974,0.008509,0.11238,6.072891,0.50054,0.0,6.072891,0.95,0.049318,117.7985,1,2,0.802268,4.05,92.33100128173828,2,0.082084,CC(O)CCCCO,1,100.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
912,-0.028696,-0.0272,0.507256,0.501986,60.409086,4.25,1.644778,0,1.640189,0.02929,0.016303,-0.07483,3.558792,0.48034,0.0,4.404277,0.997219,0.062272,117.816125,2,2,0.79656,2.225,93.61200714111328,2,-0.152042,CC(O)CCCCO,3,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
