,C_n_charge_avg,gas_charge_C,Buried_Volume_C_MMFF,Buried_Volume_H_max_MFF,S_bur_2.0_avg,L_cc1_min,Pyramidalization_H_max,num_O,Pyramidalization_H_max_MFF,gas_charge_H_max,dual_H_max,charge_C,Bmax_2.0_min,Buried_Volume_C,Bmin_3.0_avg,Bmax_2.0_avg,Bmin_2.0_avg,Local_Nucleophilicity_H_max,V_occ_avg,num_H,num_C,Pyramidalization_C_MFF,L_ch1_avg,bde_avg,n_Csp3,C_charge,Reactant_SMILES,Atom_nº,Selectivity,Reactive Atom,DOI
367,-0.012992,-0.02122,0.582469,0.52927,62.523394,4.25,1.6375,0,1.637875,0.02956,-0.01193,-0.06723,7.668931,0.59242,0.010864,8.180297,0.95,0.020124,459.728688,2,2,0.812181,8.05,98.0223617553711,2,-0.122295,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,24,0.0,17,doi.org/10.1021/jo990185w
368,-0.181509,-0.04466,0.595299,0.636915,73.009106,3.2,1.589819,0,1.590084,0.02979,-0.037098,-0.0067,8.703591,0.55321,0.002056,8.703591,0.989949,0.047302,459.7,1,3,0.799081,11.1,94.28547668457033,3,-0.021963,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,25,0.0,17,doi.org/10.1021/jo990185w
369,-0.021963,-0.06268,0.312785,0.348822,47.082451,13.4,1.697838,0,1.690491,0.02331,-0.011853,-0.11494,3.493566,0.37947,0.199471,7.935498,0.951531,0.025815,459.705625,3,1,0.810941,5.566667,100.57617950439452,1,-0.201647,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,26,0.0,17,doi.org/10.1021/jo990185w
370,0.169669,-0.02526,0.389996,0.433971,46.646318,11.95,1.704439,0,1.686708,0.02709,-0.008799,-0.11823,3.52881,0.33798,0.019443,8.716491,0.951531,0.019452,459.723958,3,1,0.820601,5.916667,102.26415252685548,1,-0.222387,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,33,0.0,17,doi.org/10.1021/jo990185w
371,-0.278805,0.08067,0.271583,0.369182,36.633178,16.0,1.720079,1,1.710495,0.06698,0.021643,0.02965,8.080842,0.25266,0.14028,9.168903,0.965801,0.011438,459.525833,3,0,0.774713,4.233333,98.2818832397461,0,-0.064035,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,0,0.0,25,doi.org/10.1021/jo990185w
372,-0.015355,0.12697,0.692951,0.636944,77.368744,5.1,1.598322,0,1.597578,0.06513,0.024062,0.02042,11.112605,0.7077,1.765114,11.112605,2.799936,0.004534,459.532625,1,2,0.807971,7.05,80.52526092529297,1,0.016176,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,4,0.0,25,doi.org/10.1021/jo990185w
373,-0.01444,-0.01958,0.556408,0.494776,65.075501,4.25,1.635165,0,1.625578,0.02963,0.014219,-0.07186,11.84673,0.58637,0.266883,12.548506,1.774621,0.014331,459.546313,2,2,0.81983,7.4,98.4321060180664,2,-0.130144,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,5,0.0,25,doi.org/10.1021/jo990185w
374,-0.191724,-0.0446,0.54571,0.426051,72.370997,3.2,1.600385,0,1.585208,0.02979,-0.017036,-0.0083,7.571327,0.59001,0.020405,7.571327,0.95,0.015808,459.525875,1,3,0.808718,5.15,95.004150390625,3,-0.045057,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,6,0.0,25,doi.org/10.1021/jo990185w
375,-0.045057,-0.06268,0.343802,0.442514,42.624997,11.4,1.69722,0,1.689199,0.02331,0.004558,-0.11199,3.541539,0.39955,0.02385,9.052129,0.95,0.013972,459.515042,3,1,0.812856,5.6,100.58744049072266,1,-0.236337,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,7,0.0,25,doi.org/10.1021/jo990185w
376,-0.017335,0.11176,0.685753,0.614727,77.526662,4.5,1.603449,0,1.601014,0.06357,0.005755,0.01855,8.470094,0.68169,2.105808,8.470094,3.249138,0.016768,459.504875,1,2,0.730742,4.55,85.68611907958984,1,0.005444,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,12,0.0,25,doi.org/10.1021/jo990185w
377,0.016333,0.00167,0.572994,0.528064,61.620287,6.4,1.670454,0,1.638204,0.03426,0.003212,-0.07345,8.32301,0.56167,0.029081,8.717065,1.067915,0.02465,459.533875,2,2,0.817358,5.85,88.76934051513672,1,-0.128679,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,13,0.0,25,doi.org/10.1021/jo990185w
378,-0.053742,-0.05895,0.497216,0.395278,57.223664,4.2,1.997172,0,1.999932,0.06256,0.020179,-0.03816,11.849262,0.55144,0.002533,11.849262,0.95,0.012938,459.537875,1,2,0.00016,9.15,111.01766967773438,0,-0.11952,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,15,0.0,25,doi.org/10.1021/jo990185w
379,-0.127329,-0.06199,0.422655,0.328259,50.929438,7.5,1.99996,0,1.998512,0.06228,0.016075,-0.02839,0.982344,0.43956,0.0,0.982344,0.95,0.025479,459.505,1,2,0.003552,4.55,110.91804504394533,0,-0.134706,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,16,0.0,25,doi.org/10.1021/jo990185w
380,-0.13718,-0.06225,0.41841,0.328014,50.888177,10.15,1.998192,0,1.999484,0.06227,0.010388,-0.03052,5.557877,0.42543,0.0,5.557877,0.95,0.032869,459.51175,1,2,0.001232,2.15,111.27790069580078,0,-0.135138,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,17,0.0,25,doi.org/10.1021/jo990185w
381,-0.047982,0.11127,0.680587,0.625478,77.761675,6.4,1.60645,0,1.598214,0.06336,-0.006511,0.0179,4.701064,0.68166,0.023976,4.701064,1.0,0.019696,459.556,1,2,0.737955,3.75,85.85245513916016,1,0.028333,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,23,0.0,25,doi.org/10.1021/jo990185w
382,-0.006594,-0.02122,0.597174,0.569617,67.791428,5.4,1.647131,0,1.64013,0.02956,-0.007893,-0.07376,11.800953,0.60399,0.044583,12.095838,0.987368,0.019525,459.532188,2,2,0.806785,7.825,98.15821075439452,2,-0.119275,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,24,0.0,25,doi.org/10.1021/jo990185w
383,-0.184882,-0.04466,0.547114,0.514786,72.326338,6.25,1.603725,0,1.592196,0.02979,-0.01203,-0.00787,0.989949,0.55319,0.0,0.989949,0.95,0.011561,459.549,1,3,0.796816,5.65,94.36653137207033,3,-0.041522,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,25,100.0,25,doi.org/10.1021/jo990185w
384,-0.041522,-0.06268,0.350581,0.433132,42.586215,12.6,1.697665,0,1.689064,0.02331,-0.005421,-0.11191,3.508917,0.40208,0.038606,10.556601,0.95,0.027795,459.519292,3,1,0.814829,4.933333,100.58744049072266,1,-0.208151,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,26,0.0,25,doi.org/10.1021/jo990185w
385,0.172619,-0.02526,0.340471,0.356125,49.689019,11.6,1.704391,0,1.689573,0.02709,-0.011067,-0.11836,9.294219,0.33825,0.092535,9.396943,1.972986,0.021206,459.521333,3,1,0.815744,5.9,102.26415252685548,1,-0.231182,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,33,0.0,25,doi.org/10.1021/jo990185w
386,-0.280152,0.08067,0.262463,0.346312,35.619108,10.1,1.723153,1,1.707928,0.06698,0.002702,0.02994,0.986154,0.28583,0.006417,6.202789,0.95,0.019299,460.027333,3,0,0.778515,6.683333,98.2818832397461,0,-0.058256,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,0,0.0,14,doi.org/10.1021/jo990185w
387,-0.002726,0.12697,0.674519,0.612432,79.281275,4.4,1.571708,0,1.600025,0.06513,0.000339,0.02339,8.286133,0.67355,0.619612,8.286133,3.261484,0.025344,460.01175,1,2,0.807787,3.2,80.5675277709961,1,0.030424,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,4,0.0,14,doi.org/10.1021/jo990185w
388,-0.008552,-0.01958,0.566285,0.530953,63.504006,6.85,1.642259,0,1.636646,0.02963,-0.006987,-0.07328,9.688395,0.62096,1.387985,9.880876,1.9401,0.015178,460.03625,2,2,0.797731,5.025,98.43256378173828,2,-0.121685,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,5,0.0,14,doi.org/10.1021/jo990185w
389,-0.175513,-0.0446,0.539613,0.476292,72.339984,5.45,1.604115,0,1.591466,0.02979,-0.01886,-0.01171,10.982941,0.56785,0.004611,10.982941,0.989949,0.022429,460.028875,1,3,0.798436,2.15,95.004150390625,3,-0.047527,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,6,0.0,14,doi.org/10.1021/jo990185w
390,-0.047527,-0.06268,0.381546,0.46154,46.213017,6.95,1.694721,0,1.689715,0.02331,-0.005564,-0.10977,3.501785,0.33021,0.016308,8.820831,0.951531,0.019443,460.018083,3,1,0.815336,6.733333,100.58744049072266,1,-0.1929,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,7,0.0,14,doi.org/10.1021/jo990185w
391,-0.037367,0.10798,0.679999,0.650007,76.963317,4.3,1.589492,0,1.585387,0.06322,-0.002642,0.01764,8.120499,0.67538,0.031676,8.120499,2.159501,0.021503,460.038375,1,2,0.755791,5.3,86.31464385986328,1,0.02591,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,12,0.0,14,doi.org/10.1021/jo990185w
392,-0.006606,-0.02135,0.590425,0.539205,69.004999,4.25,1.654233,0,1.636751,0.02956,-0.004384,-0.06871,7.701461,0.56842,1.054678,8.711607,2.62505,0.0227,460.011125,2,2,0.81364,5.175,98.19773864746094,2,-0.120809,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,13,0.0,14,doi.org/10.1021/jo990185w
393,-0.170652,-0.04466,0.568236,0.569442,75.033981,6.45,1.59703,0,1.590567,0.02979,-0.017509,-0.0106,9.904544,0.56893,1.963427,9.904544,1.435582,0.013213,460.027625,1,3,0.798546,2.15,94.28547668457033,3,-0.039122,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,14,100.0,14,doi.org/10.1021/jo990185w
394,-0.039122,-0.06268,0.358583,0.432439,42.428671,6.9,1.697516,0,1.688672,0.02331,-0.006669,-0.10871,7.260337,0.31002,0.042881,9.795345,0.95,0.019404,460.022542,3,1,0.816352,6.166667,100.57617950439452,1,-0.197645,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,15,0.0,14,doi.org/10.1021/jo990185w
395,-0.035014,0.11503,0.675235,0.625501,78.37123,6.3,1.59782,0,1.602641,0.0637,0.004176,0.02313,7.267221,0.68158,2.237511,7.267221,2.704332,0.015042,460.034875,1,2,0.736379,3.5,85.67244720458984,1,0.019678,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,20,0.0,14,doi.org/10.1021/jo990185w
396,0.035657,0.0018,0.564288,0.536771,62.642852,6.4,1.676002,0,1.635693,0.03426,0.003415,-0.06755,8.6338,0.56567,0.009317,8.82474,0.95986,0.023042,460.033313,2,2,0.820119,6.35,88.66802215576172,1,-0.110253,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,21,0.0,14,doi.org/10.1021/jo990185w
397,-0.043326,-0.05895,0.494269,0.423319,54.940969,4.2,1.998968,0,1.99913,0.06256,0.014635,-0.03225,10.645304,0.57029,0.030552,10.645304,0.95,0.021104,460.016375,1,2,0.002068,7.2,110.94105529785156,0,-0.129902,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,23,0.0,14,doi.org/10.1021/jo990185w
398,-0.136631,-0.06199,0.421386,0.328183,50.947296,5.1,1.998789,0,1.999205,0.06228,0.01392,-0.02626,0.982344,0.48874,0.0,0.982344,0.95,0.029268,460.008875,1,2,0.001897,2.15,110.91333770751952,0,-0.138288,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,24,0.0,14,doi.org/10.1021/jo990185w
399,-0.137913,-0.06225,0.418666,0.328259,50.870027,9.3,1.999564,0,1.998586,0.06227,0.014238,-0.0315,0.982344,0.49202,0.0,0.982344,0.95,0.034868,460.024625,1,2,0.003377,2.15,111.27790069580078,0,-0.14336,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,25,0.0,14,doi.org/10.1021/jo990185w
400,0.173508,-0.02526,0.388121,0.427996,46.821823,10.35,1.703833,0,1.687189,0.02709,-0.000735,-0.11881,5.638484,0.34542,0.727157,8.632623,1.245267,0.01465,460.011417,3,1,0.819734,5.616667,102.26415252685548,1,-0.236674,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,33,0.0,14,doi.org/10.1021/jo990185w
401,-0.279366,0.08067,0.26856,0.36464,35.524391,15.8,1.724972,1,1.709428,0.06698,0.019646,0.0231,8.053726,0.36834,0.01278,9.894334,0.95,0.014619,438.391708,3,0,0.776576,3.616667,98.2818832397461,0,-0.06321,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,0,0.0,6,doi.org/10.1021/jo990185w
402,-0.018378,0.12697,0.663553,0.585684,78.015334,5.1,1.566325,0,1.598629,0.06513,0.008333,0.02526,12.191083,0.68546,0.031758,12.191083,3.019611,0.031427,438.413875,1,2,0.806603,4.2,80.52526092529297,1,0.00944,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,4,0.0,6,doi.org/10.1021/jo990185w
403,-0.014418,-0.01958,0.561848,0.521711,64.136926,8.35,1.640689,0,1.638929,0.02963,-0.001415,-0.07354,7.451845,0.61343,0.03181,10.526888,1.295071,0.021642,438.383875,2,2,0.815436,3.3,98.4321060180664,2,-0.128806,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,5,0.0,6,doi.org/10.1021/jo990185w
404,-0.191939,-0.0446,0.556793,0.516277,72.402591,3.2,1.590983,0,1.592266,0.02979,-0.006159,-0.01333,15.478534,0.54516,0.011684,15.478534,0.95,0.026487,438.37625,1,3,0.799526,13.15,95.004150390625,3,-0.038275,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,6,75.75057736720554,6,doi.org/10.1021/jo990185w
405,-0.038275,-0.06268,0.380882,0.494188,45.767029,10.45,1.696486,0,1.686758,0.02331,0.000373,-0.10951,3.473111,0.39916,0.012745,9.39991,0.956573,0.022428,438.383042,3,1,0.819262,5.033333,100.58744049072266,1,-0.233995,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,7,0.0,6,doi.org/10.1021/jo990185w
406,-0.036392,0.10798,0.685829,0.625116,76.654601,4.4,1.577866,0,1.600098,0.06322,0.00412,0.019,9.082401,0.68392,0.03712,9.082401,1.0,0.018007,438.404375,1,2,0.725854,4.45,85.05836486816406,1,0.021357,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,12,0.0,6,doi.org/10.1021/jo990185w
407,-0.014895,-0.02135,0.593348,0.568493,64.552481,4.25,1.642273,0,1.640343,0.02956,0.005311,-0.07406,7.668768,0.55466,0.01129,7.724435,0.952297,0.018897,438.38475,2,2,0.807828,7.45,98.11443328857422,2,-0.12639,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,13,0.0,6,doi.org/10.1021/jo990185w
408,-0.176856,-0.04466,0.549414,0.526661,75.830436,8.0,1.600352,0,1.592434,0.02979,-0.0064,-0.01023,8.292919,0.58918,1.097779,8.292919,1.129224,0.001039,438.409875,1,3,0.796352,2.15,94.36653137207033,3,-0.051148,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,14,0.0,6,doi.org/10.1021/jo990185w
409,-0.051148,-0.06268,0.353272,0.437593,44.050862,12.55,1.700011,0,1.689044,0.02331,0.003316,-0.1133,5.707889,0.40426,0.552453,7.015935,1.149539,0.017276,438.3735,3,1,0.815306,5.016667,100.58744049072266,1,-0.200287,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,15,0.0,6,doi.org/10.1021/jo990185w
410,-0.027756,0.11127,0.683307,0.631825,80.680773,5.85,1.616794,0,1.604572,0.06336,0.002444,0.01883,11.593209,0.70219,2.766391,11.593209,3.381006,0.021742,438.3965,1,2,0.734214,4.8,85.85245513916016,1,0.022742,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,20,0.0,6,doi.org/10.1021/jo990185w
411,-0.010165,-0.02122,0.59955,0.584968,64.355849,5.8,1.641765,0,1.640191,0.02956,-0.013551,-0.06891,8.550585,0.65301,0.007574,10.213779,0.952297,0.01521,438.397438,2,2,0.808451,7.65,98.15821075439452,2,-0.114921,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,21,0.0,6,doi.org/10.1021/jo990185w
412,-0.173619,-0.04466,0.547172,0.517419,72.378715,6.85,1.608709,0,1.592664,0.02979,-0.004136,-0.00832,0.989949,0.57276,0.0,0.989949,0.95,0.011266,438.375,1,3,0.795974,2.7,94.36653137207033,3,-0.043072,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,22,24.24942263279446,6,doi.org/10.1021/jo990185w
413,-0.043072,-0.06268,0.348304,0.428304,42.337097,11.05,1.698347,0,1.689472,0.02331,-0.004844,-0.11434,9.85203,0.38192,0.028353,10.959408,0.95,0.024714,438.38525,3,1,0.814148,5.516667,100.58744049072266,1,-0.202736,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,23,0.0,6,doi.org/10.1021/jo990185w
414,0.164128,-0.02526,0.389757,0.426208,46.439235,11.1,1.704612,0,1.685988,0.02709,-0.01032,-0.11942,3.570014,0.39274,0.010146,7.084125,0.976633,0.024869,438.3845,3,1,0.821028,5.516667,102.26415252685548,1,-0.228813,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,30,0.0,6,doi.org/10.1021/jo990185w
415,-0.12781,-0.06481,0.272514,0.351426,38.644022,5.3,1.696469,0,1.692367,0.02306,-0.033079,-0.1007,0.986154,0.30546,0.012243,4.55908,0.95,0.073818,138.835042,3,1,0.808241,3.666667,100.07941436767578,1,-0.216061,CC[C@H](C)c1ccccc1,0,0.0,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
416,-0.136079,-0.0495,0.476857,0.464149,59.754476,3.2,1.654254,0,1.638691,0.02698,-0.018651,-0.05361,6.462391,0.47717,0.025739,6.612116,0.95,0.059011,138.83925,2,2,0.814589,3.05,96.69318389892578,2,-0.12781,CC[C@H](C)c1ccccc1,1,0.0,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
417,-0.096736,-0.0193,0.606172,0.517943,76.248449,3.2,1.601713,0,1.592707,0.03493,-0.018556,-0.02024,5.331041,0.60575,0.002081,5.331041,0.95,0.055842,138.836375,1,3,0.793827,2.55,86.82219696044922,2,-0.056097,CC[C@H](C)c1ccccc1,2,100.0,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
418,-0.056097,-0.05843,0.3604,0.406069,43.693066,5.25,1.696864,0,1.686153,0.02366,-0.00943,-0.10146,4.930771,0.33082,0.009691,6.121096,0.95,0.053611,138.842583,3,1,0.819036,2.95,99.7928237915039,1,-0.233583,CC[C@H](C)c1ccccc1,3,0.0,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
419,-0.037339,-0.05877,0.53659,0.454814,58.028475,4.25,1.999436,0,1.999769,0.06257,0.034715,-0.03778,6.029925,0.52049,0.029645,6.029925,0.95,0.058896,138.823,1,2,0.000548,2.75,109.8744125366211,0,-0.125324,CC[C@H](C)c1ccccc1,5,0.0,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
420,-0.136931,-0.06198,0.427495,0.32834,51.030194,4.2,1.999768,0,1.999883,0.06228,0.027218,-0.03124,0.982344,0.42696,0.0,0.982344,0.95,0.068606,138.842125,1,2,0.000279,2.15,110.7219696044922,0,-0.145864,CC[C@H](C)c1ccccc1,6,0.0,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
421,-0.147099,-0.06225,0.418497,0.327904,50.854346,4.4,1.999972,0,1.999858,0.06227,0.023498,-0.03383,0.982344,0.41871,0.0,0.982344,0.95,0.074918,138.836875,1,2,0.00034,2.15,111.31661987304688,0,-0.148537,CC[C@H](C)c1ccccc1,7,0.0,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
422,-0.056689,-0.06277,0.32664,0.369619,42.263842,7.3,1.6958,0,1.68913,0.02331,-0.014701,-0.10752,3.464462,0.2967,0.00429,5.412762,0.95,0.04193,131.538833,3,1,0.815021,2.55,100.4705581665039,1,-0.230856,CC(C)CCC(C)[NH3+],0,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
423,-0.184381,-0.0469,0.518723,0.462845,72.328182,3.2,1.601184,0,1.59416,0.02971,-0.015906,-0.00958,6.15,0.51749,0.0,6.15,0.95,0.022645,131.5345,1,3,0.794575,2.35,94.87451171875,3,-0.056689,CC(C)CCC(C)[NH3+],1,100.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
424,-0.085171,-0.04534,0.550812,0.522509,63.371007,4.25,1.651641,0,1.642748,0.02715,-0.015501,-0.06455,3.521718,0.52926,0.000449,4.189979,1.251602,0.025951,131.544875,2,2,0.791882,2.7,96.57085418701172,2,-0.108747,CC(C)CCC(C)[NH3+],3,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
425,-0.036319,-0.00082,0.5158,0.475238,61.964785,4.25,1.654897,0,1.634951,0.03276,-0.012631,-0.06949,3.50464,0.51388,0.002934,4.146192,1.076394,0.034688,131.54,2,2,0.818942,2.875,96.2944564819336,2,-0.113653,CC(C)CCC(C)[NH3+],4,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
426,-0.207084,0.08147,0.482069,0.402831,70.072177,3.2,1.59495,0,1.586279,0.09565,-0.019261,0.05144,6.092003,0.48425,0.0,6.092003,0.95,0.041436,131.537375,1,2,0.813495,2.35,90.4396743774414,2,0.03611,CC(C)CCC(C)[NH3+],5,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
427,0.03611,-0.01256,0.311399,0.382326,41.781714,5.75,1.702536,0,1.688037,0.02912,-0.001352,-0.11506,3.412477,0.31284,0.006979,5.573094,0.95,0.04329,131.5405,3,1,0.815636,3.083333,99.90929412841795,1,-0.168645,CC(C)CCC(C)[NH3+],6,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
428,-0.300239,0.05399,0.451698,0.40038,63.394799,2.9,1.667152,1,1.688228,0.06003,-0.000393,0.11419,0.986154,0.44997,0.0,0.986154,0.95,0.104604,71.521375,1,2,0.64709,2.15,94.09430694580078,2,0.032851,OC1CCC1,1,100.0,1,10.1002/047084289X.rm267.pub3
429,-0.087139,-0.02691,0.390613,0.375664,50.482994,3.25,1.72418,0,1.721026,0.0293,0.005744,-0.07712,0.986154,0.38759,0.0,2.199682,0.95,0.119108,71.527688,2,2,0.658747,2.15,100.25617218017578,2,-0.2144,OC1CCC1,2,0.0,1,10.1002/047084289X.rm267.pub3
430,-0.212528,-0.04839,0.359509,0.344513,49.002126,3.85,1.718261,0,1.724043,0.02684,0.008769,-0.06194,0.986154,0.35988,0.0,0.986154,0.95,0.111332,71.5245,2,2,0.653793,2.15,99.14979553222656,2,-0.207129,OC1CCC1,3,0.0,1,10.1002/047084289X.rm267.pub3
431,0.067062,-0.03629,0.301691,0.370877,39.066146,4.85,1.708322,0,1.691922,0.02577,-0.025402,-0.1203,2.658007,0.29858,0.007202,3.660546,0.95,0.097117,81.517208,3,1,0.811014,2.4,101.71248626708984,1,-0.229754,C[C@@H](O)[C@H]1CO1,0,0.0,1,10.1002/047084289X.rm267.pub3
