,Buried_Volume_C_MMFF,Buried_Volume_H_max_MFF,Buried_Volume_H_mean_MFF,Buried_Volume_H_min_MFF,Pyramidalization_C_MFF,Pyramidalization_H_max_MFF,Pyramidalization_H_mean_MFF,Pyramidalization_H_min_MFF,Reactant_SMILES,Atom_nº,Selectivity,Reactive Atom,DOI
349,0.45889,0.64257,0.509425,0.399291,0.813372,1.691178,1.688569,1.687046,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,18,0.0,17,doi.org/10.1021/jo990185w
350,0.674228,0.617662,0.617662,0.617662,0.75074,1.582943,1.582943,1.582943,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,23,0.0,17,doi.org/10.1021/jo990185w
351,0.611576,0.557032,0.546045,0.535059,0.826839,1.634335,1.630361,1.626388,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,24,0.0,17,doi.org/10.1021/jo990185w
352,0.608962,0.535985,0.535985,0.535985,0.002162,1.999092,1.999092,1.999092,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,26,0.0,17,doi.org/10.1021/jo990185w
353,0.494229,0.386479,0.386479,0.386479,0.000621,1.99974,1.99974,1.99974,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,27,0.0,17,doi.org/10.1021/jo990185w
354,0.448082,0.342632,0.342632,0.342632,0.010004,1.995812,1.995812,1.995812,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,28,0.0,17,doi.org/10.1021/jo990185w
355,0.390683,0.428281,0.394502,0.367086,0.822921,1.685013,1.683305,1.680796,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,36,0.0,17,doi.org/10.1021/jo990185w
356,0.254973,0.356801,0.31395,0.25997,0.776203,1.709528,1.708015,1.705011,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,0,0.0,17,doi.org/10.1021/jo990185w
357,0.686557,0.557992,0.557992,0.557992,0.80762,1.590958,1.590958,1.590958,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,4,0.0,17,doi.org/10.1021/jo990185w
358,0.561085,0.480467,0.478522,0.476577,0.822027,1.633553,1.633368,1.633183,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,5,0.0,17,doi.org/10.1021/jo990185w
359,0.55999,0.511805,0.511805,0.511805,0.000498,1.999791,1.999791,1.999791,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,7,0.0,17,doi.org/10.1021/jo990185w
360,0.435508,0.332341,0.332341,0.332341,0.002155,1.999097,1.999097,1.999097,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,8,0.0,17,doi.org/10.1021/jo990185w
361,0.418922,0.328142,0.328142,0.328142,0.003975,1.998337,1.998337,1.998337,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,9,0.0,17,doi.org/10.1021/jo990185w
362,0.670035,0.512038,0.512038,0.512038,0.823603,1.534437,1.534437,1.534437,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,15,0.0,17,doi.org/10.1021/jo990185w
363,0.596394,0.581159,0.522608,0.464056,0.837603,1.621647,1.620988,1.620329,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,16,0.0,17,doi.org/10.1021/jo990185w
364,0.617575,0.633922,0.633922,0.633922,0.805783,1.585579,1.585579,1.585579,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,17,100.0,17,doi.org/10.1021/jo990185w
365,0.463183,0.562273,0.494662,0.373806,0.818697,1.687106,1.685679,1.684779,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,18,0.0,17,doi.org/10.1021/jo990185w
366,0.679749,0.625344,0.625344,0.625344,0.758333,1.601392,1.601392,1.601392,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,23,0.0,17,doi.org/10.1021/jo990185w
367,0.582469,0.52927,0.50626,0.483251,0.812181,1.637875,1.63781,1.637746,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,24,0.0,17,doi.org/10.1021/jo990185w
368,0.595299,0.636915,0.636915,0.636915,0.799081,1.590084,1.590084,1.590084,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,25,0.0,17,doi.org/10.1021/jo990185w
369,0.312785,0.348822,0.338901,0.32381,0.810941,1.690491,1.689939,1.689578,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,26,0.0,17,doi.org/10.1021/jo990185w
370,0.389996,0.433971,0.407314,0.366876,0.820601,1.686708,1.684595,1.681913,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C,33,0.0,17,doi.org/10.1021/jo990185w
371,0.271583,0.369182,0.324574,0.274238,0.774713,1.710495,1.708767,1.705787,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,0,0.0,25,doi.org/10.1021/jo990185w
372,0.692951,0.636944,0.636944,0.636944,0.807971,1.597578,1.597578,1.597578,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,4,0.0,25,doi.org/10.1021/jo990185w
373,0.556408,0.494776,0.471225,0.447674,0.81983,1.625578,1.623435,1.621292,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,5,0.0,25,doi.org/10.1021/jo990185w
374,0.54571,0.426051,0.426051,0.426051,0.808718,1.585208,1.585208,1.585208,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,6,0.0,25,doi.org/10.1021/jo990185w
375,0.343802,0.442514,0.372065,0.323076,0.812856,1.689199,1.688892,1.688289,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,7,0.0,25,doi.org/10.1021/jo990185w
376,0.685753,0.614727,0.614727,0.614727,0.730742,1.601014,1.601014,1.601014,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,12,0.0,25,doi.org/10.1021/jo990185w
377,0.572994,0.528064,0.524646,0.521227,0.817358,1.638204,1.636263,1.634321,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,13,0.0,25,doi.org/10.1021/jo990185w
378,0.497216,0.395278,0.395278,0.395278,0.00016,1.999932,1.999932,1.999932,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,15,0.0,25,doi.org/10.1021/jo990185w
379,0.422655,0.328259,0.328259,0.328259,0.003552,1.998512,1.998512,1.998512,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,16,0.0,25,doi.org/10.1021/jo990185w
380,0.41841,0.328014,0.328014,0.328014,0.001232,1.999484,1.999484,1.999484,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,17,0.0,25,doi.org/10.1021/jo990185w
381,0.680587,0.625478,0.625478,0.625478,0.737955,1.598214,1.598214,1.598214,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,23,0.0,25,doi.org/10.1021/jo990185w
382,0.597174,0.569617,0.55458,0.539543,0.806785,1.64013,1.637543,1.634955,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,24,0.0,25,doi.org/10.1021/jo990185w
383,0.547114,0.514786,0.514786,0.514786,0.796816,1.592196,1.592196,1.592196,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,25,100.0,25,doi.org/10.1021/jo990185w
384,0.350581,0.433132,0.379189,0.329633,0.814829,1.689064,1.687809,1.687128,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,26,0.0,25,doi.org/10.1021/jo990185w
385,0.340471,0.356125,0.353489,0.352113,0.815744,1.689573,1.687244,1.686012,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,33,0.0,25,doi.org/10.1021/jo990185w
386,0.262463,0.346312,0.316148,0.269498,0.778515,1.707928,1.706868,1.704962,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,0,0.0,14,doi.org/10.1021/jo990185w
387,0.674519,0.612432,0.612432,0.612432,0.807787,1.600025,1.600025,1.600025,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,4,0.0,14,doi.org/10.1021/jo990185w
388,0.566285,0.530953,0.51347,0.495987,0.797731,1.636646,1.634462,1.632278,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,5,0.0,14,doi.org/10.1021/jo990185w
389,0.539613,0.476292,0.476292,0.476292,0.798436,1.591466,1.591466,1.591466,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,6,0.0,14,doi.org/10.1021/jo990185w
390,0.381546,0.46154,0.411841,0.339015,0.815336,1.689715,1.687501,1.686166,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,7,0.0,14,doi.org/10.1021/jo990185w
391,0.679999,0.650007,0.650007,0.650007,0.755791,1.585387,1.585387,1.585387,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,12,0.0,14,doi.org/10.1021/jo990185w
392,0.590425,0.539205,0.521717,0.504228,0.81364,1.636751,1.63465,1.632548,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,13,0.0,14,doi.org/10.1021/jo990185w
393,0.568236,0.569442,0.569442,0.569442,0.798546,1.590567,1.590567,1.590567,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,14,100.0,14,doi.org/10.1021/jo990185w
394,0.358583,0.432439,0.387727,0.333098,0.816352,1.688672,1.686974,1.685953,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,15,0.0,14,doi.org/10.1021/jo990185w
395,0.675235,0.625501,0.625501,0.625501,0.736379,1.602641,1.602641,1.602641,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,20,0.0,14,doi.org/10.1021/jo990185w
396,0.564288,0.536771,0.51034,0.483909,0.820119,1.635693,1.634294,1.632895,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,21,0.0,14,doi.org/10.1021/jo990185w
397,0.494269,0.423319,0.423319,0.423319,0.002068,1.99913,1.99913,1.99913,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,23,0.0,14,doi.org/10.1021/jo990185w
398,0.421386,0.328183,0.328183,0.328183,0.001897,1.999205,1.999205,1.999205,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,24,0.0,14,doi.org/10.1021/jo990185w
399,0.418666,0.328259,0.328259,0.328259,0.003377,1.998586,1.998586,1.998586,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,25,0.0,14,doi.org/10.1021/jo990185w
400,0.388121,0.427996,0.395117,0.366794,0.819734,1.687189,1.685078,1.682385,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,33,0.0,14,doi.org/10.1021/jo990185w
401,0.26856,0.36464,0.32261,0.269346,0.776576,1.709428,1.707821,1.704608,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,0,0.0,6,doi.org/10.1021/jo990185w
402,0.663553,0.585684,0.585684,0.585684,0.806603,1.598629,1.598629,1.598629,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,4,0.0,6,doi.org/10.1021/jo990185w
403,0.561848,0.521711,0.493885,0.466059,0.815436,1.638929,1.635535,1.63214,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,5,0.0,6,doi.org/10.1021/jo990185w
404,0.556793,0.516277,0.516277,0.516277,0.799526,1.592266,1.592266,1.592266,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,6,75.75057736720554,6,doi.org/10.1021/jo990185w
405,0.380882,0.494188,0.410418,0.345631,0.819262,1.686758,1.685388,1.683769,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,7,0.0,6,doi.org/10.1021/jo990185w
406,0.685829,0.625116,0.625116,0.625116,0.725854,1.600098,1.600098,1.600098,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,12,0.0,6,doi.org/10.1021/jo990185w
407,0.593348,0.568493,0.548608,0.528723,0.807828,1.640343,1.640202,1.640061,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,13,0.0,6,doi.org/10.1021/jo990185w
408,0.549414,0.526661,0.526661,0.526661,0.796352,1.592434,1.592434,1.592434,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,14,0.0,6,doi.org/10.1021/jo990185w
409,0.353272,0.437593,0.38166,0.330693,0.815306,1.689044,1.687546,1.686763,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,15,0.0,6,doi.org/10.1021/jo990185w
410,0.683307,0.631825,0.631825,0.631825,0.734214,1.604572,1.604572,1.604572,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,20,0.0,6,doi.org/10.1021/jo990185w
411,0.59955,0.584968,0.556414,0.527861,0.808451,1.640191,1.639799,1.639408,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,21,0.0,6,doi.org/10.1021/jo990185w
412,0.547172,0.517419,0.517419,0.517419,0.795974,1.592664,1.592664,1.592664,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,22,24.24942263279446,6,doi.org/10.1021/jo990185w
413,0.348304,0.428304,0.377708,0.328742,0.814148,1.689472,1.688185,1.687426,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,23,0.0,6,doi.org/10.1021/jo990185w
414,0.389757,0.426208,0.392943,0.367429,0.821028,1.685988,1.684364,1.682224,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,30,0.0,6,doi.org/10.1021/jo990185w
415,0.272514,0.351426,0.318163,0.275688,0.808241,1.692367,1.691387,1.690567,CC[C@H](C)c1ccccc1,0,0.0,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
416,0.476857,0.464149,0.449718,0.435287,0.814589,1.638691,1.638145,1.637599,CC[C@H](C)c1ccccc1,1,0.0,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
417,0.606172,0.517943,0.517943,0.517943,0.793827,1.592707,1.592707,1.592707,CC[C@H](C)c1ccccc1,2,100.0,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
418,0.3604,0.406069,0.377949,0.361349,0.819036,1.686153,1.685515,1.684904,CC[C@H](C)c1ccccc1,3,0.0,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
419,0.53659,0.454814,0.454814,0.454814,0.000548,1.999769,1.999769,1.999769,CC[C@H](C)c1ccccc1,5,0.0,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
420,0.427495,0.32834,0.32834,0.32834,0.000279,1.999883,1.999883,1.999883,CC[C@H](C)c1ccccc1,6,0.0,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
421,0.418497,0.327904,0.327904,0.327904,0.00034,1.999858,1.999858,1.999858,CC[C@H](C)c1ccccc1,7,0.0,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
422,0.32664,0.369619,0.351936,0.324375,0.815021,1.68913,1.687703,1.686944,CC(C)CCC(C)[NH3+],0,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
423,0.518723,0.462845,0.462845,0.462845,0.794575,1.59416,1.59416,1.59416,CC(C)CCC(C)[NH3+],1,100.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
424,0.550812,0.522509,0.516161,0.509813,0.791882,1.642748,1.641484,1.64022,CC(C)CCC(C)[NH3+],3,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
425,0.5158,0.475238,0.465366,0.455495,0.818942,1.634951,1.63439,1.63383,CC(C)CCC(C)[NH3+],4,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
426,0.482069,0.402831,0.402831,0.402831,0.813495,1.586279,1.586279,1.586279,CC(C)CCC(C)[NH3+],5,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
427,0.311399,0.382326,0.341155,0.308563,0.815636,1.688037,1.687376,1.686714,CC(C)CCC(C)[NH3+],6,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
428,0.451698,0.40038,0.40038,0.40038,0.64709,1.688228,1.688228,1.688228,OC1CCC1,1,100.0,1,10.1002/047084289X.rm267.pub3
429,0.390613,0.375664,0.357092,0.33852,0.658747,1.721026,1.720563,1.7201,OC1CCC1,2,0.0,1,10.1002/047084289X.rm267.pub3
430,0.359509,0.344513,0.334703,0.324893,0.653793,1.724043,1.723025,1.722007,OC1CCC1,3,0.0,1,10.1002/047084289X.rm267.pub3
431,0.301691,0.370877,0.333809,0.30497,0.811014,1.691922,1.689842,1.688597,C[C@@H](O)[C@H]1CO1,0,0.0,1,10.1002/047084289X.rm267.pub3
432,0.488137,0.409837,0.409837,0.409837,0.789515,1.607815,1.607815,1.607815,C[C@@H](O)[C@H]1CO1,1,100.0,1,10.1002/047084289X.rm267.pub3
433,0.483525,0.402389,0.402389,0.402389,0.550121,1.745817,1.745817,1.745817,C[C@@H](O)[C@H]1CO1,3,0.0,1,10.1002/047084289X.rm267.pub3
434,0.326273,0.372187,0.336497,0.300806,0.474588,1.812664,1.812605,1.812545,C[C@@H](O)[C@H]1CO1,4,0.0,1,10.1002/047084289X.rm267.pub3
435,0.59849,0.479297,0.479297,0.479297,0.777203,1.614479,1.614479,1.614479,OC1CC2CCC1(O)CC2,1,100.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
436,0.513197,0.434862,0.42209,0.409319,0.778703,1.65542,1.653564,1.651707,OC1CC2CCC1(O)CC2,2,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
437,0.571952,0.414258,0.414258,0.414258,0.762956,1.61788,1.61788,1.61788,OC1CC2CCC1(O)CC2,3,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
438,0.476857,0.396932,0.396131,0.395331,0.790217,1.651137,1.651083,1.651029,OC1CC2CCC1(O)CC2,4,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
439,0.51435,0.426237,0.425617,0.424997,0.7909,1.648999,1.648964,1.648928,OC1CC2CCC1(O)CC2,5,0.0,1,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
440,0.419714,0.363545,0.363452,0.363358,0.795146,1.647358,1.647358,1.647358,C1CCOCC1,0,0.0,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
441,0.424478,0.404753,0.375114,0.345474,0.781089,1.656423,1.654817,1.653211,C1CCOCC1,1,0.0,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
442,0.407968,0.397905,0.365225,0.332545,0.81899,1.646286,1.645179,1.644072,C1CCOCC1,2,100.0,2,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01
443,0.281104,0.33537,0.320692,0.296409,0.774388,1.710227,1.708951,1.706519,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,0,0.0,43,10.1002/047084289X.rm267.pub3
444,0.806269,0.728551,0.728551,0.728551,0.807804,1.589946,1.589946,1.589946,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,4,0.0,43,10.1002/047084289X.rm267.pub3
445,0.79419,0.737607,0.737607,0.737607,0.787411,1.590969,1.590969,1.590969,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,5,0.0,43,10.1002/047084289X.rm267.pub3
446,0.52542,0.547213,0.5337,0.518187,0.827028,1.68428,1.680978,1.6784,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,6,0.0,43,10.1002/047084289X.rm267.pub3
447,0.783411,0.704144,0.704144,0.704144,0.786416,1.590077,1.590077,1.590077,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,7,0.0,43,10.1002/047084289X.rm267.pub3
448,0.559658,0.528297,0.519416,0.510535,0.780946,1.65738,1.657321,1.657261,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,8,0.0,43,10.1002/047084289X.rm267.pub3
449,0.520663,0.488725,0.457857,0.426988,0.737264,1.665412,1.665019,1.664626,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,9,0.0,43,10.1002/047084289X.rm267.pub3
450,0.736402,0.615729,0.615729,0.615729,0.740278,1.613337,1.613337,1.613337,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,10,0.0,43,10.1002/047084289X.rm267.pub3
451,0.753785,0.70044,0.70044,0.70044,0.780399,1.602661,1.602661,1.602661,CC(=O)O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@]12C)[C@H](OC(C)=O)[C@H](C)C(C)C,11,0.0,43,10.1002/047084289X.rm267.pub3
