,Bmax_2.0_avg,Bmax_2.0_max,Bmax_2.0_min,Bmax_2.5_avg,Bmax_2.5_max,Bmax_2.5_min,Bmax_3.0_avg,Bmax_3.0_max,Bmax_3.0_min,Bmax_3.5_avg,Bmax_3.5_max,Bmax_3.5_min,Bmax_4.0_avg,Bmax_4.0_max,Bmax_4.0_min,Bmax_4.5_avg,Bmax_4.5_max,Bmax_4.5_min,Bmin_2.0_avg,Bmin_2.0_max,Bmin_2.0_min,Bmin_2.5_avg,Bmin_2.5_max,Bmin_2.5_min,Bmin_3.0_avg,Bmin_3.0_max,Bmin_3.0_min,Bmin_3.5_avg,Bmin_3.5_max,Bmin_3.5_min,Bmin_4.0_avg,Bmin_4.0_max,Bmin_4.0_min,Bmin_4.5_avg,Bmin_4.5_max,Bmin_4.5_min,L_avg,L_max,L_min,S_bur_2.0_avg,S_bur_2.0_max,S_bur_2.0_min,S_bur_2.5_avg,S_bur_2.5_max,S_bur_2.5_min,S_bur_3.0_avg,S_bur_3.0_max,S_bur_3.0_min,S_bur_3.5_avg,S_bur_3.5_max,S_bur_3.5_min,S_bur_4.0_avg,S_bur_4.0_max,S_bur_4.0_min,S_bur_4.5_avg,S_bur_4.5_max,S_bur_4.5_min,V_bur_2.0_avg,V_bur_2.0_max,V_bur_2.0_min,V_bur_2.5_avg,V_bur_2.5_max,V_bur_2.5_min,V_bur_3.0_avg,V_bur_3.0_max,V_bur_3.0_min,V_bur_3.5_avg,V_bur_3.5_max,V_bur_3.5_min,V_bur_4.0_avg,V_bur_4.0_max,V_bur_4.0_min,V_bur_4.5_avg,V_bur_4.5_max,V_bur_4.5_min,V_occ_avg,V_occ_max,V_occ_min,Reactant_SMILES,Atom_nº,Selectivity,Reactive Atom,DOI
0,3.268478,5.352102,1.006231,2.127622,2.954657,0.585235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.963316,0.989949,0.95,0.511733,0.55,0.4926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.836425,36.860195,36.818789,21.370987,21.38104,21.359337,14.742153,14.750159,14.730744,9.127594,9.128438,9.126497,7.168569,7.171915,7.166626,6.470052,6.47063,6.469564,80.43108,80.447368,80.419802,53.509864,53.516098,53.506534,38.841692,38.844865,38.838825,28.515888,28.518951,28.510279,21.754655,21.75677,21.751653,17.303915,17.305353,17.301634,116.274167,116.27875,116.266625,CCCCCCC,0,0.0,1,10.1021/ja00199a039
1,6.985113,7.011419,6.958807,6.913121,6.914658,6.911584,6.579963,6.653007,6.506919,5.504202,5.508176,5.500227,2.616892,5.233784,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.494975,0.494975,0.494975,0.007399,0.012697,0.002102,0.012788,0.024824,0.000751,0.007514,0.015027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.727175,56.732861,56.721488,40.185342,40.186613,40.184071,25.512337,25.512447,25.512226,11.31135,11.314672,11.308029,8.238433,8.241291,8.235575,5.764638,5.76503,5.764245,87.194298,87.196725,87.19187,67.129938,67.131275,67.1286,53.342562,53.344166,53.340958,39.50302,39.504308,39.501732,29.665128,29.666155,29.664102,22.880809,22.881055,22.880564,116.280563,116.280875,116.28025,CCCCCCC,1,34.74576271186441,1,10.1021/ja00199a039
2,3.526676,3.534119,3.519233,3.099406,3.17805,3.020761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.497487,0.5,0.494975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.092538,58.09359,58.091485,42.266436,42.270921,42.26195,29.042132,29.048033,29.03623,15.895992,15.899849,15.892134,9.580494,9.581724,9.579264,6.623873,6.624116,6.623629,87.712539,87.716251,87.708827,68.17939,68.179551,68.179229,55.045769,55.048127,55.04341,42.330247,42.332353,42.328141,32.524891,32.526617,32.523164,25.14196,25.142454,25.141466,116.280063,116.281625,116.2785,CCCCCCC,2,34.74576271186441,1,10.1021/ja00199a039
3,4.2689,4.960091,3.577709,3.969547,4.732071,3.207024,1.9731,3.946201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.500702,0.50643,0.494975,0.000652,0.001304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.851586,59.859886,59.843287,45.435028,45.439666,45.43039,32.790504,32.799522,32.781487,19.220544,19.222818,19.21827,12.251381,12.260266,12.242497,6.843702,6.843983,6.843422,88.10378,88.108417,88.099142,69.670395,69.671047,69.669742,57.391794,57.393362,57.390226,45.154649,45.158346,45.150952,35.431646,35.432487,35.430804,27.674125,27.675985,27.672265,116.267375,116.273125,116.261625,CCCCCCC,3,30.508474576271187,1,10.1021/ja00199a039
4,3.914616,4.886972,3.370831,3.555158,4.728901,2.926175,1.34371,4.031129,0.0,0.733523,2.200568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.4926,0.4926,0.4926,0.000142,0.000425,0.0,0.001238,0.003714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.368664,42.390746,42.357129,30.179121,30.184841,30.171175,25.639707,25.653465,25.630732,18.541092,18.548706,18.530723,11.84469,11.85169,11.840009,7.299735,7.302745,7.29568,81.939366,81.949077,81.926667,57.930569,57.935156,57.9256,45.53892,45.540358,45.536155,36.841651,36.842486,36.840746,29.621227,29.622145,29.619859,23.622587,23.623886,23.621691,100.862042,100.864375,100.858625,CC(C)C(C)C,0,0.0,1,10.1021/ja00199a039
5,3.696282,3.696282,3.696282,3.231099,3.231099,3.231099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.494975,0.494975,0.494975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.20615,75.20615,75.20615,57.493771,57.493771,57.493771,35.810499,35.810499,35.810499,13.647822,13.647822,13.647822,5.321306,5.321306,5.321306,0.65361,0.65361,0.65361,93.450289,93.450289,93.450289,79.732491,79.732491,79.732491,66.701177,66.701177,66.701177,49.99255,49.99255,49.99255,36.61371,36.61371,36.61371,26.410339,26.410339,26.410339,100.85525,100.85525,100.85525,CC(C)C(C)C,1,100.0,1,10.1021/ja00199a039
6,4.196789,5.672081,3.231486,3.04277,5.423099,0.509902,1.724738,5.174215,0.0,0.918029,2.754088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.4926,0.4926,0.4926,0.01032,0.03096,0.0,0.002942,0.008826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.244315,41.263101,41.231956,28.648627,28.653607,28.64439,24.080912,24.088416,24.076056,17.211659,17.213441,17.208419,11.754682,11.760108,11.750913,8.059483,8.06017,8.058502,81.626621,81.637577,81.606577,57.075123,57.080411,57.068179,44.402302,44.408275,44.395666,35.529652,35.534944,35.525823,28.55792,28.560672,28.555121,22.905207,22.906844,22.904388,106.430167,106.434625,106.427625,CC1CCCCC1,0,0.0,1,10.1021/ja00199a039
7,0.989949,0.989949,0.989949,0.522015,0.522015,0.522015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.494975,0.494975,0.494975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.981016,72.981016,72.981016,56.010844,56.010844,56.010844,35.340609,35.340609,35.340609,14.245143,14.245143,14.245143,8.673668,8.673668,8.673668,3.029899,3.029899,3.029899,92.548284,92.548284,92.548284,78.357292,78.357292,78.357292,65.467666,65.467666,65.467666,49.194796,49.194796,49.194796,36.74153,36.74153,36.74153,27.520223,27.520223,27.520223,106.421375,106.421375,106.421375,CC1CCCCC1,1,95.74468085106383,1,10.1021/ja00199a039
8,3.846505,3.890051,3.802959,3.29583,3.298485,3.293175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.494975,0.494975,0.494975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.928564,59.936721,59.920407,46.527389,46.537083,46.517696,36.394164,36.394275,36.394054,22.508246,22.508489,22.508003,10.556623,10.563209,10.550037,1.770319,1.772135,1.768504,88.13257,88.140601,88.12454,69.871196,69.872725,69.869667,58.417341,58.419332,58.41535,47.37193,47.372243,47.371616,37.384833,37.386979,37.382687,27.715401,27.717022,27.713779,106.425063,106.430875,106.41925,CC1CCCCC1,2,0.0,1,10.1021/ja00199a039
9,2.954911,4.923667,0.986154,2.707518,4.900255,0.514782,2.316382,4.632764,0.0,1.769357,3.538714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.494975,0.494975,0.494975,0.0003,0.000601,0.0,0.002789,0.005577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.301513,57.316591,57.286435,43.36449,43.372594,43.356386,32.052816,32.058444,32.047188,19.199246,19.201433,19.197059,12.189623,12.1913,12.187945,4.67295,4.677611,4.668289,87.232807,87.234114,87.2315,68.007366,68.011093,68.003639,55.829036,55.829645,55.828428,44.017366,44.018932,44.015799,34.874577,34.875393,34.873761,26.805851,26.806588,26.805114,106.43175,106.434875,106.428625,CC1CCCCC1,3,4.25531914893617,1,10.1021/ja00199a039
10,0.986154,0.986154,0.986154,0.514782,0.514782,0.514782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.494975,0.494975,0.494975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.358282,55.360127,55.356437,40.396317,40.396381,40.396252,28.397854,28.400595,28.395113,15.322138,15.325732,15.318544,10.497147,10.499835,10.494458,5.531844,5.531999,5.531689,86.554705,86.556584,86.552827,66.479141,66.483753,66.474529,53.486667,53.486947,53.486386,41.135255,41.136072,41.134438,31.828033,31.830226,31.825841,24.705155,24.706522,24.703787,106.425063,106.425875,106.42425,CC1CCCCC1,4,0.0,1,10.1021/ja00199a039
11,4.626782,5.8228,3.25,3.562483,5.391892,0.509902,3.224565,5.132495,0.0,2.711524,4.604346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.4926,0.4926,0.4926,0.017557,0.03724,0.0,0.001116,0.003349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.699879,42.725897,42.680937,31.819366,31.821591,31.815235,27.766408,27.770727,27.760354,21.035004,21.044992,21.029038,15.905868,15.912599,15.900856,11.097606,11.098704,11.096785,81.859221,81.867381,81.853087,58.42912,58.435582,58.423309,46.669589,46.674727,46.666025,38.344639,38.350577,38.33892,31.754234,31.7596,31.749288,26.312845,26.315802,26.310679,121.527125,121.5305,121.523125,C[C@H]1CCCC[C@@H]1C,0,0.0,1,10.1021/ja00199a039
12,3.798026,3.798026,3.798026,3.318509,3.318509,3.318509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.494975,0.494975,0.494975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.187463,76.187463,76.187463,61.327897,61.327897,61.327897,42.55537,42.55537,42.55537,20.968609,20.968609,20.968609,11.164641,11.164641,11.164641,3.328394,3.328394,3.328394,93.513037,93.513037,93.513037,80.956122,80.956122,80.956122,69.568603,69.568603,69.568603,54.662873,54.662873,54.662873,41.900919,41.900919,41.900919,31.47227,31.47227,31.47227,121.51675,121.51675,121.51675,C[C@H]1CCCC[C@@H]1C,1,90.0,1,10.1021/ja00199a039
13,4.021676,4.263801,3.77955,3.272421,3.276049,3.268792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.494975,0.494975,0.494975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.337404,60.343089,60.331718,46.798168,46.805319,46.791017,36.856219,36.860192,36.852246,24.201628,24.20341,24.199846,13.485684,13.489474,13.481894,5.722297,5.722542,5.722052,88.268898,88.269458,88.268338,70.130276,70.132665,70.127887,58.662893,58.663335,58.66245,47.9221,47.923458,47.920743,38.486005,38.487171,38.484838,29.584624,29.585083,29.584166,121.52775,121.52875,121.52675,C[C@H]1CCCC[C@@H]1C,2,5.5,1,10.1021/ja00199a039
14,3.312319,5.638484,0.986154,2.66571,4.816638,0.514782,2.306648,4.613296,0.0,1.804508,3.609016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.494975,0.494975,0.494975,0.001689,0.003377,0.0,0.000981,0.001962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.29726,57.299288,57.295231,43.60508,43.60512,43.605039,32.263034,32.272773,32.253295,19.329511,19.331419,19.327603,13.293557,13.294574,13.292541,7.610778,7.613285,7.608271,87.16799,87.168761,87.167219,68.057359,68.058529,68.05619,55.959609,55.964747,55.954472,44.159899,44.163084,44.156715,35.051097,35.053295,35.048898,27.613855,27.614304,27.613407,121.52375,121.52825,121.51925,C[C@H]1CCCC[C@@H]1C,3,4.5,1,10.1021/ja00199a039
15,4.105185,5.250238,3.444198,3.431077,4.596194,2.534758,1.261943,3.785829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.4926,0.4926,0.4926,0.000406,0.001219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.969991,42.973625,42.96423,30.631796,30.642178,30.625652,26.300519,26.314059,26.289563,20.098998,20.102908,20.096848,14.284348,14.29159,14.276875,10.486563,10.488212,10.485227,82.232625,82.239004,82.220703,58.298915,58.30199,58.294727,45.990713,45.993345,45.9887,37.48072,37.48423,37.478451,30.722899,30.726586,30.720148,25.236243,25.238788,25.233122,121.531375,121.5465,121.511375,C[C@@H]1CCCC[C@@H]1C,0,0.0,1,10.1021/ja00199a039
16,3.530581,3.530581,3.530581,3.14086,3.14086,3.14086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.494975,0.494975,0.494975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.466779,76.466779,76.466779,61.243993,61.243993,61.243993,42.716709,42.716709,42.716709,21.893347,21.893347,21.893347,11.233358,11.233358,11.233358,2.513762,2.513762,2.513762,93.681112,93.681112,93.681112,81.047674,81.047674,81.047674,69.629659,69.629659,69.629659,54.90976,54.90976,54.90976,42.312325,42.312325,42.312325,31.571275,31.571275,31.571275,121.522875,121.522875,121.522875,C[C@@H]1CCCC[C@@H]1C,1,100.0,1,10.1021/ja00199a039
17,4.20197,4.850773,3.553168,3.948953,4.744734,3.153173,2.128967,4.257934,0.0,1.65246,3.304921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.494975,0.494975,0.494975,0.007777,0.015554,0.0,0.018761,0.037523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.365187,61.385209,61.345165,49.178447,49.179083,49.177811,39.352439,39.359723,39.345156,25.738348,25.738429,25.738267,15.15211,15.155465,15.148755,4.965215,4.967079,4.96335,88.422781,88.425955,88.419606,71.101421,71.104574,71.098267,60.328663,60.334194,60.323133,49.718962,49.722269,49.715655,40.122204,40.125516,40.118892,31.056993,31.058335,31.05565,121.530813,121.533875,121.52775,C[C@@H]1CCCC[C@@H]1C,2,0.0,1,10.1021/ja00199a039
18,2.241112,3.496069,0.986154,1.704154,2.893527,0.514782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.494975,0.494975,0.494975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.097879,56.117758,56.078001,41.6347,41.638275,41.631125,30.545281,30.551221,30.539341,18.76449,18.767092,18.761888,14.106463,14.111209,14.101717,9.579942,9.581231,9.578652,86.942768,86.95735,86.928185,67.02372,67.034406,67.013034,54.580935,54.587727,54.574143,42.852573,42.858366,42.846779,34.150033,34.154325,34.145741,27.498577,27.501032,27.496123,121.524875,121.525875,121.523875,C[C@@H]1CCCC[C@@H]1C,3,0.0,1,10.1021/ja00199a039
19,3.883689,6.781224,0.986154,3.634242,6.753703,0.514782,3.26621,6.532419,0.0,2.870649,5.741298,0.0,2.415704,4.831408,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.494975,0.494975,0.494975,0.022546,0.045092,0.0,0.005312,0.010625,0.0,0.008342,0.016683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.429411,57.444347,57.414475,42.080724,42.082817,42.078632,30.694645,30.695672,30.693618,18.593379,18.59637,18.590387,13.989137,13.995465,13.98281,9.140985,9.141221,9.14075,87.437464,87.440662,87.434266,67.767524,67.768846,67.766202,55.088429,55.090083,55.086774,43.179191,43.182014,43.176368,34.347883,34.34817,34.347595,27.445668,27.446307,27.445029,142.224688,142.22625,142.223125,C1CC[C@H]2CCCC[C@@H]2C1,0,9.63855421686747,3,10.1021/ja00199a039
20,4.443607,5.358405,3.52881,3.1896,3.203904,3.175295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.494975,0.494975,0.494975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.950838,58.95898,58.942696,45.902205,45.908788,45.895622,36.392166,36.398044,36.386288,24.87145,24.872575,24.870325,16.396366,16.396388,16.396344,10.162156,10.16241,10.161902,87.768003,87.770827,87.765179,69.251888,69.256144,69.247632,57.885355,57.88569,57.88502,47.404266,47.40507,47.403463,38.660744,38.661279,38.660209,30.916093,30.916194,30.915992,142.215688,142.21625,142.215125,C1CC[C@H]2CCCC[C@@H]2C1,2,10.843373493975903,3,10.1021/ja00199a039
21,4.523826,4.523826,4.523826,3.640055,3.640055,3.640055,2.79732,2.79732,2.79732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.325126,1.325126,1.325126,0.839211,0.839211,0.839211,0.002142,0.002142,0.002142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.918924,79.918924,79.918924,66.582975,66.582975,66.582975,50.322566,50.322566,50.322566,30.749154,30.749154,30.749154,16.737331,16.737331,16.737331,3.292971,3.292971,3.292971,94.735505,94.735505,94.735505,83.77743,83.77743,83.77743,73.844413,73.844413,73.844413,60.848914,60.848914,60.848914,48.871771,48.871771,48.871771,36.893606,36.893606,36.893606,142.224875,142.224875,142.224875,C1CC[C@H]2CCCC[C@@H]2C1,3,79.51807228915662,3,10.1021/ja00199a039
22,3.879967,6.753703,1.006231,3.582141,6.562202,0.60208,2.830415,5.66083,0.0,2.730613,5.461227,0.0,2.579365,5.15873,0.0,0.0,0.0,0.0,0.969975,0.989949,0.95,0.538493,0.582011,0.494975,0.002533,0.005066,0.0,0.001304,0.002608,0.0,0.015656,0.031313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.801762,57.809904,57.79362,43.704521,43.705924,43.703117,32.1037,32.104016,32.103384,19.571388,19.57672,19.566056,14.515039,14.517837,14.512241,8.737006,8.740252,8.73376,87.341942,87.34953,87.334354,68.310653,68.310858,68.310449,56.072103,56.072884,56.071322,44.221935,44.222711,44.221158,35.304665,35.305692,35.303637,28.191656,28.192478,28.190835,142.241438,142.2415,142.241375,C1CC[C@H]2CCCC[C@H]2C1,0,0.7342143906020557,3,10.1021/ja00199a039
23,4.384866,5.300943,3.468789,4.016246,5.010489,3.022003,2.415186,4.830373,0.0,2.320022,4.640043,0.0,2.200142,4.400284,0.0,0.0,0.0,0.0,0.952297,0.954594,0.95,0.494975,0.494975,0.494975,0.011717,0.023434,0.0,0.012172,0.024343,0.0,0.001128,0.002257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.762755,62.76844,62.757069,51.391873,51.392032,51.391714,41.744485,41.746251,41.742719,28.939289,28.944879,28.9337,19.520631,19.526658,19.514605,9.241397,9.242967,9.239827,88.715045,88.718406,88.711683,72.232735,72.233595,72.231874,61.949029,61.951075,61.946983,51.736114,51.738586,51.733643,42.742227,42.742904,42.741551,34.217408,34.218276,34.21654,142.248688,142.253,142.244375,C1CC[C@H]2CCCC[C@H]2C1,2,0.978952520802741,3,10.1021/ja00199a039
24,3.551408,3.551408,3.551408,3.1257,3.1257,3.1257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.494975,0.494975,0.494975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.633973,77.633973,77.633973,64.748862,64.748862,64.748862,49.480561,49.480561,49.480561,30.160582,30.160582,30.160582,17.233015,17.233015,17.233015,4.424253,4.424253,4.424253,93.948166,93.948166,93.948166,82.261366,82.261366,82.261366,72.409041,72.409041,72.409041,59.708678,59.708678,59.708678,47.959252,47.959252,47.959252,36.712463,36.712463,36.712463,142.2385,142.2385,142.2385,C1CC[C@H]2CCCC[C@H]2C1,3,98.2868330885952,3,10.1021/ja00199a039
25,3.171034,3.412477,2.92959,1.787097,3.059412,0.514782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.494975,0.494975,0.494975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.195373,56.204766,56.18598,42.45808,42.460782,42.455379,32.724544,32.727413,32.721675,18.615534,18.616101,18.614967,9.537792,9.543757,9.531827,2.041095,2.041291,2.040898,86.787967,86.791889,86.784046,67.249048,67.250577,67.247519,55.196795,55.198067,55.195523,43.918604,43.918882,43.918325,34.12307,34.12391,34.12223,25.488197,25.488672,25.487722,98.227125,98.23075,98.2235,C1CC2CCC1C2,0,100.0,0,10.1021/ja00199a039
26,0.986154,0.986154,0.986154,0.514782,0.514782,0.514782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.494975,0.494975,0.494975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.879276,68.879276,68.879276,53.404121,53.404121,53.404121,35.463765,35.463765,35.463765,15.155138,15.155138,15.155138,5.823328,5.823328,5.823328,0.048572,0.048572,0.048572,90.876868,90.876868,90.876868,75.801658,75.801658,75.801658,63.331143,63.331143,63.331143,48.277497,48.277497,48.277497,36.012719,36.012719,36.012719,25.735775,25.735775,25.735775,98.226375,98.226375,98.226375,C1CC2CCC1C2,2,0.0,0,10.1021/ja00199a039
27,3.551232,3.551408,3.551056,0.509902,0.509902,0.509902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.4926,0.4926,0.4926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.653154,56.670457,56.635851,43.637017,43.640195,43.633838,36.245517,36.250372,36.240661,21.473586,21.476016,21.471156,7.157103,7.159029,7.155177,0.376358,0.376505,0.376211,86.969489,86.980507,86.95847,67.596813,67.604363,67.589264,56.347516,56.352051,56.342981,46.099408,46.103899,46.094917,35.651252,35.651881,35.650622,25.732172,25.733417,25.730928,98.212625,98.217375,98.207875,C1CC2CCC1C2,6,0.0,0,10.1021/ja00199a039
28,3.561131,3.775248,3.347014,1.869842,3.224903,0.514782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.494975,0.494975,0.494975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.249703,58.2544,58.245007,45.084348,45.086573,45.082124,35.878478,35.880023,35.876933,23.18163,23.181792,23.181468,13.950302,13.950364,13.95024,3.947513,3.949132,3.945894,87.504529,87.508264,87.500794,68.74208,68.742749,68.741411,57.296817,57.298974,57.29466,46.666811,46.667159,46.666462,37.55942,37.560657,37.558184,28.889198,28.889526,28.888871,112.157,112.15875,112.15525,C1CC2CCC1CC2,0,19.444444444444443,2,10.1021/ja00199a039
29,0.989949,0.989949,0.989949,0.522015,0.522015,0.522015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.494975,0.494975,0.494975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.65177,72.65177,72.65177,56.630584,56.630584,56.630584,38.57753,38.57753,38.57753,20.376959,20.376959,20.376959,10.502693,10.502693,10.502693,0.953087,0.953087,0.953087,92.288328,92.288328,92.288328,78.285999,78.285999,78.285999,66.086633,66.086633,66.086633,51.539531,51.539531,51.539531,40.019668,40.019668,40.019668,29.325174,29.325174,29.325174,112.170125,112.170125,112.170125,C1CC2CCC1CC2,2,80.55555555555556,2,10.1021/ja00199a039
30,3.492313,3.49285,3.491776,2.976155,2.976995,2.975315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.494975,0.494975,0.494975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.66319,60.667886,60.658493,49.022876,49.026849,49.018904,41.362989,41.36332,41.362658,28.998989,29.001257,28.996721,17.351935,17.352929,17.350941,7.154233,7.155655,7.15281,88.21362,88.22165,88.20559,70.689434,70.693257,70.685612,60.349679,60.349679,60.349679,50.923461,50.925097,50.921825,41.826419,41.826886,41.825953,32.870622,32.871015,32.870229,132.488813,132.491,132.486625,C1C2CC3CC1CC(C2)C3,0,93.02325581395348,0,10.1021/ja00199a039
31,0.989949,0.989949,0.989949,0.522015,0.522015,0.522015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.494975,0.494975,0.494975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.019082,73.019082,73.019082,58.589281,58.589281,58.589281,42.275511,42.275511,42.275511,24.959336,24.959336,24.959336,17.937585,17.937585,17.937585,5.329945,5.329945,5.329945,92.395149,92.395149,92.395149,78.810467,78.810467,78.810467,67.613037,67.613037,67.613037,54.025533,54.025533,54.025533,43.568934,43.568934,43.568934,33.987384,33.987384,33.987384,132.510875,132.510875,132.510875,C1C2CC3CC1CC(C2)C3,1,6.976744186046512,0,10.1021/ja00199a039
