,Buried_Volume_C,Buried_Volume_H_max,Buried_Volume_H_mean,Buried_Volume_H_min,Local_Electrophilicity_C,Local_Electrophilicity_H_max,Local_Electrophilicity_H_mean,Local_Electrophilicity_H_min,Local_Nucleophilicity_C,Local_Nucleophilicity_H_max,Local_Nucleophilicity_H_mean,Local_Nucleophilicity_H_min,Nucleophilicity_C,Nucleophilicity_H_max,Nucleophilicity_H_mean,Nucleophilicity_H_min,Pyramidalization_C,Pyramidalization_H_max,Pyramidalization_H_mean,Pyramidalization_H_min,Radical_C,Radical_H_max,Radical_H_mean,Radical_H_min,charge_C,charge_H_max,charge_H_mean,charge_H_min,dual_C,dual_H_max,dual_H_mean,dual_H_min,electrophilicity_C,electrophilicity_H_max,electrophilicity_H_mean,electrophilicity_H_min,Reactant_SMILES,Atom_nº,Selectivity,Reactive Atom,DOI
636,0.55452,0.507769,0.480956,0.454144,-0.00263,0.01925,0.013536,0.007822,-0.00986,0.049794,0.048873,0.047952,-0.00986,0.049794,0.048873,0.047952,0.79556,1.650618,1.649534,1.64845,-0.00629,0.036281,0.031639,0.026997,-0.06747,0.047225,0.04273,0.038235,0.00713,-0.023342,-0.034468,-0.045593,-0.00272,0.024611,0.014406,0.004201,CC(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,5,0.0,6,10.1002/chem.201805657
637,0.55786,0.452944,0.452944,0.452944,0.00052,0.013856,0.013856,0.013856,0.00311,0.065853,0.065853,0.065853,0.00311,0.065853,0.065853,0.065853,0.78545,1.603169,1.603169,1.603169,0.00171,0.038786,0.038786,0.038786,-0.01578,0.030552,0.030552,0.030552,-0.0028,-0.054133,-0.054133,-0.054133,0.00031,0.011719,0.011719,0.011719,CC(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,6,53.84615384615385,6,10.1002/chem.201805657
638,0.311,0.383433,0.341174,0.319023,-0.00754,0.015977,0.012327,0.010311,-0.01455,0.037843,0.036593,0.035648,-0.01455,0.037843,0.036593,0.035648,0.79964,1.69607,1.695991,1.695905,-0.0125,0.028693,0.025613,0.023461,-0.10713,0.037895,0.036862,0.036185,0.0041,-0.015191,-0.021959,-0.026314,-0.01045,0.021097,0.014634,0.011275,CC(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,7,0.0,6,10.1002/chem.201805657
639,0.53573,0.517395,0.470468,0.423541,-0.00585,0.020914,0.014628,0.008342,-0.00571,0.052092,0.05163,0.051169,-0.00571,0.052092,0.05163,0.051169,0.79161,1.65196,1.651276,1.650592,-0.00744,0.039416,0.033713,0.02801,-0.06773,0.037941,0.03756,0.037179,-0.00347,-0.025352,-0.035835,-0.046319,-0.00918,0.026739,0.015795,0.00485,CC(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,8,0.0,6,10.1002/chem.201805657
640,0.56905,0.501141,0.494162,0.487182,-0.00475,0.019301,0.01849,0.017678,-0.00569,0.056691,0.053016,0.049341,-0.00569,0.056691,0.053016,0.049341,0.80044,1.646242,1.645709,1.645175,-0.00647,0.038436,0.037661,0.036887,-0.06152,0.041344,0.038352,0.03536,-0.00156,-0.024906,-0.030709,-0.036511,-0.00725,0.024434,0.022307,0.02018,CC(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,9,0.0,6,10.1002/chem.201805657
641,0.71318,0.56356,0.56356,0.56356,0.00127,0.01305,0.01305,0.01305,0.00632,0.046548,0.046548,0.046548,0.00632,0.046548,0.046548,0.046548,0.81102,1.571687,1.571687,1.571687,0.00367,0.030273,0.030273,0.030273,-0.03188,0.042399,0.042399,0.042399,-0.00529,-0.03255,-0.03255,-0.03255,0.00103,0.013998,0.013998,0.013998,CC(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,10,0.0,6,10.1002/chem.201805657
642,0.62504,0.591153,0.591153,0.591153,0.00145,-0.012201,-0.012201,-0.012201,0.00529,0.052824,0.052824,0.052824,0.00529,0.052824,0.052824,0.052824,0.79812,1.584095,1.584095,1.584095,0.00341,0.010652,0.010652,0.010652,-0.01112,0.028338,0.028338,0.028338,-0.00376,-0.084345,-0.084345,-0.084345,0.00153,-0.031521,-0.031521,-0.031521,CC(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,11,46.15384615384615,6,10.1002/chem.201805657
643,0.40427,0.471557,0.423543,0.350313,-0.00717,0.016318,0.009314,-0.003767,-0.01653,0.048423,0.035752,0.022027,-0.01653,0.048423,0.035752,0.022027,0.80288,1.695287,1.694246,1.693071,-0.01297,0.033087,0.02263,0.0056,-0.10587,0.039069,0.037564,0.036456,0.00711,-0.01521,-0.026246,-0.032854,-0.00941,0.021597,0.009507,-0.010826,CC(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,12,0.0,6,10.1002/chem.201805657
644,0.2769,0.379368,0.332066,0.274658,-0.02622,0.043227,0.034324,0.024208,-0.0118,0.024521,0.017787,0.013159,-0.0118,0.024521,0.017787,0.013159,0.75284,1.720009,1.719658,1.71904,-0.02244,0.039302,0.03044,0.022898,0.02839,0.072777,0.069433,0.063731,-0.02128,0.031926,0.025307,0.014433,-0.03308,0.054083,0.043094,0.030114,COC(=O)C(NC(=O)OC(C)(C)C)C1CCC(C)CC1,0,0.0,16,10.1002/chem.201805657
645,0.69272,0.572406,0.572406,0.572406,-0.00405,0.042578,0.042578,0.042578,0.00189,0.028428,0.028428,0.028428,0.00189,0.028428,0.028428,0.028428,0.79389,1.60826,1.60826,1.60826,-0.00177,0.040659,0.040659,0.040659,0.01971,0.081191,0.081191,0.081191,-0.00733,0.024463,0.024463,0.024463,-0.00544,0.052891,0.052891,0.052891,COC(=O)C(NC(=O)OC(C)(C)C)C1CCC(C)CC1,4,0.0,16,10.1002/chem.201805657
646,0.39192,0.437582,0.398384,0.371215,-0.00804,0.022278,0.010429,0.000495,-0.0089,0.033318,0.029637,0.027643,-0.0089,0.033318,0.029637,0.027643,0.78347,1.704695,1.704407,1.704165,-0.00929,0.029676,0.020287,0.012915,-0.12026,0.067855,0.051218,0.042701,-0.00078,-0.007285,-0.018698,-0.029458,-0.00967,0.026034,0.010938,-0.001814,COC(=O)C(NC(=O)OC(C)(C)C)C1CCC(C)CC1,10,0.0,16,10.1002/chem.201805657
647,0.69667,0.560188,0.560188,0.560188,0.00487,0.02783,0.02783,0.02783,0.00221,0.038729,0.038729,0.038729,0.00221,0.038729,0.038729,0.038729,0.76882,1.582298,1.582298,1.582298,0.00418,0.035754,0.035754,0.035754,-0.02344,0.051938,0.051938,0.051938,0.00393,-0.005951,-0.005951,-0.005951,0.00614,0.032778,0.032778,0.032778,COC(=O)C(NC(=O)OC(C)(C)C)C1CCC(C)CC1,13,0.0,16,10.1002/chem.201805657
648,0.55454,0.504554,0.47151,0.438467,-0.01025,0.029504,0.017415,0.005325,-0.00993,0.050958,0.043549,0.036141,-0.00993,0.050958,0.043549,0.036141,0.79003,1.653836,1.652324,1.650811,-0.0112,0.042414,0.031171,0.019929,-0.06462,0.042079,0.040775,0.039471,-0.00253,-0.017089,-0.024756,-0.032424,-0.01246,0.033869,0.018793,0.003717,COC(=O)C(NC(=O)OC(C)(C)C)C1CCC(C)CC1,14,0.0,16,10.1002/chem.201805657
649,0.58399,0.662872,0.551822,0.440773,-0.00245,0.020354,0.003253,-0.013848,-0.00733,0.040092,0.038241,0.03639,-0.00733,0.040092,0.038241,0.03639,0.78478,1.6559,1.655245,1.65459,-0.00494,0.029823,0.019537,0.009251,-0.05728,0.03298,0.030628,0.028275,0.00479,-0.013135,-0.037408,-0.061682,-0.00254,0.023255,0.000833,-0.02159,COC(=O)C(NC(=O)OC(C)(C)C)C1CCC(C)CC1,15,0.0,16,10.1002/chem.201805657
650,0.56142,0.446259,0.446259,0.446259,-0.00341,0.020398,0.020398,0.020398,0.00142,0.055101,0.055101,0.055101,0.00142,0.055101,0.055101,0.055101,0.78418,1.6043,1.6043,1.6043,-0.00157,0.038375,0.038375,0.038375,-0.0144,0.026216,0.026216,0.026216,-0.00598,-0.033452,-0.033452,-0.033452,-0.00456,0.021649,0.021649,0.021649,COC(=O)C(NC(=O)OC(C)(C)C)C1CCC(C)CC1,16,100.0,16,10.1002/chem.201805657
651,0.31594,0.413436,0.351164,0.318335,-0.00635,0.016357,0.008947,-0.001295,-0.01254,0.031979,0.027682,0.023072,-0.01254,0.031979,0.027682,0.023072,0.79964,1.696114,1.695992,1.695919,-0.00984,0.025212,0.018433,0.009667,-0.10604,0.038908,0.034917,0.032333,0.00539,-0.013534,-0.018499,-0.02681,-0.00715,0.018445,0.009183,-0.003738,COC(=O)C(NC(=O)OC(C)(C)C)C1CCC(C)CC1,17,0.0,16,10.1002/chem.201805657
652,0.41778,0.328131,0.328131,0.328131,0.05009,0.074422,0.074422,0.074422,0.05154,0.065413,0.065413,0.065413,0.05154,0.065413,0.065413,0.065413,0.0,2.0,2.0,2.0,0.05818,0.081524,0.081524,0.081524,-0.03368,0.026776,0.026776,0.026776,0.0133,0.032222,0.032222,0.032222,0.06483,0.097635,0.097635,0.097635,c1ccc(C2CCCCC2)cc1,0,0.0,4,10.1002/chem.201805657
653,0.42084,0.32869,0.32869,0.32869,0.04067,0.071794,0.071794,0.071794,0.02438,0.058869,0.058869,0.058869,0.02438,0.058869,0.058869,0.058869,0.0,2.0,2.0,2.0,0.03954,0.076777,0.076777,0.076777,-0.03093,0.027358,0.027358,0.027358,0.03031,0.035816,0.035816,0.035816,0.0547,0.094685,0.094685,0.094685,c1ccc(C2CCCCC2)cc1,1,0.0,4,10.1002/chem.201805657
654,0.49491,0.391766,0.391766,0.391766,0.03691,0.069416,0.069416,0.069416,0.02223,0.048639,0.048639,0.048639,0.02223,0.048639,0.048639,0.048639,0.0,2.0,2.0,2.0,0.03592,0.07058,0.07058,0.07058,-0.03837,0.026017,0.026017,0.026017,0.02739,0.043883,0.043883,0.043883,0.04962,0.092522,0.092522,0.092522,c1ccc(C2CCCCC2)cc1,2,0.0,4,10.1002/chem.201805657
655,0.6485,0.545343,0.545343,0.545343,-0.00395,0.028293,0.028293,0.028293,0.01462,0.041054,0.041054,0.041054,0.01462,0.041054,0.041054,0.041054,0.7765,1.605559,1.605559,1.605559,0.00365,0.038134,0.038134,0.038134,-0.0228,0.032092,0.032092,0.032092,-0.02193,-0.005839,-0.005839,-0.005839,-0.00731,0.035215,0.035215,0.035215,c1ccc(C2CCCCC2)cc1,4,100.0,4,10.1002/chem.201805657
656,0.5188,0.500215,0.464653,0.429091,-0.00159,0.012716,0.01152,0.010324,0.00099,0.057576,0.046135,0.034694,0.00099,0.057576,0.046135,0.034694,0.78132,1.656564,1.655942,1.655321,-0.00069,0.034402,0.028508,0.022613,-0.05396,0.033503,0.029418,0.025332,-0.00336,-0.024161,-0.035254,-0.046348,-0.00237,0.011228,0.010881,0.010533,c1ccc(C2CCCCC2)cc1,5,0.0,4,10.1002/chem.201805657
657,0.4313,0.410897,0.378946,0.346994,-0.00489,0.025315,0.019966,0.014617,-0.00365,0.078493,0.058231,0.037968,-0.00365,0.078493,0.058231,0.037968,0.783,1.656984,1.656848,1.656711,-0.00507,0.052547,0.039821,0.027096,-0.05407,0.030021,0.028366,0.026711,-0.00285,-0.021744,-0.036818,-0.051893,-0.0065,0.026601,0.021412,0.016224,c1ccc(C2CCCCC2)cc1,6,0.0,4,10.1002/chem.201805657
658,0.43003,0.413675,0.380361,0.347046,-0.00693,0.022783,0.016978,0.011173,-0.00242,0.047688,0.040343,0.032997,-0.00242,0.047688,0.040343,0.032997,0.78173,1.657982,1.657462,1.656941,-0.00597,0.037163,0.029814,0.022465,-0.05498,0.031005,0.028405,0.025805,-0.0071,-0.021051,-0.021057,-0.021064,-0.00952,0.026637,0.019285,0.011933,c1ccc(C2CCCCC2)cc1,7,0.0,4,10.1002/chem.201805657
659,0.49119,0.390439,0.390439,0.390439,0.03722,0.075373,0.075373,0.075373,0.02118,0.05276,0.05276,0.05276,0.02118,0.05276,0.05276,0.05276,3e-05,1.999989,1.999989,1.999989,0.03145,0.068388,0.068388,0.068388,-0.03671,0.050429,0.050429,0.050429,0.02053,0.031255,0.031255,0.031255,0.04172,0.084015,0.084015,0.084015,Brc1ccc(C2CCC2)cc1,2,0.0,5,10.1002/chem.201805657
660,0.54742,0.484305,0.484305,0.484305,0.03839,0.076828,0.076828,0.076828,0.01919,0.046465,0.046465,0.046465,0.01919,0.046465,0.046465,0.046465,7e-05,1.99997,1.99997,1.99997,0.03117,0.066219,0.066219,0.066219,-0.0346,0.048344,0.048344,0.048344,0.02395,0.039508,0.039508,0.039508,0.04315,0.085974,0.085974,0.085974,Brc1ccc(C2CCC2)cc1,3,0.0,5,10.1002/chem.201805657
661,0.58144,0.463916,0.463916,0.463916,-0.00772,0.034626,0.034626,0.034626,0.00981,0.050843,0.050843,0.050843,0.00981,0.050843,0.050843,0.050843,0.66215,1.673727,1.673727,1.673727,0.00025,0.044108,0.044108,0.044108,-0.02426,0.03382,0.03382,0.03382,-0.01912,-0.01347,-0.01347,-0.01347,-0.00931,0.037372,0.037372,0.037372,Brc1ccc(C2CCC2)cc1,5,100.0,5,10.1002/chem.201805657
662,0.43717,0.434897,0.394608,0.35432,-0.00179,0.03472,0.023551,0.012381,0.00436,0.064355,0.053956,0.043557,0.00436,0.064355,0.053956,0.043557,0.66186,1.718488,1.712978,1.707468,0.00105,0.050607,0.039242,0.027877,-0.05753,0.035271,0.034403,0.033536,-0.00661,-0.027496,-0.029429,-0.031361,-0.00225,0.036859,0.024528,0.012196,Brc1ccc(C2CCC2)cc1,6,0.0,5,10.1002/chem.201805657
663,0.38693,0.366899,0.350607,0.334316,-0.00757,0.032539,0.027637,0.022735,-0.00475,0.052881,0.052525,0.05217,-0.00475,0.052881,0.052525,0.05217,0.67063,1.714496,1.714041,1.713586,-0.00661,0.043883,0.040902,0.037922,-0.05609,0.033156,0.032128,0.0311,-0.00371,-0.017996,-0.023246,-0.028496,-0.00846,0.034885,0.029279,0.023674,Brc1ccc(C2CCC2)cc1,7,0.0,5,10.1002/chem.201805657
664,0.31228,0.386263,0.342544,0.320024,-0.00829,0.014386,0.011557,0.00674,-0.01561,0.035567,0.034623,0.033478,-0.01561,0.035567,0.034623,0.033478,0.80043,1.695629,1.695573,1.695531,-0.01274,0.025532,0.023448,0.020467,-0.10433,0.034907,0.032715,0.031319,0.00574,-0.018269,-0.022352,-0.0302,-0.00987,0.01624,0.012272,0.005367,CC1CCC(c2ccccc2)CC1,0,0.0,4,10.1002/chem.201805657
665,0.55411,0.443953,0.443953,0.443953,-0.00258,0.018119,0.018119,0.018119,0.00035,0.07334,0.07334,0.07334,0.00035,0.07334,0.07334,0.07334,0.78194,1.598857,1.598857,1.598857,-0.00166,0.04518,0.04518,0.04518,-0.01315,0.022889,0.022889,0.022889,-0.00404,-0.05632,-0.05632,-0.05632,-0.00368,0.01702,0.01702,0.01702,CC1CCC(c2ccccc2)CC1,1,25.0,4,10.1002/chem.201805657
666,0.52573,0.497432,0.457551,0.41767,-0.00566,0.022733,0.012271,0.001809,-0.00782,0.054656,0.05031,0.045964,-0.00782,0.054656,0.05031,0.045964,0.79346,1.650025,1.649928,1.64983,-0.00744,0.040181,0.030881,0.021582,-0.05707,0.029743,0.029512,0.02928,0.00074,-0.02895,-0.038857,-0.048764,-0.00707,0.025706,0.011453,-0.0028,CC1CCC(c2ccccc2)CC1,2,0.0,4,10.1002/chem.201805657
667,0.54098,0.467469,0.466281,0.465093,-0.0048,0.028353,0.016589,0.004826,-0.00381,0.055758,0.046229,0.036701,-0.00381,0.055758,0.046229,0.036701,0.79899,1.648214,1.64694,1.645666,-0.00507,0.044631,0.032124,0.019617,-0.05473,0.030955,0.030411,0.029866,-0.00251,-0.022253,-0.02821,-0.034167,-0.00633,0.033505,0.01802,0.002534,CC1CCC(c2ccccc2)CC1,3,0.0,4,10.1002/chem.201805657
668,0.64595,0.513924,0.513924,0.513924,-0.0043,0.02819,0.02819,0.02819,0.00736,0.044903,0.044903,0.044903,0.00736,0.044903,0.044903,0.044903,0.80047,1.589309,1.589309,1.589309,0.00022,0.039721,0.039721,0.039721,-0.0233,0.028931,0.028931,0.028931,-0.01428,-0.010365,-0.010365,-0.010365,-0.00692,0.034539,0.034539,0.034539,CC1CCC(c2ccccc2)CC1,4,75.0,4,10.1002/chem.201805657
669,0.49736,0.395162,0.395162,0.395162,0.03697,0.069227,0.069227,0.069227,0.02275,0.046197,0.046197,0.046197,0.02275,0.046197,0.046197,0.046197,0.0015,1.999369,1.999369,1.999369,0.03613,0.069238,0.069238,0.069238,-0.03896,0.024838,0.024838,0.024838,0.02676,0.046083,0.046083,0.046083,0.04951,0.092279,0.092279,0.092279,CC1CCC(c2ccccc2)CC1,6,0.0,4,10.1002/chem.201805657
670,0.42165,0.328678,0.328678,0.328678,0.04034,0.071402,0.071402,0.071402,0.02173,0.05458,0.05458,0.05458,0.02173,0.05458,0.05458,0.05458,0.00122,1.999488,1.999488,1.999488,0.03805,0.074476,0.074476,0.074476,-0.03093,0.026701,0.026701,0.026701,0.03264,0.039791,0.039791,0.039791,0.05437,0.094371,0.094371,0.094371,CC1CCC(c2ccccc2)CC1,7,0.0,4,10.1002/chem.201805657
671,0.41786,0.328358,0.328358,0.328358,0.04971,0.073997,0.073997,0.073997,0.04771,0.060881,0.060881,0.060881,0.04771,0.060881,0.060881,0.060881,0.00042,1.999824,1.999824,1.999824,0.05614,0.07909,0.07909,0.07909,-0.03392,0.026083,0.026083,0.026083,0.01686,0.036417,0.036417,0.036417,0.06457,0.097298,0.097298,0.097298,CC1CCC(c2ccccc2)CC1,8,0.0,4,10.1002/chem.201805657
672,0.3308,0.410158,0.361739,0.322336,-0.00995,0.024013,0.012386,0.002859,-0.00403,0.040068,0.028745,0.019784,-0.00403,0.040068,0.028745,0.019784,0.79602,1.698291,1.697895,1.69757,-0.00561,0.030682,0.020389,0.012134,-0.10857,0.045042,0.043137,0.039715,-0.00316,-0.0153,-0.016712,-0.018772,-0.00719,0.021296,0.012033,0.004484,CC(C)c1ccc2c(S(=O)(=O)Cl)cn(S(=O)(=O)c3ccccc3)c2c1,0,0.0,1,10.1002/chem.201805657
673,0.55831,0.4702,0.4702,0.4702,-0.00583,0.022227,0.022227,0.022227,0.00442,0.03262,0.03262,0.03262,0.00442,0.03262,0.03262,0.03262,0.77889,1.604477,1.604477,1.604477,0.00054,0.025876,0.025876,0.025876,-0.01577,0.041637,0.041637,0.041637,-0.00775,-0.013488,-0.013488,-0.013488,-0.00333,0.019132,0.019132,0.019132,CC(C)c1ccc2c(S(=O)(=O)Cl)cn(S(=O)(=O)c3ccccc3)c2c1,1,100.0,1,10.1002/chem.201805657
674,0.50242,0.395395,0.395395,0.395395,0.01437,0.047838,0.047838,0.047838,0.01091,0.043972,0.043972,0.043972,0.01091,0.043972,0.043972,0.043972,0.0047,1.997998,1.997998,1.997998,0.01098,0.040872,0.040872,0.040872,-0.03976,0.051976,0.051976,0.051976,0.00014,-0.006201,-0.006201,-0.006201,0.01105,0.037771,0.037771,0.037771,CC(C)c1ccc2c(S(=O)(=O)Cl)cn(S(=O)(=O)c3ccccc3)c2c1,4,0.0,1,10.1002/chem.201805657
675,0.52938,0.473007,0.473007,0.473007,0.02739,0.043571,0.043571,0.043571,0.0331,0.045323,0.045323,0.045323,0.0331,0.045323,0.045323,0.045323,0.00863,1.996421,1.996421,1.996421,0.02788,0.040205,0.040205,0.040205,-0.03564,0.065546,0.065546,0.065546,-0.01045,-0.010236,-0.010236,-0.010236,0.02265,0.035087,0.035087,0.035087,CC(C)c1ccc2c(S(=O)(=O)Cl)cn(S(=O)(=O)c3ccccc3)c2c1,5,0.0,1,10.1002/chem.201805657
676,0.61777,0.531209,0.531209,0.531209,0.05302,0.056462,0.056462,0.056462,0.02186,0.04413,0.04413,0.04413,0.02186,0.04413,0.04413,0.04413,0.00818,1.996751,1.996751,1.996751,0.03012,0.043851,0.043851,0.043851,0.0223,0.082773,0.082773,0.082773,0.01652,-0.000557,-0.000557,-0.000557,0.03838,0.043573,0.043573,0.043573,CC(C)c1ccc2c(S(=O)(=O)Cl)cn(S(=O)(=O)c3ccccc3)c2c1,12,0.0,1,10.1002/chem.201805657
677,0.5919,0.546654,0.546654,0.546654,0.02756,0.054793,0.054793,0.054793,0.00036,0.01017,0.01017,0.01017,0.00036,0.01017,0.01017,0.01017,0.0121,1.994956,1.994956,1.994956,0.00944,0.024108,0.024108,0.024108,-0.02409,0.067878,0.067878,0.067878,0.01816,0.027876,0.027876,0.027876,0.01852,0.038046,0.038046,0.038046,CC(C)c1ccc2c(S(=O)(=O)Cl)cn(S(=O)(=O)c3ccccc3)c2c1,18,0.0,1,10.1002/chem.201805657
678,0.45466,0.360313,0.360313,0.360313,0.02387,0.064306,0.064306,0.064306,0.00745,0.024909,0.024909,0.024909,0.00745,0.024909,0.024909,0.024909,0.00011,1.999955,1.999955,1.999955,0.01221,0.035622,0.035622,0.035622,-0.01952,0.063114,0.063114,0.063114,0.00952,0.021427,0.021427,0.021427,0.01697,0.046336,0.046336,0.046336,CC(C)c1ccc2c(S(=O)(=O)Cl)cn(S(=O)(=O)c3ccccc3)c2c1,19,0.0,1,10.1002/chem.201805657
679,0.42126,0.32961,0.32961,0.32961,0.05883,0.073621,0.073621,0.073621,0.00951,0.032028,0.032028,0.032028,0.00951,0.032028,0.032028,0.032028,0.00333,1.998599,1.998599,1.998599,0.02509,0.042766,0.042766,0.042766,-0.01933,0.062511,0.062511,0.062511,0.03116,0.021475,0.021475,0.021475,0.04067,0.053503,0.053503,0.053503,CC(C)c1ccc2c(S(=O)(=O)Cl)cn(S(=O)(=O)c3ccccc3)c2c1,20,0.0,1,10.1002/chem.201805657
680,0.70177,0.667676,0.667676,0.667676,0.00971,0.025004,0.025004,0.025004,0.03521,0.041496,0.041496,0.041496,0.03521,0.041496,0.041496,0.041496,0.01813,1.992466,1.992466,1.992466,0.02315,0.031821,0.031821,0.031821,-0.05772,0.060313,0.060313,0.060313,-0.02413,-0.019351,-0.019351,-0.019351,0.01108,0.022145,0.022145,0.022145,CC(C)c1ccc2c(S(=O)(=O)Cl)cn(S(=O)(=O)c3ccccc3)c2c1,24,0.0,1,10.1002/chem.201805657
681,0.42022,0.453847,0.418024,0.386624,-0.0069,0.018283,0.013547,0.008842,-0.01904,0.051511,0.037375,0.020692,-0.01904,0.051511,0.037375,0.020692,0.80728,1.692708,1.691915,1.690753,-0.02163,0.057583,0.042481,0.026856,-0.10777,0.041462,0.036983,0.034312,-0.00517,0.012329,0.010212,0.006161,-0.02421,0.063656,0.047587,0.033021,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O)C2,0,0.0,8,10.1002/chem.201805657
682,0.63498,0.469146,0.469146,0.469146,0.00296,0.018147,0.018147,0.018147,0.00689,0.052544,0.052544,0.052544,0.00689,0.052544,0.052544,0.052544,0.70471,1.660913,1.660913,1.660913,0.00898,0.057488,0.057488,0.057488,-0.02436,0.024792,0.024792,0.024792,0.00418,0.009887,0.009887,0.009887,0.01107,0.062431,0.062431,0.062431,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O)C2,3,0.0,8,10.1002/chem.201805657
683,0.50069,0.423663,0.420046,0.41643,-0.00187,0.018273,0.017443,0.016614,-0.01005,0.079847,0.070118,0.060389,-0.01005,0.079847,0.070118,0.060389,0.75094,1.673098,1.673025,1.672952,-0.00701,0.064221,0.059871,0.055521,-0.06047,0.03486,0.03215,0.02944,0.00609,-0.009737,-0.020494,-0.031251,-0.00396,0.050652,0.049624,0.048596,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O)C2,4,0.0,8,10.1002/chem.201805657
684,0.56831,0.488516,0.479585,0.470654,-0.00076,0.019148,0.017169,0.01519,-0.01278,0.082174,0.067421,0.052669,-0.01278,0.082174,0.067421,0.052669,0.73694,1.667899,1.666928,1.665958,-0.0049,0.066945,0.058554,0.050163,-0.06258,0.045937,0.035792,0.025647,0.01578,-0.005012,-0.017735,-0.030459,0.00299,0.051715,0.049686,0.047657,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O)C2,5,0.0,8,10.1002/chem.201805657
685,0.40169,0.415632,0.406003,0.387801,-0.00784,0.013937,0.013398,0.01248,-0.0252,0.052668,0.044148,0.036876,-0.0252,0.052668,0.044148,0.036876,0.80099,1.69598,1.69527,1.694634,-0.02543,0.046647,0.043702,0.039709,-0.10306,0.040398,0.033774,0.027883,-0.00047,0.005665,-0.000892,-0.012041,-0.02567,0.046598,0.043255,0.040627,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O)C2,7,0.0,8,10.1002/chem.201805657
686,0.62351,0.521408,0.521408,0.521408,0.00389,0.023774,0.023774,0.023774,0.00576,0.097983,0.097983,0.097983,0.00576,0.097983,0.097983,0.097983,0.7576,0.133475,0.133475,0.133475,0.01103,0.082167,0.082167,0.082167,0.11552,0.002444,0.002444,0.002444,0.01053,-0.031631,-0.031631,-0.031631,0.01629,0.066352,0.066352,0.066352,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O)C2,8,100.0,8,10.1002/chem.201805657
687,0.52833,0.450627,0.439742,0.428858,-0.00398,0.020096,0.017878,0.015659,-0.00944,0.072499,0.05889,0.045282,-0.00944,0.072499,0.05889,0.045282,0.73067,1.684011,1.673887,1.663762,-0.01213,0.067028,0.05831,0.049592,-0.06842,0.057054,0.043463,0.029871,-0.00539,0.008619,-0.001161,-0.010941,-0.01482,0.061558,0.05773,0.053901,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O)C2,10,0.0,8,10.1002/chem.201805657
688,0.59914,0.479431,0.479431,0.479431,0.0057,0.023058,0.023058,0.023058,0.01193,0.058669,0.058669,0.058669,0.01193,0.058669,0.058669,0.058669,0.78876,1.600974,1.600974,1.600974,0.01815,0.07578,0.07578,0.07578,0.11038,0.035354,0.035354,0.035354,0.01245,0.034224,0.034224,0.034224,0.02438,0.092892,0.092892,0.092892,OC1C2CC3CC(C2)CC1C3,1,100.0,1,10.1002/chem.201805657
689,0.62425,0.451413,0.451413,0.451413,0.00376,0.017822,0.017822,0.017822,0.01128,0.082333,0.082333,0.082333,0.01128,0.082333,0.082333,0.082333,0.76563,1.612573,1.612573,1.612573,0.01273,0.066793,0.066793,0.066793,-0.02829,0.03109,0.03109,0.03109,0.0029,-0.031079,-0.031079,-0.031079,0.01418,0.051254,0.051254,0.051254,OC1C2CC3CC(C2)CC1C3,2,0.0,1,10.1002/chem.201805657
690,0.53432,0.451226,0.438569,0.425911,-0.00294,0.015195,0.013658,0.012122,-0.0111,0.062273,0.050737,0.0392,-0.0111,0.062273,0.050737,0.0392,0.77941,1.798366,1.726677,1.654988,-0.01046,0.055186,0.048441,0.041696,-0.05688,0.031039,0.027068,0.023098,0.00128,0.004992,-0.004591,-0.014174,-0.00982,0.048099,0.046146,0.044192,OC1C2CC3CC(C2)CC1C3,3,0.0,1,10.1002/chem.201805657
691,0.59455,0.420367,0.420367,0.420367,-0.00029,0.019169,0.019169,0.019169,0.00448,0.059953,0.059953,0.059953,0.00448,0.059953,0.059953,0.059953,0.76826,1.613602,1.613602,1.613602,0.00019,0.065484,0.065484,0.065484,-0.01383,0.020989,0.020989,0.020989,-0.00857,0.011062,0.011062,0.011062,-0.00409,0.071014,0.071014,0.071014,OC1C2CC3CC(C2)CC1C3,4,0.0,1,10.1002/chem.201805657
