,Buried_Volume_C,Buried_Volume_H_max,Buried_Volume_H_mean,Buried_Volume_H_min,Local_Electrophilicity_C,Local_Electrophilicity_H_max,Local_Electrophilicity_H_mean,Local_Electrophilicity_H_min,Local_Nucleophilicity_C,Local_Nucleophilicity_H_max,Local_Nucleophilicity_H_mean,Local_Nucleophilicity_H_min,Nucleophilicity_C,Nucleophilicity_H_max,Nucleophilicity_H_mean,Nucleophilicity_H_min,Pyramidalization_C,Pyramidalization_H_max,Pyramidalization_H_mean,Pyramidalization_H_min,Radical_C,Radical_H_max,Radical_H_mean,Radical_H_min,charge_C,charge_H_max,charge_H_mean,charge_H_min,dual_C,dual_H_max,dual_H_mean,dual_H_min,electrophilicity_C,electrophilicity_H_max,electrophilicity_H_mean,electrophilicity_H_min,Reactant_SMILES,Atom_nº,Selectivity,Reactive Atom,DOI
176,0.48887,0.460946,0.422877,0.384807,-0.00994,0.04062,0.039471,0.038323,0.00145,0.025117,0.022889,0.020662,0.00145,0.025117,0.022889,0.020662,0.7878,1.658101,1.657475,1.65685,-0.00453,0.033748,0.032049,0.030349,-0.09056,0.064568,0.06115,0.057731,-0.01196,0.019375,0.018319,0.017262,-0.01051,0.042379,0.041208,0.040036,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,4,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
177,0.55802,0.49855,0.490018,0.481486,-0.00338,0.029685,0.022307,0.01493,-0.00278,0.02388,0.021706,0.019532,-0.00278,0.02388,0.021706,0.019532,0.81153,1.641527,1.639205,1.636882,-0.00315,0.027376,0.02242,0.017464,-0.06268,0.04985,0.048638,0.047425,-0.00073,0.006993,0.001428,-0.004138,-0.00352,0.030873,0.023134,0.015395,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,5,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
178,0.72302,0.702438,0.702438,0.702438,-0.00294,0.000192,0.000192,0.000192,0.00167,0.012352,0.012352,0.012352,0.00167,0.012352,0.012352,0.012352,0.75802,1.591967,1.591967,1.591967,-0.00073,0.006168,0.006168,0.006168,-0.02181,0.043011,0.043011,0.043011,-0.0048,-0.012368,-0.012368,-0.012368,-0.00313,-1.6e-05,-1.6e-05,-1.6e-05,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,6,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
179,0.47921,0.531005,0.495826,0.451751,-0.00467,0.013884,0.003457,-0.015663,-0.00819,0.018658,0.014346,0.011671,-0.00819,0.018658,0.014346,0.011671,0.80613,1.693588,1.692524,1.69153,-0.00649,0.013561,0.008869,0.000908,-0.10211,0.036183,0.034509,0.032875,0.00341,0.001703,-0.010955,-0.0355,-0.00478,0.014413,0.003391,-0.016842,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,7,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
180,0.72894,0.593569,0.593569,0.593569,-0.00193,0.006847,0.006847,0.006847,0.00355,0.016016,0.016016,0.016016,0.00355,0.016016,0.016016,0.016016,0.71857,1.62681,1.62681,1.62681,0.00073,0.011476,0.011476,0.011476,-0.03117,0.026223,0.026223,0.026223,-0.00565,-0.00908,-0.00908,-0.00908,-0.0021,0.006936,0.006936,0.006936,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,8,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
181,0.52826,0.51078,0.471892,0.433004,-0.00311,0.005422,0.002482,-0.000458,-0.00679,0.020128,0.018316,0.016505,-0.00679,0.020128,0.018316,0.016505,0.76818,1.663961,1.66311,1.662259,-0.00497,0.012744,0.010305,0.007865,-0.06082,0.030089,0.027299,0.024509,0.00364,-0.014767,-0.016023,-0.017279,-0.00316,0.005361,0.002293,-0.000775,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,9,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
182,0.51902,0.489942,0.458821,0.427699,-0.00234,0.008373,0.006954,0.005535,-0.00441,0.022136,0.019174,0.016211,-0.00441,0.022136,0.019174,0.016211,0.7474,1.675021,1.674149,1.673277,-0.0034,0.015286,0.013083,0.01088,-0.06,0.03121,0.028293,0.025376,0.00202,-0.010663,-0.012181,-0.013699,-0.00239,0.008437,0.006993,0.005549,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,10,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
183,0.73926,0.617435,0.617435,0.617435,-0.00082,0.004588,0.004588,0.004588,0.00979,0.018302,0.018302,0.018302,0.00979,0.018302,0.018302,0.018302,0.73011,1.622923,1.622923,1.622923,0.00438,0.011408,0.011408,0.011408,-0.02646,0.028344,0.028344,0.028344,-0.01084,-0.013788,-0.013788,-0.013788,-0.00104,0.004514,0.004514,0.004514,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,11,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
184,0.74392,0.670442,0.670442,0.670442,-0.0008,0.003273,0.003273,0.003273,0.00606,0.021438,0.021438,0.021438,0.00606,0.021438,0.021438,0.021438,0.78198,1.595518,1.595518,1.595518,0.00256,0.012255,0.012255,0.012255,-0.02226,0.029627,0.029627,0.029627,-0.007,-0.018366,-0.018366,-0.018366,-0.00095,0.003072,0.003072,0.003072,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,12,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
185,0.52435,0.467603,0.457205,0.446806,-0.00295,0.006757,0.006559,0.00636,-0.00321,0.033416,0.029236,0.025055,-0.00321,0.033416,0.029236,0.025055,0.80091,1.647089,1.646106,1.645122,-0.00313,0.019766,0.017817,0.015868,-0.06185,0.033166,0.030703,0.028241,0.00016,-0.018374,-0.022837,-0.027301,-0.00305,0.006681,0.006398,0.006115,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,13,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
186,0.51567,0.499913,0.451882,0.403851,-0.00273,0.006991,0.005838,0.004685,-0.00681,0.035306,0.029736,0.024166,-0.00681,0.035306,0.029736,0.024166,0.78503,1.654232,1.652614,1.650996,-0.00478,0.021026,0.017683,0.014339,-0.05839,0.031358,0.030613,0.029869,0.00404,-0.019653,-0.024106,-0.028559,-0.00276,0.006747,0.00563,0.004513,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,14,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
187,0.69607,0.578999,0.578999,0.578999,-0.00054,0.0065,0.0065,0.0065,0.00315,0.025843,0.025843,0.025843,0.00315,0.025843,0.025843,0.025843,0.8109,1.583895,1.583895,1.583895,0.00126,0.016119,0.016119,0.016119,-0.02772,0.037063,0.037063,0.037063,-0.00378,-0.019446,-0.019446,-0.019446,-0.00062,0.006396,0.006396,0.006396,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,15,100.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
188,0.55795,0.514233,0.478173,0.442112,-0.00234,0.010618,0.009247,0.007877,-0.00411,0.024503,0.021256,0.018009,-0.00411,0.024503,0.021256,0.018009,0.80252,1.646956,1.645693,1.644429,-0.00325,0.016187,0.015315,0.014443,-0.06789,0.049382,0.044813,0.040243,0.00172,-0.007133,-0.011882,-0.016631,-0.00239,0.010876,0.009374,0.007871,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,16,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
189,0.64541,0.597698,0.597698,0.597698,-0.00816,0.009245,0.009245,0.009245,-0.00068,0.011807,0.011807,0.011807,-0.00068,0.011807,0.011807,0.011807,0.79942,0.151643,0.151643,0.151643,-0.00463,0.010672,0.010672,0.010672,0.11568,0.04437,0.04437,0.04437,-0.00791,-0.002268,-0.002268,-0.002268,-0.00859,0.009538,0.009538,0.009538,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,17,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
190,0.25687,0.308557,0.301959,0.295075,-0.02162,0.051507,0.046274,0.042128,-0.00165,0.022929,0.021635,0.019448,-0.00165,0.022929,0.021635,0.019448,0.76949,1.713154,1.711402,1.70968,-0.01221,0.038413,0.035019,0.031759,-0.14638,0.077419,0.074332,0.069225,-0.02111,0.030966,0.026767,0.024621,-0.02277,0.053896,0.048402,0.044069,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,20,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
191,0.54863,0.500641,0.47925,0.45786,-0.00169,0.0061,0.005148,0.004197,-0.00454,0.022318,0.01889,0.015463,-0.00454,0.022318,0.01889,0.015463,0.78377,1.647851,1.646978,1.646106,-0.00312,0.013174,0.011992,0.010811,-0.06456,0.04609,0.044392,0.042693,0.00284,-0.009305,-0.013796,-0.018288,-0.00171,0.006158,0.005094,0.00403,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,22,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
192,0.5859,0.520948,0.506642,0.492336,-0.00292,0.010816,0.009557,0.008298,-0.00175,0.021408,0.017621,0.013834,-0.00175,0.021408,0.017621,0.013834,0.80085,1.648874,1.565126,1.481377,-0.0024,0.016216,0.013692,0.011169,-0.06465,0.037615,0.036633,0.035651,-0.0013,-0.00533,-0.007856,-0.010383,-0.00305,0.011024,0.009764,0.008504,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,23,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
193,0.47892,0.488871,0.480731,0.467026,-0.00363,0.006841,0.002656,-0.003594,-0.01115,0.016677,0.01431,0.01091,-0.01115,0.016677,0.01431,0.01091,0.80845,1.692174,1.691269,1.689493,-0.00739,0.010026,0.008429,0.006297,-0.10952,0.038933,0.037086,0.034401,0.00752,-0.003891,-0.011763,-0.02076,-0.00363,0.007019,0.002548,-0.004083,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,25,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
194,0.76855,0.640613,0.640613,0.640613,-0.00122,0.004716,0.004716,0.004716,0.00508,0.020705,0.020705,0.020705,0.00508,0.020705,0.020705,0.020705,0.80442,1.581292,1.581292,1.581292,0.00185,0.012655,0.012655,0.012655,-0.02784,0.032045,0.032045,0.032045,-0.00645,-0.016099,-0.016099,-0.016099,-0.00137,0.004606,0.004606,0.004606,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,26,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
195,0.598,0.587821,0.536704,0.485586,-0.00197,0.003938,0.003428,0.002919,-0.00273,0.027991,0.023349,0.018706,-0.00273,0.027991,0.023349,0.018706,0.80981,1.640034,1.557147,1.474259,-0.00238,0.015824,0.013275,0.010727,-0.06297,0.041434,0.034338,0.027242,0.00071,-0.015959,-0.020146,-0.024334,-0.00202,0.003657,0.003202,0.002747,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,27,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
196,0.58724,0.51644,0.510879,0.505317,-0.00239,0.004424,0.002904,0.001385,-0.00478,0.034812,0.026155,0.017498,-0.00478,0.034812,0.026155,0.017498,0.76808,1.662722,1.654717,1.646712,-0.00361,0.017829,0.014378,0.010927,-0.06141,0.032967,0.029283,0.025598,0.00235,-0.013144,-0.023555,-0.033967,-0.00243,0.004355,0.0026,0.000845,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,28,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
197,0.50407,0.516964,0.505509,0.496861,-0.00318,0.00605,0.002091,-0.001234,-0.01138,0.020957,0.017909,0.01592,-0.01138,0.020957,0.017909,0.01592,0.8105,1.690878,1.690177,1.689412,-0.00727,0.011008,0.009899,0.009045,-0.10587,0.039466,0.03631,0.032696,0.00822,-0.009823,-0.016021,-0.022628,-0.00316,0.006097,0.001889,-0.001671,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C,30,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
198,0.23739,0.32293,0.300507,0.259318,-0.01908,0.030821,0.024243,0.019917,-0.00903,0.019494,0.014133,0.010641,-0.00903,0.019494,0.014133,0.010641,0.75433,1.719797,1.718912,1.718413,-0.01363,0.024522,0.018678,0.014851,0.03257,0.068463,0.064435,0.061282,-0.00921,0.010056,0.00909,0.008421,-0.01824,0.029551,0.023223,0.019062,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,0,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
199,0.49511,0.461435,0.458809,0.456182,-0.01013,0.03993,0.035537,0.031144,0.0033,0.019069,0.019029,0.018988,0.0033,0.019069,0.019029,0.018988,0.81779,1.638981,1.638465,1.637949,-0.00312,0.028621,0.02652,0.024418,-0.09049,0.068738,0.065324,0.06191,-0.01284,0.019104,0.014982,0.01086,-0.00954,0.038173,0.034011,0.029848,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,4,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
200,0.5675,0.555296,0.533798,0.5123,-0.00407,0.009475,0.008669,0.007863,0.00129,0.015287,0.013156,0.011025,0.00129,0.015287,0.013156,0.011025,0.80993,1.643927,1.640861,1.637794,-0.00127,0.012269,0.010803,0.009336,-0.06551,0.061672,0.050711,0.03975,-0.00512,-0.003378,-0.004707,-0.006036,-0.00383,0.009251,0.008449,0.007647,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,5,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
201,0.67542,0.602439,0.602439,0.602439,-0.00204,0.009825,0.009825,0.009825,0.00432,0.014308,0.014308,0.014308,0.00432,0.014308,0.014308,0.014308,0.78977,1.597231,1.597231,1.597231,0.00123,0.011937,0.011937,0.011937,-0.01915,0.034272,0.034272,0.034272,-0.00617,-0.004743,-0.004743,-0.004743,-0.00186,0.009565,0.009565,0.009565,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,6,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
202,0.45337,0.532456,0.479926,0.4083,-0.00509,0.007666,0.003271,-0.003996,-0.00822,0.021204,0.014753,0.009424,-0.00822,0.021204,0.014753,0.009424,0.80864,1.69312,1.691162,1.69017,-0.0066,0.013702,0.009058,0.002903,-0.10509,0.037214,0.03564,0.034766,0.00325,-0.006123,-0.01139,-0.015005,-0.00497,0.007508,0.003363,-0.003617,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,7,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
203,0.75877,0.675829,0.675829,0.675829,-0.00098,-0.004149,-0.004149,-0.004149,0.00565,0.014386,0.014386,0.014386,0.00565,0.014386,0.014386,0.014386,0.71815,1.625578,1.625578,1.625578,0.00241,0.005357,0.005357,0.005357,-0.03054,0.038274,0.038274,0.038274,-0.00647,-0.018059,-0.018059,-0.018059,-0.00083,-0.003673,-0.003673,-0.003673,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,8,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
204,0.5284,0.497507,0.469513,0.441518,-0.00275,0.00459,0.004154,0.003718,-0.0063,0.017043,0.016326,0.015609,-0.0063,0.017043,0.016326,0.015609,0.76633,1.664432,1.664003,1.663574,-0.00451,0.010436,0.010277,0.010119,-0.06363,0.033451,0.0333,0.033149,0.00358,-0.010981,-0.012097,-0.013214,-0.00272,0.004629,0.004229,0.003829,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,9,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
205,0.52204,0.489209,0.458823,0.428438,-0.00317,0.009376,0.009131,0.008885,-0.00554,0.018449,0.016796,0.015143,-0.00554,0.018449,0.016796,0.015143,0.74906,1.67616,1.67438,1.6726,-0.00432,0.013599,0.012874,0.012149,-0.06127,0.032687,0.03131,0.029933,0.00244,-0.005988,-0.007844,-0.0097,-0.0031,0.009155,0.008952,0.008749,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,10,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
206,0.76341,0.673238,0.673238,0.673238,-0.00037,-0.003184,-0.003184,-0.003184,0.00882,0.015178,0.015178,0.015178,0.00882,0.015178,0.015178,0.015178,0.72543,1.595654,1.595654,1.595654,0.00432,0.006217,0.006217,0.006217,-0.0287,0.043304,0.043304,0.043304,-0.00901,-0.017922,-0.017922,-0.017922,-0.00019,-0.002744,-0.002744,-0.002744,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,11,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
207,0.75271,0.668317,0.668317,0.668317,-0.00252,0.008064,0.008064,0.008064,0.00384,0.022808,0.022808,0.022808,0.00384,0.022808,0.022808,0.022808,0.78293,0.215585,0.215585,0.215585,0.00076,0.015428,0.015428,0.015428,-0.02336,0.028772,0.028772,0.028772,-0.00616,-0.014759,-0.014759,-0.014759,-0.00232,0.008049,0.008049,0.008049,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,12,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
208,0.53042,0.473374,0.459913,0.446451,-0.00286,0.009653,0.006611,0.003569,-0.00422,0.03408,0.029433,0.024787,-0.00422,0.03408,0.029433,0.024787,0.79945,1.647978,1.646769,1.645561,-0.0035,0.021918,0.018112,0.014306,-0.06199,0.033459,0.030641,0.027822,0.00143,-0.020961,-0.022642,-0.024323,-0.00279,0.009757,0.006791,0.003826,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,13,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
209,0.57931,0.616323,0.542196,0.468069,-0.00139,0.004791,-0.001139,-0.00707,-0.00592,0.034436,0.029836,0.025235,-0.00592,0.034436,0.029836,0.025235,0.78762,1.653788,1.634311,1.614834,-0.00367,0.019797,0.014646,0.009495,-0.06046,0.041334,0.037367,0.0334,0.0045,-0.029279,-0.03038,-0.031481,-0.00142,0.005157,-0.000544,-0.006246,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,14,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
210,0.7199,0.563921,0.563921,0.563921,-0.00331,0.011884,0.011884,0.011884,0.0016,0.030688,0.030688,0.030688,0.0016,0.030688,0.030688,0.030688,0.80198,1.58403,1.58403,1.58403,-0.00075,0.021249,0.021249,0.021249,-0.02461,0.038263,0.038263,0.038263,-0.0047,-0.018878,-0.018878,-0.018878,-0.0031,0.01181,0.01181,0.01181,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,15,100.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
211,0.55407,0.470433,0.460547,0.450662,-0.00371,0.014854,0.011946,0.009039,-0.00404,0.022439,0.022174,0.021909,-0.00404,0.022439,0.022174,0.021909,0.80535,1.643803,1.643708,1.643614,-0.00382,0.018457,0.016945,0.015433,-0.06715,0.049123,0.045228,0.041333,0.00045,-0.007963,-0.010458,-0.012953,-0.00359,0.014476,0.011716,0.008957,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,16,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
212,0.64265,0.517791,0.517791,0.517791,-0.00723,0.011436,0.011436,0.011436,-0.00266,0.020643,0.020643,0.020643,-0.00266,0.020643,0.020643,0.020643,0.80141,1.601978,1.601978,1.601978,-0.00478,0.015924,0.015924,0.015924,0.11396,0.042209,0.042209,0.042209,-0.00424,-0.009437,-0.009437,-0.009437,-0.0069,0.011206,0.011206,0.011206,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,17,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
213,0.2606,0.331893,0.308633,0.29638,-0.01706,0.042742,0.036087,0.030918,-0.00251,0.022959,0.018199,0.012602,-0.00251,0.022959,0.018199,0.012602,0.76986,1.713019,1.711214,1.709413,-0.00936,0.031934,0.026358,0.021061,-0.14641,0.077751,0.074115,0.068915,-0.0137,0.017948,0.016319,0.01409,-0.01621,0.040908,0.034517,0.02952,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,20,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
214,0.57,0.597524,0.523237,0.448949,-0.00121,0.003414,0.001195,-0.001024,-0.00451,0.02375,0.0156,0.00745,-0.00451,0.02375,0.0156,0.00745,0.77616,1.650787,0.908793,0.166799,-0.00287,0.013705,0.008506,0.003307,-0.06049,0.045518,0.044178,0.042838,0.00329,-0.008287,-0.014188,-0.020089,-0.00123,0.003661,0.001412,-0.000837,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,22,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
215,0.58945,0.528198,0.515642,0.503087,-0.00234,0.010804,0.006271,0.001737,-0.00453,0.023693,0.022067,0.020441,-0.00453,0.023693,0.022067,0.020441,0.80731,1.641928,1.603223,1.564519,-0.00341,0.017177,0.014202,0.011227,-0.06749,0.039655,0.038975,0.038296,0.00223,-0.013032,-0.01573,-0.018428,-0.0023,0.010661,0.006337,0.002013,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,23,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
216,0.43883,0.469822,0.440035,0.416465,-0.00655,0.008753,0.006542,0.004479,-0.01119,0.020009,0.015889,0.011492,-0.01119,0.020009,0.015889,0.011492,0.80507,1.69389,1.693083,1.692088,-0.0088,0.01433,0.011186,0.008879,-0.10931,0.038586,0.035824,0.0343,0.00479,-0.005227,-0.009405,-0.011631,-0.0064,0.008652,0.006484,0.004533,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,25,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
217,0.81501,0.745964,0.745964,0.745964,0.00012,-0.005931,-0.005931,-0.005931,0.00452,0.019248,0.019248,0.019248,0.00452,0.019248,0.019248,0.019248,0.8061,1.580661,1.580661,1.580661,0.00235,0.006987,0.006987,0.006987,-0.02563,0.041507,0.041507,0.041507,-0.00433,-0.024522,-0.024522,-0.024522,0.00019,-0.005274,-0.005274,-0.005274,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,26,0.0,15,https://www.sciencedirect.com/science/article/pii/S0040403900602022
