,bde_avg,bde_max,bde_min,bdfe_max,bdfe_min,bfde_avg,Reactant_SMILES,Atom_nº,Selectivity,Reactive Atom,DOI
819,92.6789779663086,92.6789779663086,92.6789779663086,83.95677947998047,83.95677947998047,83.95677947998047,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,13,0.0,30,10.1021/ja9626300
820,97.08365631103516,97.08365631103516,97.08365631103516,88.06011199951172,88.06011199951172,88.06011199951172,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,14,0.0,30,10.1021/ja9626300
821,95.74072265625,95.74072265625,95.74072265625,86.88152313232422,86.88152313232422,86.88152313232422,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,17,0.0,30,10.1021/ja9626300
822,96.19632720947266,96.19632720947266,96.19632720947266,87.06007385253906,87.06007385253906,87.06007385253906,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,18,0.0,30,10.1021/ja9626300
823,96.17105865478516,96.17105865478516,96.17105865478516,87.10701751708984,87.10701751708984,87.10701751708984,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,19,0.0,30,10.1021/ja9626300
824,98.73714447021484,98.73713684082031,98.73713684082031,89.65740966796875,89.65740966796875,89.65740966796875,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,21,0.0,30,10.1021/ja9626300
825,90.95972442626953,90.95972442626953,90.95972442626953,81.22605895996094,81.22605895996094,81.22605895996094,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,22,0.0,30,10.1021/ja9626300
826,92.65684509277344,92.65684509277344,92.65684509277344,83.51458740234375,83.51458740234375,83.51458740234375,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,23,0.0,30,10.1021/ja9626300
827,98.95577239990234,98.95577239990234,98.95577239990234,90.32050323486328,90.32050323486328,90.32050323486328,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,24,0.0,30,10.1021/ja9626300
828,100.7652816772461,100.7652816772461,100.7652816772461,91.80831146240234,91.80831146240234,91.80831146240234,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,25,0.0,30,10.1021/ja9626300
829,100.42161560058594,100.42161560058594,100.42161560058594,91.46969604492188,91.46969604492188,91.46969604492188,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,27,0.0,30,10.1021/ja9626300
830,93.87474822998047,93.87474822998047,93.87474822998047,84.43177032470703,84.43177032470703,84.43177032470703,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,28,0.0,30,10.1021/ja9626300
831,100.08666229248047,100.08666229248047,100.08666229248047,91.2679214477539,91.2679214477539,91.2679214477539,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,29,0.0,30,10.1021/ja9626300
832,94.37177276611328,94.37177276611328,94.37177276611328,84.80630493164062,84.80630493164062,84.80630493164062,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,30,100.0,30,10.1021/ja9626300
833,99.4115219116211,99.4115219116211,99.4115219116211,90.36003875732422,90.36003875732422,90.36003875732422,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,31,0.0,30,10.1021/ja9626300
834,96.25257873535156,96.25257873535156,96.25257873535156,87.35160064697266,87.35160064697266,87.35160064697266,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,33,0.0,30,10.1021/ja9626300
835,97.84268188476562,97.84268188476562,97.84268188476562,88.87433624267578,88.87433624267578,88.87433624267578,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,34,0.0,30,10.1021/ja9626300
836,94.8233413696289,94.8233413696289,94.8233413696289,85.72307586669922,85.72307586669922,85.72307586669922,CC(=O)O[C@H]1CC[C@@]2(CO2)[C@]2(C1)O[C@@H]2[C@@H]1O[C@@]12CCC[C@]1(C)[C@@H]([C@H](C)[C@H]3O[C@@H]3[C@H](C)C(C)C)CC[C@H]12,35,0.0,30,10.1021/ja9626300
837,97.25090789794922,97.25090789794922,97.25090789794922,89.56961822509766,89.56961822509766,89.56961822509766,CC(=O)OCC1C2CC3CC(C2)CC1C3,0,0.0,8,10.1021/ol000017m
838,95.49336242675781,95.49336242675781,95.49336242675781,86.6093521118164,86.6093521118164,86.6093521118164,CC(=O)OCC1C2CC3CC(C2)CC1C3,4,0.0,8,10.1021/ol000017m
839,97.08893585205078,97.08893585205078,97.08893585205078,87.94074249267578,87.94074249267578,87.94074249267578,CC(=O)OCC1C2CC3CC(C2)CC1C3,5,0.0,8,10.1021/ol000017m
840,99.46028137207031,99.46028137207031,99.46028137207031,91.02338409423828,91.02338409423828,91.02338409423828,CC(=O)OCC1C2CC3CC(C2)CC1C3,6,0.0,8,10.1021/ol000017m
841,98.30126190185547,98.30126190185547,98.30126190185547,89.09803009033203,89.09803009033203,89.09803009033203,CC(=O)OCC1C2CC3CC(C2)CC1C3,7,0.0,8,10.1021/ol000017m
842,97.78572845458984,97.78572845458984,97.78572845458984,89.63139343261719,89.63139343261719,89.63139343261719,CC(=O)OCC1C2CC3CC(C2)CC1C3,8,100.0,8,10.1021/ol000017m
843,98.93982696533203,98.93982696533203,98.93982696533203,89.99736785888672,89.99736785888672,89.99736785888672,CC(=O)OCC1C2CC3CC(C2)CC1C3,9,0.0,8,10.1021/ol000017m
844,97.31006622314453,97.31006622314453,97.31006622314453,89.64051818847656,89.64051818847656,89.6405258178711,CC(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,0,0.0,7,10.1021/ol000017m
845,92.37462615966797,92.37462615966797,92.37462615966797,83.44348907470703,83.44348907470703,83.44348907470703,CC(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,4,0.0,7,10.1021/ol000017m
846,99.75209045410156,99.75209045410156,99.75209045410156,90.8233413696289,90.8233413696289,90.8233413696289,CC(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,5,0.0,7,10.1021/ol000017m
