,DOI,Catalyst,Solvent,Time (min),Temperature (ºC),rxn_ID,Reactant,Reactant_SMILES,Is Reactant Racemic,Product,Product_SMILES,Oxidation sites,Selectivity (%),Yield (%),Discard,Comments,Unnamed: 16,Unnamed: 17,Reactant_mapped,Product_mapped,Symmetry,Symmetry_groups,Group_idxes,Unique symmetry,Mapped_rxn,Mapped_reactivity,idx_to_rxn_map,idx_to_selectivity
0,10.1021/ja00199a039,TFDO,CH2Cl2/TFA,70,-22,1,heptane,CCCCCCC,FALSE,"2-heptanone,",CCCCCC(C)=O,1.0,41.0,98.0,,All the reactions where runned in DCM/TFA (from 9:1 to 7:3),,,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH3:7],[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][C:6]([CH3:7])=[O:8],True,"{0: 0, 1: 2, 2: 4, 3: 6, 4: 4, 5: 2, 6: 0}","{0: [0, 6], 2: [1, 5], 4: [2, 4], 6: [3]}","{0: 2, 1: 2, 2: 2, 3: 1}",[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH3:7]>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][C:6]([CH3:7])=[O:8],"{1: False, 2: False, 3: False, 4: False, 5: False, 6: True, 7: False}","{0: 1, 1: 2, 2: 3, 3: 4, 4: 5, 5: 6, 6: 7}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 41.0, 6: 0.0}"
1,10.1021/ja00199a039,TFDO,CH2Cl2/TFA,70,-22,1,heptane,CCCCCCC,FALSE,"3-heptanone,",CCCCC(=O)CC,1.0,41.0,98.0,,Conversions higher or equal to 50% or otherwise notice,,,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:7][CH3:8],[CH3:1][CH2:2][CH2:3][CH2:4][C:5](=[O:6])[CH2:7][CH3:8],True,"{0: 0, 1: 2, 2: 4, 3: 6, 4: 4, 5: 2, 6: 0}","{0: [0, 6], 2: [1, 5], 4: [2, 4], 6: [3]}","{0: 2, 1: 2, 2: 2, 3: 1}",[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:7][CH3:8]>>[CH3:1][CH2:2][CH2:3][CH2:4][C:5](=[O:6])[CH2:7][CH3:8],"{1: False, 2: False, 3: False, 4: False, 5: True, 7: False, 8: False}","{0: 1, 1: 2, 2: 3, 3: 4, 4: 5, 5: 7, 6: 8}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 41.0, 5: 0.0, 6: 0.0}"
2,10.1021/ja00199a039,TFDO,CH2Cl2/TFA,70,-22,1,heptane,CCCCCCC,FALSE,"4-heptanone,",CCCC(=O)CCC,1.0,18.0,98.0,,The yield was determined by GC/MS,,,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:6][CH2:7][CH3:8],[CH3:1][CH2:2][CH2:3][C:4](=[O:5])[CH2:6][CH2:7][CH3:8],True,"{0: 0, 1: 2, 2: 4, 3: 6, 4: 4, 5: 2, 6: 0}","{0: [0, 6], 2: [1, 5], 4: [2, 4], 6: [3]}","{0: 2, 1: 2, 2: 2, 3: 1}",[CH3:1][CH2:2][CH2:3][CH2:4][CH2:6][CH2:7][CH3:8]>>[CH3:1][CH2:2][CH2:3][C:4](=[O:5])[CH2:6][CH2:7][CH3:8],"{1: False, 2: False, 3: False, 4: True, 6: False, 7: False, 8: False}","{0: 1, 1: 2, 2: 3, 3: 4, 4: 6, 5: 7, 6: 8}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 18.0, 4: 0.0, 5: 0.0, 6: 0.0}"
3,10.1021/ja00199a039,TFDO,CH2Cl2/TFA,3,-22,2,"2,3-dimethylbutane",CC(C)C(C)C,FALSE,"2,3-dimethylbutan-2-ol,",CC(C)C(C)(C)O,1.0,99.0,99.0,,,,,[CH3:1][CH:2]([CH3:3])[CH:4]([CH3:5])[CH3:6],[CH3:1][CH:2]([CH3:3])[C:4]([CH3:5])([CH3:6])[OH:7],True,"{0: 0, 1: 4, 2: 0, 3: 4, 4: 0, 5: 0}","{0: [0, 2, 4, 5], 4: [1, 3]}","{0: 4, 1: 2}",[CH3:1][CH:2]([CH3:3])[CH:4]([CH3:5])[CH3:6]>>[CH3:1][CH:2]([CH3:3])[C:4]([CH3:5])([CH3:6])[OH:7],"{1: False, 2: False, 3: False, 4: True, 5: False, 6: False}","{0: 1, 1: 2, 2: 3, 3: 4, 4: 5, 5: 6}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 99.0, 4: 0.0, 5: 0.0}"
4,10.1021/ja00199a039,TFDO,CH2Cl2/TFA,8,-22,4,methylcyclohexane,CC1CCCCC1,FALSE,"1-methylcyclohexan-1-ol,",CC1(O)CCCCC1,1.0,90.0,98.0,,,,,[CH3:1][CH:2]1[CH2:4][CH2:5][CH2:6][CH2:7][CH2:8]1,[CH3:1][C:2]1([OH:3])[CH2:4][CH2:5][CH2:6][CH2:7][CH2:8]1,True,"{0: 0, 1: 6, 2: 4, 3: 2, 4: 1, 5: 2, 6: 4}","{0: [0], 6: [1], 4: [2, 6], 2: [3, 5], 1: [4]}","{0: 1, 1: 1, 2: 2, 3: 2, 4: 1}",[CH3:1][CH:2]1[CH2:4][CH2:5][CH2:6][CH2:7][CH2:8]1>>[CH3:1][C:2]1([OH:3])[CH2:4][CH2:5][CH2:6][CH2:7][CH2:8]1,"{1: False, 2: True, 4: False, 5: False, 6: False, 7: False, 8: False}","{0: 1, 1: 2, 2: 4, 3: 5, 4: 6, 5: 7, 6: 8}","{0: 0.0, 1: 90.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}"
5,10.1021/ja00199a039,TFDO,CH2Cl2/TFA,8,-22,4,methylcyclohexane,CC1CCCCC1,FALSE,"3-methylcyclohexan-1-one,",CC1CCCC(=O)C1,1.0,8.0,98.0,,,,,[CH3:1][CH:2]1[CH2:3][CH2:4][CH2:5][CH2:6][CH2:8]1,[CH3:1][CH:2]1[CH2:3][CH2:4][CH2:5][C:6](=[O:7])[CH2:8]1,True,"{0: 0, 1: 6, 2: 4, 3: 2, 4: 1, 5: 2, 6: 4}","{0: [0], 6: [1], 4: [2, 6], 2: [3, 5], 1: [4]}","{0: 1, 1: 1, 2: 2, 3: 2, 4: 1}",[CH3:1][CH:2]1[CH2:3][CH2:4][CH2:5][CH2:6][CH2:8]1>>[CH3:1][CH:2]1[CH2:3][CH2:4][CH2:5][C:6](=[O:7])[CH2:8]1,"{1: False, 2: False, 3: False, 4: False, 5: False, 6: True, 8: False}","{0: 1, 1: 2, 2: 3, 3: 4, 4: 5, 5: 6, 6: 8}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 8.0, 6: 0.0}"
6,10.1021/ja00199a039,TFDO,CH2Cl2/TFA,10,-22,5,"(1S, 2S)-1,2-dimethylcyclohexane",C[C@H]1CCCC[C@@H]1C,FALSE,"(1R,2S)-1,2-dimethylcyclohexan-1-ol,",C[C@H]1CCCC[C@@]1(C)O,1.0,90.0,100.0,,,,,[CH3:1][C@H:2]1[CH2:3][CH2:4][CH2:5][CH2:6][C@@H:7]1[CH3:8],[CH3:1][C@H:2]1[CH2:3][CH2:4][CH2:5][CH2:6][C@@:7]1([CH3:8])[OH:9],True,"{0: 0, 1: 6, 2: 4, 3: 2, 4: 2, 5: 4, 6: 6, 7: 0}","{0: [0, 7], 6: [1, 6], 4: [2, 5], 2: [3, 4]}","{0: 2, 1: 2, 2: 2, 3: 2}",[CH3:1][C@H:2]1[CH2:3][CH2:4][CH2:5][CH2:6][C@@H:7]1[CH3:8]>>[CH3:1][C@H:2]1[CH2:3][CH2:4][CH2:5][CH2:6][C@@:7]1([CH3:8])[OH:9],"{1: False, 2: False, 3: False, 4: False, 5: False, 6: False, 7: True, 8: False}","{0: 1, 1: 2, 2: 3, 3: 4, 4: 5, 5: 6, 6: 7, 7: 8}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 90.0, 7: 0.0}"
7,10.1021/ja00199a039,TFDO,CH2Cl2/TFA,10,-22,5,"(1S, 2S)-1,2-dimethylcyclohexane",C[C@H]1CCCC[C@@H]1C,FALSE,"(2R,3S)-2,3-dimethylcyclohexan-1-one,",C[C@H]1CCCC(=O)[C@@H]1C,1.0,5.5,100.0,,,,,[CH3:1][C@H:2]1[CH2:3][CH2:4][CH2:5][CH2:6][C@@H:8]1[CH3:9],[CH3:1][C@H:2]1[CH2:3][CH2:4][CH2:5][C:6](=[O:7])[C@@H:8]1[CH3:9],True,"{0: 0, 1: 6, 2: 4, 3: 2, 4: 2, 5: 4, 6: 6, 7: 0}","{0: [0, 7], 6: [1, 6], 4: [2, 5], 2: [3, 4]}","{0: 2, 1: 2, 2: 2, 3: 2}",[CH3:1][C@H:2]1[CH2:3][CH2:4][CH2:5][CH2:6][C@@H:8]1[CH3:9]>>[CH3:1][C@H:2]1[CH2:3][CH2:4][CH2:5][C:6](=[O:7])[C@@H:8]1[CH3:9],"{1: False, 2: False, 3: False, 4: False, 5: False, 6: True, 8: False, 9: False}","{0: 1, 1: 2, 2: 3, 3: 4, 4: 5, 5: 6, 6: 8, 7: 9}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 5.5, 6: 0.0, 7: 0.0}"
8,10.1021/ja00199a039,TFDO,CH2Cl2/TFA,10,-22,5,"(1S, 2S)-1,2-dimethylcyclohexane",C[C@H]1CCCC[C@@H]1C,FALSE,"(3S,4S)-3,4-dimethylcyclohexan-1-one,",C[C@H]1CCC(=O)C[C@@H]1C,1.0,4.5,100.0,,,,,[CH3:1][C@H:2]1[CH2:3][CH2:4][CH2:5][CH2:7][C@@H:8]1[CH3:9],[CH3:1][C@H:2]1[CH2:3][CH2:4][C:5](=[O:6])[CH2:7][C@@H:8]1[CH3:9],True,"{0: 0, 1: 6, 2: 4, 3: 2, 4: 2, 5: 4, 6: 6, 7: 0}","{0: [0, 7], 6: [1, 6], 4: [2, 5], 2: [3, 4]}","{0: 2, 1: 2, 2: 2, 3: 2}",[CH3:1][C@H:2]1[CH2:3][CH2:4][CH2:5][CH2:7][C@@H:8]1[CH3:9]>>[CH3:1][C@H:2]1[CH2:3][CH2:4][C:5](=[O:6])[CH2:7][C@@H:8]1[CH3:9],"{1: False, 2: False, 3: False, 4: False, 5: True, 7: False, 8: False, 9: False}","{0: 1, 1: 2, 2: 3, 3: 4, 4: 5, 5: 7, 6: 8, 7: 9}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 4.5, 5: 0.0, 6: 0.0, 7: 0.0}"
9,10.1021/ja00199a039,TFDO,CH2Cl2/TFA,4,-22,6,"(1R,2S)-1,2-dimethylcyclohexane",C[C@@H]1CCCC[C@@H]1C,FALSE,"(1S,2S)-1,2-dimethylcyclohexan-1-ol,",C[C@@H]1CCCC[C@@]1(C)O,1.0,98.0,98.0,,,,,[CH3:1][C@H:2]1[CH2:3][CH2:4][CH2:5][CH2:6][C@H:7]1[CH3:8],[CH3:1][C@@H:2]1[CH2:3][CH2:4][CH2:5][CH2:6][C@@:7]1([CH3:8])[OH:9],True,"{0: 0, 1: 6, 2: 4, 3: 2, 4: 2, 5: 4, 6: 6, 7: 0}","{0: [0, 7], 6: [1, 6], 4: [2, 5], 2: [3, 4]}","{0: 2, 1: 2, 2: 2, 3: 2}",[CH3:1][C@H:2]1[CH2:3][CH2:4][CH2:5][CH2:6][C@H:7]1[CH3:8]>>[CH3:1][C@@H:2]1[CH2:3][CH2:4][CH2:5][CH2:6][C@@:7]1([CH3:8])[OH:9],"{1: False, 2: False, 3: False, 4: False, 5: False, 6: False, 7: True, 8: False}","{0: 8, 1: 7, 2: 6, 3: 5, 4: 4, 5: 3, 6: 2, 7: 1}","{0: 0.0, 1: 98.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0}"
10,10.1021/ja00199a039,TFDO,CH2Cl2/TFA,11,-22,7,"(4ar,8ar)-decahydronaphthalene",C1CC[C@H]2CCCC[C@@H]2C1,FALSE,"Octahydro-4a(2H)-naphthalenol,",O[C@]12CCCC[C@@H]1CCCC2,1.0,66.0,93.0,,,,,[C@H:2]12[CH2:3][CH2:4][CH2:5][CH2:6][C@@H:7]1[CH2:8][CH2:9][CH2:10][CH2:11]2,[OH:1][C@:2]12[CH2:3][CH2:4][CH2:5][CH2:6][C@@H:7]1[CH2:8][CH2:9][CH2:10][CH2:11]2,True,"{0: 0, 1: 0, 2: 4, 3: 8, 4: 4, 5: 0, 6: 0, 7: 4, 8: 8, 9: 4}","{0: [0, 1, 5, 6], 4: [2, 4, 7, 9], 8: [3, 8]}","{0: 4, 2: 4, 3: 2}",[C@H:2]12[CH2:3][CH2:4][CH2:5][CH2:6][C@@H:7]1[CH2:8][CH2:9][CH2:10][CH2:11]2>>[OH:1][C@:2]12[CH2:3][CH2:4][CH2:5][CH2:6][C@@H:7]1[CH2:8][CH2:9][CH2:10][CH2:11]2,"{2: True, 3: False, 4: False, 5: False, 6: False, 7: False, 8: False, 9: False, 10: False, 11: False}","{0: 4, 1: 5, 2: 6, 3: 7, 4: 8, 5: 9, 6: 10, 7: 11, 8: 2, 9: 3}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 66.0, 9: 0.0}"
11,10.1021/ja00199a039,TFDO,CH2Cl2/TFA,11,-22,7,"(4ar,8ar)-decahydronaphthalene",C1CC[C@H]2CCCC[C@@H]2C1,FALSE,"octahydronaphthalen-1(2H)-one,",O=C1CCC[C@H]2CCCC[C@H]12,1.0,18.0,93.0,,,,,[CH2:2]1[CH2:3][CH2:4][CH2:5][C@H:6]2[CH2:7][CH2:8][CH2:9][CH2:10][C@H:11]12,[O:1]=[C:2]1[CH2:3][CH2:4][CH2:5][C@H:6]2[CH2:7][CH2:8][CH2:9][CH2:10][C@H:11]12,True,"{0: 0, 1: 0, 2: 4, 3: 8, 4: 4, 5: 0, 6: 0, 7: 4, 8: 8, 9: 4}","{0: [0, 1, 5, 6], 4: [2, 4, 7, 9], 8: [3, 8]}","{0: 4, 2: 4, 3: 2}",[CH2:2]1[CH2:3][CH2:4][CH2:5][C@H:6]2[CH2:7][CH2:8][CH2:9][CH2:10][C@H:11]12>>[O:1]=[C:2]1[CH2:3][CH2:4][CH2:5][C@H:6]2[CH2:7][CH2:8][CH2:9][CH2:10][C@H:11]12,"{2: True, 3: False, 4: False, 5: False, 6: False, 7: False, 8: False, 9: False, 10: False, 11: False}","{0: 9, 1: 8, 2: 7, 3: 6, 4: 5, 5: 4, 6: 3, 7: 2, 8: 11, 9: 10}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 18.0, 8: 0.0, 9: 0.0}"
12,10.1021/ja00199a039,TFDO,CH2Cl2/TFA,11,-22,7,"(4ar,8ar)-decahydronaphthalene",C1CC[C@H]2CCCC[C@@H]2C1,FALSE,"octahydronaphthalen-2(1H)-one,",O=C1CC[C@H]2CCCC[C@@H]2C1,1.0,16.0,93.0,,,,,[CH2:2]1[CH2:3][CH2:4][C@H:5]2[CH2:6][CH2:7][CH2:8][CH2:9][C@@H:10]2[CH2:11]1,[O:1]=[C:2]1[CH2:3][CH2:4][C@H:5]2[CH2:6][CH2:7][CH2:8][CH2:9][C@@H:10]2[CH2:11]1,True,"{0: 0, 1: 0, 2: 4, 3: 8, 4: 4, 5: 0, 6: 0, 7: 4, 8: 8, 9: 4}","{0: [0, 1, 5, 6], 4: [2, 4, 7, 9], 8: [3, 8]}","{0: 4, 2: 4, 3: 2}",[CH2:2]1[CH2:3][CH2:4][C@H:5]2[CH2:6][CH2:7][CH2:8][CH2:9][C@@H:10]2[CH2:11]1>>[O:1]=[C:2]1[CH2:3][CH2:4][C@H:5]2[CH2:6][CH2:7][CH2:8][CH2:9][C@@H:10]2[CH2:11]1,"{2: True, 3: False, 4: False, 5: False, 6: False, 7: False, 8: False, 9: False, 10: False, 11: False}","{0: 8, 1: 7, 2: 6, 3: 5, 4: 4, 5: 3, 6: 2, 7: 11, 8: 10, 9: 9}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 16.0, 7: 0.0, 8: 0.0, 9: 0.0}"
13,10.1021/ja00199a039,TFDO,CH2Cl2/TFA,5,-22,8,"(4as,8as)-decahydronaphthalene",C1CC[C@H]2CCCC[C@H]2C1,FALSE,"Octahydro-4,8a-dimethyl-4a(2H)-naphthol,",O[C@]12CCCC[C@H]1CCCC2,1.0,92.4,100.0,,,,,[C@H:2]12[CH2:3][CH2:4][CH2:5][CH2:6][C@H:7]1[CH2:8][CH2:9][CH2:10][CH2:11]2,[OH:1][C@:2]12[CH2:3][CH2:4][CH2:5][CH2:6][C@H:7]1[CH2:8][CH2:9][CH2:10][CH2:11]2,True,"{0: 0, 1: 0, 2: 4, 3: 8, 4: 4, 5: 0, 6: 0, 7: 4, 8: 8, 9: 4}","{0: [0, 1, 5, 6], 4: [2, 4, 7, 9], 8: [3, 8]}","{0: 4, 2: 4, 3: 2}",[C@H:2]12[CH2:3][CH2:4][CH2:5][CH2:6][C@H:7]1[CH2:8][CH2:9][CH2:10][CH2:11]2>>[OH:1][C@:2]12[CH2:3][CH2:4][CH2:5][CH2:6][C@H:7]1[CH2:8][CH2:9][CH2:10][CH2:11]2,"{2: True, 3: False, 4: False, 5: False, 6: False, 7: False, 8: False, 9: False, 10: False, 11: False}","{0: 4, 1: 5, 2: 6, 3: 7, 4: 8, 5: 9, 6: 10, 7: 11, 8: 2, 9: 3}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 92.4, 9: 0.0}"
14,10.1021/ja00199a039,TFDO,CH2Cl2/TFA,5,-22,8,"(4as,8as)-decahydronaphthalene",C1CC[C@H]2CCCC[C@H]2C1,FALSE,"(4as,8as)-octahydronaphthalene-4a,8a-diol,",O[C@]12CCCC[C@@]1(O)CCCC2,1.0,4.0,100.0,,,,,[C@H:2]12[CH2:3][CH2:4][CH2:5][CH2:6][C@H:7]1[CH2:9][CH2:10][CH2:11][CH2:12]2,[OH:1][C@:2]12[CH2:3][CH2:4][CH2:5][CH2:6][C@@:7]1([OH:8])[CH2:9][CH2:10][CH2:11][CH2:12]2,True,"{0: 0, 1: 0, 2: 4, 3: 8, 4: 4, 5: 0, 6: 0, 7: 4, 8: 8, 9: 4}","{0: [0, 1, 5, 6], 4: [2, 4, 7, 9], 8: [3, 8]}","{0: 4, 2: 4, 3: 2}",[C@H:2]12[CH2:3][CH2:4][CH2:5][CH2:6][C@H:7]1[CH2:9][CH2:10][CH2:11][CH2:12]2>>[OH:1][C@:2]12[CH2:3][CH2:4][CH2:5][CH2:6][C@@:7]1([OH:8])[CH2:9][CH2:10][CH2:11][CH2:12]2,"{2: True, 3: False, 4: False, 5: False, 6: False, 7: True, 9: False, 10: False, 11: False, 12: False}","{0: 4, 1: 5, 2: 6, 3: 7, 4: 9, 5: 10, 6: 11, 7: 12, 8: 2, 9: 3}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 4.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 4.0, 9: 0.0}"
15,10.1021/ja00199a039,TFDO,CH2Cl2/TFA,5,-22,8,"(4as,8as)-decahydronaphthalene",C1CC[C@H]2CCCC[C@H]2C1,FALSE,"octahydronaphthalen-1(2H)-one,",O=C1CCC[C@H]2CCCC[C@@H]12,1.0,2.0,100.0,,,,,[CH2:2]1[CH2:3][CH2:4][CH2:5][C@H:6]2[CH2:7][CH2:8][CH2:9][CH2:10][C@@H:11]12,[O:1]=[C:2]1[CH2:3][CH2:4][CH2:5][C@H:6]2[CH2:7][CH2:8][CH2:9][CH2:10][C@@H:11]12,True,"{0: 0, 1: 0, 2: 4, 3: 8, 4: 4, 5: 0, 6: 0, 7: 4, 8: 8, 9: 4}","{0: [0, 1, 5, 6], 4: [2, 4, 7, 9], 8: [3, 8]}","{0: 4, 2: 4, 3: 2}",[CH2:2]1[CH2:3][CH2:4][CH2:5][C@H:6]2[CH2:7][CH2:8][CH2:9][CH2:10][C@@H:11]12>>[O:1]=[C:2]1[CH2:3][CH2:4][CH2:5][C@H:6]2[CH2:7][CH2:8][CH2:9][CH2:10][C@@H:11]12,"{2: True, 3: False, 4: False, 5: False, 6: False, 7: False, 8: False, 9: False, 10: False, 11: False}","{0: 3, 1: 4, 2: 5, 3: 6, 4: 7, 5: 8, 6: 9, 7: 10, 8: 11, 9: 2}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 2.0}"
16,10.1021/ja00199a039,TFDO,CH2Cl2/TFA,5,-22,8,"(4as,8as)-decahydronaphthalene",C1CC[C@H]2CCCC[C@H]2C1,FALSE,"octahydronaphthalen-2(1H)-one,",O=C1CC[C@H]2CCCC[C@H]2C1,1.0,1.5,100.0,,,,,[CH2:2]1[CH2:3][CH2:4][C@H:5]2[CH2:6][CH2:7][CH2:8][CH2:9][C@H:10]2[CH2:11]1,[O:1]=[C:2]1[CH2:3][CH2:4][C@H:5]2[CH2:6][CH2:7][CH2:8][CH2:9][C@H:10]2[CH2:11]1,True,"{0: 0, 1: 0, 2: 4, 3: 8, 4: 4, 5: 0, 6: 0, 7: 4, 8: 8, 9: 4}","{0: [0, 1, 5, 6], 4: [2, 4, 7, 9], 8: [3, 8]}","{0: 4, 2: 4, 3: 2}",[CH2:2]1[CH2:3][CH2:4][C@H:5]2[CH2:6][CH2:7][CH2:8][CH2:9][C@H:10]2[CH2:11]1>>[O:1]=[C:2]1[CH2:3][CH2:4][C@H:5]2[CH2:6][CH2:7][CH2:8][CH2:9][C@H:10]2[CH2:11]1,"{2: True, 3: False, 4: False, 5: False, 6: False, 7: False, 8: False, 9: False, 10: False, 11: False}","{0: 2, 1: 3, 2: 4, 3: 5, 4: 6, 5: 7, 6: 8, 7: 9, 8: 10, 9: 11}","{0: 1.5, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0}"
17,10.1021/ja00199a039,TFDO,CH2Cl2/TFA,90,-22,9,bicyclo[2.2.1]heptane,C1CC2CCC1C2,FALSE,"(1S,2S,4R)-bicyclo[2.2.1]heptan-2-ol,",O[C@H]1C[C@@H]2CC[C@H]1C2,,77.0,90.0,,Oxidation of byclic substrates usually affords a mixture of dr,,,[CH2:2]1[CH2:3][CH:4]2[CH2:5][CH2:6][CH:7]1[CH2:8]2,[OH:1][C@H:2]1[CH2:3][C@@H:4]2[CH2:5][CH2:6][C@H:7]1[CH2:8]2,True,"{0: 0, 1: 0, 2: 5, 3: 0, 4: 0, 5: 5, 6: 4}","{0: [0, 1, 3, 4], 5: [2, 5], 4: [6]}","{0: 4, 2: 2, 6: 1}",[CH2:2]1[CH2:3][CH:4]2[CH2:5][CH2:6][CH:7]1[CH2:8]2>>[OH:1][C@H:2]1[CH2:3][C@@H:4]2[CH2:5][CH2:6][C@H:7]1[CH2:8]2,"{2: True, 3: False, 4: False, 5: False, 6: False, 7: False, 8: False}","{0: 3, 1: 2, 2: 7, 3: 6, 4: 5, 5: 4, 6: 8}","{0: 0.0, 1: 77.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}"
18,10.1021/ja00199a039,TFDO,CH2Cl2/TFA,90,-22,9,bicyclo[2.2.1]heptane,C1CC2CCC1C2,FALSE,"bicyclo[2.2.1]heptan-2-one,",O=C1CC2CCC1C2,,16.0,90.0,,,,,[CH2:2]1[CH2:3][CH:4]2[CH2:5][CH2:6][CH:7]1[CH2:8]2,[O:1]=[C:2]1[CH2:3][CH:4]2[CH2:5][CH2:6][CH:7]1[CH2:8]2,True,"{0: 0, 1: 0, 2: 5, 3: 0, 4: 0, 5: 5, 6: 4}","{0: [0, 1, 3, 4], 5: [2, 5], 4: [6]}","{0: 4, 2: 2, 6: 1}",[CH2:2]1[CH2:3][CH:4]2[CH2:5][CH2:6][CH:7]1[CH2:8]2>>[O:1]=[C:2]1[CH2:3][CH:4]2[CH2:5][CH2:6][CH:7]1[CH2:8]2,"{2: True, 3: False, 4: False, 5: False, 6: False, 7: False, 8: False}","{0: 3, 1: 2, 2: 7, 3: 6, 4: 5, 5: 4, 6: 8}","{0: 0.0, 1: 16.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}"
19,10.1021/ja00199a039,TFDO,CH2Cl2/TFA,90,-22,9,bicyclo[2.2.1]heptane,C1CC2CCC1C2,FALSE,"(1S,2R,4R)-bicyclo[2.2.1]heptan-2-ol,",O[C@@H]1C[C@@H]2CC[C@H]1C2,,7.0,90.0,,,,,[CH2:2]1[CH2:3][CH:4]2[CH2:5][CH2:6][CH:7]1[CH2:8]2,[OH:1][C@@H:2]1[CH2:3][C@@H:4]2[CH2:5][CH2:6][C@H:7]1[CH2:8]2,True,"{0: 0, 1: 0, 2: 5, 3: 0, 4: 0, 5: 5, 6: 4}","{0: [0, 1, 3, 4], 5: [2, 5], 4: [6]}","{0: 4, 2: 2, 6: 1}",[CH2:2]1[CH2:3][CH:4]2[CH2:5][CH2:6][CH:7]1[CH2:8]2>>[OH:1][C@@H:2]1[CH2:3][C@@H:4]2[CH2:5][CH2:6][C@H:7]1[CH2:8]2,"{2: True, 3: False, 4: False, 5: False, 6: False, 7: False, 8: False}","{0: 3, 1: 2, 2: 7, 3: 6, 4: 5, 5: 4, 6: 8}","{0: 0.0, 1: 7.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}"
20,10.1021/ja00199a039,TFDO,CH2Cl2/TFA,2,-22,10,bicyclo[2.2.2]octane,C1CC2CCC1CC2,FALSE,"bicyclo[2.2.2]octan-1-ol,",OC12CCC(CC1)CC2,,58.0,97.0,,,,,[CH:2]12[CH2:3][CH2:4][CH:5]([CH2:6][CH2:7]1)[CH2:8][CH2:9]2,[OH:1][C:2]12[CH2:3][CH2:4][CH:5]([CH2:6][CH2:7]1)[CH2:8][CH2:9]2,True,"{0: 0, 1: 0, 2: 6, 3: 0, 4: 0, 5: 6, 6: 0, 7: 0}","{0: [0, 1, 3, 4, 6, 7], 6: [2, 5]}","{0: 6, 2: 2}",[CH:2]12[CH2:3][CH2:4][CH:5]([CH2:6][CH2:7]1)[CH2:8][CH2:9]2>>[OH:1][C:2]12[CH2:3][CH2:4][CH:5]([CH2:6][CH2:7]1)[CH2:8][CH2:9]2,"{2: True, 3: False, 4: False, 5: False, 6: False, 7: False, 8: False, 9: False}","{0: 4, 1: 3, 2: 2, 3: 7, 4: 6, 5: 5, 6: 8, 7: 9}","{0: 0.0, 1: 0.0, 2: 58.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0}"
