,DOI,Catalyst,Solvent,Time (min),Temperature (ºC),rxn_ID,Reactant,Reactant_SMILES,Is Reactant Racemic,Product,Product_SMILES,Oxidation sites,Selectivity (%),Yield (%),Discard,Comments,Unnamed: 16,Unnamed: 17,Reactant_mapped,Product_mapped,Symmetry,Symmetry_groups,Group_idxes,Unique symmetry,Mapped_rxn,Mapped_reactivity,idx_to_rxn_map,idx_to_selectivity
150,10.1021/ol000017m,TFDO,CH2Cl2,120,-15,152,"Tricyclo[3.3.1.13,7]decan-2-ol, 2-methanesulfonate",CS(=O)(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,FALSE,cis,CS(=O)(=O)O[C@H]1[C@@H]2CC3C[C@H]1CC(O)(C3)C2,,1.0,1.0,,2 eq TFDO,,,[CH3:1][S:2](=[O:3])([O:5][CH:6]1[C@H:7]2[CH2:8][C@H:9]3[CH2:10][C@@H:11]1[CH2:12][C@H:13]([CH2:15]3)[CH2:16]2)=[O:14],[CH3:1][S:2](=[O:3])(=[O:4])[O:5][C@H:6]1[C@@H:7]2[CH2:8][CH:9]3[CH2:10][C@H:11]1[CH2:12][C:13]([OH:14])([CH2:15]3)[CH2:16]2,True,"{0: 0, 5: 13, 6: 11, 7: 4, 8: 9, 9: 3, 10: 9, 11: 4, 12: 11, 13: 4, 14: 4}","{0: [0], 13: [5], 11: [6, 12], 4: [7, 11, 13, 14], 9: [8, 10], 3: [9]}","{0: 1, 5: 1, 6: 2, 7: 4, 8: 2, 9: 1}",[CH3:1][S:2](=[O:3])([O:5][CH:6]1[C@H:7]2[CH2:8][C@H:9]3[CH2:10][C@@H:11]1[CH2:12][C@H:13]([CH2:15]3)[CH2:16]2)=[O:14]>>[CH3:1][S:2](=[O:3])(=[O:4])[O:5][C@H:6]1[C@@H:7]2[CH2:8][CH:9]3[CH2:10][C@H:11]1[CH2:12][C:13]([OH:14])([CH2:15]3)[CH2:16]2,"{1: False, 6: False, 7: False, 8: False, 9: False, 10: False, 11: False, 12: False, 13: True, 15: False, 16: False}","{0: 1, 5: 6, 6: 7, 7: 8, 8: 9, 9: 15, 10: 13, 11: 12, 12: 11, 13: 10, 14: 16}","{0: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 1.0, 11: 0.0, 12: 0.0, 13: 0.0, 14: 0.0}"
151,10.1021/ol000017m,TFDO,CH2Cl2,120,-15,153,2-Adamantyl tosylate,Cc1ccc(S(=O)(=O)OC2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)cc1,FALSE,trans,Cc1ccc(S(=O)(=O)O[C@H]2[C@@H]3CC4C[C@H]2CC(O)(C4)C3)cc1,,2.4,2.4,,2 eq TFDO,,,[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])([O:9][CH:10]2[C@H:11]3[CH2:12][C@H:13]4[CH2:14][C@@H:15]2[CH2:16][C@H:17]([CH2:19]4)[CH2:20]3)=[O:18])[cH:21][cH:22]1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[O:9][C@H:10]2[C@@H:11]3[CH2:12][CH:13]4[CH2:14][C@H:15]2[CH2:16][C:17]([OH:18])([CH2:19]4)[CH2:20]3)[cH:21][cH:22]1,True,"{0: 0, 1: 13, 2: 3, 3: 5, 4: 14, 9: 19, 10: 17, 11: 8, 12: 15, 13: 7, 14: 15, 15: 8, 16: 17, 17: 8, 18: 8, 19: 5, 20: 3}","{0: [0], 13: [1], 3: [2, 20], 5: [3, 19], 14: [4], 19: [9], 17: [10, 16], 8: [11, 15, 17, 18], 15: [12, 14], 7: [13]}","{0: 1, 1: 1, 2: 2, 3: 2, 4: 1, 9: 1, 10: 2, 11: 4, 12: 2, 13: 1}",[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])([O:9][CH:10]2[C@H:11]3[CH2:12][C@H:13]4[CH2:14][C@@H:15]2[CH2:16][C@H:17]([CH2:19]4)[CH2:20]3)=[O:18])[cH:21][cH:22]1>>[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[O:9][C@H:10]2[C@@H:11]3[CH2:12][CH:13]4[CH2:14][C@H:15]2[CH2:16][C:17]([OH:18])([CH2:19]4)[CH2:20]3)[cH:21][cH:22]1,"{1: False, 2: False, 3: False, 4: False, 5: False, 10: False, 11: False, 12: False, 13: False, 14: False, 15: False, 16: False, 17: True, 19: False, 20: False, 21: False, 22: False}","{0: 1, 1: 2, 2: 3, 3: 4, 4: 5, 9: 10, 10: 11, 11: 12, 12: 13, 13: 19, 14: 17, 15: 16, 16: 15, 17: 14, 18: 20, 19: 21, 20: 22}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0, 14: 2.4, 15: 0.0, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0}"
152,10.1021/ol000017m,TFDO,CH2Cl2,120,-15,153,2-Adamantyl tosylate,Cc1ccc(S(=O)(=O)OC2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)cc1,FALSE,cis,Cc1ccc(S(=O)(=O)O[C@H]2[C@@H]3CC4C[C@H]2CC(O)(C4)C3)cc1,,1.0,1.0,,2 eq TFDO,,,[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])([O:9][CH:10]2[C@H:11]3[CH2:12][C@H:13]4[CH2:14][C@@H:15]2[CH2:16][C@H:17]([CH2:19]4)[CH2:20]3)=[O:18])[cH:21][cH:22]1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[O:9][C@H:10]2[C@@H:11]3[CH2:12][CH:13]4[CH2:14][C@H:15]2[CH2:16][C:17]([OH:18])([CH2:19]4)[CH2:20]3)[cH:21][cH:22]1,True,"{0: 0, 1: 13, 2: 3, 3: 5, 4: 14, 9: 19, 10: 17, 11: 8, 12: 15, 13: 7, 14: 15, 15: 8, 16: 17, 17: 8, 18: 8, 19: 5, 20: 3}","{0: [0], 13: [1], 3: [2, 20], 5: [3, 19], 14: [4], 19: [9], 17: [10, 16], 8: [11, 15, 17, 18], 15: [12, 14], 7: [13]}","{0: 1, 1: 1, 2: 2, 3: 2, 4: 1, 9: 1, 10: 2, 11: 4, 12: 2, 13: 1}",[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])([O:9][CH:10]2[C@H:11]3[CH2:12][C@H:13]4[CH2:14][C@@H:15]2[CH2:16][C@H:17]([CH2:19]4)[CH2:20]3)=[O:18])[cH:21][cH:22]1>>[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[O:9][C@H:10]2[C@@H:11]3[CH2:12][CH:13]4[CH2:14][C@H:15]2[CH2:16][C:17]([OH:18])([CH2:19]4)[CH2:20]3)[cH:21][cH:22]1,"{1: False, 2: False, 3: False, 4: False, 5: False, 10: False, 11: False, 12: False, 13: False, 14: False, 15: False, 16: False, 17: True, 19: False, 20: False, 21: False, 22: False}","{0: 1, 1: 2, 2: 3, 3: 4, 4: 5, 9: 10, 10: 11, 11: 12, 12: 13, 13: 19, 14: 17, 15: 16, 16: 15, 17: 14, 18: 20, 19: 21, 20: 22}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0, 14: 1.0, 15: 0.0, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0}"
153,10.1021/ol000017m,TFDO,CH2Cl2,120,-15,154,"Tricyclo[3.3.1.13,7]decan-2-ol, 2-nitrate",O=[N+]([O-])OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,FALSE,trans,O=[N+]([O-])O[C@@H]1[C@@H]2CC3C[C@H]1CC(O)(C3)C2,,2.03,2.03,,2 eq TFDO,,,[O:1]=[N+:2]([O-:3])[O:4][CH:5]1[C@H:6]2[CH2:7][C@H:8]3[CH2:9][C@@H:10]1[CH2:11][C@H:12]([CH2:14]3)[CH2:15]2,[O:1]=[N+:2]([O-:3])[O:4][C@@H:5]1[C@@H:6]2[CH2:7][CH:8]3[CH2:9][C@H:10]1[CH2:11][C:12]([OH:13])([CH2:14]3)[CH2:15]2,True,"{4: 12, 5: 10, 6: 3, 7: 8, 8: 2, 9: 8, 10: 3, 11: 10, 12: 3, 13: 3}","{12: [4], 10: [5, 11], 3: [6, 10, 12, 13], 8: [7, 9], 2: [8]}","{4: 1, 5: 2, 6: 4, 7: 2, 8: 1}",[O:1]=[N+:2]([O-:3])[O:4][CH:5]1[C@H:6]2[CH2:7][C@H:8]3[CH2:9][C@@H:10]1[CH2:11][C@H:12]([CH2:14]3)[CH2:15]2>>[O:1]=[N+:2]([O-:3])[O:4][C@@H:5]1[C@@H:6]2[CH2:7][CH:8]3[CH2:9][C@H:10]1[CH2:11][C:12]([OH:13])([CH2:14]3)[CH2:15]2,"{5: False, 6: False, 7: False, 8: False, 9: False, 10: False, 11: False, 12: True, 14: False, 15: False}","{4: 5, 5: 6, 6: 7, 7: 8, 8: 14, 9: 12, 10: 11, 11: 10, 12: 9, 13: 15}","{4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 2.03, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0}"
154,10.1021/ol000017m,TFDO,CH2Cl2,120,-15,154,"Tricyclo[3.3.1.13,7]decan-2-ol, 2-nitrate",O=[N+]([O-])OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,FALSE,cis,O=[N+]([O-])O[C@H]1[C@@H]2CC3C[C@H]1CC(O)(C3)C2,,1.0,1.0,,2 eq TFDO,,,[O:1]=[N+:2]([O-:3])[O:4][CH:5]1[C@H:6]2[CH2:7][C@H:8]3[CH2:9][C@@H:10]1[CH2:11][C@H:12]([CH2:14]3)[CH2:15]2,[O:1]=[N+:2]([O-:3])[O:4][C@H:5]1[C@@H:6]2[CH2:7][CH:8]3[CH2:9][C@H:10]1[CH2:11][C:12]([OH:13])([CH2:14]3)[CH2:15]2,True,"{4: 12, 5: 10, 6: 3, 7: 8, 8: 2, 9: 8, 10: 3, 11: 10, 12: 3, 13: 3}","{12: [4], 10: [5, 11], 3: [6, 10, 12, 13], 8: [7, 9], 2: [8]}","{4: 1, 5: 2, 6: 4, 7: 2, 8: 1}",[O:1]=[N+:2]([O-:3])[O:4][CH:5]1[C@H:6]2[CH2:7][C@H:8]3[CH2:9][C@@H:10]1[CH2:11][C@H:12]([CH2:14]3)[CH2:15]2>>[O:1]=[N+:2]([O-:3])[O:4][C@H:5]1[C@@H:6]2[CH2:7][CH:8]3[CH2:9][C@H:10]1[CH2:11][C:12]([OH:13])([CH2:14]3)[CH2:15]2,"{5: False, 6: False, 7: False, 8: False, 9: False, 10: False, 11: False, 12: True, 14: False, 15: False}","{4: 5, 5: 6, 6: 7, 7: 8, 8: 14, 9: 12, 10: 11, 11: 10, 12: 9, 13: 15}","{4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 1.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0}"
155,10.1021/ol000017m,TFDO,CH2Cl2,120,-15,155,"Tricyclo[3.3.1.13,7]decan-2-amine, conjugate acid",[NH3+]C1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,FALSE,trans,NC1[C@@H]2CC3C[C@@H]1CC(O)(C3)C2,,0.91,0.91,,2 eq TFDO,,,[NH3+:1][CH:2]1[C@H:3]2[CH2:4][C@H:5]3[CH2:6][C@@H:7]1[CH2:8][C@H:9]([CH2:11]3)[CH2:12]2,[NH2:1][CH:2]1[C@@H:3]2[CH2:4][CH:5]3[CH2:6][C@@H:7]1[CH2:8][C:9]([OH:10])([CH2:11]3)[CH2:12]2,True,"{1: 10, 2: 8, 3: 2, 4: 6, 5: 1, 6: 6, 7: 2, 8: 8, 9: 2, 10: 2}","{10: [1], 8: [2, 8], 2: [3, 7, 9, 10], 6: [4, 6], 1: [5]}","{1: 1, 2: 2, 3: 4, 4: 2, 5: 1}",[NH3+:1][CH:2]1[C@H:3]2[CH2:4][C@H:5]3[CH2:6][C@@H:7]1[CH2:8][C@H:9]([CH2:11]3)[CH2:12]2>>[NH2:1][CH:2]1[C@@H:3]2[CH2:4][CH:5]3[CH2:6][C@@H:7]1[CH2:8][C:9]([OH:10])([CH2:11]3)[CH2:12]2,"{2: False, 3: False, 4: False, 5: False, 6: False, 7: False, 8: False, 9: True, 11: False, 12: False}","{1: 2, 2: 3, 3: 4, 4: 5, 5: 11, 6: 9, 7: 8, 8: 7, 9: 6, 10: 12}","{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.91, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0}"
156,10.1021/ol000017m,TFDO,CH2Cl2,120,-15,155,"Tricyclo[3.3.1.13,7]decan-2-amine, conjugate acid",[NH3+]C1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,FALSE,cis,N[C@@H]1[C@@H]2CC3C[C@H]1CC(O)(C3)C2,,1.0,1.0,,2 eq TFDO,,,[NH3+:1][CH:2]1[C@H:3]2[CH2:4][C@H:5]3[CH2:6][C@@H:7]1[CH2:8][C@H:9]([CH2:11]3)[CH2:12]2,[NH2:1][C@@H:2]1[C@@H:3]2[CH2:4][CH:5]3[CH2:6][C@H:7]1[CH2:8][C:9]([OH:10])([CH2:11]3)[CH2:12]2,True,"{1: 10, 2: 8, 3: 2, 4: 6, 5: 1, 6: 6, 7: 2, 8: 8, 9: 2, 10: 2}","{10: [1], 8: [2, 8], 2: [3, 7, 9, 10], 6: [4, 6], 1: [5]}","{1: 1, 2: 2, 3: 4, 4: 2, 5: 1}",[NH3+:1][CH:2]1[C@H:3]2[CH2:4][C@H:5]3[CH2:6][C@@H:7]1[CH2:8][C@H:9]([CH2:11]3)[CH2:12]2>>[NH2:1][C@@H:2]1[C@@H:3]2[CH2:4][CH:5]3[CH2:6][C@H:7]1[CH2:8][C:9]([OH:10])([CH2:11]3)[CH2:12]2,"{2: False, 3: False, 4: False, 5: False, 6: False, 7: False, 8: False, 9: True, 11: False, 12: False}","{1: 2, 2: 3, 3: 4, 4: 5, 5: 11, 6: 9, 7: 8, 8: 7, 9: 6, 10: 12}","{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 1.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0}"
157,10.1039/D2QO01005D,TFDO,CH2Cl2/TFP,120,-20,157,Binor S,C1C2C3[C@H]4C1[C@@H]([C@@H]23)[C@@H]1C2CC3[C@@H]1[C@H]3[C@H]24,,"1,2,4:5,6,8-Dimethano-s-indacen-4(1H)-ol, decahydro-, (1α,2α,3aβ,4β,4aα,5β,6β,7aα,8β,8aβ,9S*,10R*)-,",OC12C3CC4C(C3C3C5CC6C3C6C51)C42,,98.0,98.0,,"Scheme 102, 1.1 eq TFDO",,,[C@@H:2]12[CH:3]3[CH2:4][CH:5]4[C@@H:6]([C@@H:7]3[C@@H:8]3[C@@H:9]5[CH:10]6[C@H:11]1[CH:12]3[CH2:13][CH:14]56)[C@@H:15]24,[OH:1][C:2]12[CH:3]3[CH2:4][CH:5]4[CH:6]([CH:7]3[CH:8]3[CH:9]5[CH2:10][CH:11]6[CH:12]3[CH:13]6[CH:14]15)[CH:15]24,True,"{0: 0, 1: 2, 2: 6, 3: 10, 4: 4, 5: 10, 6: 6, 7: 10, 8: 4, 9: 0, 10: 2, 11: 6, 12: 6, 13: 10}","{0: [0, 9], 2: [1, 10], 6: [2, 6, 11, 12], 10: [3, 5, 7, 13], 4: [4, 8]}","{0: 2, 1: 2, 2: 4, 3: 4, 4: 2}",[C@@H:2]12[CH:3]3[CH2:4][CH:5]4[C@@H:6]([C@@H:7]3[C@@H:8]3[C@@H:9]5[CH:10]6[C@H:11]1[CH:12]3[CH2:13][CH:14]56)[C@@H:15]24>>[OH:1][C:2]12[CH:3]3[CH2:4][CH:5]4[CH:6]([CH:7]3[CH:8]3[CH:9]5[CH2:10][CH:11]6[CH:12]3[CH:13]6[CH:14]15)[CH:15]24,"{2: True, 3: False, 4: False, 5: False, 6: False, 7: False, 8: False, 9: False, 10: False, 11: False, 12: False, 13: False, 14: False, 15: False}","{0: 4, 1: 5, 2: 6, 3: 7, 4: 3, 5: 2, 6: 11, 7: 10, 8: 14, 9: 13, 10: 12, 11: 8, 12: 9, 13: 15}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 98.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0}"
158,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01,DMDO,Acetone,18,rt,178,"butane-1,3-diol",CC(O)CCO,,4-hydroxybutan-2-one,CC(=O)CCO,,90.0,90.0,,"183. Bovicelli, P.; Lupattelli, P.; Sanetti, A.; Mincione, E. Tetrahedron Lett. 1994, 35, 8477",Yes,,[CH3:1][CH:2]([OH:3])[CH2:4][CH2:5][OH:6],[CH3:1][C:2](=[O:3])[CH2:4][CH2:5][OH:6],False,"{0: 0, 1: 1, 3: 3, 4: 4}","{0: [0], 1: [1], 3: [3], 4: [4]}","{0: 0, 1: 1, 3: 3, 4: 4}",[CH3:1][CH:2]([OH:3])[CH2:4][CH2:5][OH:6]>>[CH3:1][C:2](=[O:3])[CH2:4][CH2:5][OH:6],"{1: False, 2: True, 4: False, 5: False}","{0: 1, 1: 2, 3: 4, 4: 5}","{0: 0.0, 1: 90.0, 3: 0.0, 4: 0.0}"
159,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01,DMDO,Acetone,18,rt,179,"pentane-1,2-diol",CCCC(O)CO,,1-hydroxypentan-2-one,CCCC(=O)CO,,100.0,100.0,,"183. Bovicelli, P.; Lupattelli, P.; Sanetti, A.; Mincione, E. Tetrahedron Lett. 1994, 35, 8477",Yes,,[CH3:1][CH2:2][CH2:3][CH:4]([OH:5])[CH2:6][OH:7],[CH3:1][CH2:2][CH2:3][C:4](=[O:5])[CH2:6][OH:7],False,"{0: 0, 1: 1, 2: 2, 3: 3, 5: 5}","{0: [0], 1: [1], 2: [2], 3: [3], 5: [5]}","{0: 0, 1: 1, 2: 2, 3: 3, 5: 5}",[CH3:1][CH2:2][CH2:3][CH:4]([OH:5])[CH2:6][OH:7]>>[CH3:1][CH2:2][CH2:3][C:4](=[O:5])[CH2:6][OH:7],"{1: False, 2: False, 3: False, 4: True, 6: False}","{0: 1, 1: 2, 2: 3, 3: 4, 5: 6}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 100.0, 5: 0.0}"
160,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01,DMDO,Acetone,18,rt,180,"pentane-1,4-diol",CC(O)CCCO,,5-hydroxypentan-2-one,CC(=O)CCCO,,60.0,60.0,,"183. Bovicelli, P.; Lupattelli, P.; Sanetti, A.; Mincione, E. Tetrahedron Lett. 1994, 35, 8477",Yes,,[CH3:1][CH:2]([OH:3])[CH2:4][CH2:5][CH2:6][OH:7],[CH3:1][C:2](=[O:3])[CH2:4][CH2:5][CH2:6][OH:7],False,"{0: 0, 1: 1, 3: 3, 4: 4, 5: 5}","{0: [0], 1: [1], 3: [3], 4: [4], 5: [5]}","{0: 0, 1: 1, 3: 3, 4: 4, 5: 5}",[CH3:1][CH:2]([OH:3])[CH2:4][CH2:5][CH2:6][OH:7]>>[CH3:1][C:2](=[O:3])[CH2:4][CH2:5][CH2:6][OH:7],"{1: False, 2: True, 4: False, 5: False, 6: False}","{0: 1, 1: 2, 3: 4, 4: 5, 5: 6}","{0: 0.0, 1: 60.0, 3: 0.0, 4: 0.0, 5: 0.0}"
161,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01,DMDO,Acetone,18,rt,195,"(1R,2R)-2-(hydroxymethyl)cyclopentan-1-ol",OC[C@H]1CCC[C@H]1O,,(R)-2-(hydroxymethyl)cyclopentan-1-one,O=C1CCC[C@@H]1CO,,85.0,85.0,,"183. Bovicelli, P.; Lupattelli, P.; Sanetti, A.; Mincione, E. Tetrahedron Lett. 1994, 35, 8477",Yes,,[OH:1][C@@H:2]1[CH2:3][CH2:4][CH2:5][C@@H:6]1[CH2:7][OH:8],[O:1]=[C:2]1[CH2:3][CH2:4][CH2:5][C@@H:6]1[CH2:7][OH:8],False,"{1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6}","{1: [1], 2: [2], 3: [3], 4: [4], 5: [5], 6: [6]}","{1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6}",[OH:1][C@@H:2]1[CH2:3][CH2:4][CH2:5][C@@H:6]1[CH2:7][OH:8]>>[O:1]=[C:2]1[CH2:3][CH2:4][CH2:5][C@@H:6]1[CH2:7][OH:8],"{2: True, 3: False, 4: False, 5: False, 6: False, 7: False}","{1: 7, 2: 6, 3: 5, 4: 4, 5: 3, 6: 2}","{1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 85.0}"
162,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01,DMDO,Acetone,18,rt,197,"hexane-1,5-diol",CC(O)CCCCO,,6-hydroxyhexan-2-one,CC(=O)CCCCO,,60.0,60.0,,"183. Bovicelli, P.; Lupattelli, P.; Sanetti, A.; Mincione, E. Tetrahedron Lett. 1994, 35, 8477",Yes,,[CH3:1][CH:2]([OH:3])[CH2:4][CH2:5][CH2:6][CH2:7][OH:8],[CH3:1][C:2](=[O:3])[CH2:4][CH2:5][CH2:6][CH2:7][OH:8],False,"{0: 0, 1: 1, 3: 3, 4: 4, 5: 5, 6: 6}","{0: [0], 1: [1], 3: [3], 4: [4], 5: [5], 6: [6]}","{0: 0, 1: 1, 3: 3, 4: 4, 5: 5, 6: 6}",[CH3:1][CH:2]([OH:3])[CH2:4][CH2:5][CH2:6][CH2:7][OH:8]>>[CH3:1][C:2](=[O:3])[CH2:4][CH2:5][CH2:6][CH2:7][OH:8],"{1: False, 2: True, 4: False, 5: False, 6: False, 7: False}","{0: 1, 1: 2, 3: 4, 4: 5, 5: 6, 6: 7}","{0: 0.0, 1: 60.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}"
163,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01,DMDO,CH2Cl2/ACETONE,3d,rt,209,isobutylbenzene,CC(C)Cc1ccccc1,,2-methyl-1-phenylpropan-1-one,CC(C)C(=O)c1ccccc1,,16.0,16.0,,"442. Kuck, D.; Schuster, A. Z. Naturforsch. 1991, 46b, 1223.",Yes,,[CH3:1][CH:2]([CH3:3])[CH2:4][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1,[CH3:1][CH:2]([CH3:3])[C:4](=[O:5])[c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1,True,"{0: 0, 1: 9, 2: 0, 3: 7, 4: 8, 5: 5, 6: 3, 7: 2, 8: 3, 9: 5}","{0: [0, 2], 9: [1], 7: [3], 8: [4], 5: [5, 9], 3: [6, 8], 2: [7]}","{0: 2, 1: 1, 3: 1, 4: 1, 5: 2, 6: 2, 7: 1}",[CH3:1][CH:2]([CH3:3])[CH2:4][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1>>[CH3:1][CH:2]([CH3:3])[C:4](=[O:5])[c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1,"{1: False, 2: False, 3: False, 4: True, 6: False, 7: False, 8: False, 9: False, 10: False, 11: False}","{0: 1, 1: 2, 2: 3, 3: 4, 4: 6, 5: 7, 6: 8, 7: 9, 8: 10, 9: 11}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 16.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0}"
164,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01,DMDO,Acetone,3d,rt,209,isobutylbenzene,CC(C)Cc1ccccc1,,2-methyl-1-phenylpropan-2-ol,CC(C)(O)Cc1ccccc1,,4.0,4.0,,"442. Kuck, D.; Schuster, A. Z. Naturforsch. 1991, 46b, 1223.",Yes,,[CH3:1][CH:2]([CH3:3])[CH2:5][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1,[CH3:1][C:2]([CH3:3])([OH:4])[CH2:5][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1,True,"{0: 0, 1: 9, 2: 0, 3: 7, 4: 8, 5: 5, 6: 3, 7: 2, 8: 3, 9: 5}","{0: [0, 2], 9: [1], 7: [3], 8: [4], 5: [5, 9], 3: [6, 8], 2: [7]}","{0: 2, 1: 1, 3: 1, 4: 1, 5: 2, 6: 2, 7: 1}",[CH3:1][CH:2]([CH3:3])[CH2:5][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1>>[CH3:1][C:2]([CH3:3])([OH:4])[CH2:5][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1,"{1: False, 2: True, 3: False, 5: False, 6: False, 7: False, 8: False, 9: False, 10: False, 11: False}","{0: 1, 1: 2, 2: 3, 3: 5, 4: 6, 5: 7, 6: 8, 7: 9, 8: 10, 9: 11}","{0: 0.0, 1: 4.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0}"
165,https://onlinelibrary.wiley.com/doi/epdf/10.1002/0471264180.or069.01,DMDO,Acetone,1,rt,222,3-acetyldihydrofuran-2(3H)-one,CC(=O)C1CCOC1=O,,3-acetyl-3-hydroxydihydrofuran-2(3H)-one,CC(=O)C1(O)CCOC1=O,,85.0,85.0,,"193. Adam, W.; Prechtl, F. Chem. Ber. 1991, 124, 2369.",Yes,,[CH3:1][C:2](=[O:3])[CH:4]1[CH2:6][CH2:7][O:8][C:9]1=[O:10],[CH3:1][C:2](=[O:3])[C:4]1([OH:5])[CH2:6][CH2:7][O:8][C:9]1=[O:10],False,"{0: 0, 1: 1, 3: 3, 4: 4, 5: 5, 7: 7}","{0: [0], 1: [1], 3: [3], 4: [4], 5: [5], 7: [7]}","{0: 0, 1: 1, 3: 3, 4: 4, 5: 5, 7: 7}",[CH3:1][C:2](=[O:3])[CH:4]1[CH2:6][CH2:7][O:8][C:9]1=[O:10]>>[CH3:1][C:2](=[O:3])[C:4]1([OH:5])[CH2:6][CH2:7][O:8][C:9]1=[O:10],"{1: False, 2: False, 4: True, 6: False, 7: False, 9: False}","{0: 1, 1: 2, 3: 4, 4: 6, 5: 7, 7: 9}","{0: 0.0, 1: 0.0, 3: 85.0, 4: 0.0, 5: 0.0, 7: 0.0}"
